,Id,LotArea,OverallQual,YearBuilt,RoofStyle,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
960,961,7207,5,1958,Gable,858,Y,858,0,1,0,2,1,4,0,0,116500
961,962,12227,6,1977,Gable,1330,Y,1542,1330,2,1,4,1,11,2,619,272000
962,963,2308,6,1976,Gable,804,Y,804,744,2,1,3,1,7,2,440,155000
963,964,11923,9,2007,Gable,1800,Y,1800,0,2,0,2,1,7,2,702,239000
964,965,11316,7,2002,Gable,817,Y,824,1070,2,1,4,1,8,2,510,214900
965,966,10237,6,2005,Gable,783,Y,783,701,2,1,3,1,8,2,393,178900
966,967,9600,5,1940,Gable,728,Y,976,332,1,1,2,1,7,1,256,160000
967,968,7390,5,1955,Hip,1098,Y,1098,0,1,0,3,1,6,1,260,135000
968,969,5925,3,1910,Gable,600,N,600,368,1,0,2,1,6,0,0,37900
969,970,10382,6,1958,Hip,588,Y,1095,0,1,0,2,1,6,1,264,140000
970,971,10800,4,1949,Gable,720,N,720,472,1,1,4,1,6,0,0,135000
971,972,2268,7,2003,Gable,764,Y,764,862,2,0,2,1,6,2,474,173000
972,973,7892,6,1979,Gable,918,Y,918,0,2,0,2,1,5,1,264,99500
973,974,11639,7,2007,Gable,1428,Y,1428,0,2,0,3,1,6,2,480,182000
974,975,11414,7,1910,Gable,728,N,1136,883,1,0,3,1,8,2,532,167500
975,976,2651,7,2000,Gable,673,Y,673,709,2,1,3,1,6,2,490,165000
976,977,5900,4,1923,Gable,440,Y,869,0,1,0,2,1,4,0,0,85500
977,978,4274,7,2006,Gable,1241,Y,1241,0,1,1,1,1,4,2,569,199900
978,979,9450,4,1954,Gable,894,Y,894,0,1,0,3,1,5,2,400,110000
979,980,8816,5,1963,Gable,1121,Y,1121,0,1,0,3,1,5,2,480,139000
980,981,12122,7,1961,Gable,944,Y,999,0,1,0,3,1,6,2,588,178400
981,982,12203,8,1998,Hip,1225,Y,1276,1336,2,1,4,1,8,3,676,336000
982,983,3182,7,2007,Gable,1266,Y,1266,0,2,0,2,1,6,2,388,159895
983,984,11250,8,2002,Gable,1128,Y,1149,1141,2,1,4,1,9,2,779,255900
984,985,10125,5,1977,Gable,0,Y,1302,432,2,0,4,2,8,2,539,126000
985,986,10880,5,1950,Gable,1164,N,1164,0,1,0,3,1,5,1,240,125000
986,987,5310,6,1910,Hip,485,Y,1001,634,1,0,2,1,5,1,255,117000
987,988,10159,9,2009,Hip,1930,Y,1940,0,2,1,3,1,8,3,606,395192
988,989,12046,6,1976,Gable,848,Y,1118,912,2,1,4,1,8,2,551,195000
989,990,8125,7,2006,Gable,770,Y,778,798,2,1,3,1,6,2,614,197000
990,991,9452,8,1997,Gable,1396,Y,1407,985,2,1,3,1,7,3,870,348000
991,992,17671,8,1882,Gable,916,Y,916,826,1,1,4,1,8,2,424,168000
992,993,9760,6,1964,Hip,822,Y,1020,831,2,1,3,1,7,2,440,187000
993,994,8846,6,2005,Gable,750,Y,750,750,2,1,3,1,6,2,564,173900
994,995,12456,10,2006,Hip,1700,Y,1718,0,2,0,3,1,7,3,786,337500
995,996,4712,4,1946,Gable,747,Y,774,456,1,1,3,1,5,1,305,121600
996,997,10659,5,1961,Hip,1050,Y,1050,0,1,0,3,1,6,1,368,136500
997,998,11717,6,1970,Hip,1442,Y,1442,0,2,0,2,1,6,2,615,185000
998,999,9786,3,1922,Hip,1007,N,1077,0,1,0,3,1,6,1,210,91000
999,1000,6762,7,2006,Gable,1187,Y,1208,0,2,0,2,1,6,2,632,206000
1000,1001,10206,3,1952,Flat,0,N,944,0,1,0,2,1,4,2,528,82000
1001,1002,5400,5,1920,Gable,691,Y,691,0,1,0,2,1,4,1,216,86000
1002,1003,11957,8,2006,Gable,1574,Y,1574,0,2,0,3,1,7,3,824,232000
1003,1004,11500,5,1976,Gable,1680,Y,1680,0,2,0,4,2,8,2,528,136905
1004,1005,3182,7,2005,Gable,1346,Y,1504,0,2,0,1,1,7,2,457,181000
1005,1006,8385,5,1977,Gable,985,Y,985,0,2,0,3,1,6,1,328,149900
1006,1007,12155,6,1970,Gable,1657,Y,1657,0,2,0,3,1,7,2,484,163500
1007,1008,2217,4,1970,Gable,546,Y,546,546,1,1,3,1,6,1,286,88000
1008,1009,12118,7,2004,Hip,1710,Y,1710,0,2,0,3,1,7,2,550,240000
1009,1010,6000,5,1926,Gable,1008,Y,1008,0,2,0,4,1,7,0,0,102000
1010,1011,21286,5,1948,Gable,720,Y,720,551,2,0,4,1,7,1,312,135000
1011,1012,9825,5,1965,Hip,0,N,1664,0,2,0,4,2,8,0,0,100000
1012,1013,10592,6,1923,Hip,602,Y,900,602,1,1,3,1,7,1,180,165000
1013,1014,7200,5,1910,Hip,1022,N,1022,0,1,0,2,1,4,1,280,85000
1014,1015,11664,6,1948,Gable,1082,Y,1082,0,1,0,2,1,5,1,240,119200
1015,1016,8400,8,2001,Gable,810,Y,810,855,2,1,3,1,6,2,528,227000
1016,1017,11883,7,1996,Hip,1504,Y,1504,0,2,0,3,1,6,2,478,203000
1017,1018,5814,8,1984,Gable,1220,Y,1360,0,1,0,1,1,4,2,565,187500
1018,1019,10784,7,1991,Gable,384,Y,802,670,2,1,3,1,7,2,402,160000
1019,1020,3013,7,2005,Gable,1362,Y,1506,0,2,0,2,1,6,2,440,213490
1020,1021,7024,4,2005,Gable,1132,Y,1132,0,1,1,2,1,5,2,451,176000
1021,1022,7406,7,2006,Gable,1199,Y,1220,0,2,0,2,1,6,2,632,194000
1022,1023,9439,5,1930,Gable,912,Y,912,336,1,0,2,1,6,1,160,87000
1023,1024,3182,7,2005,Gable,1346,Y,1504,0,2,0,2,1,7,2,437,191000
1024,1025,15498,8,1976,Hip,1565,Y,2898,0,2,0,2,1,10,2,665,287000
1025,1026,7700,5,1972,Gable,882,Y,882,0,1,0,3,1,5,2,461,112500
1026,1027,9300,5,1960,Gable,1268,Y,1264,0,1,0,3,1,6,2,461,167500
1027,1028,9520,8,2007,Gable,1638,Y,1646,0,2,0,3,1,7,3,800,293077
1028,1029,9492,5,1941,Gable,768,Y,968,408,1,0,3,1,6,1,240,105000
1029,1030,1680,6,1972,Gable,672,Y,672,546,1,1,3,1,7,1,264,118000
1030,1031,7082,5,1916,Gable,686,Y,948,980,2,0,5,2,10,0,0,160000
1031,1032,15863,7,1920,Gable,824,Y,1687,998,2,1,5,1,12,2,672,197000
1032,1033,14541,8,1993,Gable,1338,Y,1352,1168,2,1,5,1,10,3,796,310000
1033,1034,8125,7,2002,Gable,1654,Y,1654,0,2,0,3,1,6,3,900,230000
1034,1035,6305,5,1938,Gable,920,Y,954,0,1,0,2,1,5,1,240,119750
1035,1036,11500,4,1957,Gable,0,N,845,0,1,0,3,1,5,1,290,84000
1036,1037,12898,9,2007,Hip,1620,Y,1620,0,2,0,2,1,6,3,912,315500
1037,1038,9240,8,2001,Gable,1055,Y,1055,1208,2,1,3,1,7,2,905,287000
1038,1039,1533,4,1970,Gable,546,Y,798,546,1,1,3,1,6,0,0,97000
1039,1040,1477,4,1970,Gable,630,Y,630,0,1,0,1,1,3,1,286,80000
1040,1041,13125,5,1957,Gable,1134,Y,1803,0,2,0,3,1,8,2,484,155000
1041,1042,9130,6,1966,Hip,800,Y,800,832,1,1,4,1,7,2,484,173000
1042,1043,5381,6,2005,Gable,1306,Y,1306,0,2,0,1,1,5,2,624,196000
1043,1044,11839,7,1990,Hip,1475,Y,1532,797,2,1,4,1,10,2,514,262280
1044,1045,9600,8,1981,Hip,2524,Y,2524,0,2,1,4,1,9,2,542,278000
1045,1046,13680,3,1955,Hip,0,Y,1733,0,2,0,4,1,8,2,452,139600
1046,1047,16056,9,2005,Hip,1992,Y,1992,876,3,1,4,1,11,3,716,556581
1047,1048,9245,5,1994,Gable,990,Y,990,0,1,0,3,1,5,2,672,145000
1048,1049,21750,5,1960,Hip,0,Y,1771,0,1,0,3,1,9,2,336,115000
1049,1050,11100,4,1946,Gable,0,Y,930,0,1,0,2,1,6,1,308,84900
1050,1051,8993,7,2007,Gable,1302,Y,1302,0,2,0,3,1,6,2,436,176485
1051,1052,11175,7,2007,Gable,1316,Y,1316,0,2,0,3,1,6,2,440,200141
1052,1053,9500,6,1964,Gable,816,Y,1127,850,1,1,4,1,9,2,540,165000
1053,1054,8562,5,1957,Hip,1216,Y,1526,0,1,0,4,1,7,1,364,144500
1054,1055,11367,8,2002,Gable,1065,Y,1091,898,2,1,3,1,7,2,586,255000
1055,1056,11361,6,1976,Gable,1193,Y,1523,0,2,0,3,1,7,2,478,180000
1056,1057,7052,7,2005,Gable,1364,Y,1364,0,2,0,2,1,6,2,484,185850
1057,1058,29959,7,1994,Gable,973,Y,979,871,2,1,3,1,7,2,467,248000
1058,1059,11308,9,2008,Gable,1104,Y,1130,1054,2,1,3,1,10,3,836,335000
1059,1060,11275,6,1932,Gable,854,Y,1096,895,1,1,3,1,7,2,432,220000
1060,1061,4920,8,2001,Gable,1338,Y,1338,0,2,0,2,1,6,2,582,213500
1061,1062,18000,3,1935,Gable,894,Y,894,0,1,0,2,1,6,3,1248,81000
1062,1063,13600,5,1900,Gable,662,N,1422,915,2,0,5,2,10,2,560,90000
1063,1064,6000,6,1925,Gable,1103,Y,1103,0,1,0,2,1,5,2,440,110500
1064,1065,11000,5,1966,Gable,1154,Y,1154,0,1,1,3,1,6,2,480,154000
1065,1066,14000,7,1996,Gable,1306,Y,1306,954,2,1,3,1,7,2,533,328000
1066,1067,7837,6,1993,Gable,799,Y,799,772,2,1,3,1,7,2,380,178000
1067,1068,9760,6,1964,Gable,780,Y,798,813,1,1,4,1,7,2,442,167900
1068,1069,3964,6,1973,Gable,942,Y,1291,1230,2,1,5,1,10,2,576,151400
1069,1070,9600,5,1949,Gable,845,Y,893,0,1,0,2,1,4,2,576,135000
1070,1071,10152,5,1956,Hip,1048,Y,1048,0,1,0,3,1,6,1,286,135000
1071,1072,11700,6,1968,Gable,727,Y,829,727,1,1,4,1,8,2,441,154000
1072,1073,7585,5,1948,Gable,810,Y,1002,454,1,0,4,1,7,1,280,91500
1073,1074,7950,6,1977,Hip,690,Y,698,728,1,1,3,1,6,2,440,159500
1074,1075,8556,7,2006,Gable,1240,Y,1240,0,2,0,2,1,5,3,826,194000
1075,1076,13125,7,1940,Gable,800,Y,960,780,1,1,3,1,6,1,240,219500
1076,1077,10800,5,1936,Gable,796,Y,1096,370,2,0,3,1,7,2,566,170000
1077,1078,15870,5,1969,Gable,1096,Y,1096,0,1,0,3,1,6,1,299,138800
1078,1079,4435,6,2004,Gable,848,Y,848,0,1,0,1,1,3,2,420,155900
1079,1080,8775,5,1994,Gable,990,Y,990,0,1,0,3,1,5,1,299,126000
1080,1081,11040,6,1971,Gable,1258,Y,1258,0,2,0,3,1,5,2,528,145000
1081,1082,7500,5,1963,Gable,1040,Y,1040,0,1,1,3,1,5,1,308,133000
1082,1083,8749,7,2002,Gable,1459,Y,1459,0,2,0,3,1,6,2,527,192000
1083,1084,8800,6,1964,Hip,1251,Y,1251,0,1,0,3,1,6,1,461,160000
1084,1085,13031,6,1995,Gable,691,Y,691,807,2,1,3,1,6,2,409,187500
1085,1086,9069,6,1992,Gable,936,Y,996,0,1,0,2,1,5,2,564,147000
1086,1087,1974,4,1973,Gable,546,Y,546,546,1,1,3,1,6,1,286,83500
1087,1088,10574,8,2005,Gable,1082,Y,1082,871,2,1,3,1,9,3,1043,252000
1088,1089,2522,7,2004,Gable,970,Y,970,739,2,0,3,1,7,2,380,137500
1089,1090,3316,8,2005,Gable,1247,Y,1247,0,1,1,1,1,4,2,550,197000
1090,1091,8544,3,1950,Gable,0,N,1040,0,2,0,2,2,6,2,400,92900
1091,1092,2160,7,1999,Gable,600,Y,624,628,2,1,2,1,4,2,462,160000
1092,1093,8400,6,1925,Gable,1181,Y,1390,304,2,0,4,1,7,2,576,136500
1093,1094,9230,5,1965,Hip,864,Y,1200,0,1,1,1,1,6,2,884,146000
1094,1095,5868,5,1956,Gable,936,Y,936,0,1,0,2,1,4,1,308,129000
1095,1096,9317,6,2006,Gable,1314,Y,1314,0,2,0,3,1,6,2,440,176432
1096,1097,6882,6,1914,Gable,684,Y,773,582,1,1,3,1,7,0,0,127000
1097,1098,3696,8,1986,Gable,1074,Y,1088,0,1,1,2,1,5,2,461,170000
1098,1099,6000,4,1936,Gable,672,Y,757,567,1,0,3,1,6,1,240,128000
1099,1100,11880,7,1978,Gable,1271,Y,1601,0,2,0,3,1,7,2,478,157000
1100,1101,8400,2,1920,Gable,290,N,438,0,1,0,1,1,3,1,246,60000
1101,1102,9758,5,1971,Gable,950,Y,950,0,1,0,3,1,5,1,280,119500
1102,1103,7000,5,1960,Gable,1010,Y,1134,0,1,0,2,1,6,1,254,135000
1103,1104,8910,6,1959,Hip,655,Y,1194,0,1,0,3,1,6,2,539,159500
1104,1105,2016,5,1970,Gable,630,Y,630,672,2,1,3,1,6,2,440,106000
1105,1106,12256,8,1994,Gable,1463,Y,1500,1122,2,1,3,1,9,2,712,325000
1106,1107,10357,7,1990,Hip,910,Y,1442,0,2,0,3,1,6,2,719,179900
1107,1108,23257,7,2006,Gable,868,Y,887,1134,2,1,3,1,9,2,422,274725
1108,1109,8063,6,2000,Gable,924,Y,948,742,2,1,3,1,7,2,463,181000
1109,1110,11362,8,2004,Gable,1836,Y,1836,0,2,0,3,1,7,3,862,280000
1110,1111,8000,6,1995,Gable,773,Y,773,885,2,1,3,1,8,2,431,188000
1111,1112,10480,7,1976,Hip,803,Y,1098,866,2,1,4,1,8,2,483,205000
1112,1113,7100,5,1957,Gable,816,Y,816,0,1,0,2,1,5,1,308,129900
1113,1114,8923,5,1953,Gable,1008,Y,1008,0,1,0,2,1,6,1,240,134500
1114,1115,5400,5,1954,Gable,833,Y,833,0,1,0,2,1,4,1,326,117000
1115,1116,12085,8,2007,Hip,1734,Y,1734,0,2,0,3,1,7,3,928,318000
1116,1117,7750,8,2002,Hip,408,Y,779,640,2,1,3,1,7,2,527,184100
1117,1118,9764,5,1967,Gable,894,Y,894,0,1,0,3,1,5,2,450,130000
1118,1119,13825,5,1958,Gable,533,Y,1021,580,1,0,3,1,6,1,300,140000
1119,1120,7560,5,1959,Gable,1040,Y,1040,0,1,0,3,1,6,1,286,133700
1120,1121,8263,6,1920,Gable,1012,Y,1012,0,1,0,2,1,6,1,308,118400
1121,1122,10084,7,2005,Gable,1552,Y,1552,0,2,0,3,1,7,3,782,212900
1122,1123,8926,4,1956,Gable,672,Y,960,0,1,0,3,1,5,1,288,112000
1123,1124,9405,5,1947,Hip,698,Y,698,0,1,0,2,1,4,0,0,118000
1124,1125,9125,7,1992,Gable,384,Y,812,670,2,1,3,1,7,2,392,163900
1125,1126,10434,4,1955,Gable,1005,Y,1005,0,1,0,2,1,5,2,672,115000
1126,1127,3684,7,2007,Hip,1373,Y,1555,0,2,0,2,1,7,3,660,174000
1127,1128,14572,7,2004,Hip,1530,Y,1530,0,2,0,3,1,7,3,630,259000
1128,1129,11796,7,2004,Gable,847,Y,847,1112,2,1,4,1,8,2,434,215000
1129,1130,7200,5,1980,Gable,936,Y,936,0,1,0,2,1,4,2,672,140000
1130,1131,7804,4,1928,Gable,1122,Y,1328,653,2,0,4,1,7,2,576,135000
1131,1132,10712,5,1991,Gable,974,Y,974,0,1,0,3,1,5,0,0,93500
1132,1133,9900,6,1880,Gable,1008,Y,1178,1032,2,0,5,1,8,1,205,117500
1133,1134,9828,8,1995,Gable,1128,Y,1142,878,2,1,3,1,8,2,466,239500
1134,1135,8773,6,1997,Gable,916,Y,916,684,2,1,3,1,7,2,460,169000
1135,1136,6180,6,1926,Gable,960,N,986,0,1,0,2,1,5,1,180,102000
1136,1137,9600,6,1950,Gable,1032,Y,1032,220,1,0,3,1,6,1,288,119000
1137,1138,6342,5,1875,Gable,780,N,780,240,1,0,2,1,6,0,0,94000
1138,1139,9819,6,1977,Gable,1567,Y,1567,0,2,0,2,1,5,2,714,196000
1139,1140,8731,5,1920,Gable,915,Y,1167,0,1,0,3,1,6,2,495,144000
1140,1141,7350,5,1951,Gable,952,Y,952,0,1,0,2,1,4,2,840,139000
1141,1142,10304,5,1976,Gable,780,Y,1088,780,2,1,4,1,9,2,484,197500
1142,1143,9965,8,2006,Hip,1466,Y,1466,1362,3,0,4,1,11,3,1052,424870
1143,1144,9000,5,1959,Gable,1006,Y,1006,0,1,0,3,1,5,0,0,80000
1144,1145,12180,4,1941,Gable,672,N,672,252,1,0,2,1,5,1,280,80000
1145,1146,6240,5,1928,Gable,1042,Y,1042,534,1,0,3,1,8,1,225,149000
1146,1147,11200,6,1985,Gable,1298,Y,1298,0,2,0,3,1,5,2,403,180000
1147,1148,12000,7,1941,Gable,704,Y,860,704,1,1,3,1,7,1,234,174500
1148,1149,5700,7,1926,Gable,572,Y,572,539,1,0,2,1,5,1,288,116900
1149,1150,9000,7,1920,Hip,650,Y,832,650,1,0,3,1,7,2,324,143000
1150,1151,8280,6,1950,Gable,932,Y,932,0,1,0,2,1,4,1,306,124000
1151,1152,17755,5,1959,Gable,1466,Y,1466,0,1,1,3,1,6,2,528,149900
1152,1153,14115,6,1956,Gable,1073,Y,1811,0,1,0,2,1,6,2,470,230000
1153,1154,5890,6,1930,Gable,816,Y,816,0,1,0,2,1,5,1,432,120500
1154,1155,13700,7,1965,Gable,864,Y,902,918,1,2,4,1,8,2,492,201800
1155,1156,10768,5,1976,Gable,1437,Y,1437,0,2,0,3,1,6,2,528,218000
1156,1157,9350,5,1965,Gable,1219,Y,1265,0,2,0,3,1,6,2,502,179900
1157,1158,5001,7,2007,Gable,1314,Y,1314,0,2,0,2,1,6,2,626,230000
1158,1159,11932,8,2007,Gable,1580,Y,1580,0,2,0,3,1,7,3,830,235128
1159,1160,9120,6,1974,Hip,901,Y,943,933,2,1,4,1,8,2,540,185000
1160,1161,2280,6,1978,Gable,855,Y,855,601,2,1,3,1,7,2,440,146000
1161,1162,14778,6,1954,Hip,1296,Y,1640,0,1,0,3,1,7,2,924,224000
1162,1163,8724,5,1968,Gable,894,Y,894,0,1,0,3,1,5,2,450,129000
1163,1164,12900,4,1969,Gable,1198,Y,1258,0,0,2,0,2,6,2,400,108959
1164,1165,16157,5,1978,Gable,1360,Y,1432,0,1,1,2,1,5,2,588,194000
1165,1166,9541,7,2009,Gable,1502,Y,1502,0,2,0,3,1,7,2,644,233170
1166,1167,10475,8,2008,Gable,1694,Y,1694,0,2,0,3,1,7,3,776,245350
1167,1168,10852,6,2000,Gable,959,Y,959,712,2,1,3,1,7,2,472,173000
1168,1169,13728,6,1935,Hip,1127,Y,1236,872,2,0,4,1,7,2,540,235000
1169,1170,35760,10,1995,Hip,1930,Y,1831,1796,3,1,4,1,10,3,807,625000
1170,1171,9880,6,1977,Gable,1096,Y,1118,0,1,0,3,1,6,1,358,171000
1171,1172,9120,6,1958,Hip,1261,Y,1261,0,1,0,3,1,6,2,433,163000
1172,1173,4017,7,2006,Gable,625,Y,625,625,2,1,2,1,5,2,625,171900
1173,1174,18030,5,1946,Gable,1598,Y,1636,971,3,0,3,1,12,0,0,200500
1174,1175,16560,6,1932,Gable,952,Y,1170,1175,2,1,4,1,9,2,360,239000
1175,1176,10678,8,1992,Hip,1683,Y,2129,743,2,1,4,1,9,2,541,285000
1176,1177,6951,5,1984,Gable,876,Y,923,0,1,0,3,1,5,1,264,119500
1177,1178,3950,6,1926,Gable,818,Y,818,406,1,0,3,1,5,1,210,115000
1178,1179,7681,5,1921,Gable,731,Y,820,523,1,1,3,1,7,1,186,154900
1179,1180,8335,5,1954,Gable,0,Y,1124,0,1,0,3,1,5,0,0,93000
1180,1181,11170,7,1990,Gable,1216,Y,1298,1216,2,1,4,1,8,2,693,250000
1181,1182,5587,8,2008,Hip,1600,Y,1652,0,2,0,2,1,5,2,482,392500
1182,1183,15623,10,1996,Hip,2396,Y,2411,2065,3,1,4,1,10,3,813,745000
1183,1184,10800,5,1920,Hip,1120,Y,1130,0,1,0,2,1,5,2,720,120000
1184,1185,35133,5,1963,Hip,1572,Y,1572,0,1,1,3,1,5,3,995,186700
1185,1186,9738,5,1924,Gable,784,Y,949,272,1,0,4,1,7,1,392,104900
1186,1187,10615,3,1900,Gable,978,Y,1014,685,2,0,3,2,7,2,420,95000
1187,1188,12461,8,1994,Gable,1624,Y,1624,0,2,0,2,1,5,3,757,262000
1188,1189,8935,7,2002,Gable,831,Y,831,829,2,1,3,1,7,2,493,195000
1189,1190,7500,7,1999,Gable,994,Y,1028,776,2,1,3,1,7,2,442,189000
1190,1191,32463,4,1961,Gable,1249,Y,1622,0,1,0,3,1,7,4,1356,168000
1191,1192,2645,8,1999,Gable,776,Y,764,677,2,1,2,1,5,2,492,174000
1192,1193,9600,5,1925,Gambrel,702,Y,842,630,1,0,3,1,6,1,250,125000
1193,1194,4500,6,1999,Hip,1224,Y,1224,0,2,0,2,1,5,2,402,165000
1194,1195,9364,6,1969,Gable,663,Y,663,689,1,1,4,1,7,1,299,158000
1195,1196,8029,6,2005,Gable,728,Y,728,728,2,1,3,1,8,2,400,176000
1196,1197,14054,7,2006,Gable,879,Y,879,984,2,1,4,1,9,3,660,219210
1197,1198,8850,7,1916,Gable,815,Y,815,875,1,0,3,1,7,1,225,144000
1198,1199,9100,7,2001,Gable,1212,Y,1212,0,2,0,3,1,6,2,573,178000
1199,1200,11235,4,1963,Gable,1051,Y,1382,0,1,1,3,1,6,2,459,148000
1200,1201,9353,4,1970,Gable,864,Y,864,0,1,0,3,1,5,1,280,116050
1201,1202,10400,7,1998,Gable,866,Y,866,913,2,1,3,1,6,2,546,197900
1202,1203,6000,5,1925,Gable,884,Y,884,464,1,0,3,1,5,1,216,117000
1203,1204,9750,7,2000,Gable,1630,Y,1630,0,2,0,3,1,6,2,451,213000
1204,1205,10140,5,1975,Gable,1056,Y,1074,0,1,1,3,1,6,2,495,153500
1205,1206,14684,7,1990,Hip,2158,Y,2196,0,2,0,3,1,7,3,701,271900
1206,1207,8900,4,1966,Gable,1056,Y,1056,0,1,0,2,1,5,1,384,107000
1207,1208,9135,6,2003,Gable,1682,Y,1700,0,2,0,3,1,7,2,544,200000
1208,1209,7763,5,1962,Gable,931,Y,1283,0,1,0,3,1,6,2,506,140000
1209,1210,10182,8,2006,Hip,1660,Y,1660,0,2,0,3,1,8,2,500,290000
1210,1211,11218,6,1992,Gable,1055,Y,1055,790,2,1,3,1,8,2,462,189000
1211,1212,12134,8,1988,Gable,559,Y,1080,672,2,0,4,1,8,2,492,164000
1212,1213,9340,4,1941,Hip,672,Y,672,0,1,0,2,1,4,1,234,113000
1213,1214,10246,4,1965,Gable,648,Y,960,0,0,0,0,1,3,1,364,145000
1214,1215,10205,5,1962,Gable,925,Y,999,0,1,0,3,1,6,1,300,134500
1215,1216,7094,5,1966,Gable,894,Y,894,0,1,0,3,1,5,1,384,125000
1216,1217,8930,6,1978,Gable,0,Y,1318,584,2,0,4,2,8,2,539,112000
1217,1218,8640,8,2009,Gable,1300,Y,1314,0,2,0,3,1,6,2,552,229456
1218,1219,6240,4,1947,Gable,0,N,672,240,1,0,2,1,3,0,0,80500
1219,1220,1680,6,1971,Gable,672,Y,672,546,1,1,3,1,7,0,0,91500
1220,1221,7800,5,1964,Gable,912,Y,912,0,1,0,2,1,5,1,288,115000
1221,1222,8250,5,1968,Hip,952,Y,1211,0,1,0,3,1,5,1,322,134000
1222,1223,10496,6,1949,Gable,1040,Y,1168,678,2,0,3,1,7,1,315,143000
1223,1224,10680,5,1951,Hip,2136,N,2136,0,2,0,4,1,7,2,528,137900
1224,1225,15384,7,2004,Gable,788,Y,788,702,2,1,3,1,8,2,388,184000
1225,1226,10482,6,1958,Hip,588,Y,1138,0,1,0,3,1,6,1,264,145000
1226,1227,14598,6,2007,Gable,894,Y,894,1039,2,1,4,1,9,3,668,214000
1227,1228,8872,5,1965,Gable,912,Y,912,0,1,0,2,1,5,2,576,147000
1228,1229,8769,9,2008,Hip,1702,Y,1702,0,1,1,1,1,7,3,1052,367294
1229,1230,7910,5,1960,Hip,1075,Y,1507,0,2,0,4,1,7,1,404,127000
1230,1231,18890,5,1977,Shed,1361,Y,1361,1259,2,2,4,2,12,2,600,190000
1231,1232,7728,5,1962,Hip,1106,Y,1190,0,1,0,3,1,6,2,540,132500
1232,1233,9842,4,1962,Gable,0,Y,1224,0,2,0,2,2,6,2,462,101800
1233,1234,12160,5,1959,Hip,1188,Y,1188,0,1,0,3,1,6,2,531,142000
1234,1235,8525,5,1911,Gable,940,N,1024,940,1,1,4,1,7,0,0,130000
1235,1236,13132,5,1914,Gable,747,Y,892,892,1,1,4,1,9,1,180,138887
1236,1237,2628,7,2003,Gable,764,Y,764,862,2,1,2,1,6,2,474,175500
1237,1238,12393,7,2004,Gable,847,Y,847,1101,2,1,4,1,8,2,434,195000
1238,1239,13072,6,2005,Gable,1141,Y,1141,0,1,1,3,1,6,2,484,142500
1239,1240,9037,8,2006,Hip,1476,Y,1484,0,2,0,2,1,6,2,472,265900
1240,1241,8158,7,2003,Gable,884,Y,884,884,2,1,3,1,8,2,543,224900
1241,1242,9849,7,2007,Hip,1689,Y,1689,0,2,0,3,1,7,3,954,248328
1242,1243,10625,7,1974,Gable,1053,Y,1173,0,2,0,3,1,6,2,528,170000
1243,1244,13891,10,2006,Gable,2076,Y,2076,0,2,1,2,1,7,3,850,465000
1244,1245,11435,8,1929,Gable,792,Y,792,725,1,0,3,1,7,2,400,230000
1245,1246,12090,6,1984,Hip,585,Y,1140,728,3,1,3,1,7,2,477,178000
1246,1247,8125,7,2005,Gable,756,Y,756,797,2,1,3,1,6,2,615,186500
1247,1248,12328,6,1976,Gable,1012,Y,1034,0,1,0,3,1,6,3,888,169900
1248,1249,9600,6,1917,Gable,735,N,1134,924,1,1,3,1,8,2,396,129500
1249,1250,7200,5,1950,Gable,876,Y,988,0,1,0,3,1,6,1,276,119000
1250,1251,11160,7,1968,Hip,2110,Y,2110,0,2,1,3,1,8,2,522,244000
1251,1252,3136,7,2003,Gable,1405,Y,1405,0,2,0,2,1,6,2,478,171750
1252,1253,9858,5,1968,Gable,864,Y,874,0,1,0,3,1,5,1,288,130000
1253,1254,17542,7,1974,Gable,1192,Y,1516,651,2,1,3,1,9,2,518,294000
1254,1255,6931,7,2003,Gable,746,Y,760,896,2,1,3,1,7,2,397,165400
1255,1256,6240,6,1931,Gable,884,Y,959,408,1,0,3,1,6,1,560,127500
1256,1257,14303,8,1994,Hip,1986,Y,1987,0,2,0,2,1,7,2,691,301500
1257,1258,4060,5,1922,Gable,864,Y,864,0,1,0,2,1,4,0,0,99900
1258,1259,9587,7,2005,Gable,856,Y,1166,0,2,0,2,1,5,2,400,190000
1259,1260,9750,6,1969,Gable,1054,Y,1054,0,1,1,3,1,6,2,460,151000
1260,1261,24682,6,1999,Gable,841,Y,892,783,2,1,3,1,7,2,502,181000
1261,1262,9600,5,1956,Hip,1050,Y,1050,0,1,0,2,1,5,1,338,128900
1262,1263,11250,4,1957,Gable,1104,Y,1104,684,1,0,5,1,8,1,304,161500
1263,1264,13515,6,1919,Gambrel,764,Y,1060,764,1,0,3,1,8,2,520,180500
1264,1265,4060,6,1998,Gable,1405,Y,1337,0,2,0,2,1,5,2,511,181000
1265,1266,3735,7,1999,Hip,691,Y,713,739,2,1,3,1,6,2,506,183900
1266,1267,10120,7,1910,Hip,925,N,964,925,1,1,4,2,9,1,308,122000
1267,1268,13214,9,2008,Hip,2002,Y,2018,0,2,0,3,1,10,3,746,378500
1268,1269,14100,8,1935,Gable,728,Y,1968,1479,3,1,4,1,11,3,1014,381000
