,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town
1006,4.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,Often,less than an hour a day,3.0,27.0,5.0,male,village
1005,5.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,Often,few hours a day,3.0,20.0,1.0,female,city
1003,4.0,4.0,5.0,3.0,1.0,5.0,4.0,3.0,Often,few hours a day,3.0,20.0,1.0,female,city
6,5.0,5.0,4.0,3.0,1.0,5.0,1.0,3.0,Often,less than an hour a day,4.0,20.0,1.0,female,village
8,5.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,Often,few hours a day,2.0,18.0,1.0,female,city
996,5.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,Often,few hours a day,3.0,20.0,0.0,male,
995,5.0,5.0,5.0,3.0,4.0,5.0,1.0,4.0,Often,few hours a day,4.0,18.0,0.0,female,city
994,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,Often,few hours a day,3.0,20.0,0.0,female,city
10,5.0,4.0,5.0,3.0,2.0,5.0,2.0,2.0,Often,less than an hour a day,2.0,19.0,2.0,female,city
64,5.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,Often,most of the day,1.0,18.0,0.0,female,city
11,5.0,1.0,5.0,2.0,1.0,1.0,5.0,4.0,Often,few hours a day,2.0,17.0,1.0,female,city
14,5.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,Often,most of the day,5.0,22.0,1.0,female,city
15,1.0,1.0,5.0,5.0,3.0,1.0,1.0,4.0,Often,few hours a day,3.0,18.0,0.0,male,city
982,5.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,Often,few hours a day,2.0,18.0,2.0,male,city
980,5.0,1.0,5.0,5.0,1.0,3.0,5.0,2.0,Often,less than an hour a day,1.0,18.0,2.0,female,city
24,5.0,3.0,5.0,4.0,2.0,3.0,5.0,4.0,Often,few hours a day,3.0,19.0,1.0,female,city
978,5.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,Often,few hours a day,2.0,21.0,2.0,female,city
25,5.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,Often,few hours a day,2.0,20.0,1.0,female,city
976,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,Often,few hours a day,4.0,19.0,1.0,female,city
27,4.0,4.0,5.0,2.0,1.0,5.0,5.0,3.0,Often,few hours a day,3.0,19.0,1.0,female,city
972,5.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,Often,less than an hour a day,3.0,19.0,0.0,female,city
12,5.0,1.0,5.0,4.0,1.0,2.0,1.0,5.0,Often,few hours a day,4.0,24.0,10.0,female,city
919,5.0,1.0,5.0,5.0,2.0,1.0,2.0,3.0,Often,few hours a day,2.0,21.0,1.0,female,city
69,5.0,1.0,5.0,2.0,1.0,4.0,1.0,3.0,Often,most of the day,1.0,20.0,3.0,female,city
915,4.0,4.0,5.0,1.0,2.0,5.0,4.0,3.0,Often,few hours a day,5.0,18.0,1.0,female,city
878,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,Often,less than an hour a day,4.0,26.0,3.0,male,city
99,5.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,Often,less than an hour a day,4.0,18.0,1.0,female,city
100,5.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,Often,few hours a day,4.0,21.0,1.0,female,city
874,5.0,3.0,5.0,3.0,1.0,4.0,2.0,2.0,Often,few hours a day,4.0,18.0,1.0,female,city
104,4.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,Often,few hours a day,2.0,21.0,1.0,male,village
868,5.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,Often,few hours a day,4.0,18.0,0.0,male,village
867,5.0,1.0,5.0,4.0,3.0,5.0,5.0,2.0,Often,few hours a day,4.0,25.0,1.0,female,city
862,5.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0,Often,few hours a day,2.0,21.0,2.0,male,city
113,3.0,5.0,4.0,2.0,1.0,5.0,3.0,2.0,Often,few hours a day,2.0,21.0,1.0,female,village
857,5.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,Often,most of the day,4.0,20.0,1.0,male,village
880,5.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,Often,few hours a day,4.0,18.0,1.0,female,city
114,5.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,Often,less than an hour a day,4.0,19.0,1.0,female,city
854,5.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,Often,few hours a day,2.0,27.0,0.0,male,city
852,5.0,3.0,5.0,4.0,3.0,5.0,2.0,1.0,Often,few hours a day,4.0,19.0,2.0,male,village
850,4.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,Often,few hours a day,5.0,17.0,0.0,female,city
116,5.0,1.0,4.0,2.0,1.0,4.0,5.0,5.0,Often,few hours a day,3.0,21.0,1.0,female,city
117,5.0,1.0,4.0,2.0,5.0,5.0,3.0,4.0,Often,few hours a day,3.0,18.0,3.0,female,village
846,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,Often,few hours a day,4.0,23.0,4.0,female,city
844,5.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,Often,few hours a day,2.0,30.0,2.0,male,city
119,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,Often,few hours a day,5.0,16.0,1.0,female,village
840,5.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,Often,most of the day,4.0,24.0,1.0,female,city
837,5.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,Often,few hours a day,2.0,20.0,3.0,male,city
855,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,Often,few hours a day,3.0,19.0,1.0,male,city
834,4.0,2.0,5.0,2.0,1.0,3.0,4.0,2.0,Often,less than an hour a day,2.0,21.0,1.0,male,city
92,5.0,1.0,5.0,4.0,3.0,3.0,1.0,4.0,Often,few hours a day,4.0,19.0,0.0,female,city
883,5.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,Often,few hours a day,4.0,19.0,2.0,female,village
73,5.0,3.0,5.0,4.0,1.0,5.0,3.0,3.0,Often,few hours a day,3.0,21.0,1.0,male,city
912,5.0,3.0,4.0,4.0,3.0,4.0,,3.0,Often,less than an hour a day,4.0,22.0,1.0,female,village
911,5.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,Often,few hours a day,4.0,23.0,1.0,female,village
910,5.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,Often,few hours a day,4.0,18.0,0.0,female,city
908,5.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,Often,few hours a day,3.0,18.0,1.0,male,city
74,5.0,2.0,5.0,4.0,1.0,3.0,3.0,3.0,Often,few hours a day,5.0,22.0,1.0,male,city
906,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,Often,less than an hour a day,2.0,21.0,2.0,female,city
904,3.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,Often,few hours a day,3.0,24.0,1.0,female,city
903,5.0,1.0,3.0,5.0,5.0,3.0,1.0,2.0,Often,few hours a day,4.0,19.0,1.0,male,city
76,4.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,Often,few hours a day,2.0,18.0,1.0,male,city
188,3.0,1.0,2.0,4.0,1.0,,2.0,2.0,Often,less than an hour a day,5.0,19.0,2.0,female,village
901,4.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,Often,less than an hour a day,4.0,22.0,1.0,female,city
77,5.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,Often,few hours a day,1.0,21.0,1.0,female,city
78,4.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,Often,few hours a day,4.0,24.0,1.0,female,village
79,5.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,Often,few hours a day,4.0,21.0,2.0,female,city
894,5.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,Often,few hours a day,4.0,19.0,2.0,female,city
84,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,Often,few hours a day,1.0,19.0,0.0,female,city
86,4.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,Often,few hours a day,2.0,24.0,3.0,male,city
888,5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,Often,less than an hour a day,2.0,20.0,1.0,female,city
89,5.0,1.0,5.0,3.0,1.0,2.0,2.0,3.0,Often,few hours a day,4.0,22.0,2.0,female,village
885,3.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,Often,few hours a day,2.0,23.0,0.0,female,city
91,5.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,Often,few hours a day,5.0,18.0,4.0,female,village
900,5.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,Often,few hours a day,3.0,21.0,1.0,male,city
882,5.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,Often,few hours a day,2.0,16.0,1.0,female,city
0,5.0,1.0,5.0,1.0,3.0,4.0,1.0,3.0,Often,few hours a day,3.0,20.0,1.0,female,village
752,5.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,Often,few hours a day,1.0,21.0,3.0,female,village
560,5.0,2.0,3.0,1.0,1.0,5.0,1.0,4.0,Often,less than an hour a day,4.0,16.0,2.0,female,village
558,,2.0,3.0,3.0,2.0,4.0,5.0,2.0,Often,few hours a day,2.0,19.0,2.0,female,city
557,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,Often,few hours a day,4.0,20.0,2.0,female,city
556,5.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,Often,few hours a day,3.0,16.0,0.0,female,city
332,4.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,Often,few hours a day,5.0,22.0,2.0,female,village
334,5.0,1.0,5.0,4.0,1.0,2.0,4.0,5.0,Often,few hours a day,4.0,24.0,1.0,female,city
551,5.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,Often,less than an hour a day,2.0,16.0,,female,village
336,5.0,4.0,5.0,1.0,5.0,4.0,5.0,2.0,Often,few hours a day,5.0,17.0,1.0,male,city
548,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,Often,less than an hour a day,4.0,20.0,1.0,female,city
547,5.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,Often,few hours a day,3.0,21.0,2.0,male,village
546,5.0,1.0,5.0,3.0,4.0,2.0,1.0,3.0,Often,few hours a day,4.0,27.0,3.0,male,village
561,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,Often,less than an hour a day,5.0,20.0,1.0,male,city
544,5.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,Often,few hours a day,1.0,21.0,2.0,male,city
339,5.0,1.0,5.0,5.0,1.0,5.0,2.0,3.0,Often,few hours a day,2.0,18.0,2.0,female,city
541,5.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,Often,few hours a day,2.0,20.0,2.0,female,city
342,5.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,Often,most of the day,3.0,20.0,1.0,female,city
343,5.0,1.0,4.0,2.0,1.0,5.0,3.0,3.0,Often,less than an hour a day,3.0,29.0,2.0,female,city
344,5.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,Often,few hours a day,5.0,24.0,3.0,female,village
532,5.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,Often,few hours a day,2.0,19.0,0.0,female,city
349,5.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,Often,few hours a day,3.0,17.0,2.0,female,city
351,5.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,Often,few hours a day,4.0,16.0,1.0,female,village
353,5.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,Often,few hours a day,3.0,18.0,1.0,female,city
526,5.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,Often,few hours a day,4.0,21.0,1.0,male,village
524,5.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,Often,less than an hour a day,4.0,19.0,4.0,female,city
543,5.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,Often,most of the day,3.0,25.0,1.0,male,city
357,5.0,3.0,4.0,1.0,3.0,5.0,5.0,3.0,Often,few hours a day,2.0,21.0,0.0,male,city
563,5.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,Often,few hours a day,1.0,20.0,1.0,male,village
566,5.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,Often,less than an hour a day,3.0,19.0,1.0,female,village
308,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,19.0,2.0,female,city
597,5.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,Often,less than an hour a day,3.0,19.0,1.0,male,city
310,5.0,5.0,3.0,1.0,2.0,5.0,3.0,4.0,Often,few hours a day,3.0,19.0,1.0,male,city
311,5.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,Often,few hours a day,3.0,18.0,0.0,female,city
592,5.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,Often,few hours a day,3.0,19.0,0.0,female,city
313,5.0,2.0,5.0,3.0,1.0,3.0,5.0,2.0,Often,few hours a day,3.0,20.0,1.0,female,city
590,5.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,Often,few hours a day,2.0,28.0,1.0,male,city
589,5.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,Often,few hours a day,1.0,17.0,1.0,female,village
190,4.0,2.0,4.0,3.0,5.0,2.0,5.0,4.0,Often,few hours a day,4.0,16.0,1.0,female,city
315,5.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,Often,few hours a day,1.0,20.0,1.0,male,city
585,5.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,Often,less than an hour a day,3.0,21.0,1.0,male,city
564,5.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,Often,less than an hour a day,4.0,20.0,2.0,male,village
584,5.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,Often,most of the day,2.0,28.0,1.0,female,city
317,5.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,Often,few hours a day,3.0,19.0,2.0,male,city
581,5.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,Often,few hours a day,4.0,22.0,1.0,female,city
578,5.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,Often,few hours a day,3.0,20.0,0.0,female,village
320,5.0,4.0,5.0,5.0,3.0,3.0,1.0,3.0,Often,few hours a day,5.0,20.0,0.0,male,village
321,5.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0,Often,few hours a day,2.0,16.0,0.0,female,city
322,5.0,1.0,4.0,5.0,1.0,5.0,2.0,2.0,Often,few hours a day,2.0,18.0,1.0,female,city
324,5.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,Often,few hours a day,3.0,18.0,1.0,female,city
572,5.0,1.0,4.0,2.0,3.0,5.0,2.0,2.0,Often,few hours a day,5.0,22.0,3.0,female,city
325,5.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,Often,less than an hour a day,4.0,19.0,1.0,male,village
326,5.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,Often,few hours a day,3.0,19.0,0.0,female,city
568,5.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,Often,most of the day,3.0,23.0,1.0,female,city
583,5.0,1.0,5.0,5.0,2.0,4.0,1.0,3.0,Often,most of the day,3.0,22.0,1.0,male,city
358,4.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,Often,less than an hour a day,4.0,19.0,2.0,male,city
518,5.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,Often,less than an hour a day,4.0,18.0,1.0,female,city
517,5.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,Often,few hours a day,3.0,17.0,1.0,female,village
468,5.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,Often,few hours a day,3.0,18.0,1.0,female,village
467,4.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,Often,few hours a day,4.0,20.0,1.0,female,village
391,4.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,Often,few hours a day,3.0,24.0,2.0,female,city
465,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,Often,less than an hour a day,4.0,17.0,1.0,female,city
462,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,Often,few hours a day,4.0,,2.0,female,village
396,5.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,Often,few hours a day,3.0,16.0,0.0,female,city
459,4.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,Often,less than an hour a day,4.0,19.0,0.0,female,city
397,5.0,1.0,5.0,1.0,4.0,5.0,2.0,3.0,Often,most of the day,3.0,21.0,1.0,female,village
454,4.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,Often,few hours a day,4.0,21.0,0.0,female,city
452,5.0,3.0,5.0,1.0,3.0,5.0,5.0,1.0,Often,less than an hour a day,3.0,28.0,2.0,female,city
451,5.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,Often,less than an hour a day,4.0,20.0,1.0,male,village
390,4.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,Often,few hours a day,4.0,20.0,2.0,male,city
401,5.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,Often,few hours a day,4.0,20.0,1.0,female,village
445,5.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,Often,few hours a day,3.0,20.0,1.0,female,city
443,4.0,3.0,4.0,5.0,3.0,1.0,1.0,4.0,Often,few hours a day,3.0,18.0,3.0,female,village
405,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,20.0,1.0,female,city
439,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,Often,few hours a day,4.0,19.0,1.0,male,city
408,5.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,Often,few hours a day,2.0,21.0,1.0,female,city
435,5.0,1.0,4.0,2.0,1.0,5.0,5.0,3.0,Often,few hours a day,2.0,18.0,1.0,female,city
434,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,Often,few hours a day,2.0,18.0,1.0,male,city
411,5.0,2.0,5.0,5.0,1.0,3.0,5.0,2.0,Often,few hours a day,2.0,18.0,0.0,female,city
431,4.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,Often,few hours a day,5.0,19.0,2.0,male,village
428,5.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,Often,few hours a day,4.0,18.0,2.0,female,city
425,5.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,Often,less than an hour a day,4.0,21.0,3.0,female,village
402,5.0,3.0,5.0,5.0,1.0,5.0,1.0,4.0,Often,most of the day,3.0,25.0,1.0,male,city
470,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,Often,few hours a day,5.0,19.0,1.0,female,village
474,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,Often,few hours a day,3.0,19.0,1.0,male,village
477,5.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,Often,most of the day,3.0,18.0,3.0,female,city
360,5.0,1.0,5.0,4.0,5.0,2.0,2.0,4.0,Often,few hours a day,3.0,23.0,1.0,female,city
362,5.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,Often,few hours a day,5.0,19.0,2.0,female,city
512,5.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,Often,few hours a day,5.0,22.0,1.0,female,village
511,5.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,Often,few hours a day,4.0,19.0,2.0,male,city
363,5.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,Often,few hours a day,5.0,19.0,2.0,female,city
508,5.0,1.0,5.0,3.0,1.0,3.0,4.0,2.0,Often,few hours a day,4.0,20.0,0.0,male,village
364,2.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,Often,few hours a day,4.0,20.0,2.0,male,city
506,5.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,Often,few hours a day,2.0,19.0,1.0,male,city
504,5.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,Often,few hours a day,2.0,21.0,1.0,female,village
502,5.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,Often,most of the day,2.0,22.0,6.0,male,village
367,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,Often,few hours a day,5.0,20.0,2.0,male,village
500,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,Often,few hours a day,3.0,19.0,2.0,female,city
368,5.0,,5.0,3.0,1.0,5.0,1.0,3.0,Often,few hours a day,4.0,18.0,1.0,female,
495,5.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,Often,most of the day,4.0,20.0,2.0,female,city
494,5.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,Often,few hours a day,3.0,19.0,1.0,female,city
492,5.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,Often,few hours a day,2.0,20.0,2.0,female,city
374,5.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,Often,few hours a day,1.0,21.0,1.0,female,city
490,4.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,Often,less than an hour a day,3.0,16.0,1.0,female,city
488,5.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,Often,few hours a day,2.0,22.0,1.0,male,city
376,5.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,Often,few hours a day,1.0,20.0,1.0,female,city
378,5.0,3.0,5.0,4.0,5.0,5.0,2.0,2.0,Often,few hours a day,2.0,20.0,2.0,female,city
379,5.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,Often,few hours a day,3.0,25.0,2.0,male,city
481,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,Often,few hours a day,3.0,22.0,1.0,male,city
480,5.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,Often,few hours a day,3.0,21.0,2.0,female,city
382,5.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,Often,few hours a day,2.0,21.0,0.0,female,village
599,5.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,Often,few hours a day,2.0,19.0,1.0,male,city
307,5.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,Often,few hours a day,4.0,19.0,2.0,female,city
314,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,Often,few hours a day,3.0,20.0,2.0,male,village
603,5.0,4.0,,3.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,21.0,1.0,female,city
685,5.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,Often,few hours a day,3.0,19.0,0.0,female,village
683,5.0,1.0,5.0,4.0,1.0,5.0,,3.0,Often,less than an hour a day,3.0,30.0,1.0,female,village
306,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,Often,few hours a day,4.0,15.0,1.0,female,city
248,5.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,19.0,2.0,female,city
249,5.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,Often,no time at all,3.0,19.0,3.0,female,village
211,5.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,Often,few hours a day,2.0,21.0,1.0,female,village
250,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,Often,few hours a day,4.0,20.0,0.0,female,city
679,5.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,Often,few hours a day,4.0,21.0,0.0,female,city
678,5.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,Often,few hours a day,3.0,23.0,1.0,female,city
675,5.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,Often,most of the day,3.0,25.0,1.0,female,city
674,5.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,Often,less than an hour a day,3.0,18.0,1.0,male,city
255,5.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,Often,few hours a day,5.0,20.0,2.0,female,city
729,5.0,3.0,,4.0,4.0,5.0,2.0,3.0,Often,few hours a day,3.0,18.0,1.0,male,city
671,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,Often,few hours a day,3.0,22.0,2.0,female,city
262,5.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,Often,few hours a day,3.0,19.0,1.0,female,city
664,5.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,Often,few hours a day,4.0,28.0,1.0,female,village
420,5.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,Often,few hours a day,3.0,20.0,1.0,female,village
731,5.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,Often,few hours a day,4.0,18.0,1.0,female,city
266,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,Often,few hours a day,2.0,19.0,1.0,female,city
688,5.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,Often,few hours a day,4.0,18.0,2.0,female,city
655,5.0,4.0,5.0,1.0,3.0,1.0,4.0,4.0,Often,few hours a day,3.0,19.0,1.0,female,village
243,,1.0,5.0,4.0,4.0,1.0,1.0,5.0,Often,few hours a day,5.0,17.0,0.0,female,city
213,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,Often,few hours a day,5.0,20.0,1.0,female,village
714,5.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,Often,less than an hour a day,5.0,25.0,0.0,female,village
220,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,Often,few hours a day,2.0,18.0,2.0,male,village
712,5.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,Often,few hours a day,3.0,20.0,1.0,female,village
218,5.0,3.0,5.0,2.0,2.0,5.0,1.0,4.0,Often,few hours a day,2.0,18.0,2.0,male,village
222,5.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,Often,few hours a day,4.0,24.0,1.0,female,city
710,4.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,Often,few hours a day,4.0,20.0,1.0,female,city
226,5.0,3.0,5.0,2.0,1.0,5.0,1.0,5.0,Often,few hours a day,3.0,25.0,1.0,,village
707,5.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,Often,few hours a day,4.0,21.0,1.0,female,village
720,4.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0,Often,few hours a day,4.0,18.0,2.0,female,city
228,4.0,2.0,5.0,3.0,3.0,5.0,1.0,3.0,Often,few hours a day,5.0,20.0,2.0,female,village
705,5.0,3.0,5.0,4.0,4.0,5.0,1.0,1.0,Often,few hours a day,3.0,22.0,1.0,female,village
229,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,Often,few hours a day,1.0,21.0,5.0,male,village
230,5.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,Often,few hours a day,3.0,19.0,1.0,female,village
231,5.0,1.0,5.0,2.0,2.0,5.0,1.0,3.0,Often,few hours a day,5.0,19.0,0.0,female,village
701,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,Often,few hours a day,4.0,21.0,1.0,female,city
722,5.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,Often,few hours a day,3.0,21.0,0.0,female,city
234,4.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,Often,few hours a day,5.0,18.0,1.0,female,village
236,1.0,1.0,5.0,5.0,3.0,5.0,1.0,2.0,Often,less than an hour a day,3.0,19.0,0.0,female,city
723,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,Often,few hours a day,,18.0,1.0,female,city
242,3.0,1.0,5.0,3.0,1.0,2.0,,3.0,Often,less than an hour a day,5.0,21.0,0.0,female,city
653,5.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,Often,few hours a day,5.0,22.0,0.0,female,village
660,5.0,1.0,5.0,5.0,2.0,1.0,2.0,5.0,Often,less than an hour a day,5.0,20.0,1.0,female,city
