,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Interested in Math
671,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,few hours a day,3.0,22.0,2.0,female,city,False
672,3.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0,few hours a day,4.0,28.0,1.0,female,city,False
673,4.0,1.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,less than an hour a day,4.0,22.0,2.0,female,city,False
674,5.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,less than an hour a day,3.0,18.0,1.0,male,city,False
675,5.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,most of the day,3.0,25.0,1.0,female,city,False
676,5.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,few hours a day,3.0,20.0,2.0,female,city,False
677,4.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,3.0,few hours a day,2.0,28.0,1.0,female,city,True
678,5.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,few hours a day,3.0,23.0,1.0,female,city,False
679,5.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,4.0,few hours a day,4.0,21.0,0.0,female,city,False
680,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,few hours a day,3.0,25.0,1.0,female,city,False
681,5.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,few hours a day,3.0,28.0,1.0,female,city,False
682,4.0,5.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,few hours a day,1.0,19.0,4.0,male,village,True
683,5.0,1.0,5.0,4.0,1.0,5.0,,3.0,4.0,less than an hour a day,3.0,30.0,1.0,female,village,False
684,5.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,few hours a day,2.0,28.0,1.0,female,village,False
685,5.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,few hours a day,3.0,19.0,0.0,female,village,False
686,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,less than an hour a day,3.0,21.0,1.0,male,city,False
687,5.0,1.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,few hours a day,3.0,19.0,1.0,male,city,False
688,5.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,few hours a day,4.0,18.0,2.0,female,city,False
689,5.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,few hours a day,4.0,18.0,1.0,male,city,False
690,5.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,few hours a day,3.0,18.0,1.0,male,city,False
691,5.0,2.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,less than an hour a day,2.0,17.0,0.0,female,city,False
692,5.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,few hours a day,3.0,21.0,1.0,male,city,False
693,5.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,few hours a day,3.0,18.0,1.0,female,village,False
694,5.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,few hours a day,3.0,21.0,4.0,male,city,True
695,5.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,few hours a day,3.0,23.0,0.0,female,city,False
696,5.0,3.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,less than an hour a day,3.0,18.0,1.0,female,city,False
697,5.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,3.0,most of the day,2.0,20.0,1.0,female,city,True
698,5.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,5.0,most of the day,1.0,19.0,0.0,female,city,False
699,5.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,few hours a day,2.0,20.0,1.0,female,city,False
700,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,few hours a day,4.0,26.0,3.0,female,village,False
701,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,few hours a day,4.0,21.0,1.0,female,city,False
702,5.0,1.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,most of the day,3.0,19.0,2.0,male,city,True
703,4.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,3.0,few hours a day,1.0,23.0,1.0,male,city,False
704,5.0,2.0,5.0,2.0,1.0,4.0,5.0,3.0,3.0,less than an hour a day,3.0,21.0,2.0,female,village,False
705,5.0,3.0,5.0,4.0,4.0,5.0,1.0,1.0,4.0,few hours a day,3.0,22.0,1.0,female,village,True
706,5.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,few hours a day,1.0,18.0,2.0,male,city,False
707,5.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,few hours a day,4.0,21.0,1.0,female,village,False
708,5.0,4.0,5.0,2.0,3.0,5.0,1.0,3.0,2.0,few hours a day,3.0,23.0,1.0,male,city,False
709,5.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,less than an hour a day,2.0,17.0,0.0,female,city,False
710,4.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,4.0,few hours a day,4.0,20.0,1.0,female,city,True
711,4.0,1.0,3.0,3.0,1.0,5.0,2.0,4.0,3.0,few hours a day,4.0,22.0,1.0,female,village,False
712,5.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,4.0,few hours a day,3.0,20.0,1.0,female,village,False
713,5.0,2.0,3.0,5.0,1.0,3.0,5.0,3.0,3.0,most of the day,1.0,19.0,2.0,female,village,False
714,5.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,less than an hour a day,5.0,25.0,0.0,female,village,False
715,4.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,few hours a day,3.0,29.0,1.0,male,village,False
716,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,less than an hour a day,5.0,29.0,2.0,male,village,True
717,5.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,few hours a day,3.0,17.0,1.0,female,city,False
718,5.0,,5.0,3.0,1.0,4.0,5.0,4.0,3.0,less than an hour a day,3.0,17.0,1.0,female,city,False
719,4.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,few hours a day,2.0,19.0,2.0,male,city,True
720,4.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,few hours a day,4.0,18.0,2.0,female,city,False
721,5.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,5.0,less than an hour a day,4.0,20.0,3.0,female,city,False
722,5.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,few hours a day,3.0,21.0,0.0,female,city,False
723,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,4.0,few hours a day,,18.0,1.0,female,city,False
724,4.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,city,False
725,5.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,few hours a day,1.0,19.0,0.0,male,village,False
726,5.0,4.0,5.0,2.0,1.0,5.0,3.0,5.0,3.0,less than an hour a day,2.0,20.0,2.0,male,city,False
727,5.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,less than an hour a day,3.0,19.0,1.0,male,village,False
728,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,few hours a day,1.0,18.0,1.0,female,village,True
729,5.0,3.0,,4.0,4.0,5.0,2.0,3.0,4.0,few hours a day,3.0,18.0,1.0,male,city,True
730,5.0,1.0,5.0,5.0,1.0,5.0,2.0,3.0,2.0,few hours a day,,16.0,1.0,female,village,False
731,5.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,few hours a day,4.0,18.0,1.0,female,city,True
732,5.0,2.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,few hours a day,3.0,19.0,0.0,female,village,False
733,4.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,most of the day,3.0,24.0,2.0,female,village,True
734,5.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,5.0,less than an hour a day,5.0,19.0,3.0,female,city,True
735,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,no time at all,5.0,,1.0,female,village,False
736,4.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,few hours a day,2.0,20.0,1.0,female,city,False
737,5.0,3.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,most of the day,3.0,21.0,0.0,female,city,False
738,5.0,,5.0,1.0,4.0,4.0,1.0,2.0,3.0,few hours a day,2.0,23.0,2.0,male,city,True
739,5.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,few hours a day,4.0,23.0,0.0,male,city,True
740,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,less than an hour a day,3.0,17.0,1.0,male,city,False
741,5.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,few hours a day,3.0,18.0,3.0,female,city,True
742,5.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,few hours a day,1.0,26.0,5.0,male,village,True
743,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,few hours a day,1.0,22.0,0.0,male,city,False
744,5.0,,5.0,3.0,1.0,3.0,1.0,4.0,2.0,less than an hour a day,2.0,22.0,2.0,male,city,False
745,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,most of the day,3.0,25.0,2.0,male,village,True
746,5.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,few hours a day,3.0,21.0,1.0,female,city,True
747,5.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,few hours a day,4.0,18.0,2.0,female,city,False
748,5.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,less than an hour a day,3.0,15.0,2.0,female,city,False
749,5.0,1.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,few hours a day,3.0,17.0,0.0,male,city,False
750,5.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,less than an hour a day,4.0,22.0,6.0,female,city,True
751,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,few hours a day,4.0,21.0,1.0,female,city,False
752,5.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,few hours a day,1.0,21.0,3.0,female,village,False
753,5.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,3.0,few hours a day,2.0,19.0,3.0,female,village,False
754,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,few hours a day,1.0,26.0,1.0,male,city,True
755,5.0,1.0,5.0,3.0,4.0,5.0,1.0,3.0,3.0,few hours a day,3.0,26.0,1.0,female,city,True
756,5.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,4.0,few hours a day,4.0,25.0,2.0,male,city,False
757,5.0,5.0,5.0,2.0,1.0,4.0,2.0,3.0,3.0,few hours a day,4.0,19.0,3.0,female,village,False
758,5.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,few hours a day,3.0,20.0,1.0,male,village,False
759,5.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,few hours a day,4.0,18.0,0.0,male,village,True
760,5.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,3.0,few hours a day,4.0,25.0,1.0,female,city,False
761,5.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,few hours a day,1.0,23.0,1.0,male,city,False
762,5.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,4.0,less than an hour a day,2.0,24.0,1.0,male,city,False
763,5.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,few hours a day,3.0,20.0,3.0,male,village,False
764,5.0,1.0,5.0,3.0,2.0,2.0,5.0,2.0,4.0,less than an hour a day,4.0,19.0,2.0,female,village,False
765,5.0,2.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,few hours a day,4.0,18.0,1.0,male,village,False
766,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,most of the day,4.0,25.0,2.0,female,city,False
767,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,few hours a day,3.0,22.0,2.0,male,city,False
768,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,few hours a day,2.0,26.0,1.0,male,city,False
769,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,less than an hour a day,4.0,19.0,0.0,female,city,True
770,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,less than an hour a day,3.0,16.0,2.0,female,city,False
771,5.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,few hours a day,4.0,18.0,0.0,male,city,False
772,5.0,1.0,5.0,3.0,1.0,4.0,4.0,2.0,3.0,few hours a day,3.0,20.0,1.0,female,city,False
773,5.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,less than an hour a day,3.0,17.0,0.0,female,city,False
774,3.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,most of the day,2.0,20.0,0.0,female,city,False
775,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,few hours a day,1.0,19.0,3.0,female,city,False
776,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,few hours a day,4.0,25.0,1.0,male,village,False
777,5.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,few hours a day,3.0,19.0,1.0,male,city,False
778,5.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,few hours a day,2.0,18.0,0.0,female,city,False
779,5.0,3.0,5.0,5.0,2.0,5.0,5.0,1.0,3.0,less than an hour a day,2.0,17.0,0.0,female,village,False
780,5.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,3.0,few hours a day,3.0,18.0,1.0,male,city,True
781,4.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,3.0,less than an hour a day,2.0,20.0,1.0,female,city,False
782,5.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,4.0,most of the day,4.0,17.0,3.0,female,village,False
783,5.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,few hours a day,4.0,21.0,1.0,male,village,False
784,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,4.0,few hours a day,2.0,19.0,1.0,male,city,False
785,4.0,1.0,5.0,5.0,1.0,4.0,1.0,3.0,2.0,few hours a day,2.0,19.0,0.0,male,city,False
786,5.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,few hours a day,3.0,19.0,0.0,male,city,False
787,5.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,4.0,few hours a day,2.0,16.0,1.0,male,city,False
788,5.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,less than an hour a day,4.0,18.0,2.0,female,city,False
789,5.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,most of the day,2.0,19.0,3.0,male,village,False
790,5.0,4.0,5.0,3.0,3.0,1.0,2.0,5.0,2.0,few hours a day,4.0,20.0,,female,village,False
791,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,few hours a day,1.0,19.0,1.0,female,city,False
792,5.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,less than an hour a day,3.0,21.0,1.0,male,village,False
793,2.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,5.0,few hours a day,4.0,24.0,2.0,male,city,True
794,4.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,less than an hour a day,5.0,23.0,1.0,male,city,False
795,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,most of the day,5.0,30.0,0.0,female,city,True
796,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,less than an hour a day,4.0,27.0,3.0,male,city,True
797,5.0,3.0,5.0,2.0,2.0,1.0,1.0,5.0,3.0,few hours a day,3.0,19.0,1.0,male,city,False
798,5.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,few hours a day,3.0,18.0,2.0,female,city,False
799,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,few hours a day,4.0,18.0,2.0,male,city,True
800,5.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,3.0,few hours a day,5.0,17.0,2.0,male,city,True
801,4.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,less than an hour a day,1.0,30.0,1.0,female,village,False
802,5.0,4.0,5.0,3.0,1.0,4.0,5.0,1.0,3.0,few hours a day,4.0,19.0,0.0,female,city,False
803,5.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,most of the day,3.0,27.0,5.0,female,village,False
804,5.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,most of the day,1.0,21.0,1.0,female,village,False
805,5.0,3.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,few hours a day,3.0,17.0,3.0,female,city,False
806,1.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,3.0,few hours a day,3.0,20.0,1.0,male,city,False
807,3.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,2.0,few hours a day,3.0,20.0,0.0,male,city,False
808,5.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,few hours a day,2.0,20.0,1.0,male,city,False
809,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,most of the day,2.0,18.0,0.0,male,city,False
810,5.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,3.0,few hours a day,1.0,20.0,1.0,male,city,False
811,5.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,few hours a day,4.0,20.0,1.0,male,city,False
812,5.0,1.0,5.0,5.0,1.0,4.0,1.0,2.0,2.0,few hours a day,1.0,17.0,1.0,female,city,False
813,5.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,2.0,few hours a day,1.0,19.0,1.0,male,city,False
814,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,few hours a day,2.0,20.0,1.0,female,city,False
815,5.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,few hours a day,3.0,20.0,1.0,male,city,True
816,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,few hours a day,2.0,21.0,0.0,male,city,False
817,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,most of the day,3.0,23.0,0.0,male,city,False
818,4.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,few hours a day,2.0,24.0,2.0,male,village,False
819,5.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,3.0,less than an hour a day,4.0,17.0,0.0,female,city,False
820,5.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,4.0,few hours a day,2.0,18.0,1.0,female,city,False
821,5.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,3.0,few hours a day,1.0,17.0,1.0,male,city,False
822,5.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,few hours a day,4.0,19.0,1.0,female,city,False
823,5.0,3.0,4.0,4.0,1.0,1.0,2.0,5.0,2.0,few hours a day,2.0,21.0,0.0,male,city,False
824,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,most of the day,4.0,29.0,1.0,female,city,False
825,4.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,few hours a day,2.0,21.0,1.0,female,city,False
826,5.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0,few hours a day,1.0,20.0,1.0,female,village,False
827,5.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,few hours a day,1.0,20.0,1.0,female,city,False
828,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,few hours a day,4.0,19.0,1.0,male,village,False
829,5.0,1.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,few hours a day,3.0,20.0,0.0,female,city,False
830,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,most of the day,2.0,21.0,1.0,female,city,True
831,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,few hours a day,3.0,17.0,2.0,female,village,False
832,5.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,few hours a day,1.0,20.0,1.0,female,village,False
833,3.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,few hours a day,4.0,19.0,1.0,male,city,False
834,4.0,2.0,5.0,2.0,1.0,3.0,4.0,2.0,4.0,less than an hour a day,2.0,21.0,1.0,male,city,False
835,4.0,1.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,few hours a day,3.0,19.0,0.0,male,city,True
836,5.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,few hours a day,1.0,19.0,0.0,male,city,False
837,5.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,few hours a day,2.0,20.0,3.0,male,city,True
838,5.0,2.0,5.0,2.0,1.0,5.0,5.0,1.0,1.0,few hours a day,3.0,21.0,0.0,female,city,False
839,4.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,3.0,few hours a day,2.0,23.0,1.0,female,city,False
840,5.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,most of the day,4.0,24.0,1.0,female,city,False
841,5.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,few hours a day,1.0,19.0,3.0,male,city,False
842,,2.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,few hours a day,3.0,24.0,2.0,female,village,False
843,5.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,few hours a day,4.0,20.0,1.0,female,city,False
844,5.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,few hours a day,2.0,30.0,2.0,male,city,True
845,4.0,1.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,most of the day,1.0,20.0,1.0,female,city,False
846,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,few hours a day,4.0,23.0,4.0,female,city,False
847,5.0,1.0,5.0,3.0,1.0,5.0,4.0,5.0,1.0,few hours a day,1.0,19.0,1.0,female,city,False
848,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,few hours a day,3.0,19.0,4.0,male,city,False
849,3.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,2.0,most of the day,2.0,22.0,2.0,female,village,True
850,4.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,4.0,few hours a day,5.0,17.0,0.0,female,city,False
851,5.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,5.0,few hours a day,1.0,20.0,2.0,male,city,True
852,5.0,3.0,5.0,4.0,3.0,5.0,2.0,1.0,4.0,few hours a day,4.0,19.0,2.0,male,village,False
853,5.0,1.0,5.0,3.0,3.0,5.0,1.0,3.0,5.0,few hours a day,4.0,30.0,4.0,female,village,False
854,5.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,few hours a day,2.0,27.0,0.0,male,city,False
855,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,few hours a day,3.0,19.0,1.0,male,city,True
856,5.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,few hours a day,2.0,17.0,1.0,female,city,True
857,5.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,most of the day,4.0,20.0,1.0,male,village,False
858,3.0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,3.0,few hours a day,4.0,20.0,2.0,male,village,False
859,5.0,4.0,5.0,3.0,2.0,5.0,2.0,3.0,3.0,few hours a day,2.0,20.0,1.0,male,city,False
860,5.0,5.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,few hours a day,2.0,20.0,2.0,male,city,False
861,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,few hours a day,1.0,18.0,1.0,female,city,False
862,5.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0,4.0,few hours a day,2.0,21.0,2.0,male,city,True
863,5.0,5.0,5.0,3.0,1.0,5.0,2.0,3.0,3.0,few hours a day,3.0,21.0,1.0,male,village,False
864,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,few hours a day,2.0,20.0,1.0,male,village,False
865,4.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,less than an hour a day,4.0,17.0,2.0,female,city,False
866,4.0,1.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,most of the day,1.0,23.0,1.0,male,city,False
867,5.0,1.0,5.0,4.0,3.0,5.0,5.0,2.0,4.0,few hours a day,4.0,25.0,1.0,female,city,False
868,5.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,few hours a day,4.0,18.0,0.0,male,village,False
869,5.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,2.0,few hours a day,5.0,18.0,1.0,female,city,False
870,5.0,4.0,5.0,2.0,3.0,2.0,4.0,1.0,3.0,few hours a day,4.0,25.0,1.0,female,city,False
871,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,most of the day,1.0,21.0,1.0,male,village,True
872,5.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,few hours a day,3.0,20.0,1.0,male,village,False
873,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,few hours a day,3.0,21.0,0.0,male,city,False
874,5.0,3.0,5.0,3.0,1.0,4.0,2.0,2.0,4.0,few hours a day,4.0,18.0,1.0,female,city,False
875,5.0,4.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,few hours a day,1.0,20.0,2.0,female,village,False
876,5.0,3.0,5.0,2.0,5.0,4.0,2.0,4.0,3.0,few hours a day,5.0,19.0,1.0,male,city,True
877,5.0,1.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,few hours a day,4.0,22.0,2.0,male,city,False
878,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,less than an hour a day,4.0,26.0,3.0,male,city,True
879,4.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,less than an hour a day,2.0,23.0,0.0,male,city,True
880,5.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,4.0,few hours a day,4.0,18.0,1.0,female,city,False
881,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,2.0,few hours a day,4.0,18.0,1.0,female,city,False
882,5.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,few hours a day,2.0,16.0,1.0,female,city,False
883,5.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,few hours a day,4.0,19.0,2.0,female,village,False
884,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,few hours a day,1.0,19.0,1.0,female,city,True
885,3.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,4.0,few hours a day,2.0,23.0,0.0,female,city,False
886,5.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,few hours a day,2.0,21.0,1.0,male,city,True
887,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,less than an hour a day,4.0,19.0,1.0,male,city,False
888,5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,4.0,less than an hour a day,2.0,20.0,1.0,female,city,False
889,5.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,few hours a day,1.0,22.0,1.0,female,city,False
890,5.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,3.0,few hours a day,3.0,20.0,1.0,male,city,True
891,5.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,few hours a day,3.0,21.0,2.0,male,village,False
892,5.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,few hours a day,3.0,19.0,1.0,male,city,True
893,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,less than an hour a day,4.0,17.0,0.0,female,village,False
894,5.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,4.0,few hours a day,4.0,19.0,2.0,female,city,False
