,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
826,Ohio University-Main Campus,310000,3,1108.0,0.2637,0.5729,0.74419047619047,16712.0,8790.0,0.760608487,13292,59563.35,20826.0
827,Ohio University-Zanesville Campus,310002,3,1108.0,0.4253,0.4693,0.74419047619047,1347.0,7660.0,0.760608487,13292,59563.35,8674.0
828,Otterbein University,311000,3,1120.0,0.1964,0.6947,0.75317106616386,2511.0,7406.0,0.853314528,23000,67882.0,24123.0
829,Franciscan University of Steubenville,303600,3,1165.0,0.2262,0.7269,0.78883774453394,1701.0,7553.0,0.896988907,19500,66586.04,24882.0
830,University of Toledo,313100,3,1069.0,0.3356,0.5316,0.93200973965162,15950.0,8541.0,0.756574511,13707,60626.38,14839.0
831,Urbana University,313300,3,965.0,0.2061,0.3113,0.91285403050108,1310.0,5221.0,0.725868726,18979,58418.76,17859.0
832,Ursuline College,313400,3,1007.0,0.4320000000000001,0.8499,0.8796680497925301,1016.0,5844.0,0.697674419,24371,60856.87,15298.0
833,Wilberforce University,314100,3,762.0,0.6703,0.7912,0.55137844611528,925.0,4636.0,0.508982036,11625.5,51716.09,18787.0
834,Wilmington College,314200,3,966.0,0.4342,0.8217,0.92946428571428,1930.0,5859.0,0.828633406,18000,60793.02,22118.0
835,The College of Wooster,303700,3,1237.0,0.1922,0.5068,0.5528879610299201,1837.0,8310.0,0.88372093,22250,69911.54,24131.0
836,Wright State University-Main Campus,307800,3,1028.0,0.3756,0.5616,0.96164844407064,10618.0,8766.0,0.801787165,13643,61970.64,14101.0
837,Wright State University-Lake Campus,307801,3,1028.0,0.3489,0.4305,0.96164844407064,639.0,9291.0,0.801787165,13643,61970.64,8425.0
838,Xavier University,314400,3,1111.0,0.1739,0.5596,0.71578651158427,4019.0,8430.0,0.907103825,20500,68472.8,27418.0
839,Youngstown State University,314500,3,981.0,0.4765,0.6339,0.7110218428320301,10619.0,7998.0,0.723458038,17500,51307.51,11691.0
840,Bacone College,314700,6,856.0,0.9463,0.8946,0.42045454545454,830.0,4085.0,0.619354839,9500,44521.89,22732.0
841,Oklahoma Wesleyan University,315100,6,962.0,0.2905,0.5535,0.94741873804971,828.0,5633.0,0.777777778,16666,51169.37,21444.0
842,University of Central Oklahoma,315200,6,1010.0,0.3369,0.4031,0.6991409605622799,11790.0,6742.0,0.794041451,12000,54764.86,12141.0
843,East Central University,315400,6,970.0,0.4472,0.4033,0.45996663886572,3260.0,5476.0,0.709774436,10254,40365.08,6783.0
844,Randall University,1026600,6,925.0,0.4912,0.6018,0.5100401606425701,262.0,2633.0,PrivacySuppressed,6625,51563.32,14827.0
845,Northeastern State University,316100,6,988.0,0.4963,0.5059,0.9275176395125,7186.0,6420.0,0.73099851,11873,45641.51,8604.0
846,Northwestern Oklahoma State University,316300,6,950.0,0.3391,0.3704,0.4814385150812,1722.0,4722.0,0.770547945,7500,45171.33,7784.0
847,Oklahoma Christian University,316500,6,1118.0,0.2835,0.531,0.59106661532537,1752.0,6079.0,0.901265823,15740,63431.55,18190.0
848,Oklahoma Panhandle State University,317400,6,890.0,0.2188,0.2473,0.68296529968454,1183.0,3648.0,0.757894737,9448,48652.56,11316.0
849,Oklahoma State University-Main Campus,317000,6,1118.0,0.2829,0.4243,0.75129989600831,16574.0,8788.0,0.817677756,15000,55237.91,13894.0
850,Oklahoma Baptist University,316400,6,1042.0,0.379,0.5632,0.6102574750830501,1993.0,6881.0,0.913385827,12500,59289.35,16703.0
851,Oklahoma City University,316600,6,1126.0,0.2004,0.4629,0.7016645326504399,1949.0,7187.0,0.820093458,18750,59190.63,27849.0
852,University of Oklahoma-Norman Campus,318400,6,1204.0,0.2302,0.3452,0.7763706048991801,17771.0,9558.0,0.858777261,15000,59522.71,16418.0
853,Oral Roberts University,398500,6,1009.0,0.4381,0.5935,0.64044463445917,3132.0,7241.0,0.786355476,22902,63453.08,22026.0
854,Rogers State University,316800,6,830.0,0.4575,0.453,0.81835383159886,2640.0,5707.0,0.708333333,7500,50487.79,13346.0
855,University of Science and Arts of Oklahoma,316700,6,999.0,0.4325,0.4712,0.66005665722379,1409.0,5515.0,0.73015873,9250,46710.02,7314.0
856,Southeastern Oklahoma State University,317900,6,970.0,0.4578,0.4288,0.7221693625118901,3393.0,7025.0,0.760820046,9250,41386.98,8181.0
857,Southwestern Christian University,318000,6,978.0,0.5566,0.7918,0.48181818181818,126.0,4793.0,0.695652174,12976,50467.0,12445.0
858,Southwestern Oklahoma State University,318100,6,990.0,0.3572,0.6294,0.91554702495201,4231.0,6654.0,0.829562594,9500,44610.73,11514.0
859,University of Tulsa,318500,6,1295.0,0.1376,0.3219,0.4396628216503901,2874.0,10713.0,0.894607843,19500,62928.78,25355.0
860,Concordia University-Portland,319100,8,995.0,0.4248,0.6729999999999999,0.50556506849315,924.0,8097.0,0.816666667,15303,63433.53,19713.0
861,Eastern Oregon University,319300,8,951.0,0.4671,0.5266,0.97283702213279,2545.0,6342.0,0.717741936,15000,52895.14,15309.0
862,George Fox University,319400,8,1089.0,0.3232,0.6559999999999999,0.76610403031346,1709.0,7489.0,0.831858407,17750,65616.22,26298.0
863,Linfield College-McMinnville Campus,319800,8,1061.0,0.2674,0.6679,0.83905579399141,1534.0,6888.0,0.906976744,21500,64098.01,25278.0
864,Northwest Christian University,320800,8,992.0,0.5262,0.7782,0.68021680216802,441.0,5178.0,0.784615385,16000,52696.79,18668.0
865,Oregon Institute of Technology,321100,8,1047.0,0.3213,0.448,0.5696032279757901,2804.0,6978.0,0.882149047,16197,52974.7,16176.0
866,Oregon State University,321000,8,1112.0,0.3016,0.4827,0.7827702229076099,13766.0,9076.0,0.809540512,16500,60312.67,19020.0
867,University of Oregon,322300,8,1119.0,0.251,0.3815,0.7421818181818101,14076.0,9536.0,0.75580222,17167,62294.9,15769.0
868,Pacific University,321200,8,1090.0,0.3255,0.8402,0.7902796271637801,1096.0,7929.0,0.885869565,20000,64591.02,29422.0
869,Portland State University,321600,8,1039.0,0.4134,0.4659,0.8568026670900101,13625.0,8768.0,0.742928976,16406,62889.32,14323.0
870,University of Portland,322400,8,1195.0,0.1998,0.4992,0.6195535714285699,2512.0,7826.0,0.924528302,21250,67900.72,32217.0
871,Reed College,321700,8,1383.0,0.182,0.3603,0.34988880652335,1366.0,10412.0,0.945606695,13875,71777.6,23267.0
872,Southern Oregon University,321900,8,1029.0,0.3831,0.4747,0.95230194939859,4879.0,7416.0,0.646186441,15587,54749.32,15392.0
873,Corban University,133900,8,1066.0,0.4045,0.715,0.30534105534105,696.0,5750.0,0.787234043,19500,61069.68,23289.0
874,Willamette University,322700,8,1228.0,0.1985,0.5023,0.77937460518003,1749.0,9507.0,0.937321937,21000,68135.42,29770.0
875,Western Oregon University,320900,8,946.0,0.4645,0.7927,0.87766756837992,4201.0,6254.0,0.73564753,16000,59410.15,16371.0
876,DeSales University,398600,2,1054.0,0.2661,0.6664,0.7760532150776001,1869.0,6898.0,PrivacySuppressed,19000,69394.59,26795.0
877,Alvernia University,323300,2,998.0,0.398,0.8247,0.74251497005988,1433.0,6806.0,0.776666667,23250,60334.44,24270.0
878,Arcadia University,323500,2,1104.0,0.3412,0.7687,0.59257338450368,1625.0,7845.0,0.847863248,20500,72830.78,25755.0
879,Bloomsburg University of Pennsylvania,331500,2,979.0,0.3268,0.7114,0.8771822358346,6843.0,8805.0,0.879634605,19000,60832.56,18546.0
880,Bryn Mawr College,323700,2,1346.0,0.1613,0.3769,0.38512110726643,1358.0,10588.0,0.881458967,23993,78969.24,28732.0
881,Bucknell University,323800,2,1315.0,0.1091,0.3764,0.24783441232789,3443.0,10761.0,0.952654232,26259.5,84046.3,36834.0
882,California University of Pennsylvania,331600,2,922.0,0.3887,0.7354,0.84930362116991,5003.0,9576.0,0.791322314,18200,51671.91,18735.0
883,Carlow University,330300,2,972.0,0.5019,0.8617,0.8074074074074,1631.0,6722.0,0.789099526,21050,52873.76,18207.0
884,Carnegie Mellon University,324200,2,1448.0,0.1298,0.3645,0.23716357619117004,5224.0,9961.0,0.962343096,25000,81652.61,34857.0
885,Cedar Crest College,324300,2,968.0,0.4419,0.8197,0.67495395948434,1519.0,7081.0,0.771543086,21345,66384.94,18072.0
886,Central Penn College,489000,2,759.0,0.593,0.7658,0.97079037800687,579.0,5281.0,0.711206897,11750.5,56698.35,15864.0
887,Chestnut Hill College,324500,2,966.0,0.4497,0.7487,0.92592592592592,936.0,5423.0,0.67781155,20834,61319.18,23701.0
888,Clarion University of Pennsylvania,331800,2,934.0,0.3883,0.7007,0.96072234762979,2847.0,9363.0,0.804765565,18500,50901.08,17936.0
889,Delaware Valley University,325200,2,994.0,0.2828,0.7199,0.6869699306090901,1785.0,7517.0,PrivacySuppressed,16500,74767.83,27084.0
890,Drexel University,325600,2,1214.0,0.2112,0.5382,0.74743540703133,10582.0,10690.0,0.910415375,20000,74533.27,37747.0
891,Duquesne University,325800,2,1138.0,0.197,0.6444,0.7563230894751101,5499.0,8897.0,0.909590715,24585,61274.66,27412.0
892,East Stroudsburg University of Pennsylvania,332000,2,945.0,0.3455,0.6687,0.8403543965229,4732.0,8869.0,0.854046243,15000,69357.81,18450.0
893,Eastern University,325900,2,1026.0,0.4067,0.7155,0.52227133628017,2039.0,6319.0,0.806153846,20000,68457.57,23294.0
894,Edinboro University of Pennsylvania,332100,2,950.0,0.4774,0.7718,0.95696779709318,6552.0,9160.0,0.74551495,17500,52799.06,15309.0
895,Elizabethtown College,326200,2,1125.0,0.1952,0.7248,0.7072111207645502,1825.0,8469.0,0.89869754,24986,70213.56,27651.0
896,Gannon University,326600,2,1035.0,0.2646,0.6056,0.75765487775931,2470.0,7520.0,0.858934169,23000,54310.26,21484.0
897,Geneva College,326700,2,1058.0,0.4474,0.8229,0.73301549463647,1991.0,6661.0,0.794657763,19250,55668.91,18905.0
898,Gwynedd Mercy University,327000,2,924.0,0.3757,0.7282,0.6849912739965,1641.0,6486.0,0.823899371,20000,72929.99,24490.0
899,Haverford College,327400,2,1433.0,0.1633,0.2077,0.24574560138448,1135.0,10132.0,PrivacySuppressed,12500,79754.75,23336.0
900,Holy Family University,327500,2,915.0,0.3542,0.6569,0.7394578313253001,1794.0,7359.0,0.836206897,21500,61868.46,14743.0
901,Immaculata University,327600,2,975.0,0.2348,0.5851,0.7861163227016801,2231.0,5151.0,0.796703297,22580,74355.43,33739.0
902,Indiana University of Pennsylvania-Main Campus,327700,2,955.0,0.3702,0.732,0.8834413547982399,3925.0,9250.0,0.827678231,20500,54158.04,18221.0
903,Keystone College,328000,2,906.0,0.5127,0.7642,0.97797797797797,1220.0,6613.0,0.751121076,19000,51740.58,19629.0
904,Kutztown University of Pennsylvania,332200,2,951.0,0.3412,0.7383,0.82251028293655,7033.0,8749.0,0.869124424,20250,67783.54,19510.0
905,La Roche College,398700,2,939.0,0.3241,0.6628,0.95458440445587,1627.0,6150.0,0.837333333,20000,61014.96,19732.0
906,La Salle University,328700,2,990.0,0.3836,0.7025,0.7492157833911101,1984.0,9404.0,0.816006601,20500,67401.72,25926.0
907,Lafayette College,328400,2,1294.0,0.0983,0.354,0.30247823174815003,2279.0,11288.0,0.913253012,24255.5,85923.51,32047.0
908,Lancaster Bible College,328500,2,1003.0,0.5068,0.7697,0.67599067599067,675.0,5231.0,0.845493562,11500,64787.49,20979.0
909,Lehigh University,328900,2,1338.0,0.1478,0.4255,0.30405668457525,4685.0,12886.0,0.950932287,22897.5,88627.42,33300.0
910,Lincoln University,329000,2,833.0,0.6318,0.8647,0.91380349608197,1322.0,7494.0,0.455795678,25000,51404.66,14620.0
911,Lock Haven University,332300,2,948.0,0.411,0.7724,0.91742313323572,1923.0,9593.0,0.850272232,19510,55815.84,16809.0
912,Lycoming College,329300,2,1034.0,0.3274,0.7664,0.7121951219512099,1396.0,7491.0,0.888077859,24883,64312.9,17819.0
913,Mansfield University of Pennsylvania,332400,2,955.0,0.4318,0.7762,0.88529718456725,2891.0,9240.0,0.801552106,19500,51271.33,18048.0
914,Marywood University,329600,2,1025.0,0.36,0.7856,0.70523537175538,1609.0,7847.0,0.811111111,23985,58125.99,22542.0
915,Messiah College,329800,2,1129.0,0.1965,0.6386,0.78979343863912,2797.0,8185.0,0.936352509,22686,71914.01,25822.0
916,Millersville University of Pennsylvania,332500,2,1001.0,0.3408,0.6737,0.7305468362795301,6497.0,9554.0,0.88703466,18250,65479.69,19140.0
917,Misericordia University,324700,2,1069.0,0.273,0.7026,0.71472392638036,1640.0,7129.0,0.840616967,23250,56588.57,26931.0
918,Moravian College,330100,2,1006.0,0.3019,0.7611,0.74570697844355,1723.0,7419.0,0.916666667,22500,76394.18,27898.0
919,Mount Aloysius College,330200,2,934.0,0.3935,0.7453,0.7286195286195201,1297.0,6420.0,0.819301848,16000,45385.58,20825.0
920,Neumann University,398800,2,905.0,0.3993,0.7518,0.90812250332889,1474.0,6813.0,0.771493213,22000,69149.16,23847.0
921,Pennsylvania State University-Penn State Erie-Behrend College,332905,2,1094.0,0.3037,0.6726,0.63293639062001,3606.0,8814.0,0.882724762,20632,63381.69,24392.0
922,Pennsylvania State University-Penn State New Kensington,332912,2,1094.0,0.3368,0.6752,0.63293639062001,871.0,8306.0,0.882724762,20632,63381.69,14718.0
923,Pennsylvania State University-Penn State Shenango,332916,2,1094.0,0.4879,0.7217,0.63293639062001,1032.0,7052.0,0.882724762,20632,63381.69,13447.0
924,Pennsylvania State University-Penn State Wilkes-Barre,332917,2,1094.0,0.3451,0.6884,0.63293639062001,831.0,7683.0,0.882724762,20632,63381.69,16101.0
925,Pennsylvania State University-Penn State Worthington Scranton,332915,2,1094.0,0.4707,0.7274,0.63293639062001,1539.0,8127.0,0.882724762,20632,63381.69,14650.0
926,Pennsylvania State University-Penn State Lehigh Valley,332902,2,1094.0,0.3734,0.5528,0.63293639062001,665.0,6855.0,0.882724762,20632,63381.69,14208.0
927,Pennsylvania State University-Penn State Altoona,332903,2,1094.0,0.321,0.6685,0.63293639062001,3749.0,7558.0,0.882724762,20632,63381.69,23969.0
928,Pennsylvania State University-Penn State Beaver,332904,2,1094.0,0.3889,0.7042,0.63293639062001,759.0,7838.0,0.882724762,20632,63381.69,16595.0
929,Pennsylvania State University-Penn State Berks,332906,2,1094.0,0.3564,0.6747,0.63293639062001,2186.0,8178.0,0.882724762,20632,63381.69,22833.0
930,Pennsylvania State University-Penn State Harrisburg,332920,2,1094.0,0.3224,0.5971,0.63293639062001,1865.0,9598.0,0.882724762,20632,63381.69,21404.0
931,Pennsylvania State University-Penn State Brandywine,332921,2,1094.0,0.3595,0.6142,0.63293639062001,1678.0,8034.0,0.882724762,20632,63381.69,14631.0
932,Pennsylvania State University-Penn State DuBois,332907,2,1094.0,0.4293,0.6488,0.63293639062001,1005.0,7399.0,0.882724762,20632,63381.69,14666.0
933,Pennsylvania State University-Penn State Fayette- Eberly,332908,2,1094.0,0.417,0.6974,0.63293639062001,1127.0,7817.0,0.882724762,20632,63381.69,14323.0
934,Pennsylvania State University-Penn State Hazleton,332909,2,1094.0,0.4671,0.7106,0.63293639062001,1372.0,8305.0,0.882724762,20632,63381.69,19096.0
935,Pennsylvania State University-Main Campus,332900,2,1094.0,0.1609,0.4869,0.63293639062001,34406.0,10514.0,0.882724762,20632,63381.69,29226.0
936,Pennsylvania State University-Penn State Greater Allegheny,332910,2,1094.0,0.4768,0.6854,0.63293639062001,901.0,8020.0,0.882724762,20632,63381.69,16125.0
937,Pennsylvania State University-Penn State Mont Alto,332911,2,1094.0,0.3574,0.6489,0.63293639062001,1176.0,7723.0,0.882724762,20632,63381.69,20948.0
938,Pennsylvania State University-Penn State Abington,332913,2,1094.0,0.4082,0.5665,0.63293639062001,3048.0,7876.0,0.882724762,20632,63381.69,13464.0
939,Pennsylvania State University-Penn State Schuylkill,332914,2,1094.0,0.495,0.755,0.63293639062001,1096.0,8274.0,0.882724762,20632,63381.69,15424.0
940,Pennsylvania State University-Penn State York,332918,2,1094.0,0.3108,0.5231,0.63293639062001,1743.0,8212.0,0.882724762,20632,63381.69,14761.0
941,University of Pennsylvania,337800,2,1457.0,0.1392,0.1995,0.10161532682193,11686.0,16288.0,0.936739659,19379.5,78252.0,25225.0
942,Philadelphia University,335400,2,1083.0,0.324,0.7126,0.64204407846936,2809.0,9064.0,0.861757106,24601.5,73972.42,27368.0
943,The University of the Arts,335000,2,1045.0,0.305,0.7223,0.7369402985074599,1893.0,6723.0,0.826347305,23412,75947.63,33861.0
944,Cairn University-Langhorne,335100,2,976.0,0.433,0.8204,0.98717948717948,941.0,5687.0,0.824451411,20351.5,69912.01,17975.0
945,University of the Sciences,335300,2,1145.0,0.2003,0.5171,0.57998929909042,577.0,7567.0,0.953719008,27000,72732.06,31572.0
946,University of Pittsburgh-Bradford,337903,2,1201.0,0.4229,0.7832,0.5823009735465601,1204.0,7330.0,0.884509938,21750,58452.18,17116.0
947,University of Pittsburgh-Greensburg,337904,2,1201.0,0.3752,0.7028,0.5823009735465601,1587.0,6839.0,0.884509938,21750,58452.18,17737.0
948,University of Pittsburgh-Johnstown,337902,2,1201.0,0.3001,0.7246,0.5823009735465601,3031.0,6953.0,0.884509938,21750,58452.18,19144.0
949,University of Pittsburgh-Pittsburgh Campus,337900,2,1201.0,0.1665,0.5412,0.5823009735465601,17424.0,10358.0,0.884509938,21750,58452.18,27917.0
950,Point Park University,335700,2,995.0,0.4085,0.7672,0.7052971897537901,2531.0,7592.0,0.70971867,20500,54201.1,21971.0
951,Robert Morris University,335900,2,1051.0,0.2927,0.6303,0.7765617875057,3714.0,10604.0,0.834829443,21500,59274.33,24305.0
952,Rosemont College,336000,2,884.0,0.4957,0.9128,0.70628571428571,893.0,5346.0,0.673913044,20000,57790.62,20565.0
953,Saint Francis University,336600,2,1060.0,0.2818,0.6655,0.74120082815735,1412.0,6735.0,PrivacySuppressed,25490,55181.27,25784.0
954,Saint Vincent College,336800,2,1059.0,0.2903,0.7386,0.6981132075471601,1206.0,7401.0,0.876227898,23849.5,54143.22,19521.0
955,University of Scranton,338400,2,1134.0,0.1848,0.6711,0.7220618967061401,3970.0,9756.0,0.917077986,26000,73943.5,32288.0
956,Shippensburg University of Pennsylvania,332600,2,979.0,0.3129,0.7126,0.8914462944825301,5990.0,9986.0,0.906307978,16130,63560.54,20449.0
957,Slippery Rock University of Pennsylvania,332700,2,999.0,0.3225,0.7235,0.6836187510811199,6294.0,9348.0,0.846525097,19500,54113.09,18493.0
958,Swarthmore College,337000,2,1431.0,0.1537,0.2257,0.12484011256075,1428.0,12458.0,PrivacySuppressed,18000,78121.47,21858.0
959,Thiel College,337600,2,923.0,0.4088,0.8156,0.61494505494505,994.0,6402.0,0.84,26000,54604.75,22870.0
960,University of Valley Forge,330600,2,945.0,0.4412,0.6871,0.9453781512605,618.0,6095.0,0.873417722,19000,63922.06,23673.0
961,Villanova University,338800,2,1326.0,0.1145,0.4115,0.4788967049241,7083.0,10688.0,0.94949495,24827,90091.77,36563.0
962,Waynesburg University,339100,2,1019.0,0.3405,0.8657,0.8561354019746099,1379.0,6722.0,0.860194175,21500,52961.26,16851.0
963,West Chester University of Pennsylvania,332800,2,1072.0,0.254,0.6353,0.58681875792141,10324.0,9054.0,0.909210526,19500,74655.83,22250.0
964,Westminster College,339200,2,1028.0,0.3227,0.7515,0.94040862656072,1470.0,6612.0,0.916666667,25373.5,56138.86,20615.0
965,Widener University,331300,2,1032.0,0.2549,0.6752,0.67994834901309,3355.0,7755.0,0.842937853,21500,69397.52,26937.0
966,Wilkes University,339400,2,1053.0,0.3597,0.7609999999999999,0.81731984829329,1762.0,8800.0,0.906584992,20440,56456.55,22975.0
967,Wilson College,339600,2,941.0,0.3544,0.6715,0.4523381294964001,764.0,6677.0,0.87755102,16270.5,58672.07,18849.0
968,York College Pennsylvania,339900,2,1054.0,0.2608,0.6743,0.43022289384208,5073.0,8760.0,0.904098995,21000,73378.65,21267.0
969,Brown University,340100,1,1457.0,0.1599,0.2352,0.09491380444795,6029.0,14356.0,0.91689008,14232.5,79027.35,27496.0
970,Rhode Island College,340700,1,913.0,0.4298,0.5802,0.71618765849535,6917.0,7435.0,0.810157195,14000,61569.63,9613.0
971,University of Rhode Island,341400,1,1077.0,0.2686,0.7016,0.73553962486497,10647.0,9897.0,0.843283582,18961,72503.8,19177.0
972,Rhode Island School of Design,340900,1,1273.0,0.1624,0.3818,0.3719587628865901,1829.0,7873.0,0.908496732,26983,80568.35,43582.0
973,Anderson University,341800,5,1078.0,0.3085,0.5827,0.54936785069235,1398.0,6115.0,0.762345679,18420,56100.72,20191.0
974,Charleston Southern University,341900,5,1030.0,0.4938,0.9053,0.6020501138952099,2315.0,5555.0,0.727722772,15000,57179.15,17241.0
975,College of Charleston,342800,5,1141.0,0.2264,0.4118,0.7714553830404302,9750.0,8285.0,0.740808824,15750,66962.7,17826.0
976,Citadel Military College of South Carolina,342300,5,1073.0,0.2559,0.5042,0.76518883415435,1995.0,8347.0,0.888372093,18750,66736.53,17454.0
977,Claflin University,342400,5,815.0,0.7515,0.8353,0.41325212255444,1130.0,6410.0,0.413333333,23160,45792.28,21426.0
978,Clemson University,342500,5,1275.0,0.1834,0.4286,0.5127254866940499,14066.0,10165.0,0.89319293,19295.5,64586.36,15885.0
979,Coker College,342700,5,960.0,0.5459,0.8086,0.4966307277628,1002.0,5688.0,0.589665654,17175,49143.33,16868.0
980,Columbia International University,342900,5,1045.0,0.4732,0.5054,0.33996383363471,644.0,4490.0,0.889908257,14746,64434.93,18833.0
981,Columbia College,343000,5,971.0,0.5277,0.7277,0.8912621359223301,1206.0,6497.0,0.64516129,15729.5,56463.66,17921.0
982,Converse College,343100,5,1040.0,0.4396,0.7692,0.57750759878419,623.0,4747.0,0.741935484,14000,57113.24,17304.0
983,Erskine College,343200,5,993.0,0.4257,0.6551,0.64278506559031,502.0,5568.0,0.822580645,12007.5,57374.47,17802.0
984,Francis Marion University,922600,5,927.0,0.5684,0.7861,0.58869872317305,2793.0,7342.0,0.649606299,18500,49042.79,11915.0
985,Lander University,343500,5,922.0,0.4873,0.6739,0.61973986228003,2436.0,6131.0,0.688804554,15105,52256.85,13101.0
986,Limestone College,343600,5,902.0,0.5308,0.7249,0.46324237560192,1967.0,5276.0,0.567944251,14250,53494.1,22378.0
987,Newberry College,344000,5,958.0,0.4977,0.774,0.5606190885640501,724.0,5337.0,0.717277487,15750,57421.47,20053.0
988,North Greenville University,344100,5,1116.0,0.3875,0.5117,0.57966522008679,1279.0,5704.0,0.75074184,10194,55701.04,22308.0
989,Presbyterian College,344500,5,1082.0,0.2391,0.4747,0.62306949806949,1148.0,7637.0,0.945,19500,62666.83,18963.0
990,University of South Carolina-Aiken,344900,5,976.0,0.4085,0.5992,0.5715506193934201,3148.0,6633.0,0.722319859,14500,53123.12,13538.0
991,University of South Carolina-Beaufort,345000,5,927.0,0.4359,0.6204,0.62741116751269,1175.0,6554.0,0.714285714,10294.5,60345.78,14466.0
992,University of South Carolina-Columbia,344800,5,1199.0,0.2248,0.4813,0.6473898919694699,15266.0,10000.0,0.804035379,19250,62188.24,18555.0
993,Coastal Carolina University,345100,5,1009.0,0.377,0.6766,0.5965105495015,4405.0,6885.0,0.767942584,13750,64299.08,14955.0
994,South Carolina State University,344600,5,760.0,0.7453,0.8001,0.94887525562372,3639.0,6949.0,0.471153846,20000,48129.81,19136.0
995,University of South Carolina-Upstate,695100,5,950.0,0.4801,0.6683,0.56040433925049,3585.0,6269.0,0.705882353,14584,54689.19,14190.0
996,Winthrop University,345600,5,1044.0,0.4059,0.6409,0.67104183757178,4649.0,7525.0,0.639329806,20000,58378.35,15760.0
997,Wofford College,345700,5,1170.0,0.1888,0.4294,0.71812320916905,1087.0,8046.0,0.917073171,20646,61134.14,22964.0
998,Augustana University,345800,4,1164.0,0.1981,0.6224,0.65071770334928,1728.0,6606.0,0.932692308,24250,60196.68,19052.0
999,Black Hills State University,345900,4,988.0,0.3114,0.494,0.8404332129963901,3549.0,7081.0,0.825112108,13000,49477.45,14953.0
1000,Dakota State University,346300,4,1047.0,0.2504,0.4576,0.8125,1631.0,7437.0,0.9375,12000,52093.19,14690.0
1001,Dakota Wesleyan University,346100,4,982.0,0.3075,0.7122,0.7437888198757701,676.0,5466.0,0.859296482,19800,47601.81,19203.0
1002,Mount Marty College,346500,4,1030.0,0.2103,0.4188,0.7254901960784301,1044.0,6074.0,0.859223301,19116,49528.49,20084.0
1003,Northern State University,346600,4,1024.0,0.2036,0.3799,0.720700152207,2861.0,7194.0,0.887096774,13362,48289.97,14738.0
1004,Presentation College,346700,4,925.0,0.4554,0.7709,0.62295081967213,468.0,4815.0,0.893203884,14732,47349.48,21772.0
1005,South Dakota School of Mines and Technology,347000,4,1200.0,0.2655,0.573,0.8424611223799799,1995.0,9375.0,0.944852941,16750,52423.4,18131.0
1006,South Dakota State University,347100,4,1068.0,0.2463,0.5859,0.91699604743083,7448.0,7884.0,0.941108545,16249,53049.11,21762.0
1007,University of Sioux Falls,346900,4,1046.0,0.3186,0.7139,0.92152336987882,1070.0,6368.0,0.93,14200,57493.05,20345.0
1008,University of South Dakota,347400,4,1049.0,0.2628,0.5672,0.7354196301564699,5147.0,7404.0,0.892390469,15951,53799.09,16396.0
1009,Austin Peay State University,347800,5,1011.0,0.5252,0.5760000000000001,0.8770514603616101,6658.0,6912.0,0.745598592,13250,52472.51,11984.0
1010,Baptist Memorial College of Health Sciences,3440300,5,1148.0,0.5205,0.8556,0.55400696864111,432.0,6781.0,0.841911765,25000,61604.19,9374.0
1011,Belmont University,347900,5,1158.0,0.1782,0.6012,0.8029292107404301,2507.0,9063.0,0.869300912,18750,70368.62,32568.0
1012,Bethel University,348000,5,928.0,0.5359,0.6638,0.8398607484769302,776.0,3492.0,0.581632653,18000,50031.89,17859.0
1013,Bryan College-Dayton,353600,5,1016.0,0.3519,0.506,0.4553072625698301,613.0,5595.0,PrivacySuppressed,9850.5,56756.79,15339.0
1014,Carson-Newman University,348100,5,1039.0,0.4024,0.6403,0.58831544881621,1994.0,5645.0,0.848484849,14500,53143.24,15792.0
1015,Christian Brothers University,348200,5,1105.0,0.4228,0.6404,0.45971563981042,1724.0,5902.0,0.724907063,16160,61225.91,8065.0
1016,Cumberland University,348500,5,989.0,0.3317,0.618,0.49064748201438,935.0,5560.0,0.816326531,18084,59163.95,17596.0
1017,Lipscomb University,348600,5,1176.0,0.2456,0.5324,0.6076713983690699,2264.0,7111.0,0.861445783,13000,66979.13,24560.0
1018,East Tennessee State University,348700,5,1068.0,0.4235,0.5042,0.7921967769295999,9125.0,6835.0,0.769021739,13693,47640.99,15245.0
1019,Fisk University,349000,5,937.0,0.5726,0.6603,0.8092543275632399,853.0,5768.0,0.554621849,19500,55965.03,15975.0
1020,Freed-Hardeman University,349200,5,1101.0,0.3174,0.6014,0.91845056065239,1438.0,6367.0,0.817663818,19500,53404.21,17361.0
1021,Hiwassee College,349400,5,947.0,0.5079,0.5131,0.58851674641148,379.0,3191.0,PrivacySuppressed,8875,48143.59,10304.0
1022,Johnson University,349500,5,1009.0,0.5006,0.64,0.5043478260869501,541.0,5283.0,PrivacySuppressed,14250,60434.23,15200.0
1023,King University,349600,5,1005.0,0.48,0.6996,0.44009489916963,600.0,4697.0,0.775720165,18000,48448.0,19013.0
1024,Lane College,349900,5,758.0,0.9247,0.9406,0.54535842672869,702.0,4960.0,0.248717949,15674,47796.63,13637.0
1025,Le Moyne-Owen College,350100,5,760.0,0.8151,0.8598,1.0,979.0,4815.0,PrivacySuppressed,14000,43059.02,9114.0
