,id,words,label,terms,hash,features
4134,4135,"['hi', 'baby', 'ive', 'just', 'got', 'back', 'from', 'work', 'and', 'i', 'was', 'wanting', 'to', 'see', 'u', 'allday', 'i', 'hope', 'i', 'didnt', 'piss', 'u', 'off', 'on', 'the', 'phone', 'today', 'if', 'u', 'are', 'up', 'give', 'me', 'a', 'call', 'xxx']",0,"['hi', 'baby', 'ive', 'got', 'back', 'work', 'wanting', 'see', 'u', 'allday', 'hope', 'didnt', 'piss', 'u', 'phone', 'today', 'u', 'give', 'call', 'xxx']","(1024,[12,138,152,160,174,344,365,534,551,571,595,743,811,868,871,912,955,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0])","(1024,[12,138,152,160,174,344,365,534,551,571,595,743,811,868,871,912,955,982],[5.367951058306837,2.2391682769656747,3.7740173324087025,3.7897656893768414,3.4785531195148662,2.892706319430574,4.864847480634757,3.496148881405246,3.9720872461707963,4.60069590559317,4.171700300074812,3.0425512875466203,5.407171771460119,3.981656697186947,3.822026551595063,4.148710781850113,3.19232559277408,5.330943941084586])"
4135,4136,"['freemsg', ""today's"", 'the', 'day', 'if', 'you', 'are', 'ready', ""i'm"", 'horny', '&', 'live', 'in', 'your', 'town', 'i', 'love', 'sex', 'fun', '&', 'games', 'netcollex', 'ltd', 'p', 'per', 'msg', 'reply', 'stop', 'to', 'end']",1,"['freemsg', ""today's"", 'day', 'ready', 'horny', '&', 'live', 'town', 'love', 'sex', 'fun', '&', 'games', 'netcollex', 'ltd', 'p', 'per', 'msg', 'reply', 'stop', 'end']","(1024,[16,112,146,173,251,276,285,289,380,398,454,540,572,645,740,789,818,875,914],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0])","(1024,[16,112,146,173,251,276,285,289,380,398,454,540,572,645,740,789,818,875,914],[3.595609674935884,3.255409568200657,5.192060391843174,4.183396339838003,4.5317030341062186,3.889849147933824,4.60069590559317,5.070699534838906,4.39194109173106,5.630315322774329,4.937168142214383,3.602167075482043,4.60069590559317,2.8894752988491277,4.819385106557999,3.526181168504121,9.362148181187871,5.129540034861839,5.792834252272104])"
4136,4137,"['is', 'it', 'your', 'yahoo', 'boys', 'that', 'bring', 'in', 'the', 'perf', 'or', 'legal']",0,"['yahoo', 'boys', 'bring', 'perf', 'legal']","(1024,[4,446,665,805,897],[1.0,1.0,1.0,1.0,1.0])","(1024,[4,446,665,805,897],[4.937168142214383,5.367951058306837,4.841857962410058,5.129540034861839,5.367951058306837])"
4137,4138,"['no', 'need', 'to', 'say', 'anything', 'to', 'me', 'i', 'know', 'i', 'am', 'an', 'outsider']",0,"['need', 'say', 'anything', 'know', 'outsider']","(1024,[120,217,290,643,700],[1.0,1.0,1.0,1.0,1.0])","(1024,[120,217,290,643,700],[5.792834252272104,3.009276498661748,3.758513145872737,3.0313362167264803,3.2278848948105665])"
4138,4139,"['have', 'you', 'ever', 'had', 'one', 'foot', 'before']",0,"['ever', 'one', 'foot']","(1024,[26,444,546],[1.0,1.0,1.0])","(1024,[26,444,546],[3.2741894628522528,3.394938979473733,5.258751766341845])"
4139,4140,"['just', 'got', 'to', '<#>']",0,"['got', '<#>']","(1024,[598,743],[1.0,1.0])","(1024,[598,743],[3.108594699863612,3.0425512875466203])"
4140,4141,"['good', 'no', 'dont', 'need', 'any', 'receiptswell', 'done', 'yes', 'please', 'tell', 'whats', 'her', 'number', 'i', 'could', 'ring', 'her']",0,"['good', 'dont', 'need', 'receiptswell', 'done', 'yes', 'please', 'tell', 'whats', 'number', 'ring']","(1024,[217,230,233,521,538,659,671,751,757,792,835],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[217,230,233,521,538,659,671,751,757,792,835],[3.009276498661748,4.436392854301894,3.557143394108088,3.7060666705001943,3.5384512610959353,4.58299632849377,5.160311693528593,3.7356984681065657,4.001074783044048,2.9561666733478,3.6288353225642043])"
4141,4142,"['ever', 'green', 'quote', 'ever', 'told', 'by', 'jerry', 'in', 'cartoon', 'a', 'person', 'who', 'irritates', 'u', 'always', 'is', 'the', 'one', 'who', 'loves', 'u', 'vry', 'much', 'but', 'fails', 'to', 'express', 'it', 'gud', 'nyt']",0,"['ever', 'green', 'quote', 'ever', 'told', 'jerry', 'cartoon', 'person', 'irritates', 'u', 'always', 'one', 'loves', 'u', 'vry', 'much', 'fails', 'express', 'gud', 'nyt']","(1024,[26,91,112,146,148,277,337,436,444,482,505,681,690,714,915,946,982,988],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])","(1024,[26,91,112,146,148,277,337,436,444,482,505,681,690,714,915,946,982,988],[6.5483789257045055,5.986990266713061,3.255409568200657,5.192060391843174,3.813863240955902,3.5508737810944924,4.841857962410058,5.7356758384321544,3.394938979473733,5.630315322774329,3.934699714099176,5.099687071712158,3.9913186080986836,5.581525158604896,4.888377978044951,5.792834252272104,3.553962627389724,3.8469241032167902])"
4142,4143,"['leave', 'it', 'wif', 'me', 'lar', 'wan', 'to', 'carry', 'meh', 'so', 'heavy', 'is', 'da', 'num', 'familiar', 'to']",0,"['leave', 'wif', 'lar', 'wan', 'carry', 'meh', 'heavy', 'da', 'num', 'familiar']","(1024,[177,252,266,340,369,518,692,812,844,966],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[177,252,266,340,369,518,692,812,844,966],[3.5890949939146903,4.819385106557999,5.986990266713061,4.093448103175064,5.070699534838906,3.642440974619983,4.694221963603994,4.335588155179928,5.330210730323991,4.126237925998055])"
4143,4144,"['beautiful', 'truth', 'expression', 'of', 'the', 'face', 'could', 'be', 'seen', 'by', 'everyone', 'but', 'the', 'depression', 'of', 'heart', 'could', 'be', 'understood', 'only', 'by', 'the', 'loved', 'ones', 'gud', 'ni']",0,"['beautiful', 'truth', 'expression', 'face', 'seen', 'everyone', 'depression', 'heart', 'understood', 'loved', 'ones', 'gud', 'ni']","(1024,[87,141,148,225,237,239,340,390,610,920,974,979,980],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[87,141,148,225,237,239,340,390,610,920,974,979,980],[4.6557556827761974,4.694221963603994,3.813863240955902,4.001074783044048,3.1288793710351177,4.436392854301894,4.093448103175064,5.192060391843174,4.937168142214383,4.451660326432682,4.406539891152213,4.734227298217693,5.160311693528593])"
4144,4145,"['infact', 'happy', 'new', 'year', 'how', 'are', 'you', 'where', 'are', 'you', 'when', 'are', 'we', 'seeing']",0,"['infact', 'happy', 'new', 'year', 'seeing']","(1024,[79,131,249,277,364],[1.0,1.0,1.0,1.0,1.0])","(1024,[79,131,249,277,364],[5.258751766341845,3.4442640460362344,3.104586678466073,3.5508737810944924,4.5656045857819])"
4145,4146,"['in', 'the', 'simpsons', 'movie', 'released', 'in', 'july', 'name', 'the', 'band', 'that', 'died', 'at', 'the', 'start', 'of', 'the', 'film', 'a', 'green', 'day', 'b', 'blue', 'day', 'c', 'red', 'day', 'send', 'a', 'b', 'or', 'c']",1,"['simpsons', 'movie', 'released', 'july', 'name', 'band', 'died', 'start', 'film', 'green', 'day', 'b', 'blue', 'day', 'c', 'red', 'day', 'send', 'b', 'c']","(1024,[20,26,163,193,303,337,645,648,697,772,806,899,904,907,943,1000],[1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[20,26,163,193,303,337,645,648,697,772,806,899,904,907,943,1000],[5.407171771460119,6.5483789257045055,3.317779898927115,5.6539098837355874,3.8302570507315785,4.841857962410058,8.668425896547383,5.192060391843174,4.030927746193729,4.051336617824937,5.630315322774329,5.160311693528593,5.367951058306837,5.224850214666164,5.070699534838906,5.581525158604896])"
4146,4147,"[""that's"", 'a', 'shame', 'maybe', 'cld', 'meet', 'for', 'few', 'hrs', 'tomo']",0,"['shame', 'maybe', 'cld', 'meet', 'hrs', 'tomo']","(1024,[39,250,280,614,876,948],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[39,250,280,614,876,948],[4.020877410340228,4.082752814058316,5.04252865787221,5.853458874088538,4.841857962410058,4.030927746193729])"
4147,4148,"['lol', 'i', 'would', 'but', 'despite', 'these', 'cramps', 'i', 'like', 'being', 'a', 'girl']",0,"['lol', 'despite', 'cramps', 'like', 'girl']","(1024,[206,386,469,750,916],[1.0,1.0,1.0,1.0,1.0])","(1024,[206,386,469,750,916],[4.104259019279279,3.0692195346287816,5.070699534838906,6.141140946540319,5.581525158604896])"
4148,4149,"['i', 'cant', 'wait', 'for', 'cornwall', 'hope', 'tonight', 'isnt', 'too', 'bad', 'as', 'well', 'but', 'its', 'rock', 'night', 'shite', 'anyway', 'im', 'going', 'for', 'a', 'kip', 'now', 'have', 'a', 'good', 'night', 'speak', 'to', 'you', 'soon']",0,"['cant', 'wait', 'cornwall', 'hope', 'tonight', 'isnt', 'bad', 'well', 'rock', 'night', 'shite', 'anyway', 'im', 'going', 'kip', 'good', 'night', 'speak', 'soon']","(1024,[26,141,160,237,367,382,556,557,565,605,670,721,733,756,792,922,955,970],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[26,141,160,237,367,382,556,557,565,605,670,721,733,756,792,922,955,970],[3.2741894628522528,4.694221963603994,3.7897656893768414,3.1288793710351177,4.421354976937353,4.962485950198674,7.762230935930139,3.691573663197628,4.256599743861298,5.630315322774329,4.937168142214383,4.093448103175064,4.2193283490640665,5.04252865787221,2.9561666733478,4.797406199839225,3.19232559277408,4.363367719287004])"
4149,4150,"['pls', 'help', 'me', 'tell', 'sura', 'that', ""i'm"", 'expecting', 'a', 'battery', 'from', 'hont', 'and', 'that', 'if', 'should', 'pls', 'send', 'me', 'a', 'message', 'about', 'how', 'to', 'download', 'movies', 'thanks']",0,"['pls', 'help', 'tell', 'sura', 'expecting', 'battery', 'hont', 'pls', 'send', 'message', 'download', 'movies', 'thanks']","(1024,[15,45,79,163,172,243,368,416,420,538,606,1013],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(1024,[15,45,79,163,172,243,368,416,420,538,606,1013],[5.099687071712158,3.758513145872737,5.258751766341845,3.317779898927115,4.60069590559317,4.244020961654438,4.093448103175064,5.407171771460119,5.293843086153116,3.5384512610959353,3.6356150095495834,7.727747323061127])"
4150,4151,"['please', 'call', 'amanda', 'with', 'regard', 'to', 'renewing', 'or', 'upgrading', 'your', 'current', 't', 'mobile', 'handset', 'free', 'of', 'charge', 'offer', 'ends', 'today', 'tel', 'subject', 'to', ""t's"", 'and', ""c's""]",1,"['please', 'call', 'amanda', 'regard', 'renewing', 'upgrading', 'current', 'mobile', 'handset', 'free', 'charge', 'offer', 'ends', 'today', 'tel', 'subject', ""t's"", ""c's""]","(1024,[93,110,119,138,193,389,393,425,521,534,638,694,777,790,975,994,1016,1021],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[93,110,119,138,193,389,393,425,521,534,638,694,777,790,975,994,1016,1021],[5.224850214666164,5.293843086153116,3.1836298858065257,2.2391682769656747,2.8269549418677937,4.436392854301894,5.986990266713061,4.183396339838003,3.7060666705001943,3.496148881405246,5.853458874088538,5.099687071712158,5.581525158604896,3.4612616224048054,5.192060391843174,5.447993765980374,4.694221963603994,5.447993765980374])"
4151,4152,"[""haven't"", 'found', 'a', 'way', 'to', 'get', 'another', 'app', 'for', 'your', 'phone', 'eh', 'will', 'you', 'go', 'to', 'the', 'net', 'cafe', 'did', 'you', 'take', 'that', 'job', 'geeee', 'i', 'need', 'you', 'babe', 'i', 'crave', 'to', 'see', 'you']",0,"['found', 'way', 'get', 'another', 'app', 'phone', 'eh', 'go', 'net', 'cafe', 'take', 'job', 'geeee', 'need', 'babe', 'crave', 'see']","(1024,[58,131,217,343,344,445,567,598,599,664,739,747,779,835,870,904,955],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[58,131,217,343,344,445,567,598,599,664,739,747,779,835,870,904,955],[6.323462503334274,3.4442640460362344,3.009276498661748,3.520102122427739,2.892706319430574,2.691153400708732,2.569263583099695,3.108594699863612,3.7740173324087025,4.754846585420428,4.694221963603994,4.618714411095849,5.986990266713061,3.6288353225642043,4.39194109173106,5.367951058306837,3.19232559277408])"
4152,4153,"['i', 'only', 'work', 'from', 'mon', 'to', 'thurs', 'but', 'sat', 'i', 'cant', 'leh', 'booked', 'liao', 'which', 'other', 'day', 'u', 'free']",0,"['work', 'mon', 'thurs', 'sat', 'cant', 'leh', 'booked', 'liao', 'day', 'u', 'free']","(1024,[47,76,193,242,532,551,579,645,726,970,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[47,76,193,242,532,551,579,645,726,970,982],[4.4671645129686475,5.330210730323991,2.8269549418677937,4.01092707948706,4.60069590559317,3.9720872461707963,4.988461436601934,2.8894752988491277,4.734227298217693,4.363367719287004,1.776981313694862])"
4153,4154,"['comin', 'to', 'fetch', 'us', 'oredi']",0,"['comin', 'fetch', 'us', 'oredi']","(1024,[24,368,462,719],[1.0,1.0,1.0,1.0])","(1024,[24,368,462,719],[4.195230797485006,4.093448103175064,4.888377978044951,4.988461436601934])"
4154,4155,"[""what's"", 'nannys', 'address']",0,"['nannys', 'address']","(1024,[344,716],[1.0,1.0])","(1024,[344,716],[2.892706319430574,5.099687071712158])"
4155,4156,"['urgent', 'your', '*', 'costa', 'del', 'sol', 'holiday', 'or', 'await', 'collection', 'call', 'now', 'toclaim', 'sae', 'tc', 's', 'pobox', 'stockport', 'sk', 'xh', 'cost', '/pm', 'max', 'mins']",1,"['urgent', '*', 'costa', 'del', 'sol', 'holiday', 'await', 'collection', 'call', 'toclaim', 'sae', 'tc', 'pobox', 'stockport', 'sk', 'xh', 'cost', '/pm', 'max', 'mins']","(1024,[0,113,138,212,217,226,250,279,362,364,465,559,580,586,635,646,707,747,974,989],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[0,113,138,212,217,226,250,279,362,364,465,559,580,586,635,646,707,747,974,989],[4.482912869936787,5.258751766341845,2.2391682769656747,4.451660326432682,3.009276498661748,3.5080537839115644,4.082752814058316,4.5317030341062186,4.126237925998055,4.5656045857819,5.630315322774329,4.160139477673736,5.535005142970004,4.207206988531722,5.447993765980374,4.819385106557999,5.099687071712158,4.618714411095849,4.406539891152213,4.126237925998055])"
4156,4157,"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', 'me', 'come']",0,"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', 'come']","(1024,[348,518,604,617,685,982],[1.0,1.0,1.0,1.0,1.0,3.0])","(1024,[348,518,604,617,685,982],[4.082752814058316,3.642440974619983,3.104586678466073,4.864847480634757,3.2600715813064682,5.330943941084586])"
4157,4158,"['want', 'a', 'new', 'video', 'phone', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'line', 'rental', 'free', 'text', 'for', 'months', 'reply', 'or', 'call', 'for', 'free', 'delivery']",1,"['want', 'new', 'video', 'phone', 'anytime', 'network', 'mins', 'half', 'price', 'line', 'rental', 'free', 'text', 'months', 'reply', 'call', 'free', 'delivery']","(1024,[138,150,193,217,249,344,510,563,625,758,789,816,828,838,868,922,968],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[138,150,193,217,249,344,510,563,625,758,789,816,828,838,868,922,968],[2.2391682769656747,3.9913186080986836,5.6539098837355874,3.009276498661748,3.104586678466073,2.892706319430574,3.9913186080986836,5.293843086153116,3.342843867590331,4.694221963603994,3.526181168504121,3.201097578846917,5.160311693528593,3.813863240955902,3.981656697186947,4.797406199839225,5.447993765980374])"
4158,4159,"['yo', 'call', 'me', 'when', 'you', 'get', 'the', 'chance', 'a', 'friend', 'of', 'mine', 'wanted', 'me', 'to', 'ask', 'you', 'about', 'a', 'big', 'order']",0,"['yo', 'call', 'get', 'chance', 'friend', 'mine', 'wanted', 'ask', 'big', 'order']","(1024,[134,138,150,242,310,562,567,623,799,915],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[134,138,150,242,310,562,567,623,799,915],[4.5656045857819,2.2391682769656747,3.9913186080986836,4.01092707948706,4.5485101524226,4.60069590559317,2.569263583099695,5.129540034861839,4.864847480634757,4.888377978044951])"
4159,4160,"['this', 'single', 'single', 'answers', 'are', 'we', 'fighting', 'plus', 'i', 'said', 'am', 'broke', 'and', 'you', 'didnt', 'reply']",0,"['single', 'single', 'answers', 'fighting', 'plus', 'said', 'broke', 'didnt', 'reply']","(1024,[16,138,323,519,573,588,789,912],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(1024,[16,138,323,519,573,588,789,912],[3.595609674935884,2.2391682769656747,11.835994790452219,5.160311693528593,6.4288230189921,4.244020961654438,3.526181168504121,4.148710781850113])"
4160,4161,"['it', 'certainly', 'puts', 'things', 'into', 'perspective', 'when', 'something', 'like', 'this', 'happens']",0,"['certainly', 'puts', 'things', 'perspective', 'something', 'like', 'happens']","(1024,[241,264,386,500,567,614,635],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[241,264,386,500,567,614,635],[3.9165173950159855,4.421354976937353,3.0692195346287816,4.5656045857819,2.569263583099695,5.853458874088538,5.447993765980374])"
4161,4162,"['now', 'got', 'tv', 'watch', 'meh', 'u', 'no', 'work', 'today']",0,"['got', 'tv', 'watch', 'meh', 'u', 'work', 'today']","(1024,[322,340,534,551,743,818,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[322,340,534,551,743,818,982],[4.451660326432682,4.093448103175064,3.496148881405246,3.9720872461707963,3.0425512875466203,3.120716060395957,1.776981313694862])"
4162,4163,"['i', 'felt', 'so', 'not', 'any', 'conveying', 'reason', 'ese', 'he', 'what', 'about', 'me']",0,"['felt', 'conveying', 'reason', 'ese']","(1024,[12,425,502,772],[1.0,1.0,1.0,1.0])","(1024,[12,425,502,772],[5.367951058306837,4.183396339838003,5.407171771460119,4.051336617824937])"
4163,4164,"['had', 'your', 'mobile', 'months', 'or', 'more', 'u', 'r', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'mobiles', 'with', 'camera', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on']",1,"['mobile', 'months', 'u', 'r', 'entitled', 'update', 'latest', 'colour', 'mobiles', 'camera', 'free', 'call', 'mobile', 'update', 'co', 'free']","(1024,[119,138,150,193,218,226,248,711,887,898,912,982],[2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(1024,[119,138,150,193,218,226,248,711,887,898,912,982],[6.3672597716130515,4.478336553931349,3.9913186080986836,5.6539098837355874,4.888377978044951,3.5080537839115644,5.407171771460119,9.683715924820117,3.532297395521557,5.293843086153116,4.148710781850113,1.776981313694862])"
4164,4165,"[""how's"", 'it', 'going', 'got', 'any', 'exciting', 'karaoke', 'type', 'activities', 'planned', ""i'm"", 'debating', 'whether', 'to', 'play', 'football', 'this', 'eve', 'feeling', 'lazy', 'though']",0,"['going', 'got', 'exciting', 'karaoke', 'type', 'activities', 'planned', 'debating', 'whether', 'play', 'football', 'eve', 'feeling', 'lazy', 'though']","(1024,[77,194,210,237,304,319,327,416,646,731,743,876,973,975,1010],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[77,194,210,237,304,319,327,416,646,731,743,876,973,975,1010],[4.171700300074812,4.58299632849377,4.308559482792009,3.1288793710351177,4.421354976937353,5.630315322774329,5.367951058306837,5.407171771460119,4.819385106557999,3.358189437264991,3.0425512875466203,4.841857962410058,5.015129683684095,5.192060391843174,4.4671645129686475])"
4165,4166,"['i', 'told', 'that', 'am', 'coming', 'on', 'wednesday']",0,"['told', 'coming', 'wednesday']","(1024,[301,662,690],[1.0,1.0,1.0])","(1024,[301,662,690],[4.39194109173106,4.148710781850113,3.9913186080986836])"
4166,4167,"['its', 'ok', 'called', 'mom', 'instead', 'have', 'fun']",0,"['ok', 'called', 'mom', 'instead', 'fun']","(1024,[251,351,358,660,932],[1.0,1.0,1.0,1.0,1.0])","(1024,[251,351,358,660,932],[4.5317030341062186,5.160311693528593,4.694221963603994,2.9492937940600377,5.224850214666164])"
4167,4168,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'your', 'pc', 'please', 'go', 'to', 'http', '//www', 'wtlp', 'co', 'uk/text', 'ts&cs', 'apply']",1,"['dear', 'voucher', 'holder', 'claim', 'weeks', 'offer', 'pc', 'please', 'go', 'http', '//www', 'wtlp', 'co', 'uk/text', 'ts&cs', 'apply']","(1024,[205,329,379,445,488,507,521,550,613,782,822,844,870,887,1016],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[205,329,379,445,488,507,521,550,613,782,822,844,870,887,1016],[8.726735438574009,4.618714411095849,4.988461436601934,2.691153400708732,4.618714411095849,5.192060391843174,3.7060666705001943,3.595609674935884,4.912475529624012,3.582622479409073,4.754846585420428,5.330210730323991,4.39194109173106,3.532297395521557,4.694221963603994])"
4168,4169,"['well', 'if', ""i'm"", 'that', 'desperate', ""i'll"", 'just', 'call', 'armand', 'again']",0,"['well', 'desperate', 'call', 'armand']","(1024,[138,158,557,853],[1.0,1.0,1.0,1.0])","(1024,[138,158,557,853],[2.2391682769656747,5.630315322774329,3.691573663197628,4.5317030341062186])"
4169,4170,"['are', 'you', 'at', 'work', 'right', 'now']",0,"['work', 'right']","(1024,[551,830],[1.0,1.0])","(1024,[551,830],[3.9720872461707963,4.115188089811469])"
4170,4171,"['congrats', 'nokia', 'video', 'camera', 'phone', 'is', 'your', 'call', 'calls', 'cost', 'ppm', 'ave', 'call', 'mins', 'vary', 'from', 'mobiles', '+', 'close', 'post', 'bcm', 'ldn', 'wc', 'n', 'xx']",1,"['congrats', 'nokia', 'video', 'camera', 'phone', 'call', 'calls', 'cost', 'ppm', 'ave', 'call', 'mins', 'vary', 'mobiles', '+', 'close', 'post', 'bcm', 'ldn', 'wc', 'n', 'xx']","(1024,[20,39,72,138,180,217,300,344,362,390,391,406,570,668,699,838,887,898,901,912,992],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[20,39,72,138,180,217,300,344,362,390,391,406,570,668,699,838,887,898,901,912,992],[5.407171771460119,4.020877410340228,4.694221963603994,4.478336553931349,4.01092707948706,3.009276498661748,4.5317030341062186,2.892706319430574,4.126237925998055,5.192060391843174,3.595609674935884,3.822026551595063,4.988461436601934,5.330210730323991,4.295314256041989,3.813863240955902,3.532297395521557,5.293843086153116,4.988461436601934,4.148710781850113,5.7356758384321544])"
4171,4172,"[""haven't"", 'heard', 'anything', 'and', ""he's"", 'not', 'answering', 'my', 'texts', 'so', ""i'm"", 'guessing', 'he', 'flaked', 'that', 'said', 'the', 'jb', 'is', 'fantastic']",0,"['heard', 'anything', 'answering', 'texts', 'guessing', 'flaked', 'said', 'jb', 'fantastic']","(1024,[16,72,290,493,501,620,638,905,1006],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[16,72,290,493,501,620,638,905,1006],[3.595609674935884,4.694221963603994,3.758513145872737,4.734227298217693,5.535005142970004,4.5317030341062186,5.853458874088538,5.070699534838906,4.244020961654438])"
4172,4173,"['mmmmmm', 'i', 'love', 'you', 'so', 'much', 'ahmad', 'i', ""can't"", 'wait', 'for', 'this', 'year', 'to', 'begin', 'as', 'every', 'second', 'takes', 'me', 'closer', 'to', 'being', 'at', 'your', 'side', 'happy', 'new', 'year', 'my', 'love']",0,"['mmmmmm', 'love', 'much', 'ahmad', 'wait', 'year', 'begin', 'every', 'second', 'takes', 'closer', 'side', 'happy', 'new', 'year', 'love']","(1024,[112,131,170,249,256,277,534,565,593,775,876,982,988],[2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[112,131,170,249,256,277,534,565,593,775,876,982,988],[6.510819136401314,6.888528092072469,4.3775523542789605,3.104586678466073,4.126237925998055,7.101747562188985,3.496148881405246,4.256599743861298,4.406539891152213,6.141140946540319,4.841857962410058,1.776981313694862,3.8469241032167902])"
4173,4174,"['pls', ""what's"", 'the', 'full', 'name', 'of', ""joke's"", 'school', 'cos', 'fees', 'in', 'university', 'of', 'florida', 'seem', 'to', 'actually', 'be', '<#>', 'k', 'pls', 'holla', 'back']",0,"['pls', 'full', 'name', ""joke's"", 'school', 'cos', 'fees', 'university', 'florida', 'seem', 'actually', '<#>', 'k', 'pls', 'holla', 'back']","(1024,[130,174,191,192,244,303,320,357,388,598,844,850,865,879,1013],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(1024,[130,174,191,192,244,303,320,357,388,598,844,850,865,879,1013],[3.8302570507315785,3.4785531195148662,3.5020836169250606,3.691573663197628,4.962485950198674,3.8302570507315785,4.797406199839225,5.367951058306837,5.192060391843174,3.108594699863612,5.330210730323991,6.546606054648484,4.734227298217693,4.694221963603994,7.727747323061127])"
4174,4175,"['sorry', ""i'll"", 'call', 'later']",0,"['sorry', 'call', 'later']","(1024,[138,344,378],[1.0,1.0,1.0])","(1024,[138,344,378],[2.2391682769656747,2.892706319430574,3.684405173719015])"
4175,4176,"['ok', 'but', 'they', 'said', ""i've"", 'got', 'wisdom', 'teeth', 'hidden', 'inside', 'n', 'mayb', 'need', 'remove']",0,"['ok', 'said', 'got', 'wisdom', 'teeth', 'hidden', 'inside', 'n', 'mayb', 'need', 'remove']","(1024,[16,25,217,325,356,391,400,458,615,660,743],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[16,25,217,325,356,391,400,458,615,660,743],[3.595609674935884,6.061098238866783,3.009276498661748,6.141140946540319,4.5317030341062186,3.595609674935884,5.099687071712158,5.792834252272104,4.7758999946182605,2.9492937940600377,3.0425512875466203])"
4176,4177,"['and', 'pls', 'pls', 'drink', 'plenty', 'plenty', 'water']",0,"['pls', 'pls', 'drink', 'plenty', 'plenty', 'water']","(1024,[52,229,292,1013],[1.0,1.0,2.0,2.0])","(1024,[52,229,292,1013],[5.129540034861839,5.535005142970004,8.965825739873575,7.727747323061127])"
4177,4178,"['how', 'are', 'you', 'doing', ""how's"", 'the', 'queen', 'are', 'you', 'going', 'for', 'the', 'royal', 'wedding']",0,"['queen', 'going', 'royal', 'wedding']","(1024,[237,498,502,896],[1.0,1.0,1.0,1.0])","(1024,[237,498,502,896],[3.1288793710351177,6.4288230189921,5.407171771460119,5.630315322774329])"
