,mon,dom,dow,carrier,flight,org,mile,depart,duration,delay,org_idx
38588,0,26,6,US,605,ORD,1515,15.33,244,-26.0,0.0
38589,4,29,4,B6,97,JFK,1626,20.08,272,24.0,2.0
38590,11,19,5,AA,613,JFK,1090,18.92,205,100.0,2.0
38591,1,6,3,UA,109,ORD,1745,10.0,269,24.0,0.0
38592,5,24,2,US,206,SMF,647,12.5,114,-6.0,5.0
38593,11,15,1,US,165,SJC,386,10.08,83,98.0,4.0
38594,11,25,4,AA,2345,ORD,802,17.42,160,42.0,0.0
38595,7,22,5,AA,2185,LGA,1097,6.0,170,8.0,3.0
38596,7,20,3,UA,717,ORD,888,22.92,147,-20.0,0.0
38597,2,23,0,AA,423,JFK,1090,11.5,190,99.0,2.0
38598,0,29,2,AA,743,LGA,1389,12.75,250,31.0,3.0
38599,9,25,6,OO,6650,ORD,780,14.9,140,2.0,0.0
38600,9,3,5,AA,1909,ORD,1745,9.75,280,34.0,0.0
38601,8,15,1,UA,343,ORD,416,20.33,88,-3.0,0.0
38602,5,5,4,UA,1114,ORD,783,13.7,131,59.0,0.0
38603,11,21,0,AA,2463,ORD,403,7.5,85,20.0,0.0
38604,5,25,3,B6,153,JFK,944,16.58,175,7.0,2.0
38605,2,17,1,UA,156,ORD,235,15.68,77,-7.0,0.0
38606,8,8,1,UA,1547,ORD,1515,15.17,236,,0.0
38607,3,18,5,HA,161,OGG,100,15.2,34,3.0,7.0
38608,1,28,4,UA,605,ORD,1739,10.4,269,-8.0,0.0
38609,6,12,6,OO,5737,SFO,153,10.93,61,106.0,1.0
38610,6,31,4,B6,9,JFK,944,17.92,183,38.0,2.0
38611,3,12,6,AA,2317,ORD,802,10.83,140,9.0,0.0
38612,4,24,6,OO,5550,SFO,262,13.85,81,55.0,1.0
38613,8,25,4,WN,1657,TUS,747,13.0,145,,6.0
38614,9,5,0,WN,1329,SMF,647,8.0,110,-8.0,5.0
38615,2,13,4,WN,2730,SJC,308,19.17,75,7.0,4.0
38616,2,11,2,UA,315,LGA,1619,15.5,271,-17.0,3.0
38617,7,29,5,AA,179,JFK,2586,9.08,360,-15.0,2.0
38618,7,17,0,AA,1447,ORD,837,13.67,135,-2.0,0.0
38619,11,2,2,UA,685,LGA,733,15.08,162,-23.0,3.0
38620,3,25,5,AA,629,ORD,1829,20.67,270,,0.0
38621,6,9,3,AA,1329,LGA,950,18.92,170,107.0,3.0
38622,5,22,0,UA,617,ORD,1726,15.08,256,2.0,0.0
38623,3,12,6,B6,185,JFK,2446,17.83,395,18.0,2.0
38624,8,18,4,UA,1550,SFO,414,16.17,96,-5.0,1.0
38625,9,19,0,OO,5572,SFO,329,12.12,95,37.0,1.0
38626,8,27,6,OH,6684,JFK,301,14.92,93,22.0,2.0
38627,3,29,2,UA,374,SFO,1504,11.65,208,39.0,1.0
38628,11,26,5,UA,155,ORD,1846,20.17,289,170.0,0.0
38629,8,21,0,AA,1362,ORD,740,13.17,139,37.0,0.0
38630,6,8,2,OO,6102,ORD,240,21.88,71,90.0,0.0
38631,5,4,3,B6,97,JFK,1626,20.08,272,193.0,2.0
38632,1,20,3,AA,2352,ORD,740,16.67,139,1.0,0.0
38633,2,9,0,UA,661,ORD,888,18.75,159,64.0,0.0
38634,10,18,2,AA,1120,ORD,258,13.92,70,-17.0,0.0
38635,6,7,1,AA,1255,ORD,925,19.17,160,78.0,0.0
38636,4,2,5,AA,591,ORD,1118,10.42,180,130.0,0.0
38637,6,24,4,B6,1315,JFK,228,22.5,91,181.0,2.0
38638,2,19,3,UA,139,ORD,1846,9.75,270,59.0,0.0
38639,6,6,0,WN,3225,SMF,373,19.58,85,9.0,5.0
38640,8,14,0,UA,132,SFO,1846,6.32,246,21.0,1.0
38641,8,18,4,OO,6500,SJC,308,6.4,87,-13.0,4.0
38642,3,7,1,OO,5914,ORD,323,14.33,80,-8.0,0.0
38643,1,11,1,UA,608,ORD,612,10.0,105,22.0,0.0
38644,4,1,4,AA,345,ORD,1041,20.42,165,16.0,0.0
38645,11,7,0,WN,2611,TUS,365,11.0,80,-12.0,6.0
38646,5,30,1,B6,155,JFK,944,18.92,153,24.0,2.0
38647,10,10,1,AA,782,ORD,1012,18.83,160,-14.0,0.0
38648,5,14,6,UA,46,OGG,2486,20.83,301,-1.0,7.0
38649,1,24,0,US,377,SFO,2296,12.75,289,,1.0
38650,3,13,0,HA,161,OGG,100,15.2,34,-6.0,7.0
38651,8,2,2,UA,1476,SFO,414,7.1,91,-6.0,1.0
38652,10,11,2,AA,1609,ORD,925,19.42,170,73.0,0.0
38653,3,10,4,B6,807,JFK,1069,17.75,194,29.0,2.0
38654,1,20,3,OH,5357,LGA,604,21.42,130,20.0,3.0
38655,7,19,2,WN,526,SMF,389,18.0,75,-8.0,5.0
38656,6,25,5,UA,543,ORD,1498,20.58,237,25.0,0.0
38657,7,20,3,OO,5497,SFO,250,22.72,80,10.0,1.0
38658,5,24,2,AA,1558,TUS,813,15.83,135,-13.0,6.0
38659,9,27,1,UA,55,SFO,2367,16.88,324,35.0,1.0
38660,1,22,5,OH,5605,JFK,213,7.0,93,107.0,2.0
38661,6,27,0,WN,3598,SFO,447,10.75,85,25.0,1.0
38662,7,6,3,OO,3912,SFO,599,13.0,108,82.0,1.0
38663,2,19,3,AA,309,LGA,733,8.17,155,-2.0,3.0
38664,4,11,0,OO,5899,ORD,122,13.17,50,98.0,0.0
38665,10,13,4,B6,1012,JFK,187,16.58,90,,2.0
38666,0,5,6,UA,1560,ORD,1012,9.33,158,7.0,0.0
38667,2,8,6,HA,545,OGG,100,17.67,34,-2.0,7.0
38668,3,24,4,UA,330,ORD,678,19.67,128,106.0,0.0
38669,3,13,0,OO,6356,SFO,599,21.2,103,11.0,1.0
38670,4,19,1,B6,12,JFK,209,15.25,81,-3.0,2.0
38671,2,29,6,OO,6456,SFO,316,9.67,77,-16.0,1.0
38672,2,12,3,B6,119,JFK,1182,15.17,202,-14.0,2.0
38673,9,5,0,OO,5482,SFO,199,13.22,69,-10.0,1.0
38674,10,30,0,HA,555,OGG,100,20.92,34,18.0,7.0
38675,7,1,5,UA,534,ORD,867,13.08,146,61.0,0.0
38676,2,1,6,OH,5487,JFK,483,16.25,140,20.0,2.0
38677,11,10,3,UA,1453,ORD,837,20.17,144,41.0,0.0
38678,1,20,3,US,2181,LGA,214,16.0,82,-10.0,3.0
38679,2,12,3,B6,377,LGA,1076,13.33,182,49.0,3.0
38680,6,10,4,OH,5269,LGA,292,19.5,102,103.0,3.0
38681,11,28,0,AA,1558,TUS,813,5.83,125,-2.0,6.0
38682,9,26,0,AA,378,ORD,733,11.0,135,-21.0,0.0
38683,2,21,5,OO,5992,ORD,286,6.58,76,,0.0
38684,2,11,2,OO,6415,SFO,316,20.58,77,-26.0,1.0
38685,9,2,4,OO,5557,SFO,77,9.0,48,19.0,1.0
38686,0,6,0,AA,2218,SJC,1438,10.33,205,6.0,4.0
38687,9,13,1,AA,117,JFK,2475,14.5,355,-14.0,2.0
38688,3,2,3,B6,10,JFK,301,20.17,110,35.0,2.0
38689,5,5,4,OH,5046,JFK,508,20.17,145,-9.0,2.0
38690,3,14,1,OO,5982,ORD,174,17.75,55,-1.0,0.0
38691,2,14,5,OO,5701,SJC,234,7.8,63,,4.0
38692,10,10,1,US,2173,LGA,214,12.0,73,-10.0,3.0
38693,11,15,1,UA,150,SFO,1846,16.63,243,,1.0
38694,11,12,5,AA,1940,ORD,1197,20.08,174,-6.0,0.0
38695,5,16,1,B6,133,JFK,1074,10.33,187,28.0,2.0
38696,5,5,4,AA,1411,ORD,334,21.83,80,112.0,0.0
38697,7,20,3,US,376,SMF,2458,8.5,301,12.0,5.0
38698,3,24,4,AA,1472,SFO,1846,13.42,255,50.0,1.0
38699,9,16,4,UA,294,SFO,2457,14.98,310,-9.0,1.0
38700,0,6,0,UA,637,ORD,1846,11.5,291,42.0,0.0
38701,4,20,2,US,1462,ORD,599,12.5,115,53.0,0.0
38702,11,15,1,WN,1316,SJC,296,13.25,60,44.0,4.0
38703,4,4,0,AA,566,SFO,1464,19.17,200,51.0,1.0
38704,3,22,2,AA,1178,SFO,1464,15.33,205,36.0,1.0
38705,7,3,0,UA,139,ORD,1846,10.02,261,4.0,0.0
38706,8,4,4,AA,1686,ORD,647,7.08,110,11.0,0.0
38707,8,3,3,UA,1220,SJC,948,7.52,157,-8.0,4.0
38708,11,26,5,AA,1843,ORD,1721,8.5,275,65.0,0.0
38709,7,5,2,OH,5519,LGA,585,7.75,131,92.0,3.0
38710,9,21,2,UA,139,ORD,1846,9.85,279,5.0,0.0
38711,2,27,4,UA,732,ORD,589,9.67,106,-10.0,0.0
38712,2,30,0,UA,1220,SJC,948,7.15,167,-22.0,4.0
38713,11,9,2,AA,1733,ORD,1440,19.08,230,87.0,0.0
38714,2,22,6,UA,311,SFO,372,12.17,87,30.0,1.0
38715,10,30,0,AA,2099,ORD,1745,7.08,270,-21.0,0.0
38716,1,10,0,AA,1145,ORD,1249,11.42,210,4.0,0.0
38717,8,26,5,B6,649,JFK,2586,20.0,402,184.0,2.0
38718,3,5,6,AA,127,JFK,2446,18.33,380,-20.0,2.0
38719,1,6,3,UA,684,ORD,733,14.0,137,,0.0
38720,1,4,1,OH,5283,JFK,213,18.75,116,64.0,2.0
38721,4,18,0,AA,1715,ORD,1515,12.83,235,1.0,0.0
38722,8,12,5,US,15,JFK,2153,6.67,336,-24.0,2.0
38723,1,26,2,WN,1489,SJC,621,18.17,110,-8.0,4.0
38724,11,3,3,OO,6056,ORD,344,21.15,74,22.0,0.0
38725,9,17,5,AA,418,SJC,1438,8.33,205,-10.0,4.0
38726,3,11,5,WN,817,SFO,337,9.83,85,-6.0,1.0
38727,5,25,3,WN,987,SMF,605,17.83,105,29.0,5.0
38728,5,22,0,UA,620,ORD,612,15.95,111,54.0,0.0
38729,3,11,5,AA,1823,ORD,1144,9.17,170,,0.0
38730,4,12,1,UA,107,ORD,1745,8.08,255,25.0,0.0
38731,6,10,4,UA,1590,SFO,414,13.3,102,35.0,1.0
38732,7,27,3,AA,1687,ORD,1739,10.42,260,8.0,0.0
38733,8,24,3,OO,5853,ORD,196,12.68,61,54.0,0.0
38734,7,18,1,UA,929,ORD,1739,11.98,260,-28.0,0.0
38735,1,26,2,OO,5571,SFO,262,8.68,79,4.0,1.0
38736,3,4,5,UA,378,ORD,783,20.92,124,20.0,0.0
38737,4,30,5,WN,3306,SMF,373,11.75,85,16.0,5.0
38738,4,29,4,WN,3862,SMF,605,9.92,105,18.0,5.0
38739,0,19,6,UA,331,ORD,1721,9.75,274,25.0,0.0
38740,7,9,6,AA,413,ORD,1726,11.67,245,-10.0,0.0
38741,6,17,4,UA,1597,ORD,1515,17.67,231,18.0,0.0
38742,2,4,2,AA,2491,ORD,978,21.5,165,-4.0,0.0
38743,11,24,3,HA,575,OGG,100,14.42,34,-1.0,7.0
38744,7,1,5,UA,552,ORD,264,9.43,73,61.0,0.0
38745,6,2,3,US,401,ORD,1440,18.92,217,22.0,0.0
38746,5,30,1,OO,5495,SFO,158,20.97,62,90.0,1.0
38747,11,24,3,OO,5566,SFO,158,11.67,60,160.0,1.0
38748,7,27,3,AA,380,ORD,733,10.83,135,21.0,0.0
38749,2,16,0,AA,1247,ORD,1745,11.08,265,28.0,0.0
38750,3,28,1,UA,670,ORD,733,7.0,131,34.0,0.0
38751,6,14,1,UA,1236,ORD,622,13.33,118,-11.0,0.0
38752,10,18,2,OO,5779,SFO,412,12.25,113,6.0,1.0
38753,2,23,0,US,128,SFO,651,15.67,116,-21.0,1.0
38754,2,25,2,AA,18,SFO,2586,22.5,315,34.0,1.0
38755,1,7,4,AA,580,ORD,612,20.25,104,34.0,0.0
38756,7,7,4,OH,5053,JFK,426,9.08,121,16.0,2.0
38757,11,2,2,B6,347,JFK,1041,12.8,184,38.0,2.0
38758,4,15,4,AA,73,ORD,4243,9.0,549,53.0,0.0
38759,4,14,3,US,2175,LGA,214,13.0,77,-25.0,3.0
38760,5,3,2,B6,1053,JFK,340,14.92,104,6.0,2.0
38761,1,23,6,B6,1,JFK,1069,10.92,184,21.0,2.0
38762,6,14,1,AA,1720,SJC,1438,9.5,205,2.0,4.0
38763,10,17,1,UA,686,ORD,733,15.05,144,-28.0,0.0
38764,8,4,4,UA,332,SMF,1781,13.55,237,193.0,5.0
38765,2,17,1,HA,197,OGG,100,20.17,34,-10.0,7.0
38766,0,12,6,UA,642,ORD,719,10.67,127,-1.0,0.0
38767,1,24,0,UA,870,SFO,1846,11.92,251,27.0,1.0
38768,6,20,0,OO,5674,SFO,199,14.87,66,111.0,1.0
38769,5,13,5,WN,1568,TUS,367,10.42,70,23.0,6.0
38770,7,8,5,UA,675,ORD,1041,19.93,169,-15.0,0.0
38771,2,30,0,UA,109,ORD,1745,9.83,261,38.0,0.0
38772,5,15,0,OO,6550,TUS,639,8.63,117,-5.0,6.0
38773,8,25,4,AA,47,ORD,802,19.25,140,45.0,0.0
38774,9,16,4,AA,2333,ORD,802,15.0,145,1.0,0.0
38775,11,15,1,OO,5991,ORD,522,20.17,107,59.0,0.0
38776,1,6,3,OO,5472,SFO,77,12.03,43,-3.0,1.0
38777,5,13,5,OH,5792,ORD,264,19.25,75,33.0,0.0
38778,4,5,1,US,2136,LGA,185,17.0,83,-27.0,3.0
38779,2,7,5,US,26,OGG,2845,22.67,340,0.0,7.0
38780,2,14,5,OH,5375,JFK,264,9.33,105,53.0,2.0
38781,0,24,4,B6,197,JFK,2248,8.92,363,-23.0,2.0
38782,6,14,1,AA,1021,ORD,1515,8.83,225,-14.0,0.0
38783,1,4,1,AA,2333,ORD,802,15.0,155,79.0,0.0
38784,0,13,0,UA,383,SFO,447,12.28,89,-4.0,1.0
38785,5,13,5,UA,1142,ORD,473,13.62,97,86.0,0.0
38786,3,9,3,UA,538,ORD,867,17.08,146,-16.0,0.0
38787,0,31,4,AA,557,ORD,1745,16.67,265,,0.0
38788,11,14,0,UA,1600,SFO,192,15.9,64,-4.0,1.0
38789,5,14,6,US,1445,LGA,335,15.75,98,3.0,3.0
38790,6,12,6,OO,5802,ORD,323,15.88,80,128.0,0.0
38791,0,31,4,AA,354,ORD,733,17.58,135,,0.0
38792,0,5,6,UA,500,ORD,177,21.0,63,86.0,0.0
38793,1,11,1,B6,369,LGA,1035,21.08,166,16.0,3.0
38794,5,17,2,UA,1248,ORD,264,19.33,82,64.0,0.0
38795,7,27,3,UA,383,SFO,447,11.63,93,19.0,1.0
38796,4,17,6,WN,185,SMF,647,15.17,115,-8.0,5.0
38797,0,13,0,UA,646,ORD,719,13.25,147,-16.0,0.0
38798,1,2,6,OO,5499,SFO,250,7.33,79,13.0,1.0
38799,0,31,4,B6,115,JFK,1182,18.5,225,42.0,2.0
38800,4,29,4,UA,143,ORD,1846,11.55,277,23.0,0.0
38801,11,23,2,AA,394,ORD,733,6.75,125,20.0,0.0
38802,10,3,1,AA,1940,ORD,1197,20.08,174,-4.0,0.0
38803,5,2,1,WN,1242,SMF,480,19.42,85,20.0,5.0
38804,0,11,5,B6,644,SFO,2586,12.42,323,63.0,1.0
38805,4,15,4,WN,1468,SJC,308,20.17,80,30.0,4.0
38806,4,18,0,US,196,JFK,2153,9.75,334,-40.0,2.0
38807,11,24,3,UA,1528,ORD,1197,18.73,187,70.0,0.0
38808,4,12,1,AA,177,JFK,2586,17.42,375,67.0,2.0
38809,0,2,3,UA,670,ORD,733,7.0,125,2.0,0.0
38810,1,7,4,OO,5480,SFO,250,15.67,79,6.0,1.0
38811,10,13,4,OO,5526,SFO,316,10.63,82,40.0,1.0
38812,9,14,2,UA,374,SFO,1504,11.62,209,-7.0,1.0
38813,0,14,1,UA,959,ORD,888,20.0,159,,0.0
38814,1,8,5,UA,672,ORD,733,8.08,128,,0.0
38815,4,14,3,WN,2296,SMF,1790,7.0,235,16.0,5.0
38816,2,19,3,UA,618,ORD,612,15.0,106,71.0,0.0
38817,4,23,5,UA,168,SJC,948,13.75,144,25.0,4.0
38818,6,28,1,OO,6416,SFO,896,11.7,150,107.0,1.0
38819,3,14,1,WN,66,SMF,1790,12.5,230,2.0,5.0
38820,8,12,5,AA,1571,ORD,334,11.92,80,-11.0,0.0
38821,3,6,0,WN,2090,SFO,447,14.75,90,10.0,1.0
38822,4,2,5,OO,6051,ORD,177,11.13,65,271.0,0.0
38823,1,11,1,AA,709,LGA,1389,8.25,255,0.0,3.0
38824,9,29,3,AA,21,JFK,2475,19.17,385,0.0,2.0
38825,6,11,5,OO,5937,ORD,160,14.73,53,54.0,0.0
38826,4,27,2,UA,1499,ORD,1440,14.92,229,6.0,0.0
38827,7,22,5,US,504,ORD,1440,17.17,218,-12.0,0.0
38828,1,8,5,WN,1019,SFO,337,14.42,90,61.0,1.0
38829,4,20,2,AA,319,ORD,258,13.0,65,-7.0,0.0
38830,2,15,6,OO,5443,SFO,329,16.0,95,2.0,1.0
38831,10,5,3,US,2138,LGA,185,18.0,71,1.0,3.0
38832,5,14,6,OO,5566,SFO,158,11.6,67,52.0,1.0
38833,11,16,2,AA,154,ORD,867,17.08,135,51.0,0.0
38834,10,12,3,UA,472,ORD,528,13.9,102,-5.0,0.0
38835,0,17,4,UA,15,JFK,2586,15.43,394,142.0,2.0
38836,9,5,0,HA,105,OGG,100,6.33,34,-7.0,7.0
38837,4,2,5,B6,647,JFK,2586,17.92,393,18.0,2.0
38838,1,1,5,OO,5924,ORD,224,8.47,65,225.0,0.0
38839,7,21,4,B6,1301,JFK,228,6.92,90,-32.0,2.0
38840,9,17,5,HA,335,OGG,100,16.15,34,13.0,7.0
38841,5,17,2,OO,6449,ORD,1249,17.75,205,40.0,0.0
38842,11,16,2,OO,6075,ORD,1249,10.13,210,47.0,0.0
38843,5,23,1,OH,5053,JFK,508,8.5,146,21.0,2.0
38844,4,2,5,US,570,SFO,651,9.17,117,-2.0,1.0
38845,7,28,4,OO,5985,ORD,323,19.67,80,42.0,0.0
38846,3,16,3,AA,791,LGA,1389,21.08,220,26.0,3.0
38847,6,18,5,AA,2349,ORD,802,18.92,140,38.0,0.0
38848,6,1,2,WN,3243,SJC,296,14.92,60,1.0,4.0
38849,6,18,5,AA,1807,ORD,606,18.92,120,31.0,0.0
38850,5,11,3,OO,4063,TUS,601,11.52,107,-2.0,6.0
38851,6,26,6,OO,6369,TUS,751,6.58,134,-9.0,6.0
38852,8,12,5,AA,14,OGG,2486,21.33,305,-28.0,7.0
38853,2,9,0,AA,1612,SFO,1846,9.5,245,-3.0,1.0
38854,2,9,0,WN,1354,TUS,365,7.75,70,4.0,6.0
38855,1,18,1,WN,2624,SMF,373,20.0,80,24.0,5.0
38856,7,31,0,UA,847,LGA,229,19.0,92,-24.0,3.0
38857,1,2,6,UA,383,SFO,447,12.28,89,97.0,1.0
38858,1,16,6,US,397,SMF,397,14.0,84,81.0,5.0
38859,0,31,4,OH,5478,JFK,144,18.92,109,93.0,2.0
38860,2,9,0,OH,5469,JFK,740,16.67,178,302.0,2.0
38861,6,22,2,AA,1757,LGA,887,12.98,160,23.0,3.0
38862,5,19,4,AA,1282,SFO,1464,7.92,210,2.0,1.0
38863,4,31,6,OO,5963,ORD,130,13.17,54,-12.0,0.0
38864,1,26,2,B6,49,JFK,944,14.25,168,25.0,2.0
38865,4,22,4,OH,5519,LGA,585,7.75,128,27.0,3.0
38866,0,13,0,UA,104,ORD,723,13.25,119,-5.0,0.0
38867,10,2,0,OO,5528,SFO,316,17.03,82,46.0,1.0
38868,7,12,2,UA,290,SMF,2358,7.62,300,-18.0,5.0
38869,5,23,1,UA,19,JFK,2586,20.08,413,55.0,2.0
38870,0,22,2,UA,785,SFO,447,20.33,87,42.0,1.0
38871,11,12,5,OO,5444,SFO,191,17.83,66,-14.0,1.0
38872,4,14,3,HA,335,OGG,100,16.25,34,12.0,7.0
38873,2,24,1,UA,146,ORD,647,18.57,115,29.0,0.0
38874,2,18,2,OH,5161,LGA,866,13.75,174,18.0,3.0
38875,9,10,5,UA,149,ORD,1846,15.08,279,,0.0
38876,9,16,4,WN,1857,SJC,417,13.25,80,0.0,4.0
38877,0,19,6,AA,1359,ORD,606,11.33,120,117.0,0.0
38878,4,19,1,UA,1114,ORD,783,13.7,130,-3.0,0.0
38879,6,11,5,US,343,ORD,1440,7.58,216,16.0,0.0
38880,9,6,1,UA,1158,SMF,910,17.3,140,-2.0,5.0
38881,6,28,1,B6,285,JFK,2248,14.83,332,20.0,2.0
38882,0,28,1,UA,863,ORD,1846,18.5,277,42.0,0.0
38883,2,20,4,UA,515,ORD,1781,20.73,272,31.0,0.0
38884,9,15,3,AA,347,ORD,258,20.67,70,126.0,0.0
38885,7,6,3,OO,5525,SMF,86,14.63,47,61.0,5.0
38886,0,19,6,B6,375,LGA,1076,9.5,195,3.0,3.0
38887,11,28,0,AA,454,ORD,647,13.58,105,83.0,0.0
38888,0,3,4,B6,707,JFK,1597,21.0,252,-8.0,2.0
38889,4,7,3,WN,200,SJC,308,20.67,80,-12.0,4.0
38890,9,19,0,OO,6416,SFO,896,11.92,139,34.0,1.0
38891,4,2,5,AA,1613,ORD,1846,13.0,275,,0.0
38892,2,22,6,UA,242,ORD,849,13.2,129,11.0,0.0
38893,5,21,6,UA,893,JFK,2586,8.33,385,-4.0,2.0
38894,10,19,3,AA,15,JFK,2586,10.83,390,-10.0,2.0
38895,0,18,5,UA,1675,ORD,2072,8.08,279,6.0,0.0
38896,1,27,3,AA,1904,ORD,1197,17.83,180,41.0,0.0
38897,1,26,2,US,1564,ORD,678,13.83,136,,0.0
38898,6,5,6,AA,1545,ORD,978,12.25,150,8.0,0.0
38899,4,4,0,US,343,ORD,1440,7.42,223,17.0,0.0
38900,1,10,0,OH,5203,JFK,1522,17.58,320,-30.0,2.0
38901,6,17,4,AA,378,ORD,733,11.75,130,-12.0,0.0
38902,0,4,5,OO,5674,SFO,199,15.25,69,171.0,1.0
38903,2,14,5,OO,5577,SMF,86,5.67,50,-11.0,5.0
38904,3,10,4,OO,5479,SFO,238,12.67,82,-15.0,1.0
38905,1,9,6,AA,85,JFK,2586,15.5,385,-12.0,2.0
38906,7,22,5,UA,1454,ORD,1012,13.45,160,37.0,0.0
38907,5,3,2,AA,154,ORD,867,17.67,145,106.0,0.0
38908,8,19,5,OO,5577,SMF,86,7.07,43,16.0,5.0
38909,7,16,6,AA,510,ORD,235,18.83,80,-8.0,0.0
38910,4,14,3,B6,371,LGA,1076,6.25,164,12.0,3.0
38911,8,22,1,AA,1787,JFK,1005,15.5,175,11.0,2.0
38912,6,31,4,US,2187,LGA,214,19.0,79,1.0,3.0
38913,4,22,4,OH,5366,ORD,740,17.28,162,-23.0,0.0
38914,10,7,5,UA,41,SFO,2447,9.0,345,22.0,1.0
38915,6,13,0,OO,6524,ORD,299,10.1,75,3.0,0.0
38916,1,10,0,US,1935,LGA,544,18.92,130,49.0,3.0
38917,10,19,3,AA,1095,ORD,1144,17.75,175,-21.0,0.0
38918,1,23,6,OH,5196,LGA,461,9.83,124,,3.0
38919,2,19,3,UA,612,ORD,612,12.0,110,105.0,0.0
38920,0,2,3,OO,6477,SMF,373,14.83,83,25.0,5.0
38921,9,30,4,OO,5954,ORD,323,7.42,75,-1.0,0.0
38922,5,19,4,OO,6597,SFO,192,18.62,60,-7.0,1.0
38923,0,13,0,OH,5032,ORD,264,19.17,75,5.0,0.0
38924,10,18,2,UA,1691,TUS,639,15.45,114,-11.0,6.0
38925,2,10,1,OH,5236,JFK,144,13.05,67,102.0,2.0
38926,4,4,0,UA,341,ORD,416,9.75,89,-6.0,0.0
38927,1,23,6,UA,1179,SFO,337,12.12,85,1.0,1.0
38928,2,12,3,OO,5981,ORD,557,20.5,119,-6.0,0.0
38929,0,29,2,AA,1096,SMF,1431,8.08,205,-2.0,5.0
38930,11,30,2,B6,904,ORD,740,9.58,127,-11.0,0.0
38931,6,1,2,US,26,OGG,2845,21.4,346,17.0,7.0
38932,7,2,6,OO,5759,SFO,412,20.17,104,4.0,1.0
38933,6,28,1,OO,5716,SFO,78,20.42,42,90.0,1.0
38934,6,26,6,B6,1018,JFK,187,15.92,79,44.0,2.0
38935,8,23,2,AA,1635,JFK,1597,12.17,230,40.0,2.0
38936,4,27,2,AA,682,ORD,334,13.17,85,-4.0,0.0
38937,3,23,3,OO,6519,SJC,308,18.08,82,-14.0,4.0
38938,6,10,4,AA,1773,ORD,1118,19.25,170,164.0,0.0
38939,5,15,0,OO,5929,ORD,654,9.05,110,88.0,0.0
38940,6,25,5,UA,458,ORD,589,20.07,119,22.0,0.0
38941,8,11,4,OH,6798,JFK,187,19.33,106,3.0,2.0
38942,0,8,2,OO,6134,SFO,363,7.23,80,20.0,1.0
38943,1,15,5,OO,6377,ORD,344,19.85,79,-12.0,0.0
38944,3,1,2,UA,29,JFK,2475,18.83,389,128.0,2.0
38945,9,17,5,WN,448,SJC,308,9.58,80,36.0,4.0
38946,1,7,4,B6,1053,JFK,340,15.58,105,-7.0,2.0
38947,1,4,1,OO,6452,TUS,451,11.6,96,8.0,6.0
38948,8,9,2,AA,753,LGA,1389,14.75,240,-16.0,3.0
38949,3,23,3,WN,2457,SFO,414,16.33,90,-24.0,1.0
38950,3,15,2,UA,1179,SFO,337,12.02,87,-2.0,1.0
38951,1,23,6,WN,3141,SMF,404,15.42,80,-4.0,5.0
38952,6,8,2,UA,477,ORD,1723,11.92,250,-4.0,0.0
38953,1,21,4,WN,1602,SMF,479,6.33,95,0.0,5.0
38954,5,22,0,B6,399,LGA,950,21.08,158,163.0,3.0
38955,10,16,0,US,373,JFK,541,9.98,127,23.0,2.0
38956,0,2,3,US,1935,LGA,544,18.83,135,17.0,3.0
38957,3,9,3,AA,257,JFK,2248,16.42,330,26.0,2.0
38958,0,2,3,AA,647,JFK,1597,13.5,225,24.0,2.0
38959,11,5,5,OH,6713,LGA,604,9.33,147,,3.0
38960,7,29,5,AA,177,JFK,2586,17.42,370,42.0,2.0
38961,11,30,2,AA,544,ORD,1182,18.5,185,18.0,0.0
38962,3,18,5,AA,1199,ORD,978,8.0,160,4.0,0.0
38963,4,4,0,B6,38,JFK,264,13.5,77,-4.0,2.0
38964,5,4,3,WN,1802,SJC,333,21.83,70,-3.0,4.0
38965,1,22,5,OO,5525,SFO,86,13.5,43,142.0,1.0
38966,7,4,1,US,1992,ORD,599,12.5,114,,0.0
38967,11,22,1,B6,66,JFK,301,12.75,90,51.0,2.0
38968,4,25,0,UA,54,SFO,1846,6.25,245,-25.0,1.0
38969,11,26,5,OO,5450,SFO,77,14.25,43,-11.0,1.0
38970,1,20,3,B6,89,JFK,2430,19.58,387,-10.0,2.0
38971,9,6,1,WN,360,SJC,296,17.25,60,-9.0,4.0
38972,0,31,4,UA,950,ORD,589,13.25,111,31.0,0.0
38973,5,9,1,B6,35,JFK,1028,20.58,187,50.0,2.0
38974,1,19,2,UA,695,LGA,733,19.92,162,51.0,3.0
38975,9,9,4,AA,2002,ORD,258,13.92,70,-16.0,0.0
38976,8,8,1,UA,788,SFO,447,15.38,90,-13.0,1.0
38977,8,24,3,AA,1024,SJC,1476,12.5,200,0.0,4.0
38978,2,21,5,WN,2730,SJC,308,19.17,75,107.0,4.0
38979,10,19,3,UA,1234,ORD,783,19.4,127,-22.0,0.0
38980,7,9,6,UA,469,ORD,925,21.07,151,9.0,0.0
38981,6,26,6,B6,169,JFK,2569,8.67,370,-3.0,2.0
38982,4,26,1,OO,6415,SFO,316,20.63,76,51.0,1.0
38983,8,11,4,UA,1590,SFO,414,11.87,96,76.0,1.0
38984,2,24,1,WN,122,SJC,569,11.92,105,78.0,4.0
38985,7,6,3,OO,5902,ORD,738,17.83,133,-14.0,0.0
38986,8,26,5,UA,1161,ORD,1437,20.08,220,-21.0,0.0
