,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
7120,2014,2,10,1921,21,2036,16,WN,N246LV,747,PDX,SMF,65,479,19,21
7121,2014,5,17,554,-6,845,-4,DL,N661DN,1831,PDX,SLC,80,630,5,54
7122,2014,11,28,1219,-6,1455,5,OO,N631SK,4608,SEA,LAS,130,867,12,19
7123,2014,9,21,739,-1,1028,2,AS,N794AS,634,SEA,PHX,149,1107,7,39
7124,2014,1,29,654,-6,907,-10,B6,N633JB,1121,PDX,LGB,113,846,6,54
7125,2014,12,21,1349,-4,1936,-35,UA,N67812,1507,SEA,IAH,202,1874,13,49
7126,2014,12,28,1052,12,1715,-15,AS,N523AS,788,SEA,MSY,244,2086,10,52
7127,2014,3,1,557,-3,847,-12,DL,N6702,1634,SEA,SLC,87,689,5,57
7128,2014,10,5,1830,0,2009,-6,WN,N653SW,767,PDX,OAK,82,543,18,30
7129,2014,10,4,2112,-13,2248,-27,AS,N566AS,384,PDX,SFO,78,550,21,12
7130,2014,10,14,1206,-4,1417,-33,AS,N589AS,105,SEA,ANC,176,1448,12,6
7131,2014,2,17,1104,6,1311,2,OO,N910SW,5639,SEA,SFO,101,679,11,4
7132,2014,6,6,1213,3,1415,-5,OO,N219AG,3454,PDX,BUR,105,817,12,13
7133,2014,9,20,2128,19,514,-1,B6,N547JB,1206,PDX,JFK,271,2454,21,28
7134,2014,12,9,1245,5,1603,-2,WN,N654SW,528,PDX,DEN,122,991,12,45
7135,2014,1,12,957,-3,1143,-17,AS,N551AS,346,SEA,OAK,90,672,9,57
7136,2014,12,13,600,0,937,2,WN,N442WN,4120,SEA,DEN,135,1024,6,0
7137,2014,7,10,1312,-3,1846,-24,AA,N3JYAA,115,PDX,ORD,201,1739,13,12
7138,2014,7,31,1658,-2,1856,-9,VX,N629VA,755,SEA,SFO,105,679,16,58
7139,2014,11,19,750,0,1047,14,AS,N419AS,482,SEA,LAX,124,954,7,50
7140,2014,10,9,1847,-8,2128,0,AS,N525AS,464,SEA,LAX,128,954,18,47
7141,2014,8,9,1941,11,2233,1,AS,N513AS,859,SEA,HNL,332,2677,19,41
7142,2014,2,6,2041,64,1,59,F9,N201FR,142,SEA,DEN,119,1024,20,41
7143,2014,5,8,952,-8,1259,4,HA,N385HA,29,SEA,OGG,346,2640,9,52
7144,2014,11,27,1058,8,1406,-9,WN,N464WN,1710,PDX,DEN,115,991,10,58
7145,2014,3,6,936,46,1127,57,WN,N363SW,332,PDX,OAK,88,543,9,36
7146,2014,12,20,35,-5,531,-18,DL,N6704Z,2440,SEA,MSP,157,1399,0,35
7147,2014,6,1,2043,0,2255,11,AS,N713AS,300,SEA,SFO,102,679,20,43
7148,2014,9,4,717,-8,951,-14,AS,N315AS,240,SEA,SAN,133,1050,7,17
7149,2014,5,29,2134,-6,2320,2,AS,N531AS,372,SEA,SMF,86,605,21,34
7150,2014,7,17,1332,0,1849,2,DL,N931DN,2164,PDX,MSP,176,1426,13,32
7151,2014,12,12,1944,4,2159,1,AS,N611AS,524,SEA,BUR,119,937,19,44
7152,2014,6,7,1346,1,1522,-4,AS,N552AS,362,SEA,SMF,81,605,13,46
7153,2014,8,16,NA,NA,NA,NA,UA,NA,1752,SEA,SFO,NA,679,NA,NA
7154,2014,5,31,1221,4,1415,10,UA,N845UA,353,PDX,SFO,79,550,12,21
7155,2014,9,10,716,-9,910,-19,AS,N794AS,244,PDX,SFO,81,550,7,16
7156,2014,6,24,1911,5,2111,-8,UA,N77261,1414,SEA,SFO,100,679,19,11
7157,2014,5,18,853,-7,1127,-6,AS,N548AS,502,SEA,SNA,136,978,8,53
7158,2014,9,30,1816,6,2123,13,OO,N227AG,3458,SEA,SLC,90,689,18,16
7159,2014,7,31,1033,3,1805,-13,DL,N610DL,2618,SEA,ATL,242,2182,10,33
7160,2014,8,26,1841,-14,2215,-8,AS,N588AS,678,SEA,DEN,131,1024,18,41
7161,2014,3,24,1823,-2,2112,2,WN,N615SW,3424,SEA,PHX,156,1107,18,23
7162,2014,10,12,1325,-10,1522,-13,OO,N225AG,3474,SEA,FAT,90,748,13,25
7163,2014,5,18,1940,10,2258,0,F9,N935FR,142,SEA,DEN,122,1024,19,40
7164,2014,7,16,1333,13,1918,8,AA,N3FUAA,2269,SEA,DFW,193,1660,13,33
7165,2014,6,28,1751,106,2300,95,WN,N939WN,3270,SEA,MCI,161,1489,17,51
7166,2014,8,6,2252,11,430,0,UA,N69819,1620,SEA,ORD,197,1721,22,52
7167,2014,3,14,2021,-2,2200,-12,OO,N958SW,5210,PDX,SFO,79,550,20,21
7168,2014,4,18,559,-5,1413,-20,UA,N824UA,475,SEA,EWR,276,2402,5,59
7169,2014,5,21,1828,-2,2023,-19,AS,N799AS,302,SEA,SFO,92,679,18,28
7170,2014,12,19,1432,123,1635,139,UA,N838UA,353,PDX,SFO,99,550,14,32
7171,2014,3,27,1730,-5,1823,-3,OO,N565SW,5417,PDX,SEA,39,129,17,30
7172,2014,6,18,1020,0,1248,1,AS,N795AS,87,SEA,ANC,189,1448,10,20
7173,2014,10,21,628,-2,1356,-4,DL,N813DN,1156,PDX,ATL,251,2172,6,28
7174,2014,7,31,2051,6,2318,11,AS,N627AS,614,SEA,LAS,127,867,20,51
7175,2014,6,3,2007,57,2223,53,WN,N497WN,276,SEA,LAS,120,867,20,7
7176,2014,4,9,1539,-7,1626,-10,OO,N297SW,5395,SEA,PDX,34,129,15,39
7177,2014,9,3,1048,7,1826,6,DL,N179DN,1702,PDX,ATL,243,2172,10,48
7178,2014,6,10,1842,-3,2203,-16,AS,N583AS,678,SEA,DEN,121,1024,18,42
7179,2014,3,24,1151,6,1847,-12,DL,N815DN,2424,SEA,DTW,219,1927,11,51
7180,2014,8,3,1316,1,1423,12,OO,N569SW,5317,SEA,PDX,33,129,13,16
7181,2014,10,29,653,-7,850,-9,VX,N848VA,751,SEA,SFO,102,679,6,53
7182,2014,10,29,1927,-1,2132,-8,UA,N16217,1173,SEA,SFO,106,679,19,27
7183,2014,11,6,843,-2,1123,-10,AS,N760AS,496,SEA,SAN,139,1050,8,43
7184,2014,6,2,1519,-1,2336,-19,AS,N419AS,734,SEA,BOS,301,2496,15,19
7185,2014,11,6,1229,-6,1350,-10,WN,N8605E,198,PDX,SMF,68,479,12,29
7186,2014,5,13,1131,1,1305,-5,WN,N960WN,2587,PDX,OAK,77,543,11,31
7187,2014,4,22,1159,-1,1755,-5,AA,N3AVAA,1628,SEA,ORD,199,1721,11,59
7188,2014,12,7,1015,-5,1232,-31,AS,N408AS,85,SEA,ANC,174,1448,10,15
7189,2014,1,27,1559,34,1920,30,UA,N76508,1062,PDX,DEN,122,991,15,59
7190,2014,2,16,1930,-10,2215,-2,AS,N519AS,476,SEA,LAX,126,954,19,30
7191,2014,11,15,1108,-7,1909,7,US,N575UW,1861,SEA,CLT,261,2279,11,8
7192,2014,5,4,533,-7,731,-9,UA,N497UA,468,SEA,SFO,100,679,5,33
7193,2014,5,21,1247,7,1845,15,AS,N407AS,692,SEA,SAT,220,1774,12,47
7194,2014,3,2,503,-2,721,7,OO,N784SK,6382,SEA,SFO,106,679,5,3
7195,2014,11,28,2116,1,2208,14,AS,N788AS,461,SEA,BLI,26,93,21,16
7196,2014,3,22,2016,71,2129,59,WN,N419WN,561,PDX,SMF,64,479,20,16
7197,2014,8,30,828,-2,1416,-9,AA,N3AEAA,42,SEA,ORD,203,1721,8,28
7198,2014,11,12,842,7,1634,-4,AS,N592AS,32,SEA,PHL,271,2378,8,42
7199,2014,11,20,1443,30,2046,35,UA,N69834,1167,SEA,ORD,201,1721,14,43
7200,2014,4,25,836,-8,1411,-34,UA,N844UA,722,PDX,ORD,192,1739,8,36
7201,2014,3,9,801,-4,1542,-11,UA,N425UA,250,PDX,IAD,266,2327,8,1
7202,2014,2,13,654,-1,924,-1,AS,N407AS,470,SEA,LAX,126,954,6,54
7203,2014,3,19,640,-5,847,-18,OO,N218AG,3460,PDX,ONT,112,838,6,40
7204,2014,6,23,1615,60,2201,56,AA,N3HHAA,2361,SEA,DFW,201,1660,16,15
7205,2014,9,27,722,-3,854,-35,AS,N769AS,244,PDX,SFO,74,550,7,22
7206,2014,9,15,955,-5,1510,-9,AS,N309AS,756,SEA,MCI,179,1489,9,55
7207,2014,7,17,658,-7,1251,-4,AA,N3HTAA,86,PDX,ORD,203,1739,6,58
7208,2014,6,2,1202,2,1359,-1,WN,N614SW,3864,SEA,OAK,100,671,12,2
7209,2014,12,9,822,7,1622,12,AS,N562AS,4,SEA,DCA,281,2329,8,22
7210,2014,10,30,1058,-2,1419,-15,UA,N468UA,447,SEA,DEN,125,1024,10,58
7211,2014,12,21,1311,-9,2050,-23,US,N584UW,1782,SEA,CLT,254,2279,13,11
7212,2014,10,21,1738,-8,1936,-22,UA,N488UA,587,SEA,SFO,98,679,17,38
7213,2014,10,24,944,-7,1229,-4,DL,N325US,1312,SEA,SAN,149,1050,9,44
7214,2014,4,22,1309,-6,1512,-11,UA,N411UA,816,SEA,SFO,95,679,13,9
7215,2014,11,23,741,-4,844,-13,OO,N616QX,4581,SEA,GEG,40,224,7,41
7216,2014,3,8,1323,-2,1649,-11,WN,N397SW,458,PDX,ABQ,132,1111,13,23
7217,2014,6,26,847,-3,1715,-15,AS,N546AS,774,SEA,TPA,304,2520,8,47
7218,2014,9,19,1135,0,1516,1,WN,N361SW,3677,SEA,DEN,129,1024,11,35
7219,2014,7,10,2017,-8,2307,4,AS,N615AS,640,PDX,PHX,148,1009,20,17
7220,2014,5,15,1651,-4,1927,-3,AS,N622AS,514,SEA,SNA,135,978,16,51
7221,2014,9,2,1504,-1,1740,1,OO,N225AG,3476,SEA,LGB,134,965,15,4
7222,2014,10,23,1233,14,1418,5,UA,N27477,1435,PDX,SFO,89,550,12,33
7223,2014,8,29,1302,-3,1840,-8,AS,N553AS,664,SEA,DFW,197,1660,13,2
7224,2014,9,28,830,50,1029,60,AS,N795AS,244,PDX,SFO,82,550,8,30
7225,2014,8,1,721,-5,826,6,OO,N569SW,5379,PDX,SEA,40,129,7,21
7226,2014,9,8,644,19,933,33,WN,N270WN,1927,PDX,PHX,150,1009,6,44
7227,2014,3,12,1428,-7,1753,-12,F9,N933FR,140,SEA,DEN,128,1024,14,28
7228,2014,8,17,1729,109,1926,101,AS,N551AS,322,SEA,SJC,100,697,17,29
7229,2014,1,23,2131,8,557,33,B6,N640JB,1206,PDX,JFK,305,2454,21,31
7230,2014,9,1,1643,-7,1843,-17,AS,N614AS,620,PDX,LAS,102,763,16,43
7231,2014,1,14,1616,-9,1823,-8,OO,N223AG,3462,PDX,ONT,113,838,16,16
7232,2014,7,19,1002,-3,1141,-14,WN,N920WN,3320,PDX,SJC,87,569,10,2
7233,2014,4,13,1542,-8,1803,-4,AS,N613AS,584,PDX,SNA,119,859,15,42
7234,2014,3,29,2040,-10,2305,-9,AS,N579AS,598,PDX,SAN,130,933,20,40
7235,2014,6,26,2033,28,2245,5,WN,N720WN,2175,PDX,PHX,120,1009,20,33
7236,2014,6,19,2303,8,439,-3,UA,N431UA,601,SEA,ORD,192,1721,23,3
7237,2014,4,18,1053,48,1320,50,WN,N8319F,318,SEA,LAS,122,867,10,53
7238,2014,3,21,706,-4,953,-2,AS,N552AS,240,SEA,SAN,139,1050,7,6
7239,2014,2,23,1751,-4,1933,-11,OO,N971SW,5553,PDX,SFO,82,550,17,51
7240,2014,10,19,1002,2,1312,12,AS,N583AS,851,SEA,HNL,346,2677,10,2
7241,2014,6,14,2025,0,2356,-3,AS,N513AS,680,SEA,DEN,123,1024,20,25
7242,2014,7,5,1453,-7,1720,-15,VX,N521VA,796,SEA,LAX,129,954,14,53
7243,2014,5,15,1354,4,1611,-4,WN,N274WN,155,SEA,LAS,123,867,13,54
7244,2014,6,8,1835,-5,2209,-6,OO,N227AG,3498,SEA,COS,133,1068,18,35
7245,2014,4,14,1254,29,2046,16,WN,N707SA,1291,SEA,BWI,267,2335,12,54
7246,2014,6,9,7,8,733,-2,DL,N585NW,1688,SEA,ATL,252,2182,0,7
7247,2014,1,15,1133,-7,1356,-10,AS,N527AS,500,SEA,SNA,129,978,11,33
7248,2014,4,17,1740,25,1922,27,WN,N7735A,3855,SEA,SMF,86,605,17,40
7249,2014,8,5,2,12,228,8,AS,N762AS,121,SEA,ANC,189,1448,0,2
7250,2014,8,23,2233,8,130,18,AS,N644AS,143,PDX,ANC,225,1542,22,33
7251,2014,3,6,1036,-4,1529,-16,OO,N218AG,3468,SEA,OMA,158,1368,10,36
7252,2014,5,21,1643,-7,1907,-16,AS,N462AS,448,SEA,LAX,120,954,16,43
7253,2014,9,8,1504,-4,1822,-17,UA,N37281,1536,PDX,DEN,119,991,15,4
7254,2014,8,10,1946,16,2221,16,WN,N400WN,572,PDX,PHX,142,1009,19,46
7255,2014,6,19,749,-11,1015,-5,AS,N706AS,568,PDX,LAX,118,834,7,49
7256,2014,6,16,1617,8,1713,11,OO,N298SW,5404,PDX,SEA,40,129,16,17
7257,2014,7,12,1650,20,1900,20,WN,N611SW,233,PDX,LAS,115,763,16,50
7258,2014,12,20,2158,-12,42,-36,AS,N309AS,143,PDX,ANC,203,1542,21,58
7259,2014,7,18,720,-5,902,-3,AS,N506AS,805,SEA,SMF,79,605,7,20
7260,2014,7,5,722,-4,811,-9,OO,N565SW,5379,PDX,SEA,36,129,7,22
7261,2014,12,18,1319,13,1828,4,DL,N3750D,1932,SEA,MSP,171,1399,13,19
7262,2014,8,3,2140,-5,7,-11,AS,N433AS,111,SEA,ANC,180,1448,21,40
7263,2014,6,14,26,-9,615,-5,AS,N532AS,16,SEA,ORD,212,1721,0,26
7264,2014,4,2,911,-4,1149,-16,OO,N216AG,3466,PDX,TUS,146,1119,9,11
7265,2014,11,14,1955,0,2215,-10,AS,N537AS,456,SEA,LAX,116,954,19,55
7266,2014,6,30,943,-2,1542,2,WN,N960WN,4775,SEA,MDW,219,1733,9,43
7267,2014,11,21,631,-4,912,-23,AS,N627AS,724,SEA,SLC,85,689,6,31
7268,2014,2,3,1312,2,1457,-20,UA,N33284,1173,SEA,SFO,90,679,13,12
7269,2014,6,12,2318,-5,443,-26,UA,N807UA,732,PDX,ORD,190,1739,23,18
7270,2014,9,14,1832,-8,2051,-7,AS,N583AS,616,SEA,LAS,118,867,18,32
7271,2014,9,3,855,-5,1045,-1,AS,N559AS,360,SEA,SMF,82,605,8,55
7272,2014,1,23,955,-5,1336,-34,HA,N382HA,29,SEA,OGG,319,2640,9,55
7273,2014,10,12,1223,-7,1319,-1,OO,N821SK,4611,PDX,SEA,34,129,12,23
7274,2014,4,13,1946,11,2216,13,AS,N408AS,456,SEA,LAX,126,954,19,46
7275,2014,11,24,1430,-10,1533,-7,OO,N800SK,4827,SEA,GEG,41,224,14,30
7276,2014,10,21,657,-3,937,3,AS,N549AS,466,SEA,LAX,127,954,6,57
7277,2014,8,24,2044,-6,2244,-12,AS,N519AS,624,PDX,LAS,102,763,20,44
7278,2014,3,20,750,0,917,-2,AS,N788AS,61,SEA,JNU,133,909,7,50
7279,2014,8,20,2111,76,2329,52,AS,N533AS,484,SEA,SAN,124,1050,21,11
7280,2014,10,21,1847,-3,2051,-24,WN,N449WN,3935,SEA,LAS,107,867,18,47
7281,2014,9,14,1114,-1,1205,-1,OO,N812SK,4623,SEA,PDX,34,129,11,14
7282,2014,10,9,1018,13,1514,-6,AS,N307AS,36,SEA,MSP,161,1399,10,18
7283,2014,3,1,1222,2,1429,-6,AS,N769AS,312,SEA,SFO,110,679,12,22
7284,2014,8,10,739,-1,1007,2,WN,N957WN,437,PDX,SAN,129,933,7,39
7285,2014,7,18,606,6,1404,-16,UA,N24202,1065,SEA,EWR,279,2402,6,6
7286,2014,1,8,856,6,1305,-20,AS,N590AS,875,SEA,LIH,349,2701,8,56
7287,2014,8,26,1445,-5,1703,-12,AS,N307AS,538,SEA,ONT,120,956,14,45
7288,2014,8,25,955,-9,1321,-12,F9,N933FR,788,PDX,DEN,128,991,9,55
7289,2014,2,15,1030,5,1359,1,AS,N520AS,640,PDX,PHX,133,1009,10,30
7290,2014,2,3,1726,37,1948,21,OO,N779SK,6527,SEA,LAX,117,954,17,26
7291,2014,1,19,540,20,905,14,US,N519UW,649,PDX,PHX,124,1009,5,40
7292,2014,7,26,1156,-5,1242,-3,OO,N568SW,5325,PDX,RDM,31,116,11,56
7293,2014,2,25,611,-4,927,-13,WN,N423WN,4208,PDX,DEN,118,991,6,11
7294,2014,8,28,858,-7,1126,-9,AS,N612AS,644,PDX,PHX,130,1009,8,58
7295,2014,4,1,1319,-1,1828,-4,DL,N618DL,1950,SEA,MSP,170,1399,13,19
7296,2014,1,20,2220,-5,558,-10,US,N178US,1944,SEA,CLT,246,2279,22,20
7297,2014,8,8,1001,-3,1336,3,F9,N947FR,788,PDX,DEN,129,991,10,1
7298,2014,10,7,519,-11,701,-18,UA,N811UA,392,PDX,SFO,85,550,5,19
7299,2014,5,30,1139,-1,1431,6,WN,N605SW,942,SEA,PHX,153,1107,11,39
7300,2014,11,26,1109,-1,1238,-13,AS,N431AS,75,SEA,JNU,134,909,11,9
7301,2014,1,25,1727,-18,1942,-7,OO,N219AG,3488,PDX,BUR,114,817,17,27
7302,2014,4,27,728,-1,823,0,OO,N221SW,5379,PDX,SEA,38,129,7,28
7303,2014,1,21,1432,-8,1803,-21,US,N570UW,473,SEA,PHX,134,1107,14,32
7304,2014,6,26,2226,1,51,-17,AS,N457AS,143,PDX,ANC,193,1542,22,26
7305,2014,12,16,628,-12,846,-4,OO,N225AG,3456,PDX,BUR,117,817,6,28
7306,2014,10,1,1051,6,1339,-1,HA,N382HA,25,PDX,HNL,312,2603,10,51
7307,2014,9,26,1329,39,2005,80,AS,N579AS,22,SEA,ORD,233,1721,13,29
7308,2014,11,12,1103,68,1311,67,AS,N569AS,318,SEA,SFO,97,679,11,3
7309,2014,12,6,1646,-4,1917,-8,AS,N779AS,514,SEA,SNA,135,978,16,46
7310,2014,8,30,752,-3,1549,-2,UA,N34455,1619,PDX,IAD,279,2327,7,52
7311,2014,5,13,752,-3,1005,-8,AS,N565AS,522,SEA,BUR,120,937,7,52
7312,2014,11,13,1044,29,1511,56,HA,N587HA,25,PDX,HNL,351,2603,10,44
7313,2014,2,19,1108,13,1325,0,VX,N838VA,784,SEA,LAX,117,954,11,8
7314,2014,9,3,825,15,1600,-3,UA,N558UA,511,SEA,IAD,250,2306,8,25
7315,2014,1,27,2319,-1,619,-11,DL,N542US,2357,SEA,DTW,214,1927,23,19
7316,2014,7,4,1301,-4,1850,-2,AS,N512AS,664,SEA,DFW,209,1660,13,1
7317,2014,9,25,1844,-1,2014,4,WN,N241WN,4455,PDX,SMF,75,479,18,44
7318,2014,2,9,2033,88,2122,89,OO,N297SW,5424,SEA,PDX,31,129,20,33
7319,2014,8,27,943,-2,1227,9,OO,N918SW,6518,PDX,LAX,116,834,9,43
7320,2014,7,21,1212,352,1831,358,UA,N490UA,591,SEA,IAH,224,1874,12,12
7321,2014,12,18,1814,-1,8,9,AS,N583AS,26,SEA,ORD,201,1721,18,14
7322,2014,8,22,702,2,837,-8,VX,N837VA,84,PDX,SFO,74,550,7,2
7323,2014,10,2,NA,NA,NA,NA,WN,N8647A,827,SEA,MDW,NA,1733,NA,NA
7324,2014,10,18,800,-5,1616,-11,AS,N586AS,18,SEA,MCO,291,2554,8,0
7325,2014,12,15,629,29,1344,32,DL,N3771K,1560,SEA,DTW,235,1927,6,29
7326,2014,8,17,1718,48,2252,37,AA,N3KHAA,1181,SEA,DFW,201,1660,17,18
7327,2014,6,17,1214,-6,1412,-19,OO,N225AG,3454,PDX,BUR,105,817,12,14
7328,2014,3,7,1845,-5,2102,-10,AS,N546AS,616,SEA,LAS,115,867,18,45
7329,2014,8,7,1540,5,1919,-6,WN,N748SW,362,SEA,ABQ,144,1180,15,40
7330,2014,3,30,940,-6,1129,-8,OO,N593ML,5196,PDX,SFO,87,550,9,40
7331,2014,12,19,1229,9,1325,3,AS,N794AS,684,SEA,GEG,41,224,12,29
7332,2014,1,29,2031,56,2250,57,AS,N562AS,520,SEA,BUR,124,937,20,31
7333,2014,3,11,1544,-6,1805,-2,AS,N563AS,584,PDX,SNA,119,859,15,44
7334,2014,6,23,1005,5,1517,-1,AS,N508AS,756,SEA,MCI,177,1489,10,5
7335,2014,1,22,1149,-1,1419,-2,OO,N727SK,6371,SEA,LAX,122,954,11,49
7336,2014,5,25,1235,0,1456,-4,AS,N519AS,97,SEA,ANC,187,1448,12,35
7337,2014,8,18,1629,4,1853,-7,B6,N561JB,1007,SEA,LGB,130,965,16,29
7338,2014,5,8,647,-3,1201,-8,AS,N461AS,36,SEA,MSP,174,1399,6,47
7339,2014,8,6,1211,-4,2058,33,DL,N3771K,403,PDX,JFK,297,2454,12,11
7340,2014,8,4,2313,-2,613,-13,DL,N124DE,1823,SEA,DTW,215,1927,23,13
7341,2014,8,28,1256,-4,1825,13,DL,N335NW,915,PDX,MSP,180,1426,12,56
7342,2014,10,16,556,-4,741,-1,AS,N589AS,406,PDX,SJC,86,569,5,56
7343,2014,12,3,1017,-1,1308,-2,DL,N361NW,1857,SEA,SLC,92,689,10,17
7344,2014,5,30,658,-2,1525,5,DL,N721TW,418,SEA,JFK,298,2422,6,58
7345,2014,8,14,556,-4,845,-2,DL,N655DL,1831,PDX,SLC,86,630,5,56
7346,2014,4,9,1258,-2,1433,-2,WN,N957WN,980,PDX,OAK,79,543,12,58
7347,2014,3,1,857,-3,1110,-10,AS,N518AS,614,SEA,LAS,119,867,8,57
7348,2014,12,11,1137,2,1512,65,B6,N570JB,107,SEA,LGB,162,965,11,37
7349,2014,3,14,601,1,928,1,F9,N204FR,796,PDX,DEN,125,991,6,1
7350,2014,8,4,1628,-4,1926,2,DL,N686DA,1457,SEA,SLC,99,689,16,28
7351,2014,11,5,631,-4,848,-9,AS,N793AS,576,PDX,SAN,120,933,6,31
7352,2014,4,20,733,-2,1502,-10,DL,N175DZ,1768,SEA,ATL,252,2182,7,33
7353,2014,11,16,2129,9,526,10,B6,N709JB,1206,PDX,JFK,280,2454,21,29
7354,2014,3,24,1322,12,1856,2,AS,N453AS,664,SEA,DFW,196,1660,13,22
7355,2014,3,2,1027,7,1653,25,AS,N440AS,730,SEA,IAH,237,1874,10,27
7356,2014,4,13,1040,-5,1547,-3,OO,N223AG,3468,SEA,OMA,175,1368,10,40
7357,2014,8,18,128,43,927,41,US,N663AW,1917,SEA,PHL,285,2378,1,28
7358,2014,4,25,841,11,1350,10,DL,N595NW,2489,SEA,MSP,157,1399,8,41
7359,2014,12,26,704,-1,924,-16,VX,N639VA,1780,SEA,LAX,112,954,7,4
7360,2014,3,18,1916,-4,2011,0,OO,N284YV,5305,PDX,SEA,40,129,19,16
7361,2014,10,25,826,-4,1018,3,WN,N269WN,115,PDX,SJC,100,569,8,26
7362,2014,11,12,1216,86,1529,74,WN,N242WN,1527,PDX,DEN,108,991,12,16
7363,2014,3,6,909,-6,1245,-20,OO,N215AG,3466,PDX,TUS,141,1119,9,9
7364,2014,7,18,1327,7,1914,4,AA,N3FPAA,2269,SEA,DFW,198,1660,13,27
7365,2014,8,9,1509,-6,1737,-18,AS,N713AS,101,SEA,ANC,192,1448,15,9
7366,2014,12,14,832,27,1726,61,AS,N523AS,16,SEA,MCO,323,2554,8,32
7367,2014,7,29,33,8,635,3,UA,N64809,1412,SEA,IAH,224,1874,0,33
7368,2014,11,16,1450,-5,1638,-17,WN,N298WN,4038,SEA,SJC,98,697,14,50
7369,2014,8,27,1016,-4,1153,-12,WN,N497WN,1797,PDX,OAK,80,543,10,16
7370,2014,1,12,556,-4,759,-3,AS,N442AS,200,SEA,SJC,101,697,5,56
7371,2014,7,9,1459,-1,1801,13,AS,N609AS,650,SEA,PHX,163,1107,14,59
7372,2014,12,21,1210,15,1933,-2,DL,N129DL,1753,SEA,ATL,236,2182,12,10
7373,2014,9,10,653,-7,1233,-27,AA,N3FHAA,86,PDX,ORD,199,1739,6,53
7374,2014,8,11,1649,17,1856,11,UA,N37408,1217,SEA,SFO,112,679,16,49
7375,2014,10,30,2228,9,609,-20,DL,N67171,1542,SEA,JFK,262,2422,22,28
7376,2014,11,4,1851,-4,2115,-18,AS,N589AS,464,SEA,LAX,120,954,18,51
7377,2014,8,9,1545,0,1647,7,AS,N797AS,67,SEA,KTN,107,680,15,45
7378,2014,12,31,546,1,916,-4,WN,N8323C,757,PDX,DEN,126,991,5,46
7379,2014,10,11,1352,-3,1715,-20,WN,N228WN,4562,PDX,ABQ,126,1111,13,52
7380,2014,10,20,957,-3,1238,-17,HA,N382HA,29,SEA,OGG,317,2640,9,57
7381,2014,6,16,757,-8,1001,-11,AS,N431AS,626,PDX,LAS,101,763,7,57
7382,2014,7,25,2056,-4,2144,-8,OO,N568SW,5433,SEA,PDX,33,129,20,56
7383,2014,1,29,841,-4,941,8,OO,N235SW,5438,SEA,PDX,37,129,8,41
7384,2014,12,16,911,131,1005,128,OO,N548CA,4604,SEA,PDX,28,129,9,11
7385,2014,8,20,1922,42,2117,32,AS,N713AS,302,SEA,SFO,95,679,19,22
7386,2014,2,13,1451,-14,1711,-19,AS,N524AS,528,SEA,BUR,122,937,14,51
7387,2014,7,27,1616,-1,1822,-7,UA,N459UA,631,SEA,SFO,106,679,16,16
7388,2014,1,18,1027,-3,1117,-6,OO,N579SW,5397,PDX,SEA,39,129,10,27
7389,2014,7,4,1735,-5,2031,-9,AS,N570AS,867,SEA,OGG,338,2640,17,35
7390,2014,6,23,1533,3,2339,0,AS,N431AS,14,SEA,EWR,274,2402,15,33
7391,2014,11,20,2050,-5,2256,-6,AS,N588AS,624,PDX,LAS,100,763,20,50
7392,2014,9,2,1006,-4,1736,-19,DL,N177DZ,282,SEA,ATL,248,2182,10,6
7393,2014,8,8,1052,-9,1647,-11,UA,N498UA,278,SEA,ORD,206,1721,10,52
7394,2014,9,24,1142,-3,1331,6,WN,N7737E,3400,PDX,OAK,95,543,11,42
7395,2014,7,1,1300,25,1943,43,WN,N263WN,214,SEA,BNA,261,1978,13,0
7396,2014,4,1,655,-5,953,-21,AS,N531AS,833,PDX,HNL,337,2603,6,55
7397,2014,7,28,1933,58,2055,50,WN,N551WN,4488,PDX,SMF,71,479,19,33
7398,2014,12,13,552,-8,1403,-9,UA,N839UA,205,SEA,EWR,291,2402,5,52
7399,2014,9,18,756,-7,1117,-23,UA,N461UA,550,PDX,DEN,121,991,7,56
7400,2014,6,12,1144,4,1323,-2,WN,N484WN,168,PDX,SJC,89,569,11,44
7401,2014,5,12,1724,64,1901,56,WN,N625SW,344,PDX,SJC,84,569,17,24
7402,2014,10,3,1228,-2,1452,-13,AS,N309AS,105,SEA,ANC,187,1448,12,28
7403,2014,9,25,1420,-5,2034,14,AA,N3KBAA,1054,SEA,ORD,213,1721,14,20
7404,2014,1,5,1552,17,2105,-5,AA,N4XNAA,157,PDX,DFW,174,1616,15,52
7405,2014,4,22,514,-1,849,-5,UA,N76526,1567,SEA,DEN,132,1024,5,14
7406,2014,12,4,1030,0,1427,9,AS,N323AS,656,SEA,PHX,154,1107,10,30
7407,2014,7,23,1856,-4,2110,8,OO,N606SK,4631,SEA,SJC,115,697,18,56
7408,2014,5,6,716,-9,904,0,AS,N533AS,805,SEA,SMF,83,605,7,16
7409,2014,12,21,1053,-2,1309,-21,AS,N795AS,490,SEA,SAN,118,1050,10,53
7410,2014,8,25,1259,-6,2057,-5,US,N538UW,1857,SEA,CLT,274,2279,12,59
7411,2014,4,8,1459,-8,1822,-23,UA,N491UA,457,SEA,DEN,123,1024,14,59
7412,2014,7,6,1528,-2,1708,-7,WN,N220WN,59,PDX,OAK,82,543,15,28
