,tailnum,year,type,manufacturer,model,engines,seats,speed,engine
2009,N779SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2010,N779SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2011,N78017,2002,Fixed wing multi engine,BOEING,777-224,2,400,NA,Turbo-fan
2012,N780SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2013,N780SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2014,N7811F,2001,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
2015,N7812G,NA,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
2016,N7813P,2001,Fixed wing multi engine,BOEING,737-7K9,2,149,NA,Turbo-fan
2017,N7814B,2001,Fixed wing multi engine,BOEING,737-7K9,2,149,NA,Turbo-fan
2018,N7815L,2003,Fixed wing multi engine,BOEING,737-76Q,2,149,NA,Turbo-fan
2019,N781WN,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2020,N78285,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2021,N782SA,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2022,N782SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2023,N783SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2024,N783SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2025,N78438,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
2026,N78448,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
2027,N784JB,2011,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2028,N784SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2029,N784SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2030,N78501,2006,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2031,N78506,2006,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2032,N78509,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2033,N78511,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2034,N78524,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2035,N785SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2036,N785SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2037,N786AS,1990,Fixed wing multi engine,BOEING,737-4S3,2,149,NA,Turbo-fan
2038,N786SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2039,N786SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2040,N787SA,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2041,N787SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2042,N788AS,1997,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2043,N788SA,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2044,N788SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2045,N789JB,2011,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2046,N789SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2047,N789SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2048,N790SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2049,N790SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2050,N791AS,1997,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2051,N791SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2052,N791SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2053,N79279,2003,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2054,N792AS,1997,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2055,N792SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2056,N792SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2057,N793AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2058,N793JB,2011,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2059,N793SA,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2060,N793SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2061,N79402,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
2062,N794AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2063,N794JB,2011,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2064,N794SK,2010,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2065,N794SW,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2066,N79521,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2067,N795AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2068,N795SK,2010,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2069,N795SW,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2070,N796AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2071,N796JB,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2072,N796SK,2010,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2073,N796SW,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2074,N797AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2075,N797MX,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2076,N797SK,2010,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
2077,N798SW,1998,Fixed wing multi engine,BOEING,737-7AD,2,128,NA,Turbo-jet
2078,N799AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
2079,N799SW,NA,Fixed wing multi engine,BOEING,737-7Q8,2,149,NA,Turbo-fan
2080,N800SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2081,N801AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2082,N801DZ,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2083,N801UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2084,N802AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2085,N802DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2086,N802SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2087,N802UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2088,N803AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2089,N803DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2090,N803NW,2003,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2091,N803SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2092,N803UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2093,N804AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2094,N804DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2095,N804JB,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2096,N804NW,2003,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2097,N804SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2098,N804UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2099,N805AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2100,N805DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2101,N805JB,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2102,N805NW,2003,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2103,N805SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2104,N805UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2105,N806AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2106,N806DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2107,N806JB,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2108,N806SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2109,N806UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2110,N807AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2111,N807DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2112,N807JB,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2113,N807NW,2004,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2114,N807SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2115,N807UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2116,N808AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2117,N808DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2118,N808UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2119,N809AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2120,N809DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2121,N809JB,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2122,N809SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2123,N809UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2124,N810AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2125,N810DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2126,N810NW,2005,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2127,N810SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2128,N810UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2129,N811DZ,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2130,N811UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2131,N812AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2132,N812DN,2013,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2133,N812NW,2006,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2134,N812SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2135,N812UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2136,N813AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2137,N813DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2138,N813NW,NA,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2139,N813SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2140,N813UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2141,N81449,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
2142,N814AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2143,N814DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2144,N814NW,2007,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2145,N814SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2146,N814UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2147,N815AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2148,N815DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2149,N815SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2150,N815UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2151,N816AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2152,N816DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2153,N816NW,2007,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2154,N816SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2155,N816UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2156,N817AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2157,N817DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2158,N817NW,2007,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2159,N817SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2160,N817UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2161,N818AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2162,N818DA,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2163,N818NW,2007,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2164,N818UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2165,N819AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2166,N819DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2167,N819NW,2007,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2168,N819UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2169,N820AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2170,N820DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2171,N820NW,2007,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2172,N820SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2173,N820UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2174,N821AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2175,N821DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2176,N821JB,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2177,N821NW,2007,Fixed wing multi engine,AIRBUS,A330-323,2,379,NA,Turbo-fan
2178,N821SK,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2179,N821UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2180,N822AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2181,N822DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2182,N822SK,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2183,N822UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2184,N823AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2185,N823DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2186,N823SK,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2187,N823UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2188,N824AS,1997,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,NA,Turbo-fan
2189,N824AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2190,N824DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2191,N824SK,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2192,N824UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2193,N825AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2194,N825DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2195,N825SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
2196,N825UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2197,N826AW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2198,N826DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2199,N826MH,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2200,N826UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2201,N827AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2202,N827DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2203,N827JB,2013,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2204,N827UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2205,N828AW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2206,N828DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2207,N828JB,2013,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2208,N828UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2209,N829AW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2210,N829DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2211,N829UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2212,N8301J,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2213,N8302F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2214,N8303R,NA,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2215,N8305E,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2216,N8306H,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2217,N8307K,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2218,N8308K,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2219,N8309C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2220,N830AW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2221,N830DN,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
2222,N830UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2223,N8310C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2224,N8311Q,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2225,N8312C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2226,N8313F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2227,N8314L,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2228,N8315C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2229,N8316H,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2230,N8317M,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2231,N8318F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2232,N8319F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2233,N831AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2234,N831MH,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2235,N831UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2236,N8320J,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2237,N8321D,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2238,N8322X,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2239,N8323C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2240,N8324A,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2241,N8325D,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2242,N8326F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2243,N8327A,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2244,N8328A,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2245,N8329B,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2246,N832AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
2247,N832UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2248,N833AW,2002,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2249,N833UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2250,N834AW,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2251,N834JB,2013,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
2252,N834MH,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2253,N834UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2254,N835AW,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2255,N835MH,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2256,N835UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2257,N835VA,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2258,N836AW,2005,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2259,N836MH,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2260,N836UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2261,N836VA,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2262,N837AW,2005,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2263,N837UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2264,N837VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2265,N838AW,2005,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2266,N838MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2267,N838UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2268,N838VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2269,N839AW,2006,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2270,N839MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2271,N839UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2272,N839VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2273,N840AW,2006,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
2274,N840UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2275,N840VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2276,N841UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2277,N841VA,NA,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2278,N842UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
