,Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
3291,222,173,222,953,892
3292,297,179,240,896,847
3293,242,166,206,912,863
3294,264,166,223,873,831
3295,227,178,239,856,857
3296,265,184,248,928,913
3297,193,165,200,873,845
3298,259,165,220,870,832
3299,253,173,240,916,876
3300,310,172,222,855,805
3301,245,172,233,849,829
3302,295,182,226,931,837
3303,259,158,207,954,912
3304,239,176,224,906,897
3305,270,174,234,866,844
3306,306,178,231,868,836
3307,273,165,246,881,854
3308,223,163,220,829,809
3309,188,161,207,842,822
3310,253,162,204,825,788
3311,289,160,205,824,776
3312,220,169,225,876,849
3313,283,168,207,908,850
3314,223,174,217,872,830
3315,213,174,237,962,908
3316,226,168,210,1008,954
3317,260,165,218,920,854
3318,205,184,253,924,865
3319,216,176,227,964,910
3320,273,182,243,810,769
3321,243,175,226,850,803
3322,217,169,215,1020,952
3323,277,165,223,882,890
3324,241,178,242,839,819
3325,257,170,232,851,823
3326,184,160,220,937,898
3327,275,177,240,965,916
3328,230,165,196,882,820
3329,300,165,238,874,841
3330,258,190,237,923,861
3331,256,165,220,758,778
3332,213,172,231,936,863
3333,208,175,216,882,852
3334,257,177,252,893,820
3335,280,173,227,843,817
3336,212,183,226,1009,953
3337,276,159,212,889,827
3338,263,183,248,869,827
3339,260,172,246,904,870
3340,267,167,210,866,801
3341,233,165,219,870,820
3342,222,167,211,817,776
3343,259,186,236,995,902
3344,252,185,245,825,773
3345,217,166,205,890,859
3346,284,180,233,873,841
3347,250,182,243,875,870
3348,283,180,232,795,765
3349,192,164,213,868,827
3350,274,171,219,846,787
3351,235,169,214,820,807
3352,225,184,233,917,858
3353,274,169,225,890,853
3354,304,181,246,853,805
3355,228,164,212,875,831
3356,217,164,218,906,891
3357,278,201,252,917,872
3358,225,184,235,865,803
3359,246,198,247,961,914
3360,245,174,210,891,867
3361,235,168,217,843,843
3362,219,181,226,918,890
3363,245,170,207,876,798
3364,265,170,220,915,840
3365,266,170,241,906,849
3366,238,174,219,921,890
3367,265,178,228,878,827
3368,200,168,226,931,866
3369,224,187,228,912,862
3370,228,176,231,855,851
3371,214,180,234,917,886
3372,283,170,217,862,812
3373,211,163,204,842,795
3374,248,182,253,936,892
3375,228,186,252,882,858
3376,220,185,239,938,875
3377,212,182,236,938,915
3378,290,171,216,968,923
3379,256,160,217,834,818
3380,235,184,248,862,825
3381,258,173,218,863,861
3382,252,171,231,893,833
3383,244,173,221,885,863
3384,247,177,240,905,860
3385,266,168,211,861,802
3386,276,206,247,1006,978
3387,233,174,215,904,853
3388,232,185,240,872,854
3389,237,160,198,852,843
3390,237,176,225,885,854
3391,229,158,200,864,848
3392,260,185,243,899,879
3393,279,170,231,855,809
3394,223,180,228,934,865
3395,206,158,205,869,890
3396,247,169,214,960,944
3397,221,167,230,887,834
3398,272,174,229,876,840
3399,254,181,238,917,884
3400,254,180,213,908,871
3401,266,181,237,894,865
3402,227,170,224,884,852
3403,212,168,227,1001,966
3404,257,180,234,856,798
3405,271,191,275,918,849
3406,267,171,203,1001,945
3407,335,178,235,886,866
3408,264,183,245,921,902
3409,169,160,202,886,857
3410,269,180,236,905,862
3411,170,164,227,887,859
3412,268,179,234,907,883
3413,282,188,237,857,840
3414,205,156,197,874,860
3415,284,177,236,877,820
3416,279,173,202,795,771
3417,228,169,215,831,764
3418,234,183,223,902,849
3419,217,179,207,959,897
3420,221,167,223,905,844
3421,216,180,233,899,842
3422,236,186,226,931,901
3423,237,159,202,1014,966
3424,302,168,223,883,832
3425,252,178,223,821,769
3426,245,164,208,760,718
3427,249,172,230,940,911
3428,202,190,243,1029,957
3429,236,197,242,938,888
3430,188,194,244,934,860
3431,271,166,202,833,789
3432,228,167,210,873,821
3433,288,193,268,860,834
3434,174,168,210,910,865
3435,200,167,203,914,850
3436,281,182,260,886,851
3437,274,185,245,992,951
3438,223,192,250,956,873
3439,218,167,224,914,887
3440,268,175,243,810,779
3441,192,174,243,953,959
3442,312,198,279,913,863
3443,199,171,205,859,830
3444,284,182,240,908,881
3445,217,172,225,902,822
3446,208,173,217,859,821
3447,215,173,235,949,881
3448,252,192,238,912,873
3449,253,180,245,927,873
3450,252,167,223,827,789
3451,268,190,240,894,797
3452,231,184,244,857,831
3453,241,168,203,864,819
3454,225,171,213,933,911
3455,218,180,211,1006,937
3456,293,167,227,898,855
3457,220,184,228,960,889
3458,274,183,233,842,797
3459,253,184,237,976,882
3460,216,193,257,948,880
3461,235,187,239,869,807
3462,295,181,242,956,872
3463,242,161,209,884,854
3464,243,172,233,813,765
3465,269,187,250,891,878
3466,180,164,207,836,813
3467,275,173,218,998,931
3468,199,176,234,898,861
3469,247,170,211,939,885
3470,291,191,267,921,843
3471,287,163,253,824,790
3472,273,193,262,1069,1014
3473,251,186,240,960,882
3474,277,161,219,794,756
3475,231,187,249,889,847
3476,234,175,246,979,902
3477,254,175,237,868,830
3478,265,183,245,838,791
3479,253,178,233,843,804
3480,270,180,210,940,856
3481,226,183,242,861,803
3482,263,185,243,989,936
3483,248,169,208,909,842
3484,230,174,228,835,829
3485,274,180,233,862,844
3486,290,174,229,847,812
3487,173,175,224,896,865
3488,259,165,227,898,833
3489,248,169,211,842,814
3490,259,160,210,826,795
3491,222,184,240,862,782
3492,225,141,195,842,765
3493,238,170,218,927,819
3494,212,181,232,913,858
3495,239,171,204,939,880
3496,297,180,230,833,781
3497,234,165,216,921,868
3498,265,168,215,906,871
3499,244,173,228,946,884
3500,275,172,210,895,845
3501,237,178,213,865,824
3502,306,186,238,896,822
3503,285,185,239,905,833
3504,277,170,233,847,816
3505,262,176,220,905,862
3506,255,178,228,924,877
3507,265,168,207,956,869
3508,246,156,210,799,758
3509,259,171,216,866,790
3510,272,167,195,833,802
3511,254,174,210,874,819
3512,233,181,233,870,820
3513,205,154,210,813,762
3514,266,173,200,923,857
3515,302,158,215,837,798
3516,247,178,229,908,820
3517,263,180,227,988,952
3518,190,163,205,895,875
3519,247,178,228,955,922
3520,271,181,231,1004,931
3521,257,181,229,964,927
3522,205,177,222,939,863
3523,230,193,242,966,952
3524,262,186,230,866,811
3525,282,187,245,861,810
3526,220,181,233,887,834
3527,299,185,235,935,864
3528,263,181,230,900,834
3529,227,168,231,913,823
3530,248,165,215,866,801
3531,268,176,213,868,811
3532,227,176,230,903,838
3533,245,190,242,930,864
3534,273,168,218,875,811
3535,266,170,200,953,864
3536,243,171,205,856,827
3537,213,186,216,962,904
3538,259,188,240,807,763
3539,290,178,228,874,788
3540,267,183,221,914,848
3541,256,174,238,901,873
3542,238,183,230,958,892
3543,225,167,216,901,818
3544,223,173,224,927,903
3545,284,172,225,865,818
3546,214,178,222,909,860
3547,262,184,230,970,903
3548,201,166,213,850,800
3549,272,181,230,837,783
3550,204,176,254,940,881
3551,243,187,248,906,862
3552,247,183,241,862,823
3553,255,158,226,829,793
3554,275,162,196,844,789
3555,260,167,218,848,811
3556,242,192,230,926,844
3557,240,184,230,955,909
3558,234,171,215,850,804
3559,293,179,213,853,794
3560,251,167,210,903,858
3561,264,178,220,863,819
3562,273,193,240,949,902
3563,285,187,243,961,878
3564,224,162,205,820,790
3565,291,193,244,943,893
3566,262,185,220,1006,970
3567,225,212,288,885,870
3568,188,198,240,1021,942
3569,223,171,240,897,858
3570,248,171,232,829,771
3571,269,173,232,870,832
3572,259,180,230,916,873
3573,210,180,212,916,876
3574,199,163,215,850,782
3575,270,188,225,913,834
3576,212,173,225,925,870
3577,252,176,227,917,858
3578,253,184,225,952,906
3579,262,183,212,909,844
3580,235,168,215,870,821
3581,220,160,203,863,806
3582,245,172,200,917,819
3583,265,184,227,911,871
3584,321,204,246,862,794
3585,288,180,229,969,882
3586,220,168,221,882,832
3587,260,176,231,854,821
3588,249,176,219,823,782
3589,235,184,221,907,849
3590,237,179,223,920,845
3591,193,167,200,940,871
3592,248,164,220,858,832
3593,224,185,208,924,853
3594,284,190,249,941,858
3595,233,184,230,897,812
3596,288,169,235,848,802
3597,293,197,268,920,876
3598,190,173,215,918,867
3599,278,188,239,951,878
3600,217,173,227,878,861
3601,250,177,245,926,833
3602,222,159,205,877,839
3603,216,176,215,907,817
3604,256,173,225,883,843
3605,248,181,235,868,823
3606,264,176,238,888,827
3607,260,176,233,853,805
3608,303,181,227,940,850
3609,275,194,267,957,882
3610,237,170,225,883,822
3611,265,176,210,922,863
3612,283,182,240,841,819
3613,216,165,219,841,798
3614,212,164,208,871,822
3615,273,165,197,860,786
3616,232,162,216,839,801
3617,200,167,224,864,825
3618,268,183,223,909,817
3619,242,178,230,860,807
3620,238,212,272,1038,961
3621,231,172,205,854,812
3622,224,176,232,992,914
3623,238,175,233,839,781
3624,213,185,240,938,913
3625,227,184,245,977,922
3626,211,184,242,950,887
3627,192,162,212,923,851
3628,296,182,228,918,844
3629,245,168,223,955,897
3630,223,168,206,904,871
3631,274,166,232,868,815
3632,195,175,225,910,898
3633,285,176,240,902,865
3634,287,180,227,977,941
3635,238,164,202,831,771
3636,308,193,268,913,864
3637,257,170,217,948,897
3638,225,165,214,857,797
3639,185,177,218,979,926
3640,245,175,219,882,832
3641,262,190,243,955,915
3642,262,170,225,830,765
3643,270,177,225,839,795
3644,205,172,215,892,825
3645,181,181,228,905,870
3646,253,167,233,1004,951
3647,203,173,223,907,847
3648,240,175,225,964,890
3649,263,180,233,846,794
3650,262,186,222,903,830
3651,244,168,232,856,822
3652,277,173,238,885,840
3653,235,174,210,923,870
3654,232,173,208,945,884
3655,153,187,215,1005,959
3656,253,175,225,871,795
3657,198,178,207,932,870
3658,274,153,191,792,733
3659,288,184,253,867,847
3660,259,175,219,915,861
3661,252,171,210,879,812
3662,282,178,235,929,848
3663,267,194,238,970,873
3664,231,198,240,953,924
3665,239,175,226,895,842
3666,254,179,233,885,855
3667,272,182,232,954,866
3668,258,192,232,960,903
3669,279,181,229,890,835
3670,229,180,227,948,841
3671,166,175,222,964,916
3672,213,173,232,869,813
3673,293,179,223,842,789
3674,179,168,220,891,855
3675,210,170,215,882,801
3676,236,178,213,923,872
3677,223,169,220,874,832
3678,278,190,234,970,902
3679,234,157,203,870,823
3680,275,183,237,992,910
3681,284,172,228,919,841
3682,219,181,240,927,915
3683,247,180,220,945,885
3684,210,173,203,957,876
3685,221,166,225,923,845
3686,265,177,231,831,825
3687,244,178,232,934,865
3688,221,178,222,1008,967
3689,244,168,220,853,773
3690,304,188,230,861,812
3691,248,170,230,909,851
3692,266,173,232,896,833
3693,222,180,212,846,789
3694,291,183,246,842,812
3695,265,168,200,968,875
3696,306,179,233,913,844
3697,290,194,256,957,933
3698,283,180,220,897,852
3699,267,175,227,834,805
3700,228,182,222,898,860
3701,278,185,230,828,789
3702,216,188,233,1027,962
3703,270,192,242,929,828
3704,210,178,227,924,880
3705,202,173,207,966,913
3706,197,180,224,1011,971
3707,257,191,250,943,839
3708,259,180,220,943,877
3709,241,189,252,956,922
3710,207,174,219,853,790
3711,250,180,232,881,793
3712,277,179,253,936,845
3713,277,175,220,894,830
3714,275,161,227,846,800
3715,297,173,207,914,847
3716,239,185,219,992,900
3717,275,188,246,935,879
3718,313,193,273,979,893
3719,238,171,232,938,882
3720,208,169,217,934,866
3721,251,160,207,912,838
3722,277,173,235,902,847
3723,235,175,226,922,877
3724,232,177,212,874,846
3725,248,171,227,863,815
3726,271,178,219,824,791
3727,235,179,223,881,835
3728,197,171,213,896,827
3729,243,174,243,816,736
3730,253,160,215,819,752
3731,255,162,223,834,762
3732,226,193,233,877,812
3733,190,158,202,963,896
3734,220,171,230,892,836
3735,251,176,240,954,914
3736,233,175,233,943,902
3737,220,167,212,888,846
3738,245,187,240,899,842
3739,228,152,191,879,786
3740,235,167,232,945,875
3741,159,164,206,946,919
3742,244,173,227,899,852
3743,292,196,259,916,881
3744,179,177,237,902,832
3745,262,176,232,921,889
3746,284,174,243,814,756
3747,298,169,220,865,817
3748,242,178,232,905,846
3749,229,168,216,883,839
3750,249,178,235,883,814
3751,226,175,215,898,863
3752,221,168,227,793,754
3753,232,176,227,915,862
3754,216,181,243,871,825
3755,209,167,210,855,780
3756,252,182,240,867,813
3757,206,173,222,926,861
3758,263,173,216,901,850
3759,215,181,242,878,843
3760,227,186,220,976,941
3761,225,165,237,940,892
3762,302,178,215,870,800
3763,253,167,218,816,775
3764,272,191,246,954,895
3765,220,175,228,794,732
3766,282,172,232,848,798
3767,245,171,217,837,764
3768,263,182,233,958,900
3769,253,159,194,899,828
3770,233,174,223,943,917
3771,199,178,212,902,839
3772,224,176,222,862,831
3773,227,164,203,882,822
3774,268,180,238,886,826
3775,239,172,240,1000,918
3776,267,170,218,928,881
3777,217,185,224,935,878
3778,210,182,233,901,855
3779,249,176,230,850,809
3780,256,168,214,899,852
3781,276,174,216,869,811
3782,310,180,243,916,846
3783,267,174,240,858,801
3784,243,156,218,906,832
3785,227,173,204,949,907
3786,264,180,225,865,842
3787,275,182,233,922,871
3788,245,175,233,876,845
3789,224,172,223,912,880
3790,216,168,229,890,859
3791,201,171,230,891,839
3792,223,173,225,926,894
3793,250,183,240,944,871
3794,220,170,219,930,900
3795,318,188,250,928,872
3796,264,183,235,828,792
3797,273,178,224,847,775
3798,267,180,240,937,869
3799,269,170,239,870,818
3800,258,170,224,896,872
3801,235,170,232,960,875
3802,233,168,221,930,845
3803,213,183,247,964,924
3804,246,164,215,820,765
3805,232,167,220,824,770
3806,229,171,230,841,785
3807,254,177,240,876,817
3808,275,171,239,838,792
3809,263,181,223,976,942
3810,213,177,227,913,868
3811,237,167,202,936,868
3812,279,178,250,962,908
3813,229,168,218,894,875
3814,240,183,248,909,870
3815,279,176,237,949,878
3816,238,177,223,910,837
3817,279,174,249,883,844
3818,225,183,248,928,905
3819,237,160,205,886,851
3820,230,158,220,839,787
3821,250,173,241,863,851
3822,277,167,222,802,764
3823,260,167,221,898,846
3824,254,173,221,874,812
3825,266,170,222,865,798
3826,278,180,235,879,838
3827,241,164,203,894,855
3828,213,178,224,940,840
3829,229,178,230,864,813
3830,263,174,223,894,865
3831,233,184,233,823,776
3832,238,176,230,925,880
3833,267,169,227,866,771
3834,244,169,205,864,809
3835,251,172,250,914,820
3836,275,183,226,881,827
3837,260,177,223,1022,959
3838,189,179,225,899,858
3839,239,184,230,903,830
3840,227,169,217,938,848
3841,285,175,243,905,861
3842,243,173,225,821,790
3843,247,178,252,877,824
3844,261,182,230,902,838
3845,233,170,218,927,884
3846,279,182,250,883,808
3847,258,179,238,896,846
3848,221,188,238,905,879
3849,217,171,228,900,885
3850,255,178,243,854,805
3851,239,170,207,820,764
3852,268,188,236,899,825
3853,252,168,223,846,798
3854,307,192,256,891,844
3855,253,174,240,924,890
3856,282,189,238,815,792
3857,249,172,231,892,818
3858,210,173,228,908,880
3859,258,190,250,824,780
3860,290,185,253,920,880
3861,283,173,227,902,848
3862,236,170,220,883,837
3863,227,172,225,896,863
3864,271,174,220,823,764
3865,256,165,197,846,789
3866,264,174,220,909,830
3867,267,182,243,895,839
3868,247,175,240,893,858
3869,256,163,197,930,862
3870,283,170,210,914,872
3871,239,190,271,905,873
3872,241,167,208,862,831
3873,249,171,236,902,827
3874,252,170,230,856,792
3875,257,177,208,897,824
3876,251,180,227,833,786
3877,276,172,215,903,843
3878,283,183,240,898,807
3879,241,180,243,948,871
3880,206,168,222,925,856
3881,258,172,212,899,856
3882,239,173,237,879,855
3883,228,170,215,952,885
3884,222,163,217,804,775
3885,204,172,220,920,853
3886,252,174,225,996,930
3887,250,182,231,941,886
3888,227,180,238,884,842
3889,238,165,205,948,862
3890,277,178,220,928,886
3891,245,161,235,838,812
3892,243,177,230,840,824
3893,267,187,260,903,809
3894,258,164,208,845,790
3895,226,174,246,869,852
3896,234,189,226,936,875
3897,220,163,210,850,800
3898,242,178,230,901,817
3899,270,180,212,970,918
3900,210,182,223,910,872
3901,246,182,240,846,806
3902,201,183,230,1028,931
3903,228,173,227,954,903
3904,244,182,233,936,874
3905,250,165,220,814,751
3906,261,180,234,876,814
3907,275,191,247,943,892
3908,274,170,217,883,798
3909,249,178,232,922,849
3910,259,177,232,950,887
3911,284,172,238,926,841
3912,238,162,205,852,807
3913,272,178,236,895,839
3914,224,180,235,907,868
3915,243,200,264,848,792
3916,176,170,223,848,772
3917,253,175,235,947,895
3918,268,156,213,855,814
3919,268,177,228,930,866
3920,194,172,203,882,824
3921,229,170,208,877,857
3922,234,174,240,952,883
3923,276,177,223,859,790
3924,225,161,231,897,852
3925,291,170,247,843,813
3926,272,180,246,905,860
3927,259,173,233,876,844
3928,248,175,226,835,777
3929,238,168,223,916,874
3930,236,168,205,917,879
3931,219,169,233,974,912
3932,246,174,230,898,842
3933,234,166,227,878,850
3934,206,169,212,860,789
3935,224,171,235,851,793
3936,244,166,225,846,815
3937,276,183,252,925,879
3938,270,176,222,859,778
3939,243,188,244,914,861
3940,267,166,225,902,833
3941,203,170,212,952,867
3942,239,179,247,922,859
3943,229,169,215,923,862
3944,236,171,207,926,839
3945,242,184,243,933,847
3946,298,182,240,895,800
3947,241,167,228,879,818
3948,225,168,218,859,843
3949,225,174,239,865,842
3950,263,183,236,901,848
3951,242,178,228,889,825
3952,246,180,215,1029,965
3953,230,168,230,874,824
3954,281,174,220,863,790
3955,259,176,237,899,832
3956,243,181,230,875,810
3957,238,171,203,926,872
3958,205,178,230,942,875
3959,229,170,232,886,845
3960,260,170,233,799,767
3961,250,180,232,865,845
3962,202,181,218,939,888
3963,237,180,220,919,854
3964,256,173,236,870,811
3965,234,174,234,883,809
3966,287,170,230,851,768
3967,276,184,266,919,859
3968,259,171,234,853,814
3969,243,182,252,977,931
3970,224,167,212,815,773
3971,228,170,230,869,822
3972,281,180,221,1005,955
3973,227,171,220,882,838
3974,256,184,228,886,817
3975,278,177,246,958,878
3976,244,180,230,871,800
3977,248,188,234,930,870
3978,284,172,233,918,818
3979,288,164,209,885,834
3980,217,181,237,865,802
3981,258,172,217,905,825
3982,235,182,230,952,862
3983,247,183,228,928,881
3984,266,184,226,995,895
3985,239,170,227,905,889
3986,275,181,234,912,857
3987,253,167,222,913,858
3988,234,168,221,920,836
3989,248,174,219,928,847
3990,217,175,244,960,878
3991,262,175,243,974,924
3992,258,184,246,939,892
3993,266,172,225,937,881
3994,263,175,217,1036,936
3995,227,167,217,863,802
3996,277,168,220,937,887
3997,262,168,233,816,767
3998,247,182,219,933,896
3999,224,172,243,874,810
4000,195,166,224,894,833
4001,227,176,222,933,883
4002,261,184,232,941,884
4003,282,183,243,961,916
4004,257,162,219,873,790
4005,273,175,240,821,730
4006,234,173,216,873,796
4007,231,180,218,1029,958
4008,250,174,227,955,882
4009,244,160,205,846,787
4010,221,173,242,931,875
4011,248,174,232,908,869
4012,237,193,269,949,880
4013,257,168,205,927,865
4014,226,163,228,874,828
4015,239,191,238,967,914
4016,247,171,221,998,940
4017,269,175,238,892,837
4018,197,173,233,881,845
4019,251,170,222,908,828
4020,234,177,231,828,774
4021,213,178,227,956,900
4022,197,163,218,905,853
4023,217,175,219,904,837
4024,263,171,205,847,799
4025,263,173,232,842,797
4026,270,184,237,906,836
4027,265,198,254,915,869
4028,232,180,238,903,852
4029,242,158,205,889,815
4030,200,185,223,970,897
4031,281,188,240,922,840
4032,265,168,220,920,833
4033,233,165,246,827,761
4034,239,177,250,904,828
4035,205,175,229,889,843
4036,270,168,227,833,778
4037,265,165,207,891,803
4038,248,186,258,844,790
4039,211,167,211,843,810
4040,220,182,230,942,897
4041,272,181,217,928,860
4042,211,158,203,884,835
4043,279,178,237,929,853
4044,226,170,213,909,834
4045,220,169,208,856,810
4046,223,168,219,896,825
4047,276,165,223,812,780
4048,245,165,223,877,830
4049,254,162,223,793,743
4050,184,156,202,914,904
4051,232,182,244,936,860
4052,255,166,213,878,829
4053,205,180,202,967,883
4054,242,177,245,883,847
4055,258,169,222,941,890
4056,243,180,230,835,811
4057,250,173,225,847,780
4058,281,169,213,884,849
4059,289,177,223,871,830
4060,207,175,204,859,797
4061,289,182,242,938,860
4062,274,184,243,978,933
4063,284,170,233,939,870
4064,234,167,217,893,843
4065,291,171,234,831,780
4066,243,164,218,829,788
4067,258,167,225,906,854
4068,250,155,206,922,846
4069,273,174,236,884,819
4070,271,168,207,919,849
4071,223,162,217,763,738
4072,230,168,226,869,822
4073,234,177,233,862,822
4074,285,190,228,943,872
4075,265,170,217,916,827
4076,245,178,231,920,855
4077,195,163,216,878,807
4078,299,178,234,899,848
4079,257,178,227,857,787
4080,237,172,223,898,846
4081,214,182,226,981,931
4082,220,152,204,836,759
4083,208,155,207,900,835
4084,204,162,233,861,821
4085,244,173,214,897,804
4086,233,152,214,811,726
4087,233,159,228,946,864
4088,253,154,223,853,778
4089,251,155,205,917,803
4090,185,143,193,818,753
4091,283,151,208,824,750
4092,249,180,245,881,810
4093,215,160,220,885,822
4094,204,159,206,873,781
4095,214,167,220,854,801
4096,220,150,194,855,772
4097,237,162,223,830,786
4098,270,162,218,826,765
4099,231,149,197,866,833
4100,189,155,211,919,835
4101,265,150,209,807,733
4102,270,160,217,770,664
4103,197,155,218,899,839
4104,240,146,201,851,770
4105,268,152,212,878,800
4106,201,151,213,888,831
4107,222,158,195,819,774
4108,283,145,205,656,610
4109,252,155,231,842,774
4110,238,160,215,869,822
4111,183,154,207,866,802
4112,248,153,213,795,755
4113,262,160,217,844,789
4114,235,160,234,899,839
4115,232,150,207,903,809
4116,287,156,230,884,764
4117,218,147,207,872,801
4118,158,141,191,970,882
4119,203,148,188,823,762
4120,235,159,226,860,792
4121,268,169,240,825,731
4122,262,166,233,846,744
4123,248,154,221,879,812
4124,233,161,242,840,775
4125,255,165,216,821,746
4126,263,160,214,826,743
4127,248,162,218,874,795
4128,203,161,212,863,807
4129,183,158,200,927,808
4130,226,160,217,916,869
4131,230,149,199,828,774
4132,236,152,215,870,823
4133,289,167,238,908,804
4134,227,165,242,911,837
4135,250,154,211,825,737
4136,251,156,218,778,694
4137,238,148,220,758,723
4138,211,145,213,861,803
4139,217,147,221,825,774
4140,193,152,217,881,794
4141,226,150,209,820,766
4142,204,155,195,987,934
4143,220,152,205,915,825
4144,257,142,193,815,770
4145,232,165,233,849,767
4146,260,152,198,834,774
4147,256,155,235,848,777
4148,226,156,214,836,754
4149,244,146,195,800,758
4150,239,164,230,851,775
4151,231,149,216,810,776
4152,183,149,224,844,771
4153,245,145,207,766,729
4154,252,149,222,765,718
4155,250,150,208,823,762
4156,259,155,215,780,705
4157,274,150,223,886,835
4158,277,152,197,757,714
4159,187,153,208,898,816
4160,272,153,200,804,723
4161,219,161,212,839,808
4162,266,167,237,845,808
4163,213,164,243,939,888
4164,249,153,206,845,785
4165,282,159,223,830,773
4166,232,154,212,893,828
4167,181,145,195,767,733
4168,288,152,228,769,712
4169,174,155,212,856,773
4170,233,158,213,836,798
4171,173,154,245,819,760
4172,275,160,237,798,732
4173,253,152,196,821,763
4174,256,155,217,804,714
4175,211,151,213,843,794
4176,224,167,240,916,845
4177,251,144,190,736,683
4178,251,147,207,744,691
4179,229,160,233,861,790
4180,263,154,225,771,721
4181,249,145,203,788,729
4182,261,154,220,813,764
4183,255,147,196,815,766
4184,254,156,220,798,750
4185,246,157,210,803,725
4186,218,146,197,893,847
4187,222,136,187,746,709
4188,267,155,210,729,674
4189,251,160,222,790,738
4190,230,152,202,855,790
4191,263,152,207,790,716
4192,218,163,260,875,829
4193,274,152,220,765,734
4194,211,152,207,856,790
4195,212,143,190,821,782
4196,264,153,228,848,784
4197,260,149,227,809,774
4198,225,154,214,801,724
4199,242,151,209,832,733
4200,232,153,203,831,778
4201,215,150,203,814,753
4202,267,165,243,899,824
4203,235,152,214,776,714
4204,238,157,213,875,820
4205,236,153,204,794,755
4206,230,150,193,742,694
4207,219,146,211,801,732
4208,218,152,216,854,806
4209,243,154,221,865,806
4210,250,153,220,788,696
4211,235,151,212,857,770
4212,244,139,201,787,738
4213,240,158,224,836,768
4214,258,158,204,798,699
4215,259,151,208,806,738
4216,255,159,217,789,715
4217,223,142,205,805,754
4218,219,148,218,841,763
4219,291,158,240,793,748
4220,228,158,220,906,808
4221,206,162,221,836,782
4222,229,159,230,845,763
4223,207,152,235,878,800
4224,233,152,201,830,737
4225,217,155,224,774,742
4226,234,142,211,814,795
4227,202,154,210,802,745
4228,239,162,220,911,852
4229,252,144,191,784,742
4230,234,156,200,787,705
4231,234,153,188,804,755
4232,213,153,198,899,825
4233,228,152,217,828,754
4234,271,150,216,800,756
4235,245,146,213,795,725
4236,225,151,223,755,707
4237,261,152,200,807,734
4238,232,154,213,899,800
4239,235,147,231,838,805
4240,218,167,220,850,798
4241,198,145,217,848,795
4242,263,153,226,853,771
4243,231,144,221,798,732
4244,222,145,210,807,745
4245,242,140,187,831,799
4246,209,150,205,916,814
4247,266,147,195,825,782
4248,217,163,231,864,783
4249,202,150,201,807,776
4250,189,154,198,823,746
4251,250,152,205,819,766
4252,226,163,222,834,781
4253,221,157,196,840,754
4254,227,140,202,757,721
4255,218,152,218,852,795
4256,249,159,237,820,740
4257,254,153,207,833,771
4258,193,179,254,981,880
4259,258,162,210,856,775
4260,199,153,199,834,749
4261,251,153,216,831,733
4262,225,142,192,768,722
4263,182,149,197,824,773
4264,262,165,231,877,825
4265,224,152,220,880,806
4266,238,159,218,827,748
4267,254,154,201,779,709
4268,194,162,233,870,820
4269,277,153,223,805,749
4270,223,162,226,889,829
4271,196,141,215,896,779
4272,264,152,206,752,692
4273,200,151,203,805,756
4274,221,151,203,826,758
4275,234,151,221,803,765
4276,211,155,213,814,738
4277,205,154,214,804,769
4278,226,156,206,792,774
4279,239,160,214,833,780
4280,234,157,225,859,776
4281,202,170,256,835,780
4282,234,151,204,871,808
4283,257,142,198,801,745
4284,248,147,196,808,736
4285,252,154,220,814,767
4286,221,154,194,822,727
4287,225,140,210,790,753
4288,218,152,224,817,776
4289,248,154,208,860,805
4290,279,154,235,808,748
4291,228,158,211,881,833
4292,217,145,223,785,732
4293,254,145,190,742,700
4294,223,156,213,838,785
4295,257,158,233,804,760
4296,237,151,209,881,807
4297,184,159,207,915,859
4298,188,165,236,930,853
4299,182,144,190,899,840
4300,213,144,193,799,751
4301,223,169,222,914,850
4302,176,150,201,823,780
4303,211,151,200,843,785
4304,233,163,225,815,768
4305,273,158,210,822,763
4306,267,156,210,808,716
4307,193,150,213,849,831
4308,213,162,227,953,871
4309,213,172,231,914,836
4310,222,149,217,850,787
4311,249,161,233,785,704
4312,295,157,227,809,785
4313,182,147,209,851,789
4314,208,154,214,831,775
4315,237,153,230,821,744
4316,238,151,214,846,778
4317,232,157,214,803,737
4318,227,160,224,829,761
4319,260,146,199,753,694
4320,246,151,212,813,772
4321,174,143,170,794,741
4322,235,157,207,807,762
4323,221,158,224,865,795
4324,242,151,220,695,642
4325,204,154,206,818,731
4326,245,153,220,778,716
4327,201,146,212,795,748
4328,262,160,233,800,734
4329,258,160,227,794,750
4330,218,152,225,845,766
4331,240,151,200,806,747
4332,255,144,187,752,692
4333,199,151,186,778,755
4334,231,151,212,788,732
4335,233,157,232,793,734
4336,223,162,219,832,785
4337,234,162,237,798,754
4338,223,151,207,807,769
4339,240,162,218,829,776
4340,210,163,228,884,828
4341,191,148,207,874,843
4342,258,149,206,817,746
4343,174,156,212,844,782
4344,262,155,214,824,747
4345,252,148,205,859,758
4346,195,160,218,850,770
4347,285,156,225,820,772
4348,252,161,231,790,734
4349,207,157,197,821,783
4350,233,158,228,819,757
4351,233,147,204,848,757
4352,226,149,210,862,815
4353,304,159,230,863,815
4354,265,163,233,907,830
4355,290,152,236,895,796
4356,240,163,197,812,757
4357,232,151,224,785,714
4358,195,150,212,830,761
4359,215,154,198,827,757
4360,225,153,193,851,774
4361,234,167,234,865,810
4362,229,152,210,858,772
