,acromialheight,axillaheight,bideltoidbreadth,buttockcircumference,buttockkneelength,buttockpopliteallength,cervicaleheight,chestcircumference,chestheight,earprotrusion,footbreadthhorizontal,forearmcircumferenceflexed,handlength,headbreadth,heelbreadth,hipbreadth,iliocristaleheight,interscyeii,lateralfemoralepicondyleheight,lateralmalleolusheight,neckcircumferencebase,radialestylionlength,shouldercircumference,shoulderelbowlength,sleeveoutseam,thighcircumference,thighclearance,verticaltrunkcircumferenceusa,waistcircumference,waistdepth,wristheight,BMI
508,1427,1310,508,1017,595,465,1513,1058,1266,26,104,312,192,153,76,340,1028,441,458,67,436,258,1192,359,588,617,183,1731,891,220,849,28.70188235424581
509,1414,1302,478,955,614,513,1505,998,1269,29,99,291,191,166,67,325,1057,456,486,72,442,262,1132,355,575,572,167,1566,848,212,846,23.575510204081635
510,1440,1328,460,901,584,466,1508,893,1277,23,100,277,190,147,65,321,1046,397,480,79,379,270,1055,363,586,525,152,1548,767,172,851,20.09341984181528
511,1469,1361,492,952,632,506,1538,1012,1320,26,100,303,192,154,67,318,1099,445,493,77,423,274,1135,383,621,571,176,1634,860,220,855,23.538827295624127
512,1440,1323,532,1140,635,498,1533,1099,1271,21,107,325,194,153,75,400,1044,449,484,76,425,268,1196,359,600,683,176,1719,1069,260,855,31.17591096237045
513,1404,1286,522,1031,589,462,1484,1125,1281,22,98,302,178,161,71,341,1030,449,470,70,434,250,1195,350,542,627,182,1702,971,264,842,29.27400468384075
514,1429,1314,514,1055,611,489,1522,1080,1272,25,104,342,191,150,72,360,1047,448,489,68,452,256,1212,367,580,644,193,1703,981,232,840,29.18116743330237
515,1440,1325,535,984,601,486,1512,1122,1275,25,102,325,187,166,68,337,1039,474,465,63,445,271,1222,381,603,607,180,1674,949,230,845,28.016326530612243
516,1379,1271,500,1022,584,471,1473,1079,1270,21,100,295,180,151,68,353,985,475,449,66,425,258,1201,351,566,616,182,1761,1055,281,810,29.615950206901267
517,1496,1375,529,1017,643,524,1564,1115,1333,22,103,318,192,157,71,352,1114,482,507,70,476,279,1244,380,624,632,182,1718,980,240,861,28.515978637932896
518,1417,1291,553,1073,626,509,1508,1137,1263,26,100,313,192,157,72,363,1057,481,485,68,431,266,1223,375,600,642,180,1736,1009,250,815,30.581810544003357
519,1493,1383,549,1067,646,518,1580,1144,1304,22,99,307,194,155,70,373,1108,507,511,78,445,271,1252,389,618,626,186,1697,1018,256,883,28.53258029937401
520,1417,1302,476,958,598,483,1490,1008,1250,30,98,277,190,151,69,337,1043,372,485,73,409,267,1098,365,595,574,159,1645,947,244,816,24.791754316409477
521,1299,1214,486,928,559,452,1382,1002,1181,21,100,281,171,156,64,314,945,439,431,70,435,247,1137,333,545,570,169,1557,899,230,742,26.080786214307302
522,1393,1304,487,991,610,497,1502,986,1280,21,100,320,197,154,69,335,1064,450,493,68,428,286,1163,364,592,626,185,1589,805,193,814,26.59349836453377
523,1439,1310,597,1178,613,474,1508,1272,1281,26,115,355,196,161,72,388,1038,529,481,76,514,256,1380,343,558,763,232,1846,1189,310,885,40.03753187176454
524,1508,1395,509,1068,633,505,1582,1128,1334,28,105,295,197,155,70,359,1070,479,491,75,439,261,1185,363,576,671,196,1894,1127,287,910,30.35924191240736
525,1417,1296,506,1018,587,473,1495,1097,1257,21,99,303,185,153,72,352,1034,441,468,63,437,254,1210,351,560,637,177,1669,951,230,838,27.14527889917116
526,1498,1380,534,1047,630,515,1576,1087,1330,29,100,320,209,158,71,364,1097,439,501,71,458,290,1210,399,642,642,181,1735,1003,254,852,28.77350441314757
527,1420,1306,531,1032,610,486,1498,1081,1270,21,98,322,197,150,68,345,1039,470,470,75,459,265,1218,362,587,658,186,1697,946,225,845,29.23369515567773
528,1432,1336,511,980,598,479,1534,1036,1295,25,100,296,189,157,70,339,1060,460,472,72,404,257,1188,363,581,577,163,1682,864,209,821,24.43827479338843
529,1471,1366,509,1001,640,513,1565,1074,1327,20,100,278,193,164,65,346,1098,445,497,66,455,268,1195,359,583,597,173,1687,939,228,880,25.475535553924928
530,1430,1330,529,1118,610,484,1512,1174,1266,24,104,324,185,150,68,386,1038,475,474,73,442,266,1232,364,602,693,192,1803,1051,257,829,32.7793223178623
531,1517,1404,521,1036,648,518,1603,1153,1354,27,104,289,189,154,70,338,1117,487,497,66,459,265,1249,372,593,643,183,1764,1010,243,902,27.611395178962745
532,1387,1258,537,1039,586,461,1489,1133,1251,21,104,322,181,151,69,353,991,486,446,70,436,263,1246,346,572,647,188,1762,947,233,815,30.86335149600959
533,1411,1302,503,929,603,483,1514,1003,1273,23,99,319,194,149,66,303,1047,434,469,70,426,270,1179,366,579,589,179,1619,784,188,817,25.13542079534945
534,1413,1300,529,1076,625,513,1482,1114,1264,22,101,307,192,153,68,365,1023,460,460,71,445,264,1225,356,571,660,192,1703,1007,254,838,30.10318182622187
535,1510,1399,517,989,649,536,1595,1044,1356,22,98,292,202,152,70,328,1129,468,500,81,419,267,1217,381,610,610,175,1687,873,217,898,23.96135060672616
536,1448,1333,545,1168,633,489,1551,1106,1313,22,98,337,188,164,68,395,1083,479,487,73,452,272,1262,381,609,728,216,1711,1056,266,852,32.901234567901234
537,1390,1293,491,988,602,490,1477,1011,1257,21,102,300,187,150,74,331,1037,434,473,65,431,264,1162,339,561,634,180,1624,918,222,823,26.743271433945488
538,1454,1337,525,1108,617,482,1548,1116,1304,22,109,324,194,158,75,367,1039,459,481,78,477,265,1231,359,585,677,186,1794,1031,260,851,31.31528182676989
539,1469,1367,505,1003,620,499,1555,1003,1326,28,104,309,203,160,70,352,1086,482,500,73,432,285,1188,366,602,601,179,1682,867,212,875,25.24691358024691
540,1448,1335,526,1041,658,541,1526,1116,1303,22,98,340,197,149,74,342,1108,475,507,68,431,300,1262,386,628,637,181,1614,919,242,805,27.847771652217823
541,1437,1305,547,1077,613,481,1494,1200,1272,24,104,332,186,164,70,353,1025,473,472,75,447,256,1255,347,565,649,193,1791,997,235,882,33.386208672109234
542,1409,1293,513,1110,593,466,1478,1090,1248,24,103,313,190,160,70,373,987,458,460,75,460,259,1176,336,551,689,188,1714,1070,287,858,31.78217971465444
543,1375,1262,478,881,585,477,1469,934,1225,26,92,292,177,153,65,302,1029,441,466,66,429,262,1121,350,570,531,158,1566,797,208,799,22.87445857632321
544,1475,1364,517,1024,623,498,1565,1083,1316,21,115,318,203,151,82,357,1082,475,506,72,455,277,1215,362,592,605,176,1730,938,229,895,26.670284227710706
545,1575,1463,507,973,653,524,1643,1054,1395,28,115,314,204,156,67,338,1175,472,540,85,422,291,1183,385,639,604,185,1690,845,208,928,24.09264246268489
546,1435,1317,512,1093,616,491,1527,1068,1281,24,100,335,189,161,75,389,1039,472,465,72,437,254,1214,354,568,671,188,1770,945,236,868,29.240289920353803
547,1340,1242,482,1073,591,476,1421,1003,1199,26,97,291,176,145,68,370,959,460,421,68,433,244,1150,337,535,657,180,1648,977,245,797,28.25103037480433
548,1415,1320,481,880,599,481,1515,932,1281,25,100,276,191,155,69,315,1079,481,494,72,407,271,1111,363,589,515,158,1483,753,191,815,20.75841099757731
549,1454,1339,501,1057,612,489,1526,1071,1290,21,103,285,186,153,70,358,1065,447,468,74,424,251,1157,360,562,652,176,1780,1002,246,864,27.77084214441857
550,1484,1376,526,1038,616,496,1568,1107,1330,27,103,309,198,166,75,361,1091,440,503,82,420,290,1189,382,624,610,177,1688,1000,254,872,27.96420581655481
551,1477,1383,501,1034,645,519,1568,1028,1334,25,107,310,198,154,77,344,1114,433,503,82,429,279,1192,365,595,619,173,1679,881,227,879,25.7746610081464
552,1407,1301,509,1070,612,488,1508,1024,1274,24,97,311,189,160,69,368,1046,461,476,69,420,264,1175,353,574,633,177,1692,907,216,833,26.762654958677693
553,1337,1249,438,905,597,486,1425,968,1209,28,91,287,177,151,64,310,1031,412,458,73,373,260,1085,338,550,512,155,1489,800,179,790,21.974887084558787
554,1561,1450,521,1080,698,564,1654,1161,1429,21,107,317,209,162,78,380,1182,449,532,67,428,309,1240,405,661,643,166,1742,1039,251,889,28.53418320276657
555,1392,1288,485,926,575,449,1459,999,1225,20,98,299,193,150,68,317,1025,410,467,72,430,267,1136,362,590,548,169,1594,816,196,797,23.56401384083045
556,1591,1477,522,1010,663,545,1661,1028,1417,29,105,295,208,168,70,344,1188,437,539,74,415,293,1184,410,656,633,184,1752,897,220,928,24.04048320019125
557,1460,1348,493,941,595,483,1542,986,1299,24,103,301,198,162,73,332,1052,445,475,72,419,274,1143,361,576,560,159,1620,815,195,866,22.54745988378611
558,1429,1339,503,1012,608,493,1521,1059,1301,21,94,322,194,149,67,342,1046,456,475,74,415,262,1173,359,582,585,167,1675,961,244,847,25.958087232533888
559,1448,1330,496,1053,621,492,1536,1121,1306,18,103,289,197,156,75,346,1057,428,485,72,426,269,1180,359,571,626,196,1701,1022,269,865,27.96349010898179
560,1416,1303,508,1048,590,477,1492,1105,1242,24,99,317,191,156,64,361,1012,427,460,63,442,264,1172,355,587,637,184,1688,1000,239,841,29.239132055168785
561,1442,1325,524,1089,613,483,1520,1073,1280,22,107,312,183,155,70,379,1050,468,474,72,457,253,1218,361,574,668,195,1783,1025,253,875,30.97119350223045
562,1434,1314,547,1093,619,488,1527,1154,1279,27,104,335,188,151,74,367,1059,495,481,74,465,254,1270,370,569,680,195,1693,1007,257,851,30.89205484081402
563,1392,1297,491,884,559,458,1487,941,1263,31,97,279,194,161,66,312,1041,454,482,67,412,258,1142,338,563,508,158,1533,777,195,834,21.077239144715985
564,1452,1365,468,986,610,489,1564,914,1308,24,105,295,192,146,72,338,1070,450,483,72,435,271,1122,356,580,621,176,1683,845,212,850,23.46079555193041
565,1451,1356,473,947,618,501,1555,947,1335,25,99,298,189,154,75,324,1087,424,488,68,410,273,1116,365,598,558,174,1665,799,203,855,22.63467632412857
566,1351,1237,548,1079,600,467,1441,1180,1189,23,99,331,179,159,72,359,970,503,453,79,475,269,1253,327,553,681,202,1720,1098,299,808,35.42516189298985
567,1406,1315,527,1062,618,495,1481,1043,1256,22,111,325,195,161,76,351,1055,490,486,72,438,263,1218,331,543,675,188,1653,956,241,869,30.025403746036325
568,1352,1238,554,1191,627,494,1434,1199,1206,18,104,338,186,155,80,405,963,491,441,64,447,244,1249,336,546,761,221,1736,1134,286,816,39.48228439852555
569,1417,1322,497,1083,623,493,1482,996,1253,22,101,320,191,150,74,352,1036,373,470,71,438,274,1146,350,564,693,197,1700,926,243,818,29.821141547826684
570,1485,1364,522,948,623,504,1568,1010,1315,22,104,312,211,153,72,340,1095,476,489,76,455,273,1206,371,612,553,166,1625,815,201,883,22.774533651522013
571,1387,1274,466,921,556,445,1449,914,1233,22,100,272,188,149,68,308,1011,426,455,68,407,256,1075,358,567,541,171,1583,789,201,811,23.24297938465913
572,1381,1273,480,884,566,444,1478,981,1257,21,95,284,185,157,67,313,1000,417,449,65,420,266,1128,357,582,518,149,1583,811,202,801,21.72595071796959
573,1426,1330,524,1071,623,505,1529,1057,1280,21,109,322,200,156,75,358,1078,469,480,76,433,267,1207,361,575,648,188,1690,958,233,831,28.18255826444623
574,1470,1349,516,1066,617,503,1553,1106,1316,23,107,328,192,165,81,367,1078,469,502,75,434,257,1216,364,578,645,180,1718,996,235,885,28.945285421408943
575,1419,1303,501,1018,619,488,1504,1055,1271,28,94,315,184,150,69,350,1073,472,493,69,445,264,1177,357,595,628,188,1632,983,252,818,27.933883801050683
576,1458,1349,491,999,619,500,1537,993,1316,17,107,317,188,154,74,340,1080,429,501,65,439,281,1169,356,605,579,170,1634,803,197,848,23.539887153888607
577,1540,1415,523,1156,668,534,1621,1140,1358,18,112,318,203,161,77,397,1124,483,496,77,472,271,1242,381,620,677,193,1843,1038,259,932,31.691849101315952
578,1402,1283,558,1155,632,507,1504,1172,1257,24,98,318,187,162,69,390,1007,499,461,82,481,257,1280,350,565,753,204,1807,1078,276,833,34.244906532241124
579,1466,1339,507,1035,588,476,1533,1158,1290,21,96,296,182,154,67,347,1029,431,475,78,438,266,1175,362,597,626,178,1767,1035,273,872,28.98435740463955
580,1400,1283,501,1035,616,499,1475,1084,1240,28,98,294,176,149,73,348,1036,436,477,72,422,263,1155,370,588,621,179,1658,999,270,817,28.452268494916076
581,1437,1326,495,1052,610,489,1512,1094,1291,21,104,291,190,154,69,366,1042,442,475,70,430,258,1136,366,597,651,181,1706,1020,234,844,28.471396485665213
582,1489,1375,557,1153,646,518,1578,1150,1334,27,110,323,202,154,72,403,1110,509,513,85,466,284,1273,390,630,677,184,1781,1088,275,860,30.081022968373986
583,1428,1328,534,1071,642,514,1523,1122,1310,27,100,342,210,159,73,366,1080,481,508,75,456,296,1299,374,636,648,182,1665,1014,269,817,30.34067068609561
584,1423,1328,498,1001,644,531,1505,1038,1281,31,105,314,202,157,78,330,1061,444,478,66,433,290,1166,372,615,633,181,1611,836,201,814,27.153959252257923
585,1428,1313,560,1091,614,499,1504,1153,1286,24,105,307,199,150,72,365,1027,481,471,72,424,267,1295,355,588,674,194,1754,1080,245,846,31.92092018948941
586,1413,1313,510,1021,610,489,1500,1067,1275,24,91,290,180,154,72,354,1042,463,482,67,419,260,1196,351,574,607,180,1671,1006,267,835,27.308660196648887
587,1501,1390,455,892,636,523,1562,947,1345,19,103,287,197,146,67,325,1083,398,495,78,407,256,1073,368,596,497,161,1612,779,202,911,19.78607618690186
588,1451,1332,523,1073,599,480,1510,1049,1294,22,100,311,190,154,70,364,1030,459,470,82,453,272,1189,352,577,655,187,1715,950,231,858,28.933316285304905
589,1480,1363,526,1061,625,507,1571,1043,1345,25,105,334,196,160,67,363,1102,455,509,77,448,280,1211,370,598,658,197,1644,925,239,866,28.554995895608158
590,1450,1329,568,1128,630,503,1518,1232,1314,29,110,322,206,154,85,370,1037,477,492,77,474,272,1302,379,611,692,199,1803,1214,326,852,36.50054767204159
591,1419,1312,488,991,610,489,1498,956,1283,22,100,292,187,152,70,333,1055,427,483,73,429,268,1125,376,604,568,174,1601,801,197,832,24.35773748218017
592,1515,1397,552,1073,638,510,1603,1076,1377,22,103,330,206,152,74,365,1112,484,507,70,446,275,1260,379,615,661,190,1778,972,250,890,28.27582425964417
593,1390,1293,469,940,588,471,1464,947,1269,22,97,299,196,156,74,315,1024,410,468,64,412,268,1109,343,570,571,164,1614,772,194,824,23.92652841840848
594,1495,1381,549,1132,662,539,1568,1096,1351,20,106,311,198,150,67,379,1122,491,520,70,456,289,1263,380,619,705,214,1724,988,250,869,29.810261381791843
595,1421,1310,512,1038,605,487,1510,1089,1273,29,102,308,190,156,69,359,1050,471,480,76,434,265,1205,363,580,646,179,1659,976,238,822,28.60336845965193
596,1527,1415,526,1072,650,519,1612,1083,1359,28,109,330,216,158,71,367,1150,451,515,78,465,300,1228,385,642,665,193,1756,983,235,873,28.35428769091863
597,1446,1356,490,1028,638,515,1543,1010,1317,24,101,298,192,154,71,352,1081,425,486,75,438,265,1120,355,570,630,179,1646,859,220,860,24.475308641975307
598,1419,1296,526,1088,612,489,1482,1139,1264,30,110,301,195,162,69,380,1029,448,474,80,437,270,1215,353,573,655,189,1725,1063,276,832,31.467841100428352
599,1441,1332,490,1014,632,513,1531,1079,1290,24,99,324,201,157,85,349,1061,412,491,67,433,270,1144,376,612,627,174,1641,1031,268,839,28.59797475497891
600,1434,1309,559,1071,614,472,1513,1174,1267,26,101,346,199,153,71,346,1045,506,475,73,464,270,1317,373,593,665,205,1820,1051,285,837,33.98760883866463
601,1501,1396,448,877,630,517,1572,899,1333,24,105,270,209,154,64,319,1101,429,495,75,391,280,1092,383,619,477,140,1617,748,190,860,18.703704590397848
602,1483,1380,561,1148,644,509,1575,1203,1365,22,111,364,190,160,77,376,1098,512,505,84,505,273,1334,352,575,748,218,1849,1136,309,909,35.51692575769441
603,1386,1269,523,952,594,489,1457,1009,1242,26,102,290,193,156,75,338,1024,470,465,67,406,262,1207,358,583,539,164,1516,775,192,786,24.113068047219247
604,1442,1345,474,874,628,529,1505,961,1312,26,111,296,207,147,84,299,1090,430,508,67,420,283,1131,372,607,525,169,1506,740,202,825,21.634564335619782
605,1416,1294,504,999,592,478,1483,1077,1241,23,97,303,194,155,65,341,1022,419,466,73,431,254,1164,358,570,630,180,1637,915,224,835,27.248654766288823
606,1442,1319,554,1099,641,512,1520,1163,1293,24,109,354,188,153,75,364,1035,453,465,78,439,245,1254,345,547,712,210,1788,1051,264,885,33.342781529646864
607,1513,1399,536,1146,662,540,1582,1179,1340,24,102,296,203,153,74,376,1102,457,493,66,485,273,1232,377,614,721,199,1839,1207,344,888,32.729633172835555
608,1499,1405,484,968,628,509,1570,1016,1359,30,103,279,207,153,74,335,1110,454,514,82,408,293,1159,378,628,582,170,1669,802,198,867,22.37248518240254
609,1444,1330,518,1032,630,509,1554,1163,1328,23,102,322,200,144,74,365,1079,487,498,78,424,272,1239,370,601,627,168,1683,1116,290,849,29.59876543209877
610,1526,1421,495,1015,660,536,1594,1053,1361,18,99,292,200,152,72,353,1142,459,520,77,443,288,1175,383,635,602,180,1734,1042,291,881,26.116943660902663
611,1343,1231,477,968,579,459,1422,1050,1201,23,97,309,179,156,74,330,971,431,443,64,419,251,1134,347,552,605,180,1664,918,242,805,28.365517473304983
612,1327,1212,530,1101,608,482,1393,1105,1182,22,104,327,186,153,74,367,945,469,432,59,460,251,1214,327,515,697,206,1776,1124,295,785,35.278791889759674
613,1387,1285,489,1038,592,472,1464,997,1267,20,101,300,189,148,77,367,1024,423,459,64,395,260,1146,357,567,629,177,1619,912,226,817,26.59054232480807
614,1350,1243,517,1076,605,483,1426,1103,1216,22,95,303,188,151,64,372,1018,450,477,74,430,249,1198,344,555,671,189,1630,1072,285,790,31.89360707076089
615,1388,1280,533,1093,609,483,1463,1098,1269,21,103,342,198,152,80,360,1023,456,467,67,439,256,1249,334,551,726,218,1712,1042,277,838,33.932765053776365
616,1356,1253,458,896,574,468,1424,912,1228,25,101,275,187,154,76,301,1013,416,455,70,406,255,1076,342,557,550,164,1522,756,177,783,22.34205651843256
617,1412,1266,537,1054,628,513,1482,1181,1261,20,105,327,185,152,78,350,1026,454,465,74,468,254,1214,365,555,648,185,1660,1003,272,860,31.133593422821754
618,1442,1332,502,972,597,473,1539,1031,1310,23,104,326,198,146,70,340,1049,468,477,70,445,265,1193,368,584,558,180,1745,886,223,848,25.23049930623981
619,1336,1211,512,962,573,450,1396,1067,1180,26,106,286,181,160,73,327,956,423,444,72,403,256,1179,334,551,602,176,1582,911,231,759,27.885187388459247
620,1375,1271,486,922,584,479,1470,968,1249,20,102,305,205,159,75,307,1021,451,467,62,418,269,1162,359,587,580,166,1548,815,216,788,24.847824622088453
621,1494,1382,498,994,627,501,1564,1033,1318,23,97,310,193,152,68,342,1087,417,496,69,431,279,1131,384,607,600,171,1683,891,217,875,24.922215066611834
622,1492,1383,486,901,649,539,1596,909,1353,22,97,286,196,151,66,305,1119,475,507,74,409,288,1140,370,613,512,159,1623,765,202,871,20.13648456010652
623,1389,1278,520,1018,573,451,1467,1111,1238,26,101,287,186,157,71,355,1030,475,468,69,431,263,1195,345,556,595,182,1642,1041,279,814,28.72678772955781
624,1443,1324,520,1044,622,488,1511,1106,1285,16,103,324,186,164,76,352,1036,452,476,70,447,265,1199,355,585,615,184,1719,1054,282,852,31.040128303651976
625,1368,1240,537,1128,581,465,1435,1183,1223,20,101,327,187,149,79,380,989,459,455,79,464,245,1222,331,535,669,202,1732,1152,315,839,35.00192600341547
626,1457,1344,588,1153,640,514,1550,1208,1298,24,108,327,199,158,84,376,1079,487,478,65,442,275,1322,363,602,730,204,1778,1107,285,865,34.891879261501415
627,1443,1328,502,996,615,496,1521,1010,1277,23,101,300,194,156,77,341,1063,434,480,72,421,270,1151,385,620,616,185,1668,908,233,814,26.305202748745906
628,1370,1247,538,1016,584,475,1426,1147,1214,20,100,318,181,156,69,331,983,449,440,70,412,246,1205,339,549,643,182,1661,1018,264,815,31.617090022909608
629,1485,1366,543,1070,629,505,1544,1135,1358,27,111,338,211,161,84,367,1089,470,495,70,446,271,1240,367,596,648,194,1724,995,252,877,30.11558046012547
630,1442,1319,568,1113,621,501,1510,1309,1279,21,103,323,204,153,75,373,1024,477,491,78,463,277,1294,363,600,698,199,1834,1358,379,861,38.668205865010094
631,1435,1312,538,1086,622,486,1490,1177,1261,21,106,314,196,155,80,368,1029,519,466,77,481,262,1235,366,582,630,180,1705,1067,296,845,32.6816953403663
632,1423,1321,512,963,623,512,1502,981,1272,29,97,325,196,162,77,312,1063,445,471,65,458,277,1210,377,614,617,183,1648,845,214,820,26.25267989210248
633,1469,1348,516,1046,624,507,1543,1097,1298,25,100,302,190,149,70,339,1085,445,498,74,425,278,1159,383,620,662,180,1696,934,224,852,26.98522913773513
634,1505,1392,508,1009,649,533,1599,1016,1351,24,104,320,204,156,68,342,1146,447,524,67,443,277,1173,399,638,618,170,1620,901,214,865,24.266545155946666
635,1419,1300,507,1104,620,495,1490,1100,1271,28,99,299,191,149,76,371,1046,400,463,75,420,253,1130,357,573,675,192,1700,1091,290,844,31.059419603653478
636,1599,1475,546,1137,662,535,1654,1227,1449,20,112,339,215,158,76,398,1146,465,535,87,467,289,1285,408,640,696,196,1866,1100,274,956,31.347540001798357
637,1342,1226,529,1057,572,454,1417,1156,1216,19,104,320,190,160,68,358,956,445,453,75,458,252,1184,332,541,660,191,1692,1013,251,796,32.833008415598876
638,1459,1357,490,1032,637,517,1544,1019,1306,21,105,332,197,156,74,354,1086,431,497,76,436,292,1166,361,599,648,185,1652,895,215,850,27.587021657383012
639,1355,1251,546,1031,593,467,1433,1131,1231,18,100,329,178,155,71,359,995,472,449,66,451,257,1235,336,551,647,199,1691,972,246,804,31.832182482174524
640,1443,1326,463,976,590,478,1498,957,1257,24,101,281,194,146,66,340,1031,400,473,77,389,267,1067,355,588,593,165,1643,932,240,858,24.16024231340574
641,1465,1348,550,1087,625,499,1539,1174,1285,23,104,337,188,151,76,384,1043,446,471,62,448,257,1255,364,584,659,188,1803,1050,264,885,32.14110944417759
642,1363,1268,537,1063,580,457,1457,1121,1216,22,103,322,186,151,69,359,989,450,447,69,474,262,1244,344,556,646,188,1688,1047,276,808,31.65640933492061
643,1444,1338,511,1104,638,513,1516,1060,1290,27,108,309,187,168,80,391,1073,446,486,78,442,261,1190,347,565,676,189,1730,975,251,871,28.76711390505092
644,1490,1368,514,1042,649,535,1550,1102,1321,23,98,317,199,154,68,360,1102,445,500,76,444,292,1182,390,630,641,175,1654,969,235,854,26.21705889263059
645,1498,1387,502,1039,637,529,1575,1033,1352,26,99,289,194,152,72,362,1104,431,502,74,410,264,1140,354,571,634,181,1735,999,261,918,26.08071588236932
646,1361,1245,495,1076,580,467,1433,1075,1208,19,97,302,188,148,70,353,953,413,434,74,411,248,1127,338,540,655,183,1679,1002,250,823,30.155258345584283
647,1577,1451,532,1140,688,562,1651,1131,1415,22,106,338,213,172,77,390,1191,455,533,73,490,294,1252,417,674,691,194,1775,1071,279,902,30.250186342822236
648,1467,1364,525,981,604,477,1547,1068,1307,22,106,312,203,156,69,334,1085,476,497,75,442,277,1198,369,603,602,170,1669,890,211,865,25.12931124746089
649,1412,1292,530,1090,610,496,1477,1148,1266,20,100,332,174,167,69,369,1030,465,463,70,438,267,1240,326,561,646,194,1709,1071,270,846,31.73821597196203
650,1427,1312,525,1064,629,506,1504,1099,1271,28,98,311,192,155,74,354,1017,442,462,71,472,268,1213,357,578,654,204,1706,1056,278,831,31.36293184733739
651,1437,1320,515,1016,630,512,1519,1107,1271,24,98,324,185,144,70,347,1063,460,477,75,454,267,1168,364,582,611,177,1710,1021,269,848,29.45788622425103
652,1420,1307,550,1058,599,476,1492,1176,1277,20,99,302,193,156,73,354,1018,448,466,74,472,265,1245,349,580,651,192,1799,1104,295,849,32.8489506901123
653,1429,1317,512,1021,588,470,1517,1062,1278,22,99,304,182,156,67,348,1017,435,462,72,449,266,1180,351,582,636,183,1694,962,232,850,27.381424230413533
654,1323,1222,507,975,576,456,1431,1036,1194,22,101,315,175,162,78,337,984,427,452,74,442,251,1158,337,554,612,185,1562,886,222,767,27.51334986275441
655,1435,1308,528,1045,597,477,1501,1100,1273,22,102,325,190,151,69,351,1020,460,480,73,416,267,1202,366,583,660,195,1743,1000,259,831,29.75715786518261
656,1467,1353,518,1047,623,500,1549,1092,1295,28,100,314,194,156,73,363,1088,460,497,72,455,270,1199,386,600,644,185,1660,1013,258,861,27.868129278984995
657,1479,1358,544,1143,637,502,1544,1158,1301,20,107,332,190,167,77,370,1049,456,484,73,454,279,1253,375,610,671,212,1790,1112,288,876,32.91882338088625
658,1299,1200,475,929,587,486,1383,939,1170,24,94,291,177,147,72,297,983,413,430,61,425,264,1111,351,581,578,168,1514,826,212,719,24.7265625
659,1425,1307,525,1129,599,471,1478,1142,1271,24,103,323,186,166,71,379,1032,425,462,70,476,275,1219,364,581,703,204,1784,1049,270,833,33.392258830159
660,1448,1333,480,1012,604,486,1542,1050,1310,20,100,295,194,156,71,357,1084,415,481,74,430,255,1150,356,560,593,178,1682,970,243,866,25.126412336091146
661,1419,1316,498,951,629,516,1521,973,1284,22,101,276,202,149,69,336,1075,466,484,73,447,277,1178,369,595,563,168,1533,820,181,825,23.112295259571944
662,1458,1351,476,900,614,499,1554,927,1321,22,97,284,188,155,67,315,1081,427,492,77,416,283,1110,377,601,509,160,1642,778,184,862,20.70597639204489
663,1482,1350,587,1199,703,558,1570,1257,1326,28,108,359,204,162,74,397,1106,475,502,84,506,278,1342,383,615,780,225,1777,1165,308,870,38.14780914715326
664,1406,1288,506,989,600,489,1472,1075,1267,26,100,313,180,161,69,339,1033,421,458,70,416,252,1166,351,565,601,171,1650,960,249,825,28.341579202458984
665,1470,1352,519,998,615,508,1530,1010,1337,21,100,292,193,146,68,348,1094,446,485,65,415,280,1158,382,620,587,178,1683,883,212,859,24.036261503124557
666,1422,1320,487,980,605,483,1490,1029,1277,27,104,322,195,157,68,332,1045,445,470,77,438,260,1172,348,566,587,175,1654,888,217,840,25.92110339506173
667,1446,1323,509,955,580,464,1502,1063,1288,22,97,287,180,162,66,320,1029,410,451,73,438,243,1109,360,570,566,170,1687,882,217,877,25.422205427165213
668,1393,1280,519,1030,593,467,1471,953,1252,23,105,305,191,154,70,339,1001,446,455,68,447,243,1156,346,544,619,185,1691,875,219,843,26.627418643059958
669,1517,1398,487,939,636,519,1583,1008,1347,22,106,318,202,153,76,301,1122,422,520,70,421,296,1158,389,640,592,171,1627,821,213,855,23.010064840712595
670,1429,1319,505,1026,637,521,1513,1036,1309,25,95,312,193,157,70,333,1088,447,493,59,437,283,1222,359,595,671,200,1671,902,223,827,28.73559430613427
671,1580,1469,511,1024,700,568,1691,1018,1425,29,104,299,205,147,76,339,1198,494,550,75,441,313,1239,400,685,640,186,1772,954,225,898,24.24136157231901
672,1471,1358,505,1078,625,502,1541,1047,1310,28,110,301,199,154,75,366,1047,450,480,70,474,274,1171,362,590,666,186,1729,963,226,881,28.18340129186449
673,1518,1392,501,981,623,504,1571,1048,1319,21,105,297,190,154,72,349,1110,466,502,73,437,282,1162,378,614,597,186,1694,943,236,891,24.77012572715332
674,1616,1482,528,998,677,548,1661,1034,1406,25,103,330,197,157,66,334,1188,468,545,82,426,292,1218,406,652,607,184,1779,851,215,921,23.914540285911013
675,1497,1408,498,1013,660,532,1592,1011,1372,25,109,324,213,155,83,342,1153,471,534,73,447,299,1189,373,624,632,179,1694,907,230,869,25.652031387348362
676,1467,1364,520,1117,658,539,1556,1106,1324,27,103,301,197,156,78,378,1071,502,493,70,428,276,1236,361,608,691,188,1728,992,243,853,28.82946197789906
677,1450,1356,466,893,661,553,1536,951,1340,23,104,281,194,145,72,296,1120,409,521,75,412,300,1113,369,624,547,169,1502,767,200,817,22.311596284592557
