,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
5007,144,576,197,124,99994.9553098534,0.1
5008,145,563,192,132,100011.06670996029,0.1
5009,149,534,174,124,100006.93304104976,0.1
5010,135,523,181,124,100003.6737233298,0.1
5011,150,602,205,124,99984.59255241901,0.1
5012,147,570,192,129,100001.17619608152,0.1
5013,144,565,199,142,99991.94217821873,0.1
5014,155,590,199,141,99984.30716782092,0.1
5015,144,540,182,138,99997.00211884148,0.1
5016,153,569,191,133,100019.26271798064,0.1
5017,149,550,184,119,100008.17812680133,0.1
5018,152,557,188,133,100000.40503509378,0.1
5019,147,557,186,124,100000.58993418174,0.1
5020,147,555,187,138,99999.52119643208,0.1
5021,159,557,181,143,100003.98569027596,0.1
5022,162,618,208,134,99997.331408348,0.1
5023,146,583,195,129,99989.35967684412,0.1
5024,156,555,178,130,99993.77556425867,0.1
5025,147,565,194,126,100006.29624727789,0.1
5026,149,538,188,127,100004.8257339869,0.1
5027,145,562,186,131,99989.27051157744,0.1
5028,151,609,195,142,99998.79474390273,0.1
5029,148,565,200,130,100005.93799352828,0.1
5030,146,576,199,132,99992.03453516752,0.1
5031,142,526,176,126,100016.33058170704,0.1
5032,138,536,186,122,99991.08889821767,0.1
5033,146,576,188,132,99996.35370682698,0.1
5034,144,545,191,123,100016.8192066409,0.1
5035,150,592,187,129,99995.91866315801,0.1
5036,153,570,200,120,99985.21746718467,0.1
5037,146,527,171,121,99991.89411508273,0.1
5038,150,580,192,132,99992.94296048216,0.1
5039,150,580,192,132,100009.05433789453,0.1
5040,152,570,192,140,100002.88755449618,0.1
5041,144,558,199,124,99998.54505841114,0.1
5042,146,554,190,136,99999.25924416832,0.1
5043,146,560,196,126,100001.74253170773,0.1
5044,154,610,206,126,100013.32829536924,0.1
5045,146,584,198,135,99996.14133584227,0.1
5046,140,558,182,134,99992.17929255457,0.1
5047,144,564,190,118,99997.15358399852,0.1
5048,152,605,185,126,99996.05921125675,0.1
5049,150,535,183,131,100003.07382520569,0.1
5050,144,550,186,121,99996.19341437127,0.1
5051,146,568,194,118,99996.80971412976,0.1
5052,161,630,210,142,99992.92217628132,0.1
5053,146,574,200,129,99992.55612826027,0.1
5054,148,570,196,130,99995.21305978557,0.1
5055,144,554,192,125,100002.6776187764,0.1
5056,145,556,189,119,100006.37665655206,0.1
5057,146,560,183,123,100002.61073001429,0.1
5058,144,556,182,130,99985.37569853949,0.1
5059,156,596,200,129,100011.65510957366,0.1
5060,147,564,191,114,100028.54424081449,0.1
5061,144,546,186,130,99997.05867723581,0.1
5062,150,614,197,124,99989.57102608854,0.1
5063,144,592,206,128,100002.29067721334,0.1
5064,144,586,206,128,100011.65685581377,0.1
5065,142,559,188,124,99995.25145651943,0.1
5066,150,608,196,130,100007.14228397855,0.1
5067,144,586,196,130,100000.318531778,0.1
5068,148,550,196,130,100013.09733972803,0.1
5069,140,556,190,130,100005.42812730688,0.1
5070,150,580,192,130,100003.71795294224,0.1
5071,156,560,192,122,99984.20411293131,0.1
5072,156,595,205,128,99996.0409438156,0.1
5073,147,560,189,123,100003.54125467525,0.1
5074,155,598,199,137,100022.62335080364,0.1
5075,143,578,193,126,100008.23682233752,0.1
5076,145,581,206,140,100004.94774767171,0.1
5077,146,586,187,127,99988.68903795356,0.1
5078,140,544,188,118,99997.98195294275,0.1
5079,154,567,193,140,99979.60048090167,0.1
5080,142,544,179,129,99984.56594267725,0.1
5081,151,555,185,131,99989.50179419943,0.1
5082,154,562,192,121,99991.50850505769,0.1
5083,149,562,190,130,99995.05287217248,0.1
5084,150,541,191,133,99988.7256976789,0.1
5085,155,583,188,130,100000.9131193973,0.1
5086,159,599,200,126,99987.78457758484,0.1
5087,148,566,189,127,100006.85182669954,0.1
5088,160,587,200,130,99991.75956692804,0.1
5089,149,575,204,131,99998.03189677074,0.1
5090,143,567,196,133,99997.093204566,0.1
5091,152,566,200,129,99991.12735887132,0.1
5092,147,541,196,124,100005.17634097864,0.1
5093,140,544,181,129,99992.08925706056,0.1
5094,149,550,193,134,100003.713093095,0.1
5095,154,597,197,130,99994.183196246,0.1
5096,150,561,192,126,99999.91876672428,0.1
5097,148,556,192,122,99994.22294045237,0.1
5098,147,574,194,133,100016.34844151324,0.1
5099,151,578,197,125,100008.95244210119,0.1
5100,149,584,197,136,100027.30845310928,0.1
5101,154,566,188,135,99986.25353424717,0.1
5102,145,558,188,140,100017.67878137779,0.1
5103,149,606,214,129,100004.10253309354,0.1
5104,152,577,185,126,100006.22930633307,0.1
5105,158,572,183,128,100000.1105678383,0.1
5106,147,568,193,130,100000.71860459648,0.1
5107,138,545,186,129,99996.97498241373,0.1
5108,149,610,196,123,100009.43365684758,0.1
5109,151,567,194,128,99999.85577008649,0.1
5110,158,575,197,130,100008.03050059693,0.1
5111,152,579,197,123,100003.26911350727,0.1
5112,142,558,195,130,100019.10957559485,0.1
5113,147,542,186,135,100003.65076094256,0.1
5114,146,550,188,133,100012.08716026119,0.1
5115,144,555,196,123,99996.76778382485,0.1
5116,144,565,191,120,99993.16478307496,0.1
5117,148,561,196,127,100003.22612075275,0.1
5118,138,572,193,126,99998.85889510508,0.1
5119,145,565,189,123,99998.79823337733,0.1
5120,149,588,201,130,99996.9042579907,0.1
5121,150,576,195,120,99995.64473591883,0.1
5122,146,540,177,126,100018.08706676564,0.1
5123,144,555,190,122,99991.88254026283,0.1
5124,148,565,193,136,100002.53080465086,0.1
5125,153,539,175,133,99979.06898926618,0.1
5126,143,528,178,131,100008.415458829,0.1
5127,146,581,182,138,100005.14486490256,0.1
5128,147,545,189,130,100010.07383229854,0.1
5129,151,573,196,132,99993.3818580458,0.1
5130,146,548,187,124,99984.43353565632,0.1
5131,144,561,200,128,99996.7456232342,0.1
5132,147,568,196,123,100024.02776772864,0.1
5133,146,554,193,133,99998.77595552572,0.1
5134,144,568,196,135,100003.63628056424,0.1
5135,150,556,192,128,99997.1743985546,0.1
5136,145,558,192,132,100008.66375171203,0.1
5137,144,537,182,130,99990.09923355936,0.1
5138,148,550,190,137,100001.04197941264,0.1
5139,143,566,196,119,100002.63517418383,0.1
5140,151,572,188,132,100012.75931141668,0.1
5141,153,580,200,131,100017.08760253982,0.1
5142,159,573,194,131,99977.58456024544,0.1
5143,152,543,187,136,99997.61037065803,0.1
5144,135,538,189,125,99984.779902354,0.1
5145,146,553,189,135,99992.66626591986,0.1
5146,149,562,187,122,100006.67023863627,0.1
5147,145,556,188,127,100011.55079341444,0.1
5148,153,570,187,133,100012.37278685966,0.1
5149,147,568,192,128,99981.19074875604,0.1
5150,145,546,187,126,99986.55969929203,0.1
5151,145,557,191,132,99987.13014887206,0.1
5152,150,587,196,127,99992.16996333594,0.1
5153,146,549,187,128,99999.70929239652,0.1
5154,146,581,193,130,100004.71154427287,0.1
5155,151,576,198,132,99999.45372391476,0.1
5156,148,524,181,132,99995.9661465746,0.1
5157,143,592,203,133,100012.45345118661,0.1
5158,145,552,191,135,99990.23178199577,0.1
5159,155,566,193,122,99997.20765068338,0.1
5160,139,554,194,122,99988.07857584364,0.1
5161,146,543,185,129,99994.54307056162,0.1
5162,146,531,178,126,100006.24117122382,0.1
5163,149,559,194,132,99981.57882994068,0.1
5164,149,563,192,128,99993.34673279162,0.1
5165,151,560,194,133,99993.8533784507,0.1
5166,145,561,191,130,99995.7319162353,0.1
5167,147,557,189,132,99999.91013486322,0.1
5168,149,555,190,131,99995.13198378141,0.1
5169,154,587,194,132,99993.49100589404,0.1
5170,147,539,180,134,99999.02017117279,0.1
5171,141,550,192,126,99998.32174134682,0.1
5172,145,553,183,139,99983.9565765059,0.1
5173,142,539,187,127,99982.20800278033,0.1
5174,138,533,185,122,99994.27438959076,0.1
5175,151,559,190,128,100006.99946041737,0.1
5176,151,561,187,126,99998.03293741928,0.1
5177,145,567,194,132,99992.53548062744,0.1
5178,151,563,181,129,100009.37748132557,0.1
5179,158,548,183,126,99973.74598763106,0.1
5180,151,542,182,132,100007.46164834162,0.1
5181,149,555,191,129,100006.74110015377,0.1
5182,137,554,191,120,100010.14267499725,0.1
5183,140,556,196,123,99999.19285767117,0.1
5184,144,544,181,120,99997.78352265328,0.1
5185,140,572,183,130,99993.53640889454,0.1
5186,156,550,182,128,100013.74084657346,0.1
5187,147,550,188,134,99990.87089472094,0.1
5188,147,560,193,134,100004.79711177322,0.1
5189,144,550,189,124,100007.42366753508,0.1
5190,137,541,191,120,100002.31547893194,0.1
5191,143,554,194,132,99990.93036260956,0.1
5192,154,545,190,130,100024.81945243127,0.1
5193,134,534,186,128,100002.2661946091,0.1
5194,144,554,193,127,99998.62083763676,0.1
5195,144,547,183,130,99994.5845075759,0.1
5196,152,596,203,127,99991.95408000758,0.1
5197,145,557,188,128,100009.3062738544,0.1
5198,150,568,200,132,100015.4306520976,0.1
5199,153,553,183,130,100013.81786900015,0.1
5200,142,560,192,130,99998.33331242068,0.1
5201,151,584,204,125,99983.41417125656,0.1
5202,154,553,185,137,99994.45650842438,0.1
5203,157,543,168,134,100005.06683471618,0.1
5204,150,553,187,130,100001.52475811887,0.1
5205,144,555,187,127,99996.27618862524,0.1
5206,149,572,196,131,99988.8295396338,0.1
5207,149,556,181,131,99995.72185270082,0.1
5208,145,546,190,122,100009.39183808964,0.1
5209,150,560,189,121,99990.79290088268,0.1
5210,145,560,195,132,99995.57362657654,0.1
5211,141,577,193,130,100006.80653690387,0.1
5212,153,590,200,135,99989.63826193707,0.1
5213,152,590,198,127,99982.4888678828,0.1
5214,149,537,179,129,100005.34143075408,0.1
5215,150,563,194,133,100006.99832698947,0.1
5216,154,564,189,126,100002.12831069775,0.1
5217,155,564,189,134,99985.56879261084,0.1
5218,148,577,197,124,99998.74369318405,0.1
5219,144,588,206,132,100015.76356300547,0.1
5220,148,558,194,128,99985.63461639805,0.1
5221,146,554,190,129,100002.77326052307,0.1
5222,146,537,177,128,99994.35387995199,0.1
5223,147,539,182,127,100002.10231621387,0.1
5224,137,570,201,124,99987.87187896665,0.1
5225,146,524,171,130,99983.16299074242,0.1
5226,146,537,183,120,100005.48939014539,0.1
5227,152,573,202,132,100001.33089616004,0.1
5228,156,580,190,134,100002.33366109352,0.1
5229,149,566,185,127,99985.1559292185,0.1
5230,146,567,192,123,100004.31884448654,0.1
5231,152,571,187,127,100012.67851686913,0.1
5232,143,563,200,131,99994.59613005591,0.1
5233,144,556,193,130,100003.36490656887,0.1
5234,154,569,191,133,99994.99521034422,0.1
5235,145,544,181,127,100008.90586317338,0.1
5236,152,588,200,127,99991.73502202233,0.1
5237,152,565,193,130,99998.74787557774,0.1
5238,149,580,196,133,100008.56918745127,0.1
5239,134,520,179,111,100004.61829428843,0.1
5240,145,566,197,127,99990.50652849609,0.1
5241,152,588,197,131,99999.61155859393,0.1
5242,152,545,187,125,100023.72396539604,0.1
5243,147,563,198,120,99999.01063047463,0.1
5244,137,549,183,122,100022.678590646,0.1
5245,144,585,196,133,99995.96052849416,0.1
5246,138,535,180,124,99994.06305048152,0.1
5247,150,558,189,126,100003.26675851313,0.1
5248,146,571,197,133,100011.801142921,0.1
5249,144,563,196,120,99990.72672937343,0.1
5250,147,592,201,130,99997.2728733352,0.1
5251,139,537,187,127,100018.32772693073,0.1
5252,138,558,193,125,99997.52792245963,0.1
5253,154,600,204,134,100012.10290075137,0.1
5254,154,578,189,133,100020.705255325,0.1
5255,145,580,194,126,99980.10665112533,0.1
5256,147,570,183,120,100000.91526879786,0.1
5257,152,566,191,126,99976.23600440632,0.1
5258,147,563,190,127,99981.81780229672,0.1
5259,152,564,187,131,99997.67973456589,0.1
5260,144,557,194,131,100012.56811474025,0.1
5261,145,534,183,109,99993.77686555029,0.1
5262,144,556,192,115,100014.89887415527,0.1
5263,147,562,183,127,99999.24609652748,0.1
5264,149,570,194,127,100002.87330628817,0.1
5265,138,556,179,125,99999.89789489246,0.1
5266,149,568,189,127,100011.51811065471,0.1
5267,141,537,184,117,99999.19597874382,0.1
5268,154,588,198,130,100012.67674653648,0.1
5269,158,578,198,120,99991.33779746185,0.1
5270,144,565,188,128,99991.39669295355,0.1
5271,155,541,168,121,99998.26153776053,0.1
5272,142,552,185,131,99988.59167922878,0.1
5273,144,577,197,129,99988.72830118897,0.1
5274,145,564,191,127,100005.84292915066,0.1
5275,149,575,198,133,100002.11545494516,0.1
5276,152,570,187,122,99989.6981475065,0.1
5277,152,537,182,131,100011.85758467132,0.1
5278,149,567,187,125,99994.34130078494,0.1
5279,144,547,185,122,100002.49152307262,0.1
5280,144,553,192,117,99988.2121629967,0.1
5281,150,572,197,130,99995.26500169028,0.1
5282,152,568,184,128,100010.64339982011,0.1
5283,154,554,183,117,100012.67505308297,0.1
5284,145,597,206,124,99989.21699151413,0.1
5285,155,577,195,135,99995.0396527122,0.1
5286,144,557,192,133,99995.36831735686,0.1
5287,153,593,199,124,99993.9537043998,0.1
5288,144,567,192,132,100008.20688380107,0.1
5289,145,538,184,107,99996.190934891,0.1
5290,146,568,194,131,100013.16157041604,0.1
5291,150,536,181,125,99983.65999702137,0.1
5292,150,568,197,139,100004.77677428118,0.1
5293,151,558,192,127,100009.79415083873,0.1
5294,145,530,174,119,99991.86084140373,0.1
5295,145,565,189,133,99996.86555744047,0.1
5296,146,555,189,132,99988.58319037755,0.1
5297,144,547,186,126,99992.17547087008,0.1
5298,148,556,194,127,99989.8499718234,0.1
5299,150,611,205,119,100010.71549261043,0.1
5300,146,574,193,134,99991.48134058264,0.1
5301,138,547,188,122,100017.28581786572,0.1
5302,158,552,189,134,100011.71279216863,0.1
5303,147,567,189,127,99993.85058837688,0.1
5304,147,527,175,127,99998.16768923927,0.1
5305,155,551,187,137,99986.64944235774,0.1
5306,149,547,183,133,99982.52789968405,0.1
5307,153,557,186,134,100008.16064772672,0.1
5308,145,572,206,137,100004.76230338633,0.1
5309,147,548,185,134,100002.35078254656,0.1
5310,147,556,190,131,100014.28692753725,0.1
5311,149,574,190,127,100000.43412070238,0.1
5312,146,560,190,120,99998.73105549463,0.1
5313,147,562,192,131,100000.3459810966,0.1
5314,153,580,199,130,100011.84819866314,0.1
5315,147,567,194,134,99986.90475665072,0.1
5316,144,548,192,130,99998.1319799885,0.1
5317,145,552,192,137,100019.69326343497,0.1
5318,153,576,197,140,100001.50065355051,0.1
5319,148,575,193,125,99994.75935122416,0.1
5320,142,523,183,127,100017.846660034,0.1
5321,146,565,194,127,100000.31907820508,0.1
5322,147,582,191,128,100011.21287943104,0.1
5323,143,546,197,114,99996.342620334,0.1
5324,150,547,187,118,100007.79844170736,0.1
5325,147,531,177,124,99995.87345510887,0.1
5326,140,539,189,121,100005.21170379024,0.1
5327,141,560,191,123,100009.43156622727,0.1
5328,149,569,194,127,99987.81226845454,0.1
5329,154,554,181,129,99993.33822982924,0.1
5330,154,587,206,137,100004.72427175977,0.1
5331,151,569,180,140,100006.61290974359,0.1
5332,154,575,193,131,99996.3797738564,0.1
5333,144,542,177,118,100008.76808065783,0.1
5334,138,555,193,121,100016.94051310938,0.1
5335,140,563,183,131,99996.23640107193,0.1
5336,152,587,200,126,99990.80025348217,0.1
5337,151,577,184,133,100003.97111701788,0.1
5338,146,527,175,118,99999.27958938226,0.1
5339,145,544,193,121,100002.05317017077,0.1
5340,145,555,189,122,100011.32064944178,0.1
5341,149,571,192,138,99996.99918681248,0.1
5342,139,554,194,138,100009.45866841984,0.1
5343,154,585,206,140,100009.68573666741,0.1
5344,146,557,187,122,99994.22220198193,0.1
5345,147,578,200,137,99983.67156814462,0.1
5346,149,527,173,128,99982.56924171843,0.1
5347,150,573,189,131,100014.07982665683,0.1
5348,142,563,190,124,100031.3202972814,0.1
5349,146,591,200,132,100004.63812767428,0.1
5350,154,594,205,135,100005.54494660892,0.1
5351,147,538,178,113,100007.99216144136,0.1
5352,150,567,194,130,99997.46407416699,0.1
5353,142,541,183,125,100000.87690634411,0.1
5354,145,548,188,128,99993.39048338676,0.1
5355,161,551,185,133,100005.49570458056,0.1
5356,152,577,183,135,100007.71933334498,0.1
5357,143,533,187,122,100006.9192139976,0.1
5358,144,549,185,127,99988.89991122896,0.1
5359,156,597,199,129,100013.32051379766,0.1
5360,150,577,199,139,100006.48789639924,0.1
5361,155,562,189,131,99999.99395606236,0.1
5362,144,539,182,127,100001.2880169473,0.1
5363,150,595,204,133,99988.21835152818,0.1
5364,143,569,197,121,99999.25895830095,0.1
5365,141,544,187,120,99999.53714221966,0.1
5366,131,523,187,118,100012.56917077424,0.1
5367,150,553,181,131,100000.56067088676,0.1
5368,144,590,194,124,99998.7426834336,0.1
5369,145,555,194,120,100000.49379713088,0.1
5370,150,555,189,118,100000.504672085,0.1
5371,149,545,183,127,99993.97430364232,0.1
5372,144,554,178,124,100004.34325522164,0.1
5373,143,634,214,142,99992.48468664734,0.1
5374,145,558,193,117,99996.25493489458,0.1
5375,151,585,205,133,99984.24653013947,0.1
5376,148,562,196,125,100003.0461295798,0.1
5377,157,558,184,136,100000.77510357974,0.1
5378,145,583,194,130,99989.93944236114,0.1
5379,139,521,179,127,99995.55932267036,0.1
5380,150,559,195,129,100011.61141997016,0.1
5381,160,587,191,123,99997.30909770534,0.1
5382,167,581,186,130,99983.36948722594,0.1
5383,142,537,182,126,100016.36129909908,0.1
5384,143,543,187,125,100013.20057347641,0.1
5385,141,526,183,123,99999.10964772293,0.1
5386,143,555,196,126,99994.99530976037,0.1
5387,147,550,193,127,99990.64375064176,0.1
5388,148,572,197,133,99998.80528123004,0.1
5389,147,525,177,122,99999.12190192784,0.1
5390,152,587,201,138,99985.21976836004,0.1
5391,150,556,189,134,100001.25240212443,0.1
5392,152,578,195,132,100001.95832337208,0.1
5393,157,583,198,131,100008.86755051804,0.1
5394,137,518,181,120,100000.13923503547,0.1
5395,141,567,187,123,99979.05619331231,0.1
5396,150,574,196,127,99996.14478523277,0.1
5397,152,574,199,134,99985.91027230336,0.1
5398,144,550,191,132,100000.76441465119,0.1
5399,152,561,192,139,99995.87503353713,0.1
5400,146,587,192,121,100004.8278998291,0.1
5401,153,574,186,129,100006.66029713553,0.1
5402,146,575,190,124,100001.04909849331,0.1
5403,147,568,191,131,99984.36494882731,0.1
5404,149,570,181,134,100009.58642851855,0.1
5405,153,577,194,129,99984.58027704012,0.1
5406,156,610,196,139,99996.8198272142,0.1
5407,145,566,191,123,99985.7723015554,0.1
5408,144,550,192,127,99998.30459162589,0.1
5409,143,550,184,119,100014.61577556221,0.1
5410,144,544,184,113,100007.49986188672,0.1
5411,148,538,178,127,100003.38231455811,0.1
5412,144,550,184,121,99996.84829099674,0.1
5413,143,544,177,122,100004.71437626377,0.1
5414,151,566,194,137,99982.54718335024,0.1
5415,144,547,189,121,99987.21713359018,0.1
5416,149,578,196,133,100007.56302878798,0.1
5417,143,564,192,121,99995.70843975738,0.1
5418,154,555,190,137,100012.82185242641,0.1
5419,157,607,201,138,99986.72014898912,0.1
5420,147,582,207,130,100013.85031784383,0.1
5421,144,538,184,130,100002.95383342466,0.1
5422,147,564,196,122,100006.89091203632,0.1
5423,150,558,188,127,100003.30767300297,0.1
5424,145,564,197,132,100030.12754568238,0.1
5425,144,525,173,116,99989.01417037369,0.1
5426,148,560,194,126,99992.27837243733,0.1
5427,153,577,194,126,99992.86241189658,0.1
5428,150,544,177,125,100017.14236727064,0.1
5429,155,595,193,147,100004.84829640981,0.1
5430,144,564,196,129,100000.40777814963,0.1
5431,146,562,193,133,99983.23735199301,0.1
5432,142,524,182,129,100008.88368500935,0.1
5433,142,542,185,128,100009.56175736069,0.1
5434,148,570,198,145,100018.48191835008,0.1
5435,148,555,190,131,99997.15971064649,0.1
5436,153,543,180,131,99992.05618638084,0.1
5437,157,555,180,129,100001.11296429826,0.1
5438,139,527,184,123,99997.15372340764,0.1
5439,145,583,185,137,99988.29298042056,0.1
5440,153,552,187,132,100011.24318751863,0.1
5441,147,579,202,131,100019.7383776044,0.1
5442,142,546,190,121,100007.83604351887,0.1
5443,139,531,180,123,99997.56760008194,0.1
5444,142,554,192,123,99992.71935811118,0.1
5445,161,595,194,137,100003.33010739824,0.1
5446,152,518,168,118,99988.91347728518,0.1
5447,151,572,195,133,100006.66598271698,0.1
5448,149,557,194,124,99997.64655717196,0.1
5449,143,547,194,128,99993.04549173877,0.1
5450,146,554,194,124,100003.41771507553,0.1
5451,149,557,196,135,99999.66803472993,0.1
5452,145,554,195,134,99996.00039997726,0.1
5453,146,577,189,132,100006.81223491114,0.1
5454,149,554,188,131,99993.82292809444,0.1
5455,154,570,189,126,99990.18888985015,0.1
5456,138,531,183,130,99983.28706180149,0.1
5457,149,588,198,138,100028.21788880367,0.1
5458,149,610,193,138,99989.21316647617,0.1
5459,144,557,195,131,100004.20403377817,0.1
5460,152,588,202,132,100012.02803454279,0.1
5461,139,551,189,129,99981.6703065636,0.1
5462,158,547,182,138,99995.11185420591,0.1
5463,152,556,188,125,100011.54766068482,0.1
5464,140,568,185,125,99997.14981712081,0.1
5465,145,541,184,131,100011.62750451275,0.1
5466,143,555,191,134,99998.64805852226,0.1
5467,148,576,199,126,100002.93766470703,0.1
5468,151,564,190,132,100014.4545669086,0.1
5469,158,550,179,131,99987.56437993977,0.1
5470,156,554,182,134,99981.86982293746,0.1
5471,155,589,199,129,100010.37060358279,0.1
5472,152,540,169,128,100020.95925060556,0.1
5473,149,561,190,129,99997.99814307113,0.1
5474,141,557,192,123,100001.41157306428,0.1
5475,148,547,187,135,99994.11423938203,0.1
5476,145,546,190,131,100007.87687722855,0.1
5477,146,570,198,134,100006.61249296405,0.1
5478,144,580,184,135,100005.926456237,0.1
5479,153,548,184,135,99987.97884617318,0.1
5480,156,602,195,137,99995.40884561623,0.1
5481,154,594,198,132,100002.62058692671,0.1
5482,151,561,194,131,100013.90957188056,0.1
5483,151,574,196,138,99990.51813454539,0.1
5484,149,568,192,118,99980.68295551917,0.1
5485,146,568,197,131,100007.16088291927,0.1
5486,146,547,183,132,100007.04143539352,0.1
5487,150,557,188,131,99997.31954074852,0.1
5488,159,601,202,133,99989.31540002453,0.1
5489,152,567,191,127,99971.55062405985,0.1
5490,151,586,200,138,99999.41660732326,0.1
5491,153,551,181,133,100003.16529960636,0.1
5492,157,593,188,140,99993.16286669947,0.1
5493,151,550,188,128,99997.87492378123,0.1
5494,143,598,198,129,99988.31857883633,0.1
5495,152,580,190,126,99995.92986870934,0.1
5496,146,588,198,133,99996.66143878883,0.1
5497,150,535,175,128,99990.69884612694,0.1
5498,152,562,193,135,99995.1459972266,0.1
5499,149,554,185,131,99991.39385256002,0.1
5500,143,549,187,124,100008.84322907432,0.1
5501,157,565,190,134,100004.91177283476,0.1
5502,145,580,201,130,99989.82100891916,0.1
5503,147,559,189,134,99986.47597611144,0.1
5504,154,598,201,139,100008.7792760932,0.1
5505,149,562,199,131,100007.28806976293,0.1
5506,148,552,194,132,99996.35208965164,0.1
5507,152,548,185,126,99988.00774686212,0.1
5508,148,557,193,123,99985.33547079584,0.1
5509,150,565,195,122,99993.10253911039,0.1
5510,144,534,184,129,99999.02538038416,0.1
5511,143,552,185,138,99995.46248488012,0.1
5512,143,553,197,127,100006.44544779086,0.1
5513,145,525,180,132,99994.89396965863,0.1
5514,137,553,180,122,99996.42235431797,0.1
5515,145,557,184,139,100021.92959009083,0.1
5516,148,549,184,127,99994.35127704222,0.1
5517,155,590,198,137,100002.94419068584,0.1
5518,152,583,192,129,99991.94592300264,0.1
5519,151,579,205,136,100010.27627334547,0.1
5520,146,553,190,128,99990.86414694658,0.1
5521,141,557,195,139,100000.0624414207,0.1
5522,149,558,193,136,100000.45252957156,0.1
5523,143,557,199,128,100013.59974267762,0.1
5524,160,603,215,135,99989.14641589775,0.1
5525,154,588,196,141,99998.27496842237,0.1
5526,150,593,203,129,99985.8636864121,0.1
5527,143,577,195,129,100012.90975900744,0.1
5528,148,580,195,138,100010.97354693996,0.1
5529,155,590,201,135,100007.63920788172,0.1
5530,149,567,196,134,99988.45324581726,0.1
5531,147,588,196,127,100012.5340419951,0.1
5532,151,571,194,132,100003.62888172717,0.1
5533,159,599,196,135,100015.93020356602,0.1
5534,154,569,187,129,100002.16767808392,0.1
5535,150,602,206,135,100011.00209238956,0.1
5536,153,565,192,128,99997.41826118412,0.1
5537,150,560,193,127,100003.68898373176,0.1
5538,143,549,195,129,99998.22073934172,0.1
5539,151,606,207,137,99992.77454608756,0.1
5540,136,516,177,126,100007.17868665502,0.1
5541,144,552,189,120,100008.23981849033,0.1
5542,146,565,197,128,99970.15163863731,0.1
5543,144,550,195,129,99975.99818038399,0.1
5544,151,542,179,131,100017.97603526336,0.1
5545,156,577,198,130,100015.08954772599,0.1
5546,148,554,188,120,100001.8766773925,0.1
5547,144,591,188,127,100000.03641128373,0.1
5548,148,549,183,131,100012.48087750943,0.1
5549,153,568,193,137,99999.31389230555,0.1
5550,141,533,180,121,100016.44592419424,0.1
5551,145,570,200,136,100010.37086103953,0.1
5552,155,592,192,127,100007.71459762537,0.1
5553,144,557,189,124,99994.6957012856,0.1
5554,142,540,184,126,100007.79503019237,0.1
5555,153,571,193,124,99988.51023918636,0.1
5556,153,603,196,140,100007.1451564415,0.1
5557,150,575,196,130,99999.549902441,0.1
5558,145,542,192,129,99988.08140464275,0.1
5559,142,557,179,126,99988.31072008068,0.1
5560,148,589,203,125,100001.43280240188,0.1
5561,147,568,195,127,99996.33825350668,0.1
5562,148,556,187,132,100005.02185670038,0.1
5563,154,578,193,133,100002.75823845713,0.1
5564,148,565,196,138,99990.43937624754,0.1
5565,145,555,188,127,99998.46114181525,0.1
5566,144,540,185,129,100006.56278974764,0.1
5567,151,561,194,132,100002.40488460226,0.1
5568,148,548,188,133,99999.19015457356,0.1
5569,148,533,180,129,100010.3572200875,0.1
5570,145,550,190,129,100011.79682048787,0.1
5571,153,581,198,128,100008.19973400296,0.1
5572,159,554,185,137,99988.56705676977,0.1
5573,151,559,187,134,99997.43025078812,0.1
5574,150,565,187,133,100003.95559582092,0.1
5575,143,562,189,123,99982.38175821737,0.1
5576,147,598,211,130,100004.79414016397,0.1
5577,143,554,191,128,99997.01063955226,0.1
5578,145,588,180,139,100016.38949103381,0.1
5579,143,575,193,127,100006.05220429949,0.1
5580,148,557,183,132,100001.21477379225,0.1
5581,148,583,196,125,100004.35964950976,0.1
5582,145,543,185,122,99993.67397893641,0.1
5583,155,585,195,124,100007.72557901396,0.1
5584,150,560,190,133,100018.5691531451,0.1
5585,146,578,190,125,100020.02132016711,0.1
5586,145,574,184,129,100001.37058263656,0.1
5587,150,585,196,139,99995.5382365641,0.1
5588,146,567,199,134,100014.09411940824,0.1
5589,151,567,191,128,100000.00480179807,0.1
5590,146,541,184,129,100001.07944818855,0.1
5591,142,553,192,126,99992.61653404543,0.1
5592,143,535,182,125,100012.32276661533,0.1
5593,166,619,207,143,99978.26266698484,0.1
5594,148,526,178,130,99979.78992659463,0.1
5595,149,553,191,118,99993.48824181604,0.1
5596,147,558,195,116,99998.59300248954,0.1
5597,140,517,175,110,99990.66724466902,0.1
5598,153,555,187,119,99991.76978662783,0.1
5599,144,545,185,119,100004.28549781066,0.1
5600,147,550,187,123,100017.09700855828,0.1
5601,144,569,192,122,99984.44474213352,0.1
5602,148,548,187,131,100005.9137362398,0.1
5603,143,536,185,123,100003.61202781527,0.1
5604,145,544,183,107,100013.47985590497,0.1
5605,143,530,179,106,99990.2293615376,0.1
5606,151,580,205,134,99989.30031009394,0.1
5607,148,538,180,118,99993.01476262849,0.1
5608,141,535,183,122,99991.62690608985,0.1
5609,147,555,186,122,99996.98506259912,0.1
5610,147,542,184,133,100006.82363978842,0.1
5611,148,578,197,127,99995.01458116208,0.1
5612,145,575,198,127,99995.39385403649,0.1
5613,150,582,202,128,100012.07136946793,0.1
