,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
24237,80000,31,-1,-1,-1,-1,-1,-1,6887,171,1125,1613,0,4811,171,1125,1613,0,4811,0,0,1,0,0,0,0,0,0,1,0
12848,30000,51,0,0,0,0,0,0,17454,18964,20442,21592,23079,24529,1800,1800,1801,2001,2000,2001,1,0,0,1,0,0,0,1,0,0
243,180000,32,-1,-1,2,2,-1,-1,3139,5853,2821,0,2821,0,2821,0,0,2821,0,176,1,1,0,0,0,0,0,0,1,0
16143,550000,39,0,0,0,0,0,0,67886,67806,66328,26422,21386,17674,3688,2577,2169,1000,602,890,1,0,1,0,0,0,0,1,0,0
17278,50000,34,2,2,2,2,2,2,43664,44654,45650,46320,45290,48322,2000,2000,1700,0,3760,1700,1,0,1,0,0,0,0,1,0,0
29573,270000,32,1,2,2,2,0,0,157318,153388,164866,160821,164010,167446,0,13900,0,5760,5967,7488,0,0,0,1,0,0,0,0,1,0
4556,150000,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27895,100000,29,0,0,0,0,0,0,167410,85536,77303,60178,56436,51773,70001,3769,2008,1950,2001,18000,1,1,0,0,0,0,0,0,1,0
8447,70000,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,1,0,1,0,0,0,0,0,1,0
14145,170000,41,0,0,0,0,0,0,56742,49176,41969,37409,36214,30798,5019,10041,5012,5024,5012,11174,0,1,0,0,0,0,0,1,0,0
29432,130000,30,-1,2,2,2,-1,-1,780,780,390,0,780,0,390,0,0,780,0,0,0,0,1,0,0,0,0,0,1,0
3268,80000,34,0,0,0,0,-1,0,78688,80539,76681,34197,27398,28646,4000,2333,3032,28298,2000,2000,1,0,1,0,0,0,0,1,0,0
25228,30000,24,0,0,0,0,0,0,27170,27448,27238,27012,26762,25900,2500,2000,2000,1916,1000,1100,1,0,1,0,0,0,0,0,1,0
2325,50000,52,0,0,0,0,0,0,47479,49344,19596,19194,19201,19199,29456,1300,675,694,704,798,0,0,0,1,0,0,0,0,1,0
8354,170000,42,0,0,0,0,0,0,164824,132485,120267,117453,115778,117411,6107,6000,4500,4500,4500,4500,0,0,1,0,0,0,0,1,0,0
28745,100000,27,1,-2,-2,-2,-2,-1,0,0,0,0,0,4747,0,0,0,0,4747,1198,1,0,1,0,0,0,0,1,0,0
16379,30000,46,1,2,2,2,2,2,29201,30406,31295,29929,27744,28117,2000,1700,954,0,2253,1106,1,0,0,1,0,0,0,1,0,0
2571,10000,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1377,350000,37,-1,-1,-1,-1,-1,-1,325,294,6574,3543,1654,6186,294,6636,3559,1659,6215,325,0,0,1,0,0,0,0,1,0,0
15001,80000,24,-1,0,0,0,0,0,75356,78236,77700,58025,59527,60778,5000,4176,4000,3000,2141,3000,1,1,0,0,0,0,0,0,1,0
27719,20000,24,-1,-1,-1,-1,-1,-1,440,4023,440,440,440,440,4023,440,440,440,440,440,1,1,0,0,0,0,0,0,1,0
8696,50000,43,2,2,2,0,0,0,10413,12923,12030,12650,13405,13793,3000,0,1500,1500,1000,1500,0,0,0,1,0,0,0,1,0,0
341,50000,36,0,0,0,0,-1,0,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0,0,1,0,0,0,0,0,1,0
10708,230000,30,0,0,0,0,0,0,112402,116273,118467,108826,100862,92481,6000,6000,4000,4000,3500,4000,1,0,1,0,0,0,0,0,1,0
13630,130000,28,0,0,0,0,0,0,86914,85558,77163,80240,46637,51409,6134,3100,5000,3000,6000,13031,1,0,1,0,0,0,0,1,0,0
23287,130000,39,0,0,2,0,0,0,91982,99328,96898,97990,100160,102190,8900,0,3600,3800,3800,5000,1,0,0,1,0,0,0,1,0,0
14759,160000,28,-1,-1,-1,0,0,-1,3236,-524,3003,737,0,894,0,3740,0,0,894,0,0,1,0,0,0,0,0,0,1,0
7212,180000,43,-1,0,0,0,0,0,4425,5546,6363,7363,3723,2645,1200,1000,1000,1000,500,1000,0,0,1,0,0,0,0,1,0,0
14198,50000,50,-1,-1,0,0,0,0,19061,49738,49986,8771,8628,7464,52498,1906,278,352,448,200,0,0,1,0,0,0,0,1,0,0
11488,70000,33,0,0,0,0,0,0,39416,40784,42791,43797,44938,47177,2000,3000,1718,2000,3000,1630,1,1,0,0,0,0,0,0,1,0
14672,250000,27,0,-1,-1,-2,-2,-2,8769,990,0,0,955,8175,990,0,0,955,8200,2434,1,1,0,0,0,0,0,0,1,0
27834,260000,26,0,0,0,0,0,0,144112,144619,142380,141746,112938,110346,5033,5046,4573,4000,3800,4000,1,1,0,0,0,0,0,0,1,0
3876,390000,43,0,0,0,0,0,0,90294,87292,88335,89396,90769,91825,3200,3200,3200,3500,3300,4000,1,1,0,0,0,0,0,0,1,0
19591,420000,33,2,-1,0,-1,-1,0,8117,20837,21610,10654,4427,1800,20837,1118,10658,6341,0,3,1,1,0,0,0,0,0,1,0,0
2213,210000,25,0,0,-2,-1,0,0,13899,-9,-9,3231,125140,124880,0,0,3240,125009,5009,5013,0,0,1,0,0,0,0,0,1,0
29071,270000,52,0,0,0,0,0,0,43210,45670,47625,49332,22950,25561,3500,3000,3000,3000,3000,4000,1,0,1,0,0,0,0,1,0,0
10746,20000,47,0,0,0,-1,-1,-2,8152,7268,3699,780,0,0,1125,1000,780,0,0,0,1,0,0,1,0,0,0,1,0,0
7842,120000,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
12518,390000,26,2,0,0,0,0,0,112320,106156,95039,85806,76981,69641,5073,3950,2627,2044,2344,3036,0,1,0,0,0,0,0,0,1,0
29768,30000,29,0,0,0,-1,-1,0,13172,7965,3101,3126,7365,3245,1082,1000,3126,7365,0,828,0,0,1,0,0,0,0,0,1,0
11188,350000,32,0,0,0,0,0,0,67761,63187,58719,60737,63593,82202,8007,2200,3000,4000,20000,8000,1,1,0,0,0,0,0,1,0,0
6224,190000,34,0,0,2,0,0,2,138628,156232,152251,153820,163265,166627,21440,0,5600,11950,6200,0,1,0,1,0,0,0,0,1,0,0
23176,290000,35,0,0,-1,-1,-1,0,32485,21080,430,430,12715,16895,10000,430,430,12715,5000,15000,1,0,1,0,0,0,0,1,0,0
28245,80000,32,1,2,0,0,0,0,113740,97093,85266,85871,47367,47812,0,3448,2383,1609,2000,2000,1,0,1,0,0,0,0,0,1,0
9701,50000,24,-1,-1,-1,-1,0,0,390,390,390,780,780,0,390,390,780,0,0,0,1,0,1,0,0,0,0,0,1,0
25365,250000,25,0,0,0,0,0,0,13358,19102,23681,20869,25490,31258,6000,5000,4000,5000,6000,5000,1,0,1,0,0,0,0,1,0,0
4140,30000,33,0,0,0,0,0,0,29965,28048,29775,27736,26956,28142,2000,3000,3000,2000,2000,2000,1,0,1,0,0,0,0,0,1,0
20799,120000,41,1,2,0,0,-1,-1,121988,90063,27941,11990,390,390,0,1600,1000,390,390,0,0,0,1,0,0,0,0,0,1,0
22572,180000,48,-1,-1,-1,-1,-2,-2,4498,-2,760,0,0,245,0,762,0,0,245,884,1,0,1,0,0,0,0,1,0,0
1588,450000,36,-1,-1,-1,-1,-1,-1,13500,6350,11670,1530,1232,201,6364,11728,1532,1234,201,3,1,0,1,0,0,0,0,0,1,0
19995,130000,40,0,0,0,0,0,0,133559,129869,118032,95953,73970,107785,5400,6950,4600,4000,2000,2300,1,0,1,0,0,0,0,1,0,0
14983,350000,30,-1,0,-1,-1,-1,-1,18265,31619,2071,2915,1011,23620,16158,2081,2929,1016,23738,919,0,1,0,0,0,0,0,0,1,0
21466,120000,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6427,100000,23,0,0,0,0,0,0,8002,7954,9777,10026,9657,9279,2000,2000,1000,504,1000,2000,1,0,1,0,0,0,0,0,1,0
1912,100000,42,0,0,0,0,2,0,56256,57685,58156,61103,59358,60060,3000,2688,5163,0,2358,2472,0,0,1,0,0,0,0,1,0,0
14657,280000,49,-1,-1,-1,-1,-1,-1,390,390,390,390,390,150,390,390,390,390,150,780,0,0,1,0,0,0,0,1,0,0
4336,330000,39,8,7,6,5,4,3,377779,372355,365250,358145,352121,346216,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
624,90000,24,-1,-1,-2,-2,-2,-2,491,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16383,20000,46,1,2,0,0,0,0,18505,17898,18067,18917,18717,17144,0,1800,1600,400,0,0,1,0,0,1,0,0,0,0,1,0
4384,140000,28,-1,0,0,0,0,2,13159,39243,41831,45893,10186,4887,30000,7000,8000,5000,0,9579,1,1,0,0,0,0,0,0,1,0
27596,210000,29,-1,-1,-1,-1,-1,-1,2783,1080,2855,20787,8307,1747,1088,2855,20787,8314,1747,309,1,1,0,0,0,0,0,0,1,0
3298,230000,26,-1,-1,-1,4,3,2,8328,0,600,600,300,150,0,600,0,0,0,686,1,0,1,0,0,0,0,0,1,0
20464,150000,26,2,2,2,2,2,0,164576,160500,170405,176048,161874,144124,0,14000,10048,0,5118,4517,0,1,0,0,0,0,0,0,1,0
25058,130000,49,0,0,0,0,0,-1,20678,18956,16172,16898,11236,6944,1610,1808,7014,27,7011,4408,0,0,0,1,0,0,0,0,1,0
12554,50000,23,0,0,0,0,0,0,49103,44351,38726,28598,29277,27310,1800,2128,1000,1100,1000,999,1,0,1,0,0,0,0,1,0,0
24870,170000,37,0,0,0,0,0,0,187146,175347,181490,169608,163255,168395,6500,9000,7000,3500,7000,5000,0,1,0,0,0,0,0,1,0,0
18772,60000,27,0,0,0,0,0,0,54900,55948,55188,55960,56564,57464,1971,2000,2003,2003,2070,2140,1,0,1,0,0,0,0,1,0,0
25101,150000,51,0,0,0,0,0,0,149640,146178,133811,122606,107726,1200,6000,3857,12000,20000,0,14500,0,1,0,0,0,0,0,1,0,0
8511,50000,29,-1,-1,-1,0,0,0,1303,801,11512,11512,8490,0,801,11512,0,0,0,950,1,0,1,0,0,0,0,0,1,0
25506,210000,27,0,0,0,0,0,0,83381,85097,86928,89471,91282,93309,3100,3200,4000,3300,3500,3500,1,0,1,0,0,0,0,0,1,0
2129,340000,26,-1,0,0,0,0,-1,58363,106270,159464,155685,137838,6556,56270,59503,3330,40,6556,16390,1,1,0,0,0,0,0,0,1,0
25481,210000,29,0,0,0,0,0,0,43933,45197,46468,47394,48604,49669,2000,2000,2000,2000,2000,2000,1,0,0,0,0,1,0,0,1,0
25099,360000,50,1,-2,-2,-2,-2,-2,4767,-233,-233,-233,-233,-233,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12976,50000,35,1,-1,-1,-1,-2,-2,0,1118,667,0,0,0,1118,673,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15955,210000,30,0,0,0,0,0,0,7264,8816,10749,5125,5732,9297,2000,2500,2000,1000,4000,4000,1,1,0,0,0,0,0,0,1,0
17892,60000,29,-1,-1,2,0,-1,-1,816,2440,1444,1634,1335,1825,2440,0,1000,1335,888,150,0,1,0,0,0,0,0,0,1,0
24156,50000,28,0,0,0,0,0,0,44619,44645,44841,44950,44577,44816,2150,2300,2250,1700,2000,1700,0,1,0,0,0,0,0,0,1,0
24360,100000,34,1,-2,-2,-2,-1,-1,-342,-342,-342,-342,1158,2485,0,0,0,1500,1500,0,0,0,1,0,0,0,0,0,1,0
14170,140000,29,0,0,0,0,0,0,60764,62782,63636,65570,67354,69073,3000,2500,3000,3000,3000,3000,0,1,0,0,0,0,0,0,1,0
17900,50000,28,1,2,2,-2,-2,-2,52753,51400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3847,170000,48,0,0,0,0,0,0,170845,171762,170464,127364,127024,125341,6800,7790,4587,4675,4525,4497,0,0,0,1,0,0,0,1,0,0
16334,60000,36,0,0,0,0,0,-1,59945,57262,27275,22095,14293,12217,1805,5816,1000,5000,12217,8000,1,0,1,0,0,0,0,1,0,0
14214,30000,50,-1,-1,-2,-2,-2,-2,665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4351,60000,25,0,0,2,0,0,0,34733,37460,36558,37945,38782,39582,3600,0,2000,1600,1600,1340,1,0,1,0,0,0,0,1,0,0
25708,50000,45,1,2,0,0,0,0,49768,47191,49422,49586,30023,28373,0,3000,1500,5000,2000,2000,1,0,0,1,0,0,0,1,0,0
11378,180000,25,0,0,0,0,0,-1,4236,5230,6570,7192,6437,12499,2001,2000,1018,6154,12527,5016,0,0,1,0,0,0,0,0,1,0
27068,60000,35,2,0,0,0,2,2,9501,10560,11312,13050,12578,14008,1500,1200,1900,0,1600,0,0,0,1,0,0,0,0,1,0,0
3658,180000,35,-1,-1,-1,-1,-1,0,15288,4194,1300,0,4689,4689,4194,1300,0,4689,0,1582,1,0,1,0,0,0,0,0,1,0
7760,80000,38,-1,-1,2,0,-1,2,6270,14412,12540,1261,2705,1261,19421,0,0,2705,0,1261,0,0,0,1,0,0,0,1,0,0
9672,430000,29,0,0,0,0,0,0,67336,53400,52214,32386,32848,28557,3261,3051,1199,2000,2000,140908,1,1,0,0,0,0,0,0,1,0
8121,130000,28,0,0,0,0,0,-2,92174,93991,54735,31682,0,0,4086,2635,1700,0,0,0,0,1,0,0,0,0,0,0,1,0
21482,490000,35,0,0,0,0,-1,0,48108,45281,46705,41125,20205,6483,3000,5015,5007,20205,3000,1181,1,0,1,0,0,0,0,0,1,0
24753,170000,36,-2,-2,-2,-2,-2,-2,600,1598,0,1340,0,0,1598,0,1340,0,0,3200,0,0,1,0,0,0,0,0,1,0
28701,140000,35,0,0,0,0,0,0,84873,82471,84235,82432,81465,83160,4000,4010,3800,3200,3100,3000,1,0,1,0,0,0,0,0,1,0
16088,290000,33,-2,-2,-2,-2,-2,-2,2369,1298,2369,1298,1298,1623,1298,2369,1298,1298,1623,1275,1,0,1,0,0,0,0,1,0,0
13048,40000,24,2,0,0,0,0,0,39149,39189,40543,38922,39901,40746,1658,2012,1392,1605,1668,1201,0,0,0,1,0,0,0,0,1,0
20268,50000,52,1,2,0,0,0,0,19371,18761,19469,20412,19755,20320,0,1700,1600,700,840,700,1,0,0,1,0,0,0,1,0,0
12042,20000,22,0,0,0,0,0,0,20117,18784,19538,17958,4968,780,1466,2000,1000,600,0,0,1,0,1,0,0,0,0,0,1,0
27002,20000,40,0,0,0,0,0,0,10288,9276,5622,19263,18433,26132,3010,2010,15000,4000,2000,2000,0,0,1,0,0,0,0,1,0,0
13375,10000,58,0,0,0,0,0,0,7569,8598,9590,9782,9986,9173,1158,1150,335,346,336,1323,1,0,0,1,0,0,0,1,0,0
9482,280000,47,0,0,0,0,-1,0,257561,270827,212405,194345,161084,174622,20000,15000,0,161084,15000,20000,1,1,0,0,0,0,0,1,0,0
14976,30000,58,2,2,2,2,2,2,26580,27652,27905,27158,29239,29791,1800,1000,0,2518,1185,1200,1,0,0,1,0,0,0,1,0,0
23162,280000,32,0,0,0,0,0,0,137630,116209,117118,116689,117757,118432,6000,6000,5000,5000,4012,4779,1,1,0,0,0,0,0,1,0,0
27912,140000,26,0,0,0,0,0,0,137789,135240,211542,132019,101731,108687,5000,7027,6032,4000,8700,0,1,1,0,0,0,0,0,0,1,0
11935,140000,36,0,0,0,0,0,0,132629,135901,138858,97585,95447,91717,5406,5700,3600,13500,3466,3333,1,1,0,0,0,0,0,1,0,0
10982,300000,59,-1,-1,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
9392,50000,28,-1,2,-1,0,0,-1,2809,187,3135,937,-3,894,0,3141,2,0,897,906,0,0,1,0,0,0,0,0,1,0
22474,30000,44,1,2,2,-2,-2,-2,3213,3000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
24580,230000,41,1,-1,-1,-1,-1,-1,0,1482,2140,2360,2620,0,1482,2140,2560,2620,0,0,0,1,0,0,0,0,0,1,0,0
14944,180000,43,-1,-1,-1,-1,-1,-1,3690,15618,4685,238,218,6690,15682,4699,238,218,6710,11949,0,0,0,1,0,0,0,1,0,0
21039,90000,39,0,0,0,0,0,0,93757,91359,88616,56887,46700,47272,4000,2625,2511,1501,1391,1393,0,0,0,1,0,0,0,1,0,0
11733,400000,28,0,0,0,0,0,0,10430,24979,29925,25423,7064,15920,24030,14062,1824,40,15673,16694,1,1,0,0,0,0,0,0,1,0
19640,60000,32,1,2,0,0,0,2,17992,17405,18619,19636,20326,21534,0,1500,1328,1018,1687,778,1,1,0,0,0,0,0,0,1,0
17466,300000,38,-1,-1,-1,-1,-1,0,2884,3558,2778,2778,5367,2589,3558,2778,2778,5367,0,3661,1,1,0,0,0,0,0,1,0,0
23692,90000,56,-1,-1,-1,-1,-1,-1,1160,4701,13878,6556,2947,4808,4701,13882,6556,2947,4808,3131,1,0,1,0,0,0,0,1,0,0
26013,310000,28,0,0,0,0,0,0,269832,261818,234621,242570,246073,248376,15327,10000,12000,9019,10024,15040,1,1,0,0,0,0,0,0,1,0
20100,30000,37,0,0,0,0,0,0,25689,26455,27525,28545,29388,30133,1500,1500,1500,1300,1200,1500,1,0,0,1,0,0,0,1,0,0
26040,290000,34,0,0,0,0,0,0,285484,286091,286785,285345,239389,231420,10220,11231,10269,8500,10000,10000,1,0,1,0,0,0,0,0,1,0
27151,200000,36,1,-2,-2,-1,0,-1,-95,-95,-95,5,1005,21,0,0,100,1000,500,0,0,1,0,0,0,0,0,1,0,0
5749,160000,30,-1,-1,-2,-1,-1,2,9640,0,0,2804,403,253,0,0,2804,403,0,3144,1,1,0,0,0,0,0,0,1,0
17086,30000,23,1,4,4,3,2,3,26185,29944,29399,28632,30363,29594,4518,206,0,2500,0,2000,1,1,0,0,0,0,0,0,1,0
9433,200000,36,-1,-1,-1,-1,-1,-1,694,2695,660,2315,1290,5745,2721,660,2315,1290,5745,0,1,0,1,0,0,0,0,0,1,0
29612,20000,47,-1,-1,2,2,-1,-1,390,780,390,0,780,0,780,0,0,780,0,0,0,0,1,0,0,0,0,0,0,1
3673,20000,47,2,2,2,2,2,0,14328,17196,17418,17608,17187,17528,3114,800,770,0,776,549,0,0,0,1,0,0,0,1,0,0
15486,180000,43,-1,-1,-2,-2,-2,-2,5904,5715,2378,10396,2527,2173,5739,2385,10427,2534,2179,13903,0,0,1,0,0,0,0,0,1,0
20719,50000,34,0,0,0,0,0,0,44036,35498,33043,25556,24389,25436,4500,4000,3000,2500,4000,2500,0,0,0,1,0,0,0,0,1,0
22096,260000,29,0,0,0,0,0,0,150709,151527,155081,156138,145251,139784,6911,7514,6756,5176,5200,5700,1,0,1,0,0,0,0,0,1,0
27331,280000,39,-2,-2,-2,-2,-2,-2,1525,7391,5234,3316,2970,3978,7430,5234,3316,2970,3978,3258,0,0,1,0,0,0,0,1,0,0
11193,140000,25,0,0,0,0,0,0,140876,48005,13650,12371,12511,10697,3600,4015,600,500,800,119,1,0,1,0,0,0,0,1,0,0
29365,50000,24,0,0,0,0,0,0,10912,10401,20916,20658,9426,8215,2152,1209,1080,438,434,390,0,0,1,0,0,0,0,0,1,0
5742,30000,59,2,2,2,2,2,2,21767,24764,24031,25001,24531,21743,3363,0,1600,0,2000,0,1,0,0,1,0,0,0,0,1,0
27316,10000,44,0,0,0,0,0,0,8958,8774,9461,9457,9650,7500,1147,1224,1000,193,150,0,0,0,0,0,0,1,0,0,1,0
7790,140000,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
7912,180000,27,0,0,0,0,0,0,95757,98098,101255,101341,98419,85259,3880,5114,3238,3401,2980,3000,1,1,0,0,0,0,0,0,1,0
6425,210000,39,-1,-1,-2,-2,-2,-2,7128,3605,4308,3713,5133,5749,3623,4315,3713,5133,5749,6762,0,0,1,0,0,0,0,1,0,0
27274,60000,28,0,0,0,2,0,0,59114,59350,62130,56391,39083,39122,2800,4905,10,1600,1600,1600,0,1,0,0,0,0,0,0,1,0
2868,150000,27,-1,-1,-2,-2,-2,-2,1345,0,0,0,0,0,0,0,0,0,0,24948,1,1,0,0,0,0,0,0,1,0
27894,150000,29,0,-1,0,0,0,0,8139,151691,143248,109930,80987,80938,151691,6502,4333,2810,3100,3187,1,0,1,0,0,0,0,1,0,0
2383,60000,35,0,0,0,0,-1,-1,22226,18597,13801,8038,7340,-153,1292,2245,161,7340,0,20341,0,0,1,0,0,0,0,1,0,0
28189,50000,48,0,0,0,0,0,0,44324,43053,44016,15386,31401,16573,2000,1880,2000,1000,2000,1500,1,0,1,0,0,0,0,1,0,0
16995,30000,23,4,4,3,2,0,0,15947,15410,14881,14124,14172,1270,0,0,0,48,0,0,1,0,0,1,0,0,0,0,1,0
5226,50000,50,0,0,-2,-2,-2,-2,20800,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28881,60000,39,1,2,0,0,2,0,31011,29565,31123,34134,23552,24020,0,3000,3638,0,1000,3000,1,0,0,1,0,0,0,1,0,0
491,30000,43,2,2,2,2,2,0,28703,26622,24022,24368,20859,19633,1300,2,1608,0,900,800,1,0,1,0,0,0,0,1,0,0
19286,200000,34,0,0,0,0,0,0,195380,199642,188169,191549,195163,194101,7632,6839,6518,6356,6441,6763,1,0,0,1,0,0,0,0,1,0
5034,50000,23,0,0,0,0,0,0,48064,49362,48038,8760,9646,7747,2091,1310,1000,1000,277,296,1,1,0,0,0,0,0,0,1,0
3047,250000,26,-1,-1,-2,-2,-1,-1,7374,0,0,0,2546,0,0,0,0,2546,0,0,1,1,0,0,0,0,0,0,1,0
4047,220000,60,2,2,2,2,2,0,19024,20424,19798,21468,20986,22469,2000,0,2000,0,2000,2000,1,1,0,0,0,0,0,1,0,0
16004,180000,29,0,0,0,0,0,0,25781,26000,26310,26662,26166,26176,1800,1800,1500,1056,950,1000,1,0,1,0,0,0,0,1,0,0
9898,250000,42,0,0,-1,-1,0,-1,249406,256400,13600,3274,2446,26710,11400,13600,3274,0,26710,12000,1,1,0,0,0,0,0,1,0,0
16094,160000,42,1,2,2,0,0,0,152699,152630,95758,97251,98010,99669,4462,0,4385,3639,3762,3800,1,0,1,0,0,0,0,0,1,0
22323,470000,30,0,0,0,0,0,0,26549,25247,28019,27139,26923,28350,1420,5000,1408,2000,2000,10000,1,0,1,0,0,0,0,0,1,0
11712,120000,47,1,2,2,2,2,2,121400,123055,118030,122443,120370,123766,7352,0,8990,0,9000,0,1,0,0,1,0,0,0,0,1,0
7071,100000,32,1,2,2,0,0,0,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,0,1,0,0,0,0,0,0,1,0
17957,300000,39,-1,-1,-2,-2,-2,-2,29997,592,1049,-25,-25,-25,598,1057,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12947,200000,25,0,0,0,0,0,0,107001,108619,110149,110333,85201,84809,5000,5000,5000,3000,5000,10000,0,0,1,0,0,0,0,0,1,0
20126,50000,48,-1,-1,2,-1,-1,0,2896,1360,812,4012,28672,28875,1500,500,4100,28800,1011,1041,1,0,0,1,0,0,0,1,0,0
9948,240000,34,-1,-1,-1,-1,-1,-1,3403,2858,3619,3262,3228,3127,3502,4099,3500,3228,3127,2221,1,0,1,0,0,0,0,0,1,0
15227,300000,28,0,0,0,0,0,0,25193,34242,35228,12512,12570,13022,10000,1377,1149,2000,615,9000,1,0,1,0,0,0,0,0,1,0
11544,300000,34,-1,-1,-1,-1,-1,-1,1000,1000,1000,1000,2000,1000,1000,1000,1000,2000,1000,1000,1,0,1,0,0,0,0,1,0,0
20432,200000,26,0,0,-1,0,0,-2,14335,12452,4467,3285,0,0,1213,4467,1000,0,0,0,0,1,0,0,0,0,0,0,1,0
20497,20000,24,1,2,2,0,0,0,6962,7898,7626,8692,9541,9885,1200,0,1200,1000,500,500,0,0,1,0,0,0,0,0,1,0
15980,30000,37,1,2,2,2,0,0,28361,27227,29346,23548,11790,7276,0,3313,108,299,325,0,1,0,0,1,0,0,0,1,0,0
21739,50000,24,2,0,0,0,0,0,57396,58941,60630,53662,20229,19044,2500,3000,5064,1000,840,1000,1,0,0,1,0,0,0,0,1,0
24506,30000,32,-1,2,2,2,2,2,17578,17988,20374,20738,22253,24748,1000,3000,1000,2170,3000,0,0,0,1,0,0,0,0,0,1,0
16333,60000,36,0,0,0,0,0,0,60299,44659,44291,41241,29534,29297,2000,3042,1433,1012,1029,1074,1,0,1,0,0,0,0,1,0,0
6906,10000,62,-2,-2,-2,-2,-2,-2,2778,1939,2038,1938,0,0,1939,2040,1938,0,0,0,0,0,1,0,0,0,0,1,0,0
7364,150000,29,-1,-1,-1,0,0,0,2356,16836,1094,6382,5288,5288,16836,2000,5288,0,0,0,1,1,0,0,0,0,0,0,1,0
7397,360000,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21655,260000,27,-2,-2,-2,-2,-2,-2,895,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
19361,210000,33,-1,-1,-1,-1,-1,-1,7655,1644,2258,8241,428,3537,1644,2261,11008,428,3537,0,1,0,1,0,0,0,0,1,0,0
24483,160000,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19637,50000,49,2,0,0,0,-2,-2,48297,50487,51400,0,0,0,3000,2400,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3507,50000,36,0,0,0,0,0,0,44510,42564,38181,30805,28252,28783,3000,3000,3000,2000,2000,5000,1,0,1,0,0,0,0,1,0,0
20604,110000,29,0,0,0,0,0,0,104968,107221,109494,111954,111771,111703,4000,4000,4300,4164,4500,4200,0,0,1,0,0,0,0,0,1,0
9003,30000,25,1,2,0,0,0,0,30347,28517,29709,29833,29306,29348,0,1800,1000,1041,1138,932,1,0,1,0,0,0,0,1,0,0
7885,50000,24,0,0,0,-2,-2,-2,12806,13490,0,0,0,0,7522,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
15694,250000,31,1,-2,-1,-1,-1,-1,-160,-550,450,330,-60,1540,0,1390,660,0,1600,3000,0,1,0,0,0,0,0,0,1,0
15564,180000,33,0,0,0,2,0,0,3060,1854,3238,2106,1510,1746,1000,2500,0,1000,500,930,0,1,0,0,0,0,0,0,1,0
18779,140000,28,-1,-1,-1,-1,0,-1,800,7937,9920,7078,3936,1555,7937,10132,7084,4,1555,0,1,0,0,1,0,0,0,0,1,0
217,80000,36,2,0,0,0,0,0,79278,78501,78534,80016,76235,78245,3100,3500,3400,3000,3500,3000,0,0,1,0,0,0,0,0,1,0
29611,50000,33,0,0,0,0,0,0,97190,48290,49633,48707,19623,13673,1787,2130,1184,13604,496,523,0,0,1,0,0,0,0,1,0,0
20422,50000,26,0,0,0,0,0,0,49458,50135,49889,20459,19727,19354,2200,1500,1933,600,461,350,0,0,1,0,0,0,0,0,1,0
18700,70000,25,0,0,2,2,2,0,37017,39980,39063,41592,39101,40310,3900,0,3500,0,2000,1813,1,1,0,0,0,0,0,0,1,0
