,id,tagline
3470,92591,A story so unbelievable it must be true.
3472,12509,A true portrait of life and art.
3473,15256,It's 11:59 on New Years Eve... do you know where your date is?
3474,83686,There's more than one way to take a life.
3475,80304,Funniest movie you'll ever read.
3476,28053,Truth is stranger than family
3477,67913,The FBI are about to discover that things work a little differently around here.
3479,1443,"Beautiful, mysterious, haunting, invariably fatal. Just like life."
3480,8545,Finding your own voice can be magic.
3481,19556,"After four years in a coma, Eugene Pratt is going to be reunited with his high school sweetheart... on pages 95-97."
3482,231576,Life is an occasion. Rise to it.
3483,16172,Magic opened up their hearts... Love did the rest.
3484,13403,An anatomically incorrect rock odyssey
3485,15797,The ultimate martial art.
3486,347764,Be Careful Who You Get Close To
3490,576,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH."
3492,11583,Never have so few taken so much from so many.
3495,59728,Rising from tragedy to triumph
3499,7547,"Before you fall in love, you need to love yourself."
3501,42222,The story of two women whose friendship suddenly became a matter of life and death.
3503,44260,Exploring the Issue that Divides the World
3504,9282,Fate can change in seconds.
3505,38940,"Killers for hire are paid for what they can do, not for what they believe... until today."
3506,35689,Some secrets are better left buried.
3507,97614,Twisty thriller... a wild ride.
3508,37206,An abandoned child brings the colors of love into their lives.
3509,58626,Who's on your list?
3511,837,First it controls your mind. Then it destroys your body.
3512,1555,"They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime."
3513,244783,A moment can change everything.
3514,16564,"In 1945 Holland, a boy must choose between good and evil."
3515,168027,Crime is such a trippy thing
3516,3482,"It carried their hopes, their nation's honour!"
3517,135595,Justice needs a hero
3518,8982,Vengeance Knows No Mercy
3520,455,"Sometimes, to follow your dreams... you've got to bend the rules!"
3521,57022,Greetings from ...
3524,10664,Fear Revisited
3525,55567,Dance - Sing - Dream
3526,9277,...all it takes is a little confidence.
3527,9443,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor."
3528,16186,Time heals the heart. Faith heals the rest.
3529,7863,A true story of the mystery of music and the miracle of love
3530,138697,Everyone loves a happy ending.
3531,11901,Welcome to Hell
3532,1548,Accentuate the negative.
3534,33155,She's too good to be true...and too real to be otherwise.
3536,321,Things change. Family doesn't.
3537,4997,"Sex, drugs, murder. Welcome to L.A."
3538,925,"It's the hottest day of the summer. You can do nothing, you can do something, or you can..."
3539,27451,"Passion, Seduction, Deception."
3541,979,Time destroys everything.
3542,193722,M For Father
3543,7913,A Generation Awakens
3545,51995,Faith alone doesn’t cut it anymore
3546,13173,"If He'd meant the commandments literally, He'd have written them in stone."
3548,70670,The hunt is on.
3549,84204,"For the locals on Erin Island, it's last orders."
3550,25248,He's hoping for a miracle. He doesn't have a prayer.
3551,230266,Love is a foolish game
3552,16633,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.
3553,63006,Goa. Paradise on Earth. But every Paradise has a few snakes.
3554,91586,It will take what you love most.
3555,215,Oh Yes... There Will Be Blood.
3556,333371,Monsters come in many forms.
3557,9012,Do not attempt this at home.
3559,72571,It Runs In The Family
3560,242512,Keep telling yourself it's just a game
3561,10072,"If you think you're ready for Freddy, think again!"
3562,211954,Life doesn't care if you're ready.
3563,82990,It's closer than you think
3564,29912,The first motion picture in CinemaScope--the modern miracle you see without glasses!
3566,11284,They saved the best for last.
3567,504,The first female serial killer of America
3568,173,The mightiest motion picture of them all!
3569,227348,You're one of us now.
3570,1955,I am not an animal! I am a human being! I... am... a man!
3571,152532,Sometimes it takes a hustler to change the world
3572,243940,Evil will rise.
3573,77,Some memories are best forgotten.
3574,157547,You see what it wants you to see
3575,2295,With No Power Comes No Responsibility
3576,71,Inside every one of us is a special talent waiting to come out. The trick is finding it.
3577,147773,We've all been there.
3579,24266,The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.
3580,16508,You'll Dig Doug!
3581,2895,The hardest soul to save was his own.
3582,15660,The meanest mother of them all
3583,59968,Everybody has one
3584,323677,The incredible true story of gold medal champion Jesse Owens
3585,19848,"Here, we get down and dirty."
3586,256274,The only way out is down.
3587,235271,Every Woman Needs an Escape
3588,45153,The secrets that hold us together can also tear us apart.
3590,24973,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!"
3591,21610,A terrorist holds New York in a grip of fear - and only Stallone can take him on.
3592,10283,The Big Apple's in BIG trouble!
3593,8346,Love is here to stay... so is her family.
3594,122081,A little sun can bring out your dark side.
3595,10987,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!
3596,1391,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.
3597,747,A romantic comedy. With zombies.
3598,14745,Her past is yet to come.
3599,26748,John Sayles invites you to return to the scene of the crime.
3600,11357,Horror has returned to Haddonfield.
3601,24913,Childish pranks turn into a bloody battle for survival!
3602,13776,"Suddenly, life was more than French fries, gravy, and girls."
3603,14854,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.
3604,50357,There's a reason we've never gone back to the moon.
3605,13090,life's a messy business.
3606,192141,No rescue. No refuge.
3607,16441,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god."
3608,29996,Only once in 3000 years...anything like...
3609,351819,Way shadier than gray.
3611,22649,Every woman who has loved will understand
3612,378200,t's what everyone's looking for
3615,11042,"A provocative new comedy about sex, friendship, and all other things that invade our lives."
3616,10786,Love is the greatest adventure of all.
3617,12484,The night... has an appetite.
3619,11959,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant."
3620,9900,A movie that proves you're never too old to come of age.
3621,14662,Growing Up is Hard to Do
3622,335,There were three men in her life. One to take her... one to love her... and one to kill her.
3623,15745,Welcome to disorganized crime.
3624,17431,The last place you'd ever expect to find yourself.
3625,21014,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.
3626,78394,The T-Rex of the Seas come alive.
3627,10217,There is no such thing as the simple truth.
3628,46332,"In the face of terror, their greatest weapon was faith..."
3629,13996,"Based on a true story of love, victory, and fermentation"
3630,3028,The comedy that examines modern living through chemistry
3631,1024,From a secret world no one could see... came a crime no one could believe.
3632,343795,Hope lives
3633,45658,Lost is a good place to find yourself
3634,16148,The world's most private detective.
3635,4553,A little guilt goes a long way...
3636,36351,He was a good man in a deadly business. She was his only way out.
3637,245916,Can you keep a national secret?
3638,27585,The only way out is through.
3639,1415,'Til death do they party...
3640,313922,One way in. No way out.
3641,14474,One woman's story is about to climax.
3642,199933,Who is John Galt?
3643,13685,"They're not really criminals, but everyone's got to have a dream."
3644,8744,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!
3645,38428,To the People...He was a Father. To his Son...he was a Father he never had.
3647,39269,A harrowing drama from the director of Easy Rider
3648,46838,Evil just messed with the wrong hillbillies.
3649,51384,"Something mysterious, new, unexpected and lovely is happening to Robert Malone."
3650,56930,Breath-taking Adventure !
3651,41730,"Once You Get There, You'll Never Want To Leave"
3652,18442,They can seduce anyone... Prey it isn't you!
3653,298312,No one loves you like your grandparents.
3657,77495,Someone is watching over you
3658,13849,Sleeps Six Bloody Comfortably
3660,12486,What Happens In Antarctica... Stays in Antarctica
3661,19615,It's about the music
3662,244403,The way back begins with a single chord.
3664,340816,They'll be home for Christmas...if only in their dreams.
3668,11935,The mission was a sham. The murders were real.
3669,113406,Even Shakespeare didn't see this one coming.
3671,290825,Do your 'wurst...
3675,12498,A simple man. A difficult choice.
3676,77949,Sometimes dead does not mean gone.
3677,1690,Welcome To Your Worst Nightmare
3678,8435,Because everyone loves an accurate period piece.
3680,49365,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why."
3682,300706,Real Friends Do the Dirty Work.
3683,16337,After a decade of silence... The buzzz is back!
3684,11577,Best of enemies. Deadliest of friends.
3685,77987,Time to Meet The Devil
3690,50848,"Make Love, Not War"
3691,166624,Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.
3692,10822,Truth is more shocking than fiction.
3693,10844,The true story of a small town massacre
3694,9336,What an Institution!
3695,5689,A sensuous story of natural love.
3696,712,Five good reasons to stay single.
3697,13342,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?"
3698,10339,"From the immortal adventure classic...of whaling men, their ships, and the sea!"
3699,1429,This life was so close to never happening.
3700,9303,"In their world, you can't buy freedom, but you can steal it."
3703,65749,Tango: do not ever leave me
3704,6106,Based on a true story.
3705,252680,What could go wrong?
3706,141,You can never go too far
3709,12079,The ultimate speed freak's tale.
3711,4550,All she wanted was a peaceful life... they didn't give it.
3713,9991,"It's Not Just About Football, It's About Pride Inside!"
3715,68818,No destiny
3717,36419,Life is the symptom. Death is the cure.
3719,510,"If he's crazy, what does that make you?"
3722,375290,"170,000 Refugees, 488 Flights, 59 Days, 1 Man"
3725,116613,Act like a criminal to catch a criminal.
3726,11826,There's a bit of the beast in all of us.
3731,10947,This School Rocks Like No Other!
3733,3040,All That Stands Between Light And Darkness Is The Night Watch.
3734,11386,Play At Your Own Risk.
3735,10246,Keep an eye out for the funniest movie about growing up ever made!
3736,29426,Death isn't what it used to be.
3737,10331,"If it doesn't scare you, you're already dead!"
3738,153,Everyone wants to be found.
3739,703,A nervous romance.
3741,1365,A lifetime of change can happen in a single moment.
3742,287424,Don't Get Bitten
3743,451,I Love You... The Way You Are.
3746,241251,A Moment She Couldn't Resist. An Obsession He Can't Control.
3747,40494,"High...High...High...Above Them All! - in excitement! - in spectacle! - in fire, flesh and fury!"
3748,39781,"Nic and Jules had the perfect family, until they met the man who made it all possible."
3749,8337,Who are they? And what do they want?
3750,5925,Put a fence in front of these men... and they'll climb it!
3751,8357,Time to get wise.
3752,146203,The second coming
3753,85350,12 years in the making.
3754,512,The perfect man. The perfect story. The perfect murder.
3755,13408,"When you're down 'n dirty, it all comes out in..."
3756,47816,"the few, the proud, the paroled."
3757,10744,When your life depends on losing... the last thing you need is lady luck.
3758,11536,It shouts and sings with life ... explodes with love!
3759,9782,You never know who's listening.
3761,6537,A tale of love.  A story of horror.
3762,184345,It'll scare the #2 out of you.
3763,1809,We all run on instinct
3764,2370,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!
3765,9809,Welcome to the slammer
3766,5,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life."
3767,11013,Assume the position.
3769,10132,The last neighborhood in America.
3770,16448,There's a good reason some talent remains undiscovered.
3772,8141,Professional alcoholic hit man gets life back on track thanks to her
3774,48572,Fear God.
3775,14517,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.
3777,27551,Warriors. Conquerors. Heroes.
3778,64678,The toughest lesson is love.
3779,309503,Why take the risk
3780,14293,It's your shot. Take it.
3782,103328,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar."
3784,25719,Fat cats are too easy. Go for the big fish.
3785,48309,Horror Has A New Home.
3786,27723,Party till you drop. Dead.
3787,20468,He saw. He combed. He conquered.
3789,44945,"What took her family years to build, a stranger stole in an instant."
3790,29122,Piece on Earth.
3791,125123,"a love story from the writer of ""The Full Monty""."
3793,133575,*(Not His Real Name)
3794,54580,This film is not based on a real story. It is based on thousands.
3795,52015,The Most Dangerous Thing Is To Be Alive.
3796,34941,Life is what happens when you're busy making plans
3797,227975,A hero split in half.
3798,60422,"At this wedding, the F-word stands for Family"
3799,81390,"Out here, there's nowhere to hide."
3802,14902,The award winning musical comes to the screen!
3803,121676,You can never escape your past
3804,22301,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle
3805,20065,A second chance for a first love.
3806,257087,The dead come back
3807,46420,Don't break her heart
3808,114635,Can we help you?
3811,874,...a motion picture for all times!
3812,10774,Not since the dawn of time has America experienced a man like Howard Beale!
3813,770,The greatest romance of all time!
3814,266102,Be Brave. Be Bold. Be Free.
3817,37495,We are 4 Lions.
3819,34769,An unexpected hero will rise.
3820,35032,The great MGM musical romance
3821,5178,Everyone needs a refuge from the world.
3822,8618,History. It's just one bloody thing after another.
3823,3116,Whatever you hear about Midnight Cowboy is true.
3824,9427,The year's most revealing comedy.
3825,813,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?"
3826,352978,"When duty calls, plans change"
3827,10634,A lot can go down between thursday and saturday...
3828,9516,This is the truth. This is what's real.
3829,16288,"When the curtain goes up, the terror begins."
3832,27029,Her Faith Remained Strong and True in the Face of Africa's Terrors!
3833,26268,Harper takes a case - and the payoff is murder.
3834,573,Just an ordinary necktie used with a deadly new twist.
3835,310131,Evil takes many forms.
3836,40505,A truckload of cell phones... turns into a boatload of cash!
3837,11363,A romantic comedy about two brothers... and the one thing that came between them.
3840,22007,You're in for a hell of a ride.
3841,765,The Sequel To The Ultimate Experience In Grueling Terror
3842,10615,Too cool for words.
3843,205321,Enough said!
3844,89540,The spirit of a people can never be conquered.
3845,46146,You believe it when you see it!
3846,38007,"First comes love, then comes marriage, then comes therapy."
3847,14256,Sometimes you go looking for something you want. . . and find what you need.
3848,540,Evil is so totally busted!
3850,20055,What she doesn't know could kill her.
3851,224569,"In life only two things are certain, death and taxes."
3853,39303,Killers Are Not Born ... They Are Made
3854,142061,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.
3855,370662,Climate change for good.
3857,256740,The Ultimate Endgame
3858,299145,Revenge comes at a price.
3859,241766,"In this city, crime is a family business."
3860,12535,The Master of Comedy takes on The Master of Suspense!
3861,1667,"In the harshest place on Earth, love finds a way."
3862,50839,Be first. Be smarter. Or cheat.
3864,13973,From the author of Fight Club
3865,244786,The road to greatness can take you to the edge.
3866,598,"If you run you're dead... if you stay, you're dead again. Period."
3867,11129,The Weekend has Landed!
3868,75861,Based on the True Story that started a Global Movement.
3869,13551,One life ends. Seven others begin.
3870,103663,The lie is spreading.
3871,850,"Peace, Harmony, Comfort and Joy... Maybe Next Year."
3872,12586,One person can change your life forever
3873,11564,Class of 1984. Is this the future?
3874,301748,"A battle of the sexes, winner takes all."
3876,8841,The dynamics of a multicultural class and its teacher will enlighten.
3877,805,Pray for Rosemary's Baby
3878,11697,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford
3879,22051,A story about two strangers. One a little stranger than the other...
3880,436,"Based on 10,000 true stories."
3881,55347,This is what love feels like.
3883,8469,It was the Deltas against the rules... the rules lost!
3884,658,Everything he touches turns into excitement!
3885,125490,What If You Could Feel Like They Do ...
3886,1585,It's a wonderful laugh! It's a wonderful love!
3887,627,Choose life.
3888,23618,We Got Jokes
3889,41436,In 2009 you demanded it. Nothing can prepare you for what's next.
3890,10162,How far would you go to win a fortune!
3891,1430,One nation under the gun.
3893,10014,Someone is coming back to Elm Street!
3895,158015,"One night a year, all crime is legal."
3896,82507,"Once you see him, nothing can save you."
3898,261,Just one pillow on her bed ... and just one desire in her heart!
3899,1685,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!
3900,20737,He Sits. He Stays. He Shoots. He Scores.
3901,10991,Pokémon: Spell of the Unknown
3902,10225,Kill or be killed!
3903,826,It spans a whole new world of entertainment!
3905,5854,There’s no body in the family plot.
3906,284,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!"
3907,10285,Evil has finally found a home.
3908,5780,It tears you apart with suspense!
3910,223485,Wanted Dead or Dead
3911,29463,It's chillin'!
3913,22013,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...
3914,821,The event the world will never forget
3915,53862,He's a legend in his own mind.
3916,3089,Big as the men who faced this challenge! Bold as the women who loved them!
3918,132344,Everything's better with maturity.
3919,15582,High school was easy. But college is a whole different ANIMAL.
3920,15158,The ball is back!
3924,10557,"A comedy of families, a chip shop... and a very randy dog."
3925,23531,Never underestimate the power of a woman.
3928,252,It's Scrumdiddlyumptious!
3930,13982,A mindless comedy.
3931,16642,Your eyes... Your ears... Your senses... will be overwhelmed.
3932,17734,Ask yourself if you're really happy.
3933,18892,Suck it and see...
3934,549,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History."
3936,868,In this world... Redemption comes just once.
3937,10683,Finding happiness can be a tragic comedy.
3939,246403,Let me tell you a story...
3940,670,"15 years of imprisonment, five days of vengeance"
3942,49010,"Delivering justice, one shell at a time..."
3944,11229,Her life is no fairy tale.
3946,24469,"Live, love and give as good as you get."
3947,82533,"For these girls... it's not what you learn, it's whom you educate."
3948,50942,Death from the depths
3949,84174,Old habits party hard.
3954,38033,"If you don't forward it, you die."
3955,100975,A voyeuristic coming-of-age comedy.
3956,38541,The lucky ones died in the blast
3957,39563,If there is life after death - love lives on
3958,234212,Every House Has It's Secrets
3959,27404,The lowbrow comedy for the highbrow crowd.
3963,180296,He came...She came...They both came
3964,157058,Based on true events... that may not have happened
3966,26039,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.
3967,79587,Comedy
3970,342502,72 Hours On The Clock. Starting Now...
3972,43213,The glory days are back
3973,44594,A comedy that hits you right where it counts.
3974,666,He was looking for the father he never knew. She was looking for a second chance.
3975,248,You have to see it to believe it!
3976,325173,Colton MacReady...is coming home.
3978,351043,What he can't remember is killing him.
3979,43942,Things you always thought you knew but didn't
3980,10226,Hearts will bleed.
3981,66942,"He's a dreamer, stuck in the real world."
3982,356483,Some things were never meant to be.
3983,10476,The music will inspire them. The dream will unite them. This summer get crunk.
3984,239,The movie too HOT for words!
3985,10281,"Jason is back, but this time someone's waiting!"
3986,630,"We're off to see the Wizard, the wonderful Wizard of Oz!"
3987,3034,The scariest comedy of all time!
3988,13025,Where will you be when the end begins?
3989,21461,They're back... and they're not alone!
3991,17264,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…"
3994,15875,Gangway...For This Years BIG Adventure!
3996,43306,A GUY - A GAL - A PAL - It's Swell!
3997,11072,Never give a saga an even break!
3998,9730,"Jason's Back, and this is the one you've been screaming for."
4001,14137,No Gut... No Glory.
4003,14139,A trip back in time from the present to...
4006,872,What a Glorious Feeling!
4007,72914,"FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health."
4008,139038,This $*%! ain't paranormal.
4009,126509,"Love Him, Hate Him, You Don't Know Him"
4010,9591,In every life there comes a time when that dream you dream becomes that thing you do.
4011,10676,...and now the earth will run with blood again!
4012,1687,Meet baby Milo who has Washington terrified.
4013,24748,The man with the barbed-wire soul.
4014,181330,Witness the rise of a legend
4015,468,"It's not where you go, it's how you get there."
4017,76,Can the greatest romance of your life last only one night?
4020,19316,"A romantic comedy about right, wrong and everything in between."
4022,84329,Friendship doesn't have an off switch
4024,157386,From the Writers of (500) Days of Summer
4025,13007,Heaven help us.
4027,116584,The roar of the mob drowned out the truth.
4028,46849,She found her voice in the ocean... And within herself.
4029,40428,Equality for some.
4031,1698,Some study. Some are studied.
4032,20764,Crossing the border just got easier. Plug into the new American dream.
4033,45132,"Shut up, crime!"
4035,254472,"Get inside, get away, just don't get stung"
4037,49471,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus."
4039,7512,"In the future, intelligence is extinct."
4040,356216,Brutal. Notorious. Legendary
4041,11798,"Run with the crowd, stand alone, you decide."
4042,146631,Try to remain calm
4043,43546,M.G.M's Mammoth Technicolor Musical Spectacle!
4045,78373,in the middle of nowhere they had everything
4046,17820,It's NEW!
4048,283384,Pray for the Prey
4049,19933,Imagine if Your Toaster Went on a Journey of its Own!
4050,756,The most sensational sound you'll ever see!
4051,433715,She never knew it could happen to her...
4052,9728,There's nowhere to hide. We dare you to try.
4053,9731,A New Beginning to the first step in terror.
4058,360339,Survive at any cost.
4060,297621,Let your heart sing
4061,16205,...I used to be a plumber
4062,887,Three wonderful loves in the best picture of the year!
4063,9517,It's 4 a.m... do you know where your kids are?
4066,8329,One witness. One camera
4069,347548,No water. No power. No explanation. No escape.
4070,322443,"Fortunes will be made, lives will be lost."
4071,657,The world's masters of murder pull out all the stops to destroy Agent 007!
4073,11561,Woody Allen takes a nostalgic look at the future.
4074,270303,"It doesn't think, it doesn't feel, it doesn't give up"
4077,8810,"When all that's left is one last chance, pray that he's still out there ... somewhere!"
4078,12207,He's got a secret weapon with a lot of kick.
4079,226,A true story about finding the courage to be yourself.
4080,92182,"Experience 88 minutes of real fear, captured In real time"
4081,582,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets."
4082,72213,Honor Begins at Home.
4083,990,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.
4084,55604,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !
4087,2771,Ordinary life is pretty complex stuff
4088,80,What if you had a second chance with the one that got away?
4089,55,Love. Betrayal. Death.
4090,11023,It's happening so fast.
4092,39013,Talking Just Causes Witnesses
4094,43839,An American Cavalcade!
4096,44639,"The film that cost $20,000,000,000,000 to make."
4097,301351,The world is yours.
4098,4816,All assassins live beyond the law … only one follows the code
4099,7873,Take A Ride To The Edge
4100,331190,Faith. Redemption. Survival.
4101,15186,Everybody Needs A Release
4102,17994,It's more than just a game.
4103,1378,Open Your Mind. And Everything Else.
4105,48382,"2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story."
4106,12901,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.
4107,250124,Some things are best kept secret.
4109,57120,The Road to Civilisation is Not Always Civilised
4110,12228,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.
4114,10656,An underground story where lives intertwine
4116,13121,Every rose has its thorns.
4117,24746,Vegas Needs a New King.
4122,273899,Where Pride Began
4125,171759,Finding it is only the beginning.
4126,206296,There are two sides to every love story.
4127,35219,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.
4128,28260,She's to die for.
4129,7515,One young man's incredible journey of self-discovery
4130,13075,No one makes it alone.
4131,335866,In here… everything gets you killed.
4132,13510,"A weekend by the lake, with views to die for."
4133,215881,There's a fine line between love and obsession.
4134,18238,"After Twilight, The Real Party Starts."
4135,22600,Welcome to the promised land.
4137,50698,They Were Searching For Proof.  They Found it.
4138,115210,You'll die laughing...
4139,34335,It doesn't have to end this way
4142,119458,Money for Life
4144,3766,I told you... you know nothing about wickedness
4146,18808,It started as a desperate escape and became the wildest ride of their lives
4149,188652,They Sing! They Dance! They're Juvenile Delinquents from Outer Space!
4150,174311,All is busted. All is broke. All is bitter. All is BRIGHT.
4151,12602,UNBELIEVABLE! Until You See It With Your Own Eyes!
4153,17768,Something for Everyone!
4155,98549,Justice was delieverd by the fastest gun.
4157,309919,High school can be murder.
4158,299553,In this lake you have to fight to survive
4159,21309,The most controversial film you will see this year.
4162,26388,"170,000 sq miles of desert. 90 minutes of oxygen. No way out."
4163,49020,A comedy that doesn't let principles stand in the way of progress.
4164,159037,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?
4166,157293,India's First 3D Dance movie
4167,14048,1974. 1350 feet up. The artistic crime of the century.
4170,38358,Believe In Him.
4171,33511,As a boy all John Lennon needed was love.
4172,702,"...Blanche, who wanted so much to stay a lady..."
4173,935,The hot-line suspense comedy
4174,542,Lead us not into temptation
4175,84175,I  gotta take care of mine.
4176,1705,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!
4177,62677,Fall under its spell..
4179,260778,Life is what u make it
4180,58492,"He's not selling out, he's buying in."
4181,44562,A family reunion with some minor complications.
4182,37232,The bitter and the sweet of temporary things.
4183,4929,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!
4188,98557,There's a thin line between money and friends.
4189,104,Every second of every day you're faced with a decision that can change your life.
4190,10894,Be Careful... She Just Might Take Your Heart.
4191,246449,Partners in survival. Friends for life.
4192,32579,The love between a mother and a son knows no Boundraries.
4193,1688,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!
4194,1999,A young man. An older woman. Her ex-husband. Things are about to explode...
4195,43947,It's Date Night
4196,24066,Escaped convicts disguised as beauty pageant experts? This could get ugly
4197,9709,The most dangerous thing to want is more.
4200,34106,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!
4201,11426,Pouring out of impassioned pages...brawling their way to greatness on the screen!
4202,13909,John Ford's New and Finest Picture of the Fighting Cavalry!
4203,206284,Would you give up what you need... to get everything you want?
4204,27455,This big mouth is ready for the big time
4209,592,Harry Caul is an invader of privacy. The best in the business.
4211,1651,The Bride Came as Advertised...With an Unadvertised Special
4213,298584,You can't run from what's inside.
4214,10758,If only life were as easy as pie
4215,11690,The true story of an American ninja.
4216,3083,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!"
4218,10707,Joint custody blows.
4219,15647,"When it comes to love, sometimes she just can't think straight."
4221,4174,The maddest love that ever possessed a woman.
4222,20156,"In a world of temptation, obsession is the deadliest desire."
4223,9464,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.
4224,49018,It's not the house that's haunted.
4225,13820,It’s 4 a.m. Do you know where your car is?
4226,18079,Sticky & Square
4228,17113,"Selfhood begins with a walking away, and love is proved in the letting go."
4229,129139,She's going from straight A's to getting her first F.
4232,14054,Some will fall. Some will fly.
4233,323271,The Hunt Is On
4234,10972,Fear is a place.
4237,11908,Stay out of the swamp.
4238,3082,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!"
4239,39541,You saw the back-stabbing. Now see the final cut.
4240,1961,Fearless! Unstoppable! Ready For His Close-Up!
4241,51820,Where you get more than just a hair cut!
4245,23963,Shut up or die.
4246,29406,Some Things in life you can't leave behind
4247,361505,"A story about second, second chances"
4248,104755,We've been waiting... we've always been waiting
4249,253306,Terror Gets Domesticated
4251,46729,How far would you go for love?
4255,426469,It’s better to stand out than to fit in.
4257,301325,Death is trending.
4259,408,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year."
4260,44413,She is both temptation and salvation.
4261,39209,Sean Connery is Shalako! Shalako means action! Action means Bardot!
4263,394047,She ended up on the wrong side of right.
4264,312791,Enjoy the show.
4266,280381,It's where they died.
4267,2661,He's Here Big As Life In A Real Bat-Epic
4268,100,A Disgrace to Criminals Everywhere.
4274,100275,Part muse. Part sleepwalking cannibal.
4276,42033,The last defense. The last hope. The battle for the future of the world has begun.
4278,46415,Nice is out...Naughty is in
4281,223,The shadow of this woman darkened their love.
4282,9725,The body count continues...
4283,28580,The screen dares to open the strange and savage pages of a shocking bestseller!
4284,23730,They're not staying down there anymore!
4285,84197,This is my life.
4286,46256,The lamb who saved the world!
4287,19997,A raging torrent of emotion that even nature can't control!
4288,43266,Millions Have Read This Great Novel... Millions more will see an even greater picture!
4291,176,Live or die. Make your choice.
4295,480,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India."
4297,11219,A THRILLER with a difference!
4298,20770,A Comedy Of Sexual Disorientation.
4299,176124,Freedom is possible
4300,500,Every dog has his day.
4302,429,For three men the Civil War wasn't hell. It was practice.
4304,98369,Everybody belongs somewhere
4305,114065,Ain't Rock 'N' Roll a bitch.
4306,89750,Capitalizing on hope.
4310,16433,It's better to burn out than to fade away.
4311,15544,UNRATED. A film with many happy endings...
4312,43884,"The reckless lancers sweep on and on - so that a woman's heart might not be broken! You're not fighting a single legion - you're fighting the entire British army, Surat Khan!"
4313,107315,There's nothing scarier than a blank page.
