,rid,vid,owner,address,zip
2724,T153,153,GRASU CAB CORP.,220 N. LAFLIN ST.,60607
2725,T1714,1714,AQUA ZONE CAB CO.,2617 S. WABASH AVE.,60616
2726,T1477,1477,H.N. CASA EXPRESS INC.,2601 W. PETERSON AVE.,60659
2727,T105,105,MCCAB X CORP.,4626 W. CORNELIA AVE.,60641
2728,T888,888,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,60630
2729,T3980,3980,YAOLAB INVESTEMENTS INC,3351 W. ADDISON ST.,60618
2730,T4390,4390,SABREENA TAXI CO,3351 W. ADDISON ST.,60618
2731,T4350,4350,DEVINDER S. RANGI INC,3351 W. ADDISON ST.,60618
2732,T5382,5382,D. K. CAB CO.,5765 N. LINCOLN AVE.,60659
2733,T3643,3643,KWIK CAB CORPORATION,2601 W. PETERSON AVE.,60659
2734,T6129,6129,NEPAL CAB CORP,1016 W. HOLLYWOOD AVE.,60660
2735,T1216,1216,ES TAXI CORP.,3351 W. ADDISON ST.,60618
2736,T2659,2659,DEFIANCE TAXI LLC,3351 W. ADDISON ST.,60618
2737,T4447,4447,BAYERN TAXI LLC,724 W. WASHINGTON BLVD.,60661
2738,T6044,6044,ALEXANDRA SCHOOL CORP.,2617 S. WABASH AVE.,60616
2739,T2137,2137,LATIFEH CAB CO,9696 W. FOSTER AVE.,60656
2740,T1124,1124,ADEOTI INC,637 E. WOODLAND PARK,60616
2741,T2945,2945,MOHAMED A HAI,9696 W. FOSTER AVE.,60656
2742,T6434,6434,CHITOWN CAB INC # II,4020 W. GLENLAKE AVE.,60646
2743,T4659,4659,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
2744,T4781,4781,YUGSI DIAZ CAB INC.,3351 W. ADDISON ST.,60618
2745,T5799,5799,PEACE INC.,6550 N. CLARK ST.,60626
2746,T2185,2185,VEE-DOR CAB CO.,9696 W. FOSTER AVE.,60656
2747,T3271,3271,ARES TAXI INC,2220 W. SHAKESPEARE AVE.,60647
2748,T6857,6857,RUMAYSA CORP.,2617 S. WABASH AVE.,60616
2749,T5283,5283,SJ TAXI CORP.,4118 W. LAWRENCE AVE.,60630
2750,T4875,4875,4875 TAXI INC,4626 W. CORNELIA AVE.,60641
2751,T1554,1554,"CHICAGO CAB, INC. #1",6550 N. CLARK ST.,60626
2752,T5901,5901,ERITREAN AMERICAN INC,2601 W. PETERSON AVE.,60659
2753,T209,209,K & S CORP,4626 W. CORNELIA AVE.,60641
2754,T36,36,TIPTOM TOO INC,2617 S. WABASH AVE.,60616
2755,T1129,1129,YC19 LLC,3351 W. ADDISON ST.,60618
2756,T53,53,MR TAXI 2 INC,3351 W. ADDISON ST.,60618
2757,T2361,2361,STATE TAXI INC,4118 W. LAWRENCE AVE.,60630
2758,T6074,6074,AMERICAN WINNER TAXTCAB INC,2601 W. PETERSON AVE.,60659
2759,T1664,1664,SUSU TAXI INC,3351 W. ADDISON ST.,60618
2760,T1362,1362,SHEENA CORP,2601 W. PETERSON AVE.,60659
2761,T320,320,GEMINI TAXI CORP,2945 W. PETERSON AVE.,60659
2762,T6977,6977,"MONIKRIS, INC",9696 W. FOSTER AVE.,60656
2763,T5095,5095,KALIM KHAN,6412 N. HAMILTON AVE.,60645
2764,T5692,5692,"ECO 1 TAXI, INC",2759 W. MAYPOLE AVE.,60612
2765,T2876,2876,"IL 2, CORP.",3801 N. ELSTON AVE.,60618
2766,T3998,3998,"BOURGAS, CORP.",3351 W. ADDISON ST.,60618
2767,T6111,6111,TRIBECA CAB CORP,4536 N. ELSTON AVE.,60630
2768,T4726,4726,SCORPION CAB CO.,2617 S. WABASH AVE.,60616
2769,T5403,5403,NEW MILLENIUM TAXICAB INC,3351 W. ADDISON ST.,60618
2770,T2810,2810,E & B EXPRESS CORP.,8001 S. DR MARTIN LUTHER KING JR DR.,60619
2771,T6630,6630,ON THE GO CAB CO INC,3351 W. ADDISON ST.,60618
2772,T3018,3018,"DERLY'S CAB CO., INC.",4626 W. CORNELIA AVE.,60641
2773,T5986,5986,VERONIQUE ARIELLE CAB CORP.,2617 S. WABASH AVE.,60616
2774,T4417,4417,SANTORINI FOUR CAB CORP.,4536 N. ELSTON AVE.,60630
2775,T1916,1916,TOCCA TAXI LLC,4536 N. ELSTON AVE.,60630
2776,T2078,2078,J K T CAB CO,4020 W. GLENLAKE AVE.,60646
2777,T2382,2382,"HODO TRANS, INC",2601 W. PETERSON AVE.,60659
2778,T2958,2958,"RSN 3, CORP",5200 N. OTTO AVE.,60656
2779,T1585,1585,TRIBECA THREE CAB CORP.,4536 N. ELSTON AVE.,60630
2780,T5114,5114,ADRIAN INC.,6500 N. WESTERN AVE.,60645
2781,T2609,2609,SPARTAN CAB CO,2601 W. PETERSON AVE.,60659
2782,T2942,2942,ANY CAB CORP.,4536 N. ELSTON AVE.,60630
2783,T3762,3762,SUKHI ENTERPRISES INC.,3351 W. ADDISON ST.,60618
2784,T5376,5376,TAXI MEDALLIONGROUP LLCSERIESXXIX,3351 W. ADDISON ST.,60618
2785,T1096,1096,FATIMAH CAB CORP,9696 W. FOSTER AVE.,60656
2786,T4757,4757,ILHAM TRANS INC,2601 W. PETERSON AVE.,60659
2787,T6480,6480,RSA CAB CORP.,6550 N. CLARK ST.,60626
2788,T816,816,DEFIANCE TAXI LLC,3351 W. ADDISON ST.,60618
2789,T5643,5643,KALGIDHAR CAB CO,4626 W. CORNELIA AVE.,60641
2790,T6207,6207,HASRA CORP,3351 W. ADDISON ST.,60618
2791,T2230,2230,CHICAGO CAB 2 CORP.,2945 W. PETERSON AVE.,60659
2792,T1345,1345,CORPORAL CAB CO,1834 N. DAMEN AVE.,60647
2793,T6115,6115,M A I CAB CO,2601 W. PETERSON AVE.,60659
2794,T1277,1277,YC22 LLC,3351 W. ADDISON ST.,60618
2795,T84,84,MCCAB XX CORP.,4626 W. CORNELIA AVE.,60641
2796,T6742,6742,TASHA RIDE INC.,1749 N. MOODY AVE.,60639
2797,T1902,1902,"ARSLAN TRANS, INC.",2601 W. PETERSON AVE.,60659
2798,T3785,3785,MCCAB XVI CORP.,3351 W. ADDISON ST.,60618
2799,T3237,3237,AMR CAB CORP.,3351 W. ADDISON AVE.,60618
2800,T1954,1954,ZONIC INC,4118 W. LAWRENCE AVE.,60630
2801,T926,926,JOHNS CABS CORP.,4536 N. ELSTON AVE.,60630
2802,T2591,2591,A & S CAB CO INC,2028 W. CONCORD PL.,60647
2803,T3979,3979,3979 TAXI CORP,9696 W. FOSTER AVE.,60656
2804,T5104,5104,YESRAB CORP.,3151 W. ARTHUR AVE.,60645
2805,T3536,3536,GREEN TREE TAXI,3005 W. FARGO AVE.,60645
2806,T1434,1434,GSJ TAXI CO.,4020 W. GLENLAKE ST.,60646
2807,T5308,5308,MADOROCK INC,3351 W. ADDISON ST.,60618
2808,T165,165,IL 8 CORP,3801 N. ELSTON AVE.,60618
2809,T5026,5026,"SURF & XMILIN, INC",2601 W. PETERSON AVE.,60659
2810,T4524,4524,CAROL CAB CO.,3351 W. ADDISON ST.,60618
2811,T3556,3556,RODNEY ANDREWS,309 E. 89TH PL.,60619
2812,T3305,3305,CHICAGO RED WHITE CAB CO.,4414 S. KNOX AVE.,60632
2813,T1137,1137,SKYT INC.,2532 W. WARREN BLVD.,60612
2814,T1121,1121,YC19 LLC,3351 W. ADDISON ST.,60618
2815,T669,669,BLESS TAXI INC,2617 S. WABASH AVE.,60616
2816,T1412,1412,GSJ TAXI CO.,4020 W. GLENLAKE ST.,60646
2817,T1310,1310,SUPERIOR CAB CO INC,6301 N. SHERIDAN AVE.,60660
2818,T199,199,OMERAGIC INC.,6550 N. CLARK ST.,60626
2819,T1575,1575,OCEANIS TAXI LTD,2532 W. WARREN BLVD.,60612
2820,T2736,2736,"TAXI MEDALLION GROUP,LLC SERIES VII",4175 N. ELSTON AVE.,60618
2821,T6747,6747,"TAXI MEDALLION GROUP, LLC SERIES IV",4175 N. ELSTON AVE.,60618
2822,T4863,4863,"TAXI MEDALLION GROUP, LLC SERIES IV",4175 N. ELSTON AVE.,60618
2823,T5715,5715,MILA AND MIKE INC,2617 S. WABASH AVE.,60616
2824,T261,261,NEMESIS CAB CORP.,2945 W. PETERSON AVE.,60659
2825,T3701,3701,"BAKILA HOSSAIN, INC.",9696 W. FOSTER AVE.,60656
2826,T688,688,QUOMASS INC,3351 W. ADDISON ST.,60618
2827,T989,989,SHAHID TAXI INC,4118 W. LAWRENCE AVE.,60630
2828,T1973,1973,SHOTOR CAB CO,9696 W. FOSTER AVE.,60656
2829,T5486,5486,TAXI MEDALLION GROUP LLC SERIES III,4175 N. ELSTON AVE.,60618
2830,T4906,4906,"FLAMINGO H & T, INC",4626 W. CORNELIA AVE.,60641
2831,T3756,3756,IFYDA CAB CO,4118 W. LAWRENCE AVE.,60630
2832,T4759,4759,PRIME TAXI CORP.,4626 W. CORNELIA AVE.,60641
2833,T3810,3810,FRESH POWDER TAXI LLC,4536 N. ELSTON AVE.,60630
2834,T6089,6089,"LUCKY SEVEN CHICAGO ONE, INC.",2617 S. WABASH AVE.,60616
2835,T2526,2526,MIKA CAB CO INC,4626 W. CORNELIA AVE.,60641
2836,T635,635,JABOYE CORP.,3351 W. ADDISON ST.,60618
2837,T781,781,FOUAZ INC,2235 W. MAYPOLE AVE.,60612
2838,T3050,3050,TEDDY TRANSPORTATION INC.,3351 W. ADDISON ST.,60618
2839,T4020,4020,HMM INC.,4118 W. LAWRENCE AVE.,60630
2840,T2429,2429,CELLULAR CAB CO,3351 W. ADDISON ST.,60618
2841,T788,788,"TAXI MEDALLION GROUP, LLC-SERIES XV",4175 N. ELSTON AVE.,60618
2842,T4408,4408,ELSTON ELEVEN LLC,2738 W. FULTON ST.,60612
2843,T6503,6503,N AND S TAXI INC.,6550 N. CLARK ST.,60626
2844,T164,164,IL 7 CORP,3801 N. ELSTON AVE.,60618
2845,T3236,3236,"R & A CITY, INC.",3351 W. ADDISON ST.,60618
2846,T1983,1983,IL 3 CORP.,3801 N. ELSTON AVE.,60618
2847,T4201,4201,SUNFLOWER CAB CO.,3351 W. ADDISON ST.,60618
2848,T78,78,ALBIE'S CORP.,2601 W. PETERSON AVE.,60659
2849,T5712,5712,MULTAN EXPRESS INC,4118 W. LAWRENCE AVE.,60630
2850,T1556,1556,ROCKY MOUNTAIN CAB CO,1834 N. DAMEN AVE.,60647
2851,T3163,3163,BARROW TAXI LLC,4536 N. ELSTON AVE.,60630
2852,T324,324,EBUDOLA CAB CO,3351 W. ADDISON ST.,60618
2853,T4226,4226,JAHAN INC,9696 W. FOSTER AVE.,60656
2854,T4545,4545,ALMOHAJEER INC,4020 W. GLENLAKE AVE.,60646
2855,T2141,2141,CHADWICK CAPITAL CORP,4118 W. LAWRENCE AVE.,60630
2856,T2690,2690,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
2857,T3781,3781,TAXSI CORP,9696 W. FOSTER AVE.,60656
2858,T3733,3733,TAXI MEDALLION GROUPLLC-SERIESXVIII,4175 N. ELSTON AVE.,60618
2859,T1551,1551,ASHA CORP,4020 W. GLENLAKE AVE.,60646
2860,T6733,6733,TAXI MEDALLION GROUP LLC-SERIES 35,4175 N. ELSTON AVE.,60618
2861,T5190,5190,BARAKA ENTERPRISES INC.,3351 W. ADDISON ST.,60618
2862,T3225,3225,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,60656
2863,T2069,2069,ABDELHAFED AL-KHALAYLEH,2025 W. GRANVILLE AVE.,60659
2864,T4329,4329,OHANS CORPORATION,2601 W. PETERSON AVE.,60659
2865,T247,247,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
2866,T3842,3842,FOREVER CAB INC.,4118 W. LAWRENCE AVE.,60630
2867,T2366,2366,NOWARMA INC.,4626 W. CORNELIA AVE.,60641
2868,T1197,1197,INARA ENTERPRISE INC,4118 W. LAWRENCE AVE.,60630
2869,T2864,2864,SKY TAXI INC,4626 W. CORNELIA AVE.,60641
2870,T4167,4167,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
2871,T963,963,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
2872,T1827,1827,PARK CITY CAB CO,4626 W. CORNELIA AVE.,60641
2873,T6085,6085,CHICAGO SUPERSONIC CAB CORP,9696 W. FOSTER AVE.,60656
2874,T6340,6340,KINGDOM TRANSPORT INC.,4542 N. BROADWAY,60640
2875,T6317,6317,MAHLEAT INC,4118 W. LAWRENCE AVE.,60630
2876,T5111,5111,IRSHAN INC,4118 W. LAWRENCE AVE.,60630
2877,T4960,4960,WEDEB CAB CO.,4626 W. CORNELIA AVE.,60641
2878,T5852,5852,CHICAGO MEDALLION FIVE LLC,9696 W. FOSTER AVE.,60656
2879,T6726,6726,TAXI MEDALLION GROUPLLC -SERIESXXV,4175 N. ELSTON AVE.,60618
2880,T777,777,"SHAUN LOVES CHICAGO, INC.",2617 S. WABASH AVE.,60616
2881,T541,541,"LULU THREE, INC",2617 S. WABASH AVE.,60616
2882,T6377,6377,LAYA CAB CORP,5200 N. OTTO AVE.,60656
2883,T2564,2564,DEB CAB CO,3351 W. ADDISON ST.,60618
2884,T6500,6500,AGAPH CAB CORP,2945 W. PETERSON AVE.,60659
2885,T4692,4692,MR. TAXI INC.,3351 W. ADDISON ST.,60618
2886,T6462,6462,MIRA EXPRESS INC,9696 W. FOSTER AVE.,60656
2887,T6908,6908,TEKESTE CORP.,6550 N. CLARK ST.,60626
2888,T4334,4334,SEWIT EXPRESS INC,6550 N. CLARK ST.,60626
2889,T1035,1035,NADJIB TRANS INC,4626 W. CORNELIA AVE.,60641
2890,T6066,6066,RAFEY INC,2601 W. PETERSON AVE.,60659
2891,T25,25,ROADWAY CAB CO,4301 W. MONTROSE AVE.,60641
2892,T2989,2989,SHUMAILA CAB CO,4626 W. CORNELIA AVE.,60641
2893,T581,581,PARAMJIT ENTERPRISES INC,3351 W. ADDISON ST.,60618
2894,T2653,2653,MOONLIGHT TAXI SERVICE INC,3005 W. FARGO AVE.,60645
2895,T1977,1977,A. S. INC. II,4118 W. LAWRENCE AVE.,60630
2896,T6960,6960,DWEBAN INC,4626 W. CORNELIA AVE.,60641
2897,T5395,5395,WE CAB CO.,2945 W. PETERSON AVE.,60659
2898,T4905,4905,FOMEAK INC,4827 N. SHERIDAN RD.,60640
2899,T3324,3324,AKAL CAB COMPANY,4020 W. GLENLAKE AVE.,60646
2900,T6304,6304,CH. TAXI I CORP.,3351 W. ADDISON ST.,60618
2901,T6493,6493,ASMARA INC,4626 W. CORNELIA AVE.,60641
2902,T6621,6621,NORTH KING CAB COMPANY,4626 W. CORNELIA AVE.,60641
2903,T3348,3348,HAFIZ BILAL EXPRESS INC.,3351 W. ADDISON ST.,60618
2904,T2716,2716,"CHICAGO POLO XIV, INC.",2617 S. WABASH AVE.,60616
2905,T4731,4731,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
2906,T3527,3527,"HAGHIGHAT TRANSPORT, INC.",4626 W. CORNELIA AVE.,60641
2907,T3818,3818,OKABS INC,3351 W. ADDISON ST.,60618
2908,T2508,2508,A1 CAB SERVICE LLC,6542 N. SEELEY AVE.,60645
2909,T5496,5496,ARCHER CAB INC,9696 W. FOSTER AVE.,60656
2910,T1926,1926,NICOLAE TOMA,5021 N. DAMEN AVE.,60625
2911,T804,804,FUTURE CAB CO,9696 W. FOSTER AVE.,60656
2912,T5014,5014,CASBAH TRANS INC,4626 W. CORNELIA AVE.,60641
2913,T432,432,MCCAB VII CORP.,4626 W. CORNELIA AVE.,60641
2914,T5239,5239,AGAPE CAB INC.,2601 W. PETERSON AVE.,60659
2915,T860,860,ZEUS CAB CORP.,2945 W. PETERSON AVE.,60659
2916,T1821,1821,NORIZA INC,9696 W. FOSTER AVE.,60656
2917,T5762,5762,PENN - J INC,3351 W. ADDISON ST.,60618
2918,T2435,2435,TAXI CAB INC,3351 W. ADDISON ST.,60618
2919,T1375,1375,DE-ROWSTEPH VENTURES INC,1422 N. LOCKWOOD AVE.,60651
2920,T5298,5298,KAALA JUTT CAB COMPANY,4626 W. CORNELIA AVE.,60641
2921,T3827,3827,RESURRECTION TAXI INC,2532 W. WARREN BLVD.,60612
2922,T1442,1442,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
2923,T4672,4672,SUPER PRINCE INC,4118 W. LAWRENCE AVE.,60630
2924,T110,110,CHAUDHRY STARS INC,3351 W. ADDISON ST.,60618
2925,T237,237,IL 9 CORP,3801 N. ELSTON AVE.,60618
2926,T4480,4480,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
2927,T1160,1160,AL-MEDINA CHICAGO INC,3351 W. ADDISON ST.,60618
2928,T3711,3711,"ARVP, LLC",3204 W. OLIVE AVE.,60659
2929,T852,852,BON CORPORATION,3351 W. ADDISON ST.,60618
2930,T1046,1046,NEWOSBAR INC,9696 W. FOSTER AVE.,60656
2931,T2357,2357,SHEZAN INC,9696 W. FOSTER AVE.,60656
2932,T513,513,"LULU THREE, INC",2617 S. WABASH AVE.,60616
2933,T6961,6961,FAST CAB AND LIMO SERVICES INC,9696 W. FOSTER AVE.,60656
2934,T4687,4687,CARAVAN CAB CO,3351 W. ADDISON ST.,60618
2935,T5338,5338,SAHARAN CAB INC,2601 W. PETERSON AVE.,60659
2936,T2148,2148,"DERLY'S CAB CO., INC.",4626 W. CORNELIA AVE.,60641
2937,T4846,4846,"JAZZY GILL, INC.",6220 N. RIDGE AVE.,60660
2938,T111,111,ANDREW AND STEVEN CAB CORP.,9696 W. FOSTER AVE.,60656
2939,T49,49,NECT 30 LLC,6500 N. WESTERN AVE.,60645
2940,T4559,4559,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
2941,T2739,2739,DARLING CAB CO,4626 W. CORNELIA AVE.,60641
2942,T1738,1738,KIRUBEL CORP,5416 N. BROADWAY,60640
2943,T4359,4359,"NORTHSIDE TAXI 4359, LLC",6405 N. CAMPBELL AVE.,60645
2944,T6137,6137,"OLAN CAB CO., INC.",9696 W. FOSTER AVE.,60656
2945,T4742,4742,JUICY J INC,4118 W. LAWRENCE AVE.,60630
2946,T4526,4526,KNOWTICA CAB CO,4020 W. GLENLAKE AVE.,60646
2947,T329,329,REHMAT CORP.,3351 W. ADDISON ST.,60618
2948,T6796,6796,SDJ TAXI INC,5765 N. LINCOLN AVE.,60659
2949,T5800,5800,SENAI TAXI CORP,6550 N. CLARK ST.,60626
2950,T4058,4058,ANMOLE JHALLY CORP,3351 W. ADDISON ST.,60618
2951,T5258,5258,DEKA TWO CAB CORP.,4536 N. ELSTON AVE.,60630
2952,T6967,6967,AANADIL INC,3351 W. ADDISON ST.,60618
2953,T2018,2018,SLSJETS IV CAB CORP.,2617 S. WABASH AVE.,60616
2954,T660,660,RHD CAB CORP.,2800 W. PETERSON AVE.,60659
2955,T6649,6649,JNR III INC.,9696 W. FOSTER AVE.,60656
2956,T262,262,CHI-TOWN TAXI LLC,3215 N. PIONEER AVE.,60634
2957,T727,727,MAHENDRA BHATT,170 W. OAK ST.,60610
2958,T1781,1781,GOLDEN STOOL INC,3351 W. ADDISON ST.,60618
2959,T6245,6245,KENDOSKI TAXI LLC,820 W. BELLE PLAINE AVE.,60613
2960,T2081,2081,AMRIT CAB CO.,4118 W. LAWRENCE AVE.,60630
2961,T599,599,SERAFFIN INC.,9696 W. FOSTER AVE.,60656
2962,T5477,5477,S M B K CAB CO,2547 W. JEROME ST.,60645
2963,T5922,5922,SUMETTI CAB CO,6550 N. CLARK ST.,60626
2964,T3617,3617,CHICAGO 5 STAR TAXI CAB INC,3351 W. ADDISON ST.,60618
2965,T5659,5659,SAJIDA CAB INC,3351 W. ADDISON ST.,60618
2966,T6239,6239,"CHICAGO POLO XVII, INC",2617 S. WABASH AVE.,60616
2967,T869,869,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,60641
2968,T2152,2152,G S BHATTI TAXI INC,4626 W. CORNELIA AVE.,60641
2969,T2355,2355,AL-MEDINA TAXI INC,9696 W. FOSTER AVE.,60656
2970,T1548,1548,SNOWCAT TAXI LLC,2532 W. WARREN BLVD.,60612
2971,T294,294,CAPRICORN CAB INC,6500 N. WESTERN AVE.,60645
2972,T3460,3460,"ODUWOLE, INC",3351 W. ADDISON ST.,60618
2973,T2959,2959,"MIDWEST CAB CO, INC",4020 W. GLENLAKE AVE.,60646
2974,T4194,4194,BOULEVARD CORP,3801 N. ELSTON AVE.,60618
2975,T6442,6442,S A H I 6442 TAXI INC,4020 W. GLENLAKE AVE.,60646
2976,T1408,1408,D.L.B. CAB CO. INC.,9696 W. FOSTER AVE.,60656
2977,T1502,1502,"EAGLE EXPRESS, INC.",4626 W. CORNELIA AVE.,60641
2978,T1914,1914,ABRANTIE TRANSPORT INC.,3351 W. ADDISON,60618
2979,T5866,5866,LUCKY SEVEN CHICAGO THREE INC.,2617 S. WABASH AVE.,60616
2980,T4177,4177,ABDUL LLC,9696 W. FOSTER AVE.,60656
2981,T667,667,SUSAN CAB CORP.,2617 S. WABASH AVE.,60616
2982,T648,648,COMFORTING NEST TRANS INC,3351 W. ADDISON ST.,60618
2983,T1059,1059,YC17 LLC,3351 W. ADDISON ST.,60618
2984,T3744,3744,AL-MEDINA CHICAGO INC,3351 W. ADDISON ST.,60618
2985,T4706,4706,EINOLHAYAT CORP,4626 W. CORNELIA AVE.,60641
2986,T1486,1486,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
2987,T3365,3365,"TANAKA TRANS CORP., II",4626 W. CORNELIA AVE.,60641
2988,T2759,2759,FAZAL INC,4118 W. LAWRENCE AVE.,60630
2989,T6531,6531,JANDI INC.,4020 W. GLENLAKE AVE.,60646
2990,T4628,4628,MUKI INC,2601 W. PETERSON AVE.,60659
2991,T2781,2781,JNR III INC.,9696 W. FOSTER AVE.,60656
2992,T1553,1553,ILYASEEN CAB CO.,3351 W. ADDISON ST.,60618
2993,T5098,5098,KHANGURA CAB CORP,4626 W. CORNELIA AVE.,60641
2994,T2831,2831,MAZA CAB COMPANY,6550 N. CLARK ST.,60626
2995,T270,270,"ZOLI, INC.",8747 W. BRYN MAWR AVE.,60631
2996,T3881,3881,MICHIGAN AVE CAB LLC,4536 N. ELSTON AVE.,60630
2997,T1453,1453,RABAT INC.,4626 W. CORNELIA AVE.,60641
2998,T3775,3775,AMISCO TRANSPORATION INC,9696 W. FOSTER AVE.,60656
2999,T2169,2169,KIMBERLY TAXI CO,6550 N. CLARK ST.,60626
3000,T2377,2377,"LDU 10, CORP.",3443 W. SCHOOL ST.,60618
3001,T2484,2484,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
3002,T2905,2905,RENEGADE CAB CO THREE,4020 W. GLENLAKE AVE.,60646
3003,T3662,3662,"GEO-LINE, INC.",3351 W. ADDISON ST.,60618
3004,T5820,5820,KGN CAB LLC,9696 W. FOSTER AVE.,60656
3005,T3005,3005,GRAND CAB COMPANY,4020 W. GLENLAKE AVE.,60646
3006,T4455,4455,THM CAB CORP.,2601 W. PETERSON AVE.,60659
3007,T3213,3213,AKAL TRANSPORT CORP,4020 W. GLENLAKE AVE.,60646
3008,T2438,2438,RED ROSE CORP,5200 N. OTTO AVE.,60656
3009,T6596,6596,GAUHER INC,9696 W. FOSTER AVE.,60656
3010,T435,435,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
3011,T4479,4479,ADAMS TAXI LLC,4536 N. ELSTON AVE.,60630
3012,T1384,1384,BARBIE IN CHICAGO CAB CORP,2617 S. WABASH AVE.,60616
3013,T91,91,SARDINIA ENTERPRISES INC,4118 W. LAWRENCE AVE.,60630
3014,T2836,2836,BUKWANG YANG,2800 W. PETERSON AVE.,60659
3015,T3486,3486,MANZO & SONS INC.,3351 W. ADDISON ST.,60618
3016,T3706,3706,ITHAKA CAB CORP,2945 W. PETERSON AVE.,60659
3017,T2105,2105,"ILIRIDA TRANS, INC.",3401 N. PLAINFIELD AVE.,60634
3018,T2780,2780,G.G. TRANSIT CORP.,9696 W. FOSTER AVE.,60656
3019,T1936,1936,LILLY CAB CORP,2617 S. WABASH AVE.,60616
3020,T3570,3570,BLACK PIKE INC,4118 W. LAWRENCE AVE.,60630
3021,T5524,5524,DUKE'S 07 CORP.,3809 N. ELSTON AVE.,60618
3022,T4403,4403,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
3023,T296,296,N. R. T. CAB CO,3351 W. ADDISON ST.,60618
3024,T5206,5206,ATHINA CAB CORP.,2945 W. PETERSON AVE.,60659
3025,T1127,1127,SHAZZAD CAB INC,2235 W. MAYPOLE AVE.,60612
3026,T703,703,SAPNA CORPORATION,4020 W. GLENLAKE AVE.,60646
3027,T355,355,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
3028,T3631,3631,ANDROS CAB CORP,2645 W. PETERSON AVE.,60659
3029,T6635,6635,PJ CAB CO,4020 W. GLENLAKE AVE.,60646
3030,T6510,6510,FAVEN CORP.,5416 N. BROADWAY,60640
3031,T1020,1020,SUFIYAN I INC,5519 N. CUMBERLAND AVE.,60656
3032,T701,701,FULANI INC,9696 S. FOSTER AVE.,60656
3033,T4452,4452,REX 10 INC,6500 N. WESTERN AVE.,60645
3034,T4893,4893,SHEEBA CAB CO,9696 W. FOSTER AVE.,60656
3035,T6909,6909,KALAVRITA CAB CORP,2945 W. PETERSON AVE.,60659
3036,T3274,3274,SOPHIE TAXI LLC,4175 N. ELSTON AVE.,60618
3037,T2280,2280,BUDGET CAB CORP,5200 N. OTTO AVE.,60656
3038,T1369,1369,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
3039,T2490,2490,A B C CAB CO,4536 N. ELSTON AVE.,60630
3040,T3859,3859,CATCH A CAB CORP.,3351 W. ADDISON ST.,60618
3041,T3722,3722,"CHICAGO POLO IX, INC.",2617 S. WABASH AVE.,60616
3042,T1996,1996,LIGHT BREEZE CAB CORP.,2617 S. WABASH AVE.,60616
3043,T4741,4741,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
3044,T671,671,"TYLER CRAZY ABOUT CHICAGO, INC.",2617 S. WABASH AVE.,60616
3045,T2376,2376,MISTY CAB CORP,3005 W. FARGO AVE.,60645
3046,T658,658,ZEUS CAB CORP.,2945 W. PETERSON AVE.,60659
3047,T5088,5088,ADAMS TAXI LLC,4536 N. ELSTON AVE.,60630
3048,T5374,5374,HASHIM TAXI CORP,5416 N. BROADWAY,60640
3049,T3055,3055,KAROON BANNAPRADIST,6129 N. AVERS AVE.,60659
3050,T2893,2893,BEDFORD CAB TWO CORP,3351 W. ADDISON,60618
3051,T6918,6918,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
3052,T3675,3675,M. Y. TRANS INC,3351 W. ADDISON ST.,60618
3053,T6637,6637,LEEFON CORP.,2617 S. WABASH AVE.,60616
3054,T4422,4422,CATCH A CAB CORP.,3351 W. ADDISON ST.,60618
3055,T3746,3746,BAFSH INC,4848 N. WINTHROP AVE.,60640
3056,T1597,1597,TURNER CAB CO,4626 W. CORNELIA AVE.,60641
3057,T6290,6290,"IRKLENAR, INC.",5509 N. MANGO AVE.,60630
3058,T2007,2007,TANTA CAB CO,3351 W. ADDISON ST.,60618
3059,T6543,6543,TRIPLE Z ENTERPRISES LLC,810 W. GRACE ST.,60613
3060,T2776,2776,MALEY INC,920 W. LAKESIDE PL.,60640
3061,T3322,3322,AKAL CAB COMPANY,4020 W. GLENLAKE AVE.,60646
3062,T351,351,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,60641
