,account,ward,aid,business,address,zip
7103,3806,28,763,MA'S & PA'S GROCERY SNACK SHOP,804 S CALIFORNIA AVE  1,60612
7104,380623,48,735,THE BOBA TEAHOUSE,1024 W ARGYLE ST 1 1,60640
7105,38071,22,,E & N,3922 1/2 W 26TH ST  3922,60623
7106,380719,25,635,BLUE SKY EMPLOYMENT AGENCY,2160 S ARCHER AVE 2ND 202,60616
7107,380732,49,767 | 775,"JAYMADI FOODMART, INC.",7127 N RIDGE BLVD 1ST,60645
7108,380756,39,464,Illinois Senior Services Inc.,6160 N CICERO AVE 4TH 405,60646
7109,380774,16,769,REBECA BADAJOZ - AGUILAR,6224 S SACRAMENTO AVE,60629
7110,380906,25,1012,CHICAGO LAKEFRONT CRUISES LLC,800 S WELLS ST  M59,60607
7111,380951,2,745,"BODYWISE SKIN CARE & MASSAGE, INC.",1121 N ASHLAND AVE 1,60622
7112,380953,20,752,RJ'S CUSTODIAN SERVICES INC.,6330 S EBERHART AVE 2 2,60637
7113,38105,42,,V V A SYSTEMS,223 W JACKSON BLVD 8 800,60606
7114,381086,12,712,TELOLOAPAN AUTO REPAIR INC.,2601-2603 W 23RD PL 1ST,60608
7115,381108,31,904,LA MONTANA MULTI SERVICES,2918 N PULASKI RD,60641
7116,38115,34,,BAILEY TAX & PUBLISHING SERV,10208 S ABERDEEN ST  1,60643
7117,381159,42,855,AMERICAN PARKING SERVICE INC/ CATCH 35,35 W WACKER DR,60601
7118,381255,32,601,"LAKEWOOD DEVELOPMENT, INC.",2846 N SOUTHPORT AVE 1ST 1,60657
7119,3814,25,,LA BONITA GROCERY,2300 S LEAVITT ST 1ST,60608
7120,381444,42,774,EATALY,43 E OHIO ST 1 & 2,60611
7121,38148,11,864,"SOUTH WATER MARKET PRODUCE, INC.",455 W 24TH ST 1 1,60616
7122,381520,28,775,THE SKINNY PIGGY,1214 W TAYLOR ST 1ST,60607
7123,38153,6,,SHELL,8259 S STATE ST 1ST,60619
7124,381604,1,702,PIVITAS,1740 N MAPLEWOOD AVE 4TH 421,60647
7125,381655,42,619,"OCTOBER THREE MANAGEMENT SERVICES, INC.",233 S WACKER DR  8350,60606
7126,38166,23,,SHOPPERS MERCHANDOSE MART,5220 S PULASKI RD,60632
7127,381664,40,708,intlteks.com,2600 W PETERSON AVE 2 204/201,60659
7128,38167,40,,MARX ACE HARDWARE,5820 N CLARK ST # 1ST,60660
7129,381724,11,702 | 722,Emerald Den Games INC.,836 W CULLERTON ST 1,60608
7130,38174,18,,JOE'S UPHOLSTERY,8501 S PULASKI RD  1,60652
7131,38178,28,624,WEST TOWN LIQUIDATORS INC,4150 W MADISON ST 1ST,60624
7132,381844,14,735,LOS MANGOS NEVERIA Y FRUTERIA,5209 S KEDZIE AVE 1ST,60632
7133,381875,26,819,ARISTOTLE LOGAN VARGO,1508 N CENTRAL PARK AVE,60651
7134,381959,29,735,Subway Restaurant,5973 W MADISON ST FIRST 1,60644
7135,38200,42,,THE TANNER GROUP INC,111 W JACKSON BLVD  1138,60604
7136,382002,4,904,CRICKET,5048 S COTTAGE GROVE AVE 1ST,60615
7137,382026,27,942,Tete Charcutrie,900 W RANDOLPH ST,60607
7138,38211,31,,RITE CHOICE MOTORS INC,2331 N CICERO AVE 1ST,60639
7139,382140,28,646,Pacing Pups Petcare,2443 W HARRISON ST 1,60612
7140,382152,2,781,THE QUEEN MARY,2125 W DIVISION ST 1,60622
7141,382181,37,770,RANDY A HUNTER,1118 N HARDING AVE,60651
7142,382311,29,638,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,6656 W GRAND AVE 1,60707
7143,38239,32,,PALOMINO SERVICE,2312 W NORTH AVE  C-1E,60647
7144,382408,38,712,"AUTOMOTIVE DISCOUNT SERVICES, INC.",5738 W IRVING PARK RD 1 1,60634
7145,38245,23,,ZAPATERIA MICHORCAN,5220 S PULASKI RD # 116,60632
7146,382530,41,912,GLOBAL CREDIT & COLLECTION CORPORATION,5440 N CUMBERLAND AVE 3RD 300,60656
7147,38258,42,,GENUINE SOUND DSGN & MUSIC INC,343 W ERIE ST  450,60610
7148,382620,6,752,CIW- Clean it Well cleaning service,7550 S EGGLESTON AVE 2,60620
7149,38263,42,,DYE'N' STYLE INC,307 W LAKE ST GROUND,60606
7150,38272,12,,MARY'S BEAUTY SHOP,2823 W CERMAK RD 1ST,60623
7151,38274,42,708,LEGAL DOCUMENT MANAGEMENT INC.,221 N LA SALLE ST  1906,60601
7152,38278,34,,CATO'S RESALE SHOP,9912 S VINCENNES AVE 1ST,60643
7153,382799,2,855,OCTOPUS,1835 W NORTH AVE,60622
7154,38283,30,,"AMERICAN PUBLIC ART, INC",3654 N CICERO AVE,60641
7155,38289,9,911,Y.O. TEK,11138 S MICHIGAN AVE 1ST,60628
7156,382892,33,904,SIMPLY PREPAID,3105 W LAWRENCE AVE 1ST,60625
7157,38299,37,,YOLONDA'S HAIR IT IS,1102 N PULASKI RD 1ST,60651
7158,38306,25,,A & M DOLLAR PLUS INC,1709 W CERMAK RD 1ST,60608
7159,3831,27,,LYON & HEALY HARPS INC,168 N OGDEN AVE 1ST,60607
7160,38318,4,904,"OPTIMO HAT COMPANY, INC.",51 W JACKSON BLVD,60604
7161,383225,21,804,CYNTHIA'S GUMBO EXPRESS INC.,9725 S PRINCETON AVE,60628
7162,383247,1,911,TARNISH,1725 W CHICAGO AVE 1ST,60622
7163,38329,46,,MIDTOWN TRUE VALUE INC,3473 N BROADWAY  1,60657
7164,38348,48,,KENNETH SCRIPP,918 W WINONA ST  106,60640
7165,38351,42,,GLORIOUS HAIR,5 S WABASH AVE  1216,60603
7166,3836,31,,BELMONT&KOSTNER INC,4357 W BELMONT AVE,60641
7167,38360,30,,POL-MED COMPANY,6144 W BELMONT AVE  1,60634
7168,38362,42,,GOODMAN WILLIAMS GROUP,325 W HURON ST  306,60654
7169,383688,42,757,"3RD GROUP, LLC",321 N CLARK ST 5TH 500,60654
7170,383691,42,904,Spring Mobile,5 S LA SALLE ST 1 5,60603
7171,383727,45,828,DOUBLE MINDED,3959 W IRVING PARK RD  1,60618
7172,38380,25,,"NGFY Properties, LLC",1000 W MONROE ST  3 W,60607
7173,383915,4,724,KAAZ CHAFING DISH RENTAL,730 S CLARK ST 3 311,60605
7174,383978,37,781,EMMA'S BREAKFAST AND LUNCH,5419 W NORTH AVE,60639
7175,384149,19,911,THE SHOP 147,2321 W 95TH ST 1,60643
7176,384156,40,730,"Indie Grant Productions, LLC",5009 N CALIFORNIA AVE 1,60625
7177,38417,2,,GATEWAY NEWSTANDS & CIGAR STOR,875 N MICHIGAN AVE  CONCO,60611
7178,38419,24,864,MCMAHON FOOD CORPORATION,2110 S MARSHALL BLVD,60623
7179,384217,20,904 | 900,SUNRISE F. A.,4830 S ASHLAND AVE 1ST,60609
7180,384253,30,776,7-ELEVEN #36106A,3005 N PULASKI RD 1,60641
7181,384261,18,708,"TRAVELERS REST FUNERAL SERVICES, INC.",7901 S KOMENSKY AVE,60652
7182,38427,11,,K. C. ELECTRONICS INC,2814 S WENTWORTH AVE,60616
7183,38428,22,,K-TOWN  CLEANERS,4245 W CERMAK RD 1ST,60623
7184,3843,50,638,GULLIVER'S INC,2727 W HOWARD ST 1ST,60645
7185,384310,11,602 | 703,MIIVEN ENTERPRISE,3552 S HALSTED ST 1ST 2B,60609
7186,384352,47,735,BEGYLE BREWING,1800 W CUYLER AVE  1E,60613
7187,384372,9,923,TOP GOLD,11202 S MICHIGAN AVE 1,60628
7188,3844,27,,IVAN CARLSON & ASSOCIATES,2224 W FULTON ST  1,60612
7189,384505,45,892,CHICAGO FRINGE FESTIVAL,4766 N MILWAUKEE AVE 1ST,60630
7190,384578,46,896 | 895 | 745,MAGIC 88 SPA,935 W IRVING PARK RD 1ST,60613
7191,384592,5,653 | 853,LUMINA PYROTECHNICS LLC,1525 E 53RD ST 1,60615
7192,384685,7,911,DRESS CODE,1735 E 95TH ST 1ST,60617
7193,384693,1,775,WINDY CITY HAND CAR WASH-NORTH AVE.,2524 W NORTH AVE,60647
7194,384699,34,735,Chicago Pit Stop BBQ,9709 S HALSTED ST GROUND,60628
7195,384705,50,735,"SAIGON BISTRO RESTAURANT, INC.",6242-6244 N CALIFORNIA AVE 1ST,60659
7196,384712,5,775,53RD STREET MINI MART,1379 E 53RD ST 1ST,60615
7197,384726,22,769,SANTA A. NAJERA GALAN,2322 S MILLARD AVE,60623
7198,384772,27,776,DIVISION GROCERY INC.,3805 W DIVISION ST,60651
7199,3848,27,775,MACKS RED HOTS,3750 W CHICAGO AVE,60651
7200,384805,30,776,LACABANA,5958 W WRIGHTWOOD AVE,60639
7201,384813,25,904,Bienestar Pharmacy,966 W 21ST ST 1ST FL 104,60608
7202,384930,10,894,Mannys Southside cuts,10610 S EWING AVE 1ST,60617
7203,384950,40,774,GOOSEFOOT FOOD & WINE,2654 W LAWRENCE AVE 1ST,60625
7204,384966,42,708,THE JEWELRY SERVICE CENTER,5 S WABASH AVE 8TH 800A,60603
7205,384984,42,602,CMK COMPANIES LTD.,225 W OHIO ST 6TH,60654
7206,385017,6,767,SECOND ENTRELUD,501 E 79TH ST 1ST,60619
7207,385024,7,904,BOOST 95 OF JEFFERY,2024 E 95TH ST 1 1,60617
7208,385031,36,793,NEW STAR MOTORS,2145 - 2149 N CICERO AVE 1ST,60639
7209,385037,12,776,"BETHLEHEM FOOD MARKET, INC.",3009 W CERMAK RD 1ST,60623
7210,385091,42,630,GUCKENHEIMER @ CNA,333 S WABASH AVE 2,60604
7211,385151,30,735,global taste corp,5344 W FULLERTON AVE 1 ST,60639
7212,385200,42,863,A Splendid Occasion,8 W MONROE ST 7 705,60603
7213,385222,8,631,CREATIVE DESIGN,9244 S STONY ISLAND AVE 1ST B,60617
7214,385240,13,769,ROBERTO NOYOLA,7205 S AVERS AVE,60629
7215,385256,46,769,SHARON J ABBOTT,4838 N SHERIDAN RD,60640
7216,38540,42,,"CLUNE CONSTRUCTION CO., L.P.",10 S LA SALLE ST  STE.,60603
7217,385427,2,895,CATCH - 22 NAIL SALON,22 E ELM ST  1E,60611
7218,385428,40,865,FRIENDS WHOLE SALE INC.,5700 N WESTERN AVE 1ST,60659
7219,385439,8,805,JIVE TURKEY DIP,1133 E 83RD ST 1 122,60619
7220,385445,27,700,LOPEZ BROS IRONWORKS INC.,236 N WESTERN AVE,60612
7221,385487,47,670 | 767 | 661 | 904,Creative Motion Chicago,1922 W MONTROSE AVE 1,60613
7222,385556,29,905 | 821,SMART START DEVELOPMENT CENTER 2 LLC,5649 W CHICAGO AVE 1ST A,60651
7223,385606,14,779 | 712,GOLDEN AZTLAN INC.,3018 W 59TH ST 1ST,60629
7224,3857,15,829,SUPERMERCADO EL GUERO # 1,1701 W 47TH ST 1ST,60609
7225,385726,35,904,VALERY'S RESALE,4250 W ARMITAGE AVE 1ST,60639
7226,385729,39,735,KABAB GRILL INC.,3222 W BRYN MAWR AVE 1ST,60659
7227,385754,33,722,FASHION ROULETTE INC.,3743 N FRANCISCO AVE 1 1,60618
7228,385755,14,894 | 896 | 895,MAYYE' ELYS BEAUTY SALON,4822 S PULASKI RD 1ST,60632
7229,385867,42,898,"TBRICKS, INC.",320 W OHIO ST 3RD.FL.W,60654
7230,386,5,775,ORLY'S/THE BIG EASY,1660 E 55TH ST 1ST,60615
7231,3860,48,638,EDGEWATER BEACH CAFE,5539-5545 N SHERIDAN RD,60640
7232,386002,25,775 | 767 | 766 | 640,Supermarket La Familia,2300 W 23RD ST 1ST 1ST,60608
7233,386028,10,708,Rowan Park Ice Rink,11546 S AVENUE L,60617
7234,38605,43,,HI-FI RECORDS,2570 N CLARK ST 1ST,60614
7235,386082,42,897,Nanhua USA LLC,10 S WACKER DR 33 3340,60606
7236,3861,23,638,DALLAS RESTAURANT,7050 W 63RD ST,60638
7237,386157,7,769,SANDRA HERNANDEZ,7733 S SOUTH SHORE DR 2ND 211,60649
7238,38616,32,829,MICKEY'S PLACE,2345 N LEAVITT ST  1,60647
7239,386270,1,744,EMPORIUM LOGAN SQUARE,2363-2365 N MILWAUKEE AVE,60647
7240,386292,42,601,BUCK DEVELOPMENT 200 LLC,225 W WASHINGTON ST 23RD 2300,60606
7241,3863,46,,LAKEVIEW FOOD & LIQUOR,4612 N BROADWAY,60640
7242,386332,32,619 | 602,"Ekonomisk Mgmt, LLC",3147 W LOGAN BLVD 2 7,60647
7243,386361,42,781,DUNKIN DONUTS & BASKIN ROBBINS,200 E RANDOLPH ST LL16,60606
7244,386375,25,638,THALIA HALL,1807 S ALLPORT ST 2-3,60608
7245,38640,26,,CASA GUAYAQUIL,4042 W NORTH AVE 1ST,60639
7246,38644,39,,E & T DISCOUNT MUFFLER,4801 W FOSTER AVE 1ST,60630
7247,386485,26,911,"MITCH ENTERPRISES, INC.",910 N WESTERN AVE 1 1,60622
7248,386496,47,904,"VAPOR 4 LIFE, INC.",2307 W LAWRENCE AVE 1 B,60625
7249,3865,16,775,HAROLD'S CHICKEN SHACK,2521 W 63RD ST,60629
7250,38652,20,,COUNTERTOP EXPRESS,1237 W 47TH ST,60609
7251,386547,43,735,SAIMAI THAI,338 W ARMITAGE AVE,60614
7252,386617,35,735,LOS DOS LEONES,2943 N MILWAUKEE AVE,60618
7253,386635,36,767,JALISCO Y MICHOACAN,5949 W FULLERTON AVE 1ST,60639
7254,386661,27,638,SOHO HOUSE CHICAGO,113-125 N GREEN ST BSMT - 6TH,60607
7255,386692,27,904 | 896 | 895 | 894 | 144,Soho Atelier,2950 W CHICAGO AVE 3 312,60622
7256,38672,47,,SHEPP CONTRACTORS,1934 W GRACE ST  1,60613
7257,386767,3,735,"BIG BABA'S STEAK & LEMONADE, INC.",328 E PERSHING RD 1ST,60653
7258,386779,36,652,ONCALLERS,6240 W BELMONT AVE 1,60634
7259,386793,37,782,P&P AMERICAN & CHINESE FOOD,5409 W NORTH AVE,60639
7260,386804,41,896 | 745,TERMINAL GETAWAY SPA,11601 W TOUHY AVE  TIB-TIB.U.,60666
7261,386828,27,638,MAS,800 W WASHINGTON BLVD,60607
7262,386890,14,925,A TOWN PACKAGING INC.,3355 W 48TH PL,60632
7263,386897,6,692,COLLIN'S LAUNDROMAT,422-24 E 71ST ST 1ST,60619
7264,3869,40,,WM. THYBONY CO.,5440 N CLARK ST,60640
7265,38690,43,648,MASTERS CLEANERS,1814 N HALSTED ST,60614
7266,38698,33,,BOEHM PLUMBING,4019 N MOZART ST  1,60618
7267,387025,6,197,TAXES DONE RIGHT LLC,451 E 79TH ST 1ST,60619
7268,387030,7,197,ITS MAJOR,1735-1737 E 71ST ST 1ST,60649
7269,387099,18,767 | 904 | 776,FORD CITY NEWS STAND,7601 S CICERO AVE 1 1340,60652
7270,387116,30,730,Christy Tyler Photography,3323 N KILPATRICK AVE,60641
7271,387139,16,735,RED FISH CHICKEN & GRILL,1137 W 63RD ST 1ST,60621
7272,38720,5,,SHAWKI HAIR DESIGN,1709 E 55TH ST  1,60615
7273,387221,29,673 | 602,CONTINENTAL DESIGN & REMODELING LTD,5815 W NORTH AVE 1ST,60639
7274,38725,43,,TABULA TUA,1015 W ARMITAGE AVE AST,60614
7275,38726,11,,F & V ENTERPRISES,4015 S ASHLAND AVE  1,60609
7276,387282,8,619 | 602,"CBA, SMALL BUSINESS DEVELOPMENT, INC",800 E 78TH ST 1ST,60619
7277,387343,21,735,MCDONALD'S 26371,36 W 95TH ST 1ST,60628
7278,387347,38,904 | 775 | 640,"CHICAGOLAND DELI INTERNATIONAL, INC",3956 N NARRAGANSETT AVE 1ST A,60634
7279,387357,47,911 | 899,HALF PINT SHOP,3756 N ASHLAND AVE 1ST,60613
7280,387360,25,895,"ELLE NAILS SPA 1, LTD.",912 W MADISON ST,60607
7281,387402,4,708,"Bluegreen Resorts Management, Inc",500 S DEARBORN ST 1,60605
7282,387416,42,735,THRIVE 360 EATERY,37 S LA SALLE ST 1ST,60603
7283,387548,33,805,LIL BIT KIT,3250 W BELLE PLAINE AVE  1,60618
7284,387555,20,792,AGA AUTO,6821 S SOUTH CHICAGO AVE 1ST,60637
7285,38770,42,,RHONDA L.  RISTICH,200 W OHIO ST  1,60610
7286,387707,47,804,PIEROGI WAGON,4034 N ASHLAND AVE,60613
7287,387745,35,735,FAST BURRITO,3414 W IRVING PARK RD 1ST,60618
7288,387754,31,735,"RESTAURANTE SALVADORENO OLOCUILTA INC.,",3040 N LARAMIE AVE 1ST,60641
7289,387794,44,735,BIG & LITTLE'S RESTAURANT,1034 W BELMONT AVE 1ST,60657
7290,387915,42,638,THE LOEWS CHICAGO,455 N PARK DR 1-52,60611
7291,387971,7,735,LITTLE BABABS PHILLY STEAK,2660 E 79TH ST 1ST UNITE A1,60649
7292,387985,27,602,"BDB JR., LLC",939 W NORTH AVE 7 750,60642
7293,388,44,763,MI TIERRA,1039 W BELMONT AVE 1ST #,60657
7294,388026,44,904,EGOR'S DUNGEON,900 W BELMONT AVE,60657
7295,388087,9,674,GOD LIKE CONSTRUCTION INC.,12612 S MICHIGAN AVE,60628
7296,388121,10,692 | 693,COIN LAUNDRY,10755 S EWING AVE 1ST,60617
7297,38816,26,,CHICAGO SERVICE,1621 N LAWNDALE AVE  1ST,60647
7298,388193,42,602 | 708 | 619,Merritt Research Services,111 W MONROE ST 14TH,60603
7299,388210,3,724,FOCUS HOOD CLEANING LLC,1900 S FEDERAL ST 1ST D,60616
7300,38822,40,,RUFINO PAINTING,5914 N ARTESIAN AVE,60659
7301,388290,22,904 | 144,LUNA'S HAIR SALON AND BARBER SHOP,2801 S DRAKE AVE 1ST,60623
7302,38836,33,,AL MUHASEB INC,4609 N KEDZIE AVE,60625
7303,388376,42,708,fielday Marketing,400 W ERIE ST 2ND 205,60654
7304,38839,2,,RE CASABLANCA,836 N DAMEN AVE,60622
7305,388390,44,599,Levin Accounting and Tax Services Inc.,3440 N LAKE SHORE DR 3RD 3G,60657
7306,388470,25,779 | 713,DON-AARON TIRE SHOP,1030 W 21ST ST 1ST,60608
7307,388508,32,724 | 665,Apryl M C Jackson,2056 N OAKLEY AVE 2,60647
7308,38858,33,,PHILIPPINE EXPRESS TRAVEL,2914 W IRVING PARK RD,60618
7309,388648,35,922,MC CUMUNICATION INC.,2718 N MILWAUKEE AVE 1ST,60647
7310,388667,42,814,Auntie Vee's,233 S WACKER DR,60606
7311,3887,13,775,LAWN MAGIC LOUNGE,6752 S PULASKI RD 1ST,60629
7312,388700,22,476,"RED WEDDINGS PRODUCTIONS, INC",3753 W 26TH ST 1 FLOOR,60623
7313,388711,46,904,INTEGRAL WELLNESS,4753 N BROADWAY  8 810,60640
7314,388747,25,197 | 659,RV SERVICES,1916 W CERMAK RD 1ST,60608
7315,38880,43,,KARYN'S FRESH CORNER,1901 N HALSTED ST,60614
7316,388880,4,638,BBQ SUPPLY CO.,1301 E 53RD ST 1,60615
7317,388903,12,904,Rafael Murillo,4100 S ASHLAND AVE 0,60609
7318,389,1,638,HACIENDA TECALITLAN,820 N ASHLAND AVE 1ST & 2ND,60622
7319,389010,24,752,Tabia's Cleaning & Trash Out Services,1230 S KEDVALE AVE HSE,60623
7320,389024,47,896 | 895,RUBY NAILS,4017 N LINCOLN AVE,60618
7321,389032,45,769,MICHELE RENEE MASON,4643 N LARAMIE AVE,60630
7322,389062,37,711,ALPHA AUTO CENTER INC.,1334 N KOSTNER AVE  I,60651
7323,3891,2,725,MID-CITY PARKING,734 N CLARK ST  GROUN,60610
7324,389267,25,781,DUNKIN DONUTS,1659 W 18TH ST 1ST,60608
7325,389469,44,730,"FAMILY LINE VIDEO, LLC",340 W DIVERSEY PKWY 21ST 2119,60657
7326,389505,42,735,Porkchop,29 E ADAMS ST 1,60603
7327,389544,42,717,Buck's Four Star Grill,301 S COLUMBUS DR,60604
7328,389689,14,774,SUPERMERCADO LA GLORIA #4,5044-5054 S ARCHER AVE,60632
7329,389775,3,942,Anita's Gumbo,5100 S DR MARTIN LUTHER KING JR DR,60615
7330,38982,5,,STAMP LAYS EXECUTIVE SALON,1371 E 53RD ST 1ST,60615
7331,389840,37,816 | 673,"G. V. WELDING, INC.",4849 W GRAND AVE,60639
7332,389877,44,735,ZAM ZAM MIDDLE EASTERN GRILL,3461 N CLARK ST 1,60657
7333,389903,14,793,ULTIMO PRECIO,4517-27 S ARCHER AVE 1ST,60632
7334,389907,49,774,GO! GROCER LOYOLA,6435 N SHERIDAN RD 1,60626
7335,390045,42,776,GATEWAY NEWSTAND,190 S LA SALLE ST 1ST LOBBY,60603
7336,390086,45,929 | 700 | 904,Blackhawk Industrial Distribution Inc.,5480 N ELSTON AVE ONE 1,60630
7337,3901,42,638,COCINA BARRO,73 E LAKE ST 1ST,60601
7338,390139,48,767 | 775,QUICK STOP,5000 N SHERIDAN RD GROUND,60640
7339,390148,8,769,TRACY BRIGHAM,642 E 91ST ST,60619
7340,390184,38,666,SHELL,5949 - 5959 W MONTROSE AVE,60634
7341,390232,3,895,ROCK'N NAILS,2000 S MICHIGAN AVE 1ST,60616
7342,390321,27,735,CEMITAS PUEBLA,817 W FULTON MARKET  1ST FLOOR,60607
7343,390382,27,735,BAR TAKITO,952 W LAKE ST 1,60607
7344,390402,23,844,ACTIVO,6018 - 6020 S PULASKI RD 1ST,60629
7345,39064,45,,SONG'S KUNG FU ACADEMY,4800 N MILWAUKEE AVE 1ST,60630
7346,390665,35,769,ARACELY JAIMEZ-ZARAGOZA,2130 N TRIPP AVE 1,60639
7347,390678,1,735,LEGHORN CHICKEN,959 N WESTERN AVE 1,60622
7348,390716,18,819,ELIJAH SHAQUIL GIVENS,2611 W 82ND PL 1,60652
7349,39084,39,673,FABIAN & SON,4338 W LAWRENCE AVE 1ST,60630
7350,39090,7,,ABLE SEWERAGE CO,3024 E 79TH ST  1,60649
7351,390929,24,767 | 775 | 736,15TH STREET FOOD MART,1457 S KOSTNER AVE 1ST,60623
7352,390968,44,774,STELLAR WINE COMPANY,820 W BELMONT AVE,60657
7353,390981,37,894,The Queen Mek Collection,5365 W NORTH AVE 1ST,60639
7354,390992,42,796,COLD STONE CREAMERY #20658,20 W OHIO ST,60654
7355,3910,35,855,ADMIRAL THEATRE,3940 W LAWRENCE AVE 1ST,60625
7356,391013,42,708,"MENASHA PACKAGING COMPANY, LLC",350 N CLARK ST 3RD 300,60654
7357,391036,3,905,BEST BRAINS,1319 S STATE ST 2ND C-1,60605
7358,391052,44,784,BAR COCINA,2901 N SHEFFIELD AVE 1,60657
7359,391079,42,814,Piko Street Kitchen,50 W WASHINGTON ST,60602
7360,39113,40,,COLLIER LOCK SERVICE INC,6142 N CLARK ST,60660
7361,391206,42,602,Appraisal Institute,200 W MADISON ST 15 1500,60606
7362,391226,1,848 | 661,Duet Dance Studio,2515 W NORTH AVE 1,60647
7363,391261,46,630,M&M RESTAURANT GROUP,1463-1465 W LELAND AVE 1,60640
7364,391430,48,775 | 767,"ARGYLE GROCERY, INC.",1131 W ARGYLE ST 1ST,60640
7365,391477,36,769,LARRY LAMAR HARGES,2026 N KOSTNER AVE  1E,60639
7366,391561,27,708,"Camera Department, Inc.",2010 W FULTON ST 2ND F280A,60612
7367,391632,28,767,CARTER'S CANDIE,133 S PULASKI RD 1ST,60624
7368,391665,31,767 | 776,VIP SMOKE HOUSE,5126 W BELMONT AVE 1ST,60641
7369,39168,45,,RAMONA'S BEAUTY SHOP,3654 N PULASKI RD  1ST,60641
7370,391683,17,666,FALCON FUEL,7900-7910 S LAFAYETTE AVE,60620
7371,391746,35,634,SERGIO'S LANDSCAPING,3812 W MONTROSE AVE 1ST,60618
7372,391785,25,735,DOLO GARDEN RESTAURANT & BAR,2222-2224 S ARCHER AVE,60616
7373,391803,45,904,MAXIMUM DISTRACTIONS,4405 N MILWAUKEE AVE 1ST,60630
7374,391892,42,776 | 767,AMIN ARK INC,216 W JACKSON BLVD GROUND,60606
7375,391895,40,904 | 776,BIG LOU'S TOBACCO SHOP,2617 W LAWRENCE AVE 1,60625
7376,3919,2,,NORTOWN AUTO SERVICE REPAIR,1400 W NORTH AVE 1ST,60622
7377,391930,4,896 | 895,PURE RAIN NAIL AND SPA,437 S DEARBORN ST 1,60605
7378,392032,14,642,FANTIS IMPORTS INC.,4100 W 40TH ST,60632
7379,392095,11,786,PAUL'S CATERING,2637 S THROOP ST,60608
7380,392125,25,708 | 668 | 602,CAPS57,329 W 18TH ST 6TH FLOOR 616,60616
7381,392143,4,719,SAME AS LEGAL NAME,5135 S KENWOOD AVE 5TH 504,60615
7382,39215,30,690,VEGAS LANDSCAPING,5533 W DRUMMOND PL 1,60639
7383,392175,42,781,Goodwin's,333 W WACKER DR 1,60606
7384,392261,26,766 | 781,"EDDIE""S SANDWICHES",2721 W DIVISION ST STORE FRONT,60622
7385,39239,7,,SOUTH SHORE ANIMAL CLINIC,2320 E 79TH ST 1ST,60649
7386,3925,29,,A FISCHER TOOL & MACHINE WORKS,5617 W GRAND AVE,60639
7387,392519,43,895,P S NAILS,2556 1/2 N CLARK ST 1ST,60614
7388,392520,47,735,"KEREN KITCHEN, INC.",1513 W IRVING PARK RD 1ST,60613
7389,392551,26,727 | 922,CRICKET WIRELESS LLC,3337 W NORTH AVE,60647
7390,392605,14,922,metroPCS Authorized Dealer,5111 S KEDZIE AVE GROUND,60632
7391,392625,44,804,WOLFORTH'S,3643 N MAGNOLIA AVE,60613
7392,392663,50,727 | 922,"BASIL WIRELESS, INCORPORATED",7450 N WESTERN AVE 1ST,60645
7393,392768,38,737,WAYNE HOLGER HANSON,3818 N NORDICA AVE  1,60634
7394,392785,16,772 | 727,metropcs,6247 S ASHLAND AVE 1,60636
7395,39284,47,,GALAXY COMIC ZONE,3804 N WESTERN AVE 1ST,60618
7396,392848,33,736,BLANZ PANTRY,4632 N KEDZIE AVE 1,60625
7397,392878,27,904 | 622,ProCENTER CAMERA,1000 N NORTH BRANCH ST 1ST F,60642
7398,39290,11,,VAL-A CHICAGO INC,700 W ROOT ST 1ST,60609
7399,392919,48,638,PORK SHOPPE,5721-5723 N CLARK ST 1,60660
7400,392992,38,689,JESUS G. ZAMARRIPA,6455 W BELLE PLAINE AVE,60634
7401,393,43,784,MON AMI GABI,2300 N LINCOLN PARK WEST,60614
7402,393022,27,904,HALLOWEEN EXPRESS,1574 N KINGSBURY ST,60642
7403,393035,32,904,RoscoeBooks,2142 W ROSCOE ST 1,60618
7404,393061,10,735,NUEVO CHAPALA RESTAURANT,3537 E 106TH ST MAIN,60617
7405,3931,16,778 | 712,MARQUETTE FRAME & WHEEL INC,2348 W 59TH ST,60636
7406,393116,40,602,Fuelfed,5225 N RAVENSWOOD AVE 2ND 201,60640
7407,39314,1,,REINO NATURAL & THE ART ZONE,945 N ASHLAND AVE,60622
7408,39317,48,,HSU FUN YUEN TAI CHI ACADEMY,6016 N BROADWAY  1ST,60660
7409,39318,39,,LAWANDOS'S AUTO SVC,5200 N KIMBALL AVE 1ST,60625
7410,39320,42,,DIGITAL STAFFING,208 S LA SALLE ST  1688,60604
7411,393220,44,735,TOM YUM RICE & NOODLE INC.,608 W BARRY AVE 1,60657
7412,393266,25,820 | 825 | 823,SONNETS ACADEMY - WEST LOOP,229 S PEORIA ST 1ST,60607
7413,3933,1,775,ODGES,730 N DAMEN AVE,60622
7414,393433,39,898,B.T.S. INC.,4001 W DEVON AVE 5TH 500,60646
7415,393453,28,782,WEST SIDE GYROS,754 S WESTERN AVE 1ST,60612
7416,393466,48,892,"PETERSON GARDEN PROJECT, INC. NFP",5917 N BROADWAY  2,60660
7417,393495,25,747 | 897,"dough, Inc.",19 N SANGAMON ST 2,60607
7418,393595,50,900,Mattress Firm,6170 N LINCOLN AVE FIRST,60659
7419,393657,43,735,MILLIE'S SUPPER CLUB,2438 N LINCOLN AVE 1ST,60614
