,vid,make,model,year,fuel_type,owner
2642,5005,TOYOTA,CAMRY,2012,HYBRID,C K A CORP
2643,6331,NISSAN,SENTRA,2019,GASOLINE,KALAVRITA CAB CORP
2644,5052,TOYOTA,CAMRY,2015,HYBRID,TAJ CAB CO INC
2645,507,TOYOTA,SIENNA,2019,GASOLINE,JACKSON STREET TAXI LLC
2646,5116,CHEVROLET,IMPALA,2014,FLEX FUEL,JULIA QUEZADA
2647,5085,TOYOTA,COROLLA,2018,GASOLINE,FISKARDO CAB CO
2648,319,FORD,ESCAPE,2011,HYBRID,CAPRICORN CAB INC
2649,3919,TOYOTA,RAV4,2017,GASOLINE,G A F A CAB CO
2650,5078,TOYOTA,CAMRY,2013,HYBRID,OKABS INC
2651,5080,TOYOTA,CAMRY,2013,HYBRID,S & R TAXI CO
2652,50,TOYOTA,CAMRY,2015,HYBRID,BALAYAN COMPANY
2653,5059,TOYOTA,PRIUS,2013,HYBRID,BIG APPLE CAB ONE CO.
2654,6659,TOYOTA,PRIUS,2016,HYBRID,ABNS INC
2655,5004,FORD,ESCAPE,2012,HYBRID,"CHANDIYA, INC."
2656,1514,FORD,ESCAPE,2010,HYBRID,REX 2 INC.
2657,3960,TOYOTA,SCION,2015,GASOLINE,WILNER MASSILLON
2658,3992,DODGE,CARAVAN,2017,GASOLINE,RIDGEVIEW CAB CORP.
2659,5152,TOYOTA,CAMRY,2013,HYBRID,HEER CAB CORP
2660,5641,TOYOTA,COROLLA,2018,GASOLINE,ARMITAGE TAXI LLC
2661,520,VPG,MV-1,2014,GASOLINE,PETE TAXI COMPANY
2662,4011,DODGE,CARAVAN,2017,GASOLINE,RIVERSIDE CAB CORP
2663,2762,TOYOTA,PRIUS,2013,HYBRID,RAV TAXI INC
2664,5248,TOYOTA,RAV4,2014,GASOLINE,RAYMOND EGWIEKHOR
2665,5258,NISSAN,NV200,2014,GASOLINE,DEKA TWO CAB CORP.
2666,5329,HYUNDAI,ELANTRA,2018,GASOLINE,ALTHERAS CAB CORP
2667,1031,FORD,FUSION,2014,HYBRID,NECT 42 LLC
2668,301,FORD,ESCAPE,2011,HYBRID,CAPRICORN CAB INC
2669,190,FORD,FUSION,2014,HYBRID,NECT 15 LLC
2670,5251,TOYOTA,CAMRY,2012,HYBRID,CH. TAXI CORP.
2671,5203,TOYOTA,SIENNA,2017,GASOLINE,H & S CERTIFIED INC
2672,5238,TOYOTA,SIENNA,2019,GASOLINE,"KHOUDIASTA, INC."
2673,5242,TOYOTA,CAMRY,2014,HYBRID,EASY TRAVEL INC
2674,5233,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIES 28
2675,5223,VPG,MV-1,2014,GASOLINE,TAXI MEDALLION GROUP LLC-SERIESXVII
2676,3439,TOYOTA,CAMRY,2020,HYBRID,3439 TAXI INC
2677,2778,FORD,FUSION,2018,GASOLINE,"SHATARAT CAB, INC."
2678,1286,FORD,FUSION,2014,HYBRID,CHICAGO TAXI INC
2679,976,TOYOTA,PRIUS,2013,HYBRID,NECT 38 LLC
2680,96,VPG,MV-1,2012,COMPRESSED NATURAL GAS,NECT 11 LLC
2681,4058,TOYOTA,CAMRY,2013,HYBRID,ANMOLE JHALLY CORP
2682,1034,FORD,FUSION,2014,HYBRID,NECT 42 LLC
2683,1166,TOYOTA,PRIUS,2014,HYBRID,CRAZY JEFFREY CAB CORP
2684,1673,FORD,FUSION,2014,HYBRID,NECT 20 LLC
2685,4012,TOYOTA,CAMRY,2018,HYBRID,TRAVEL SURF INC
2686,974,TOYOTA,CAMRY,2014,HYBRID,SBJ CAB CO.
2687,4087,TOYOTA,CAMRY,2016,HYBRID,4087 TAXI CORP
2688,1711,TOYOTA,PRIUS,2013,HYBRID,NECT 22 LLC
2689,5385,TOYOTA,PRIUS,2017,HYBRID,SAJID ENTERPRISE INC.
2690,5378,TOYOTA,PRIUS,2014,HYBRID,"DUA TRANSPORT, INC."
2691,5354,TOYOTA,PRIUS,2014,HYBRID,SAFE TAXI COMPANY
2692,5348,TOYOTA,CAMRY,2017,HYBRID,SAHAR INC
2693,5367,TOYOTA,CAMRY,2014,HYBRID,ANSHIV INC.
2694,5381,TOYOTA,PRIUS,2013,HYBRID,SAFE TAXI COMPANY
2695,5360,TOYOTA,PRIUS,2013,HYBRID,CASH CAB CO
2696,246,VPG,MV-1,2012,COMPRESSED NATURAL GAS,GALA CAB CORP.
2697,1484,TOYOTA,PRIUS,2014,HYBRID,AQUARIUS CAB INC.
2698,5334,FORD,ESCAPE,2011,HYBRID,JAS CAB CORP
2699,1200,FORD,FUSION,2014,HYBRID,NECT 17 LLC
2700,5386,TOYOTA,SIENNA,2019,GASOLINE,"SHWAIKI, INC."
2701,879,TOYOTA,PRIUS,2014,HYBRID,NECT 35 LLC
2702,4161,TOYOTA,CAMRY,2013,HYBRID,ERMAKA INC
2703,3631,TOYOTA,COROLLA,2017,GASOLINE,ANDROS CAB CORP
2704,1036,TOYOTA,PRIUS,2013,HYBRID,NECT 42 LLC
2705,4194,TOYOTA,PRIUS,2014,HYBRID,BOULEVARD CORP
2706,299,FORD,FUSION,2014,HYBRID,CAPRICORN CAB INC
2707,2912,TOYOTA,CAMRY,2018,HYBRID,GELILA CORP
2708,2431,TOYOTA,CAMRY,2016,HYBRID,"A.S.SUBS, INC."
2709,363,TOYOTA,PRIUS,2014,HYBRID,NECT 31 LLC
2710,5410,TOYOTA,CAMRY,2016,HYBRID,SANTORINI TWO CAB CORP.
2711,1091,TOYOTA,PRIUS,2014,HYBRID,NECT 24 LLC
2712,2032,FORD,FUSION,2014,HYBRID,NECT 48 LLC
2713,5397,TOYOTA,CAMRY,2012,HYBRID,BILAL CAB CORP
2714,5502,TOYOTA,RAV4,2017,HYBRID,AMJAD CORP.
2715,5402,DODGE,GRAND CARAVAN,2012,FLEX FUEL,PERSISTENCE TAXI LLC
2716,1281,TOYOTA,PRIUS,2014,HYBRID,NECT 26 LLC
2717,5418,NISSAN,ALTIMA,2011,HYBRID,GOOD CAB CORP.
2718,5421,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLIONGROUP LLCSERIESXXIX
2719,5508,TOYOTA,PRIUS,2015,HYBRID,"HEART 7, INC"
2720,5403,TOYOTA,CAMRY,2014,HYBRID,NEW MILLENIUM TAXICAB INC
2721,4223,TOYOTA,CAMRY,2017,HYBRID,GUL CAB CORP
2722,1279,VPG,MV-1,2012,COMPRESSED NATURAL GAS,NECT 11 LLC
2723,1382,FORD,ESCAPE,2011,HYBRID,NECT 17 LLC
2724,5520,TOYOTA,CAMRY,2012,HYBRID,SHAFI CHICAGO CORP.
2725,5539,TOYOTA,CAMRY,2016,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES 30"
2726,5509,TOYOTA,PRIUS,2014,HYBRID,SANTORINI FOUR CAB CORP.
2727,5573,TOYOTA,CAMRY,2012,HYBRID,SWEETGRASS CAPITAL CORP.
2728,5677,TOYOTA,PRIUS,2012,HYBRID,MORAN TAXI INC
2729,4297,TOYOTA,CAMRY,2014,HYBRID,LBJ CAB CORP.
2730,5659,TOYOTA,CAMRY,2014,HYBRID,SAJIDA CAB INC
2731,1364,TOYOTA,PRIUS,2013,HYBRID,"REX 6, INC."
2732,5575,TOYOTA,PRIUS,2013,HYBRID,JOANA K SEFAH & COMPANY
2733,5645,TOYOTA,PRIUS,2013,HYBRID,FOZIA CAB CO
2734,5668,TOYOTA,PRIUS,2014,HYBRID,"TAXI MEDALLION GROUP,LLC-SERIES XIX"
2735,5640,TOYOTA,PRIUS,2013,HYBRID,MCCAB XVI CORP.
2736,952,TOYOTA,PRIUS,2013,HYBRID,NECT 38 LLC
2737,560,TOYOTA,CAMRY,2014,HYBRID,SAFRI INC
2738,291,FORD,ESCAPE,2011,HYBRID,CAPRICORN CAB INC
2739,6818,TOYOTA,PRIUS,2013,HYBRID,NECT 12 LLC
2740,5883,TOYOTA,CAMRY,2015,HYBRID,ARBERIA CAB CO
2741,5550,TOYOTA,CAMRY,2019,HYBRID,"AAF MANAGEMENT, INC."
2742,5505,TOYOTA,SIENNA,2015,GASOLINE,POWERHOUSE TAXI LLC
2743,5690,TOYOTA,COROLLA,2015,GASOLINE,TABITI EXPRESS INC
2744,1019,FORD,ESCAPE,2010,HYBRID,REX 2 INC.
2745,5576,TOYOTA,PRIUS,2013,HYBRID,TRAVEL SOURCE  INC
2746,5053,TOYOTA,SIENNA,2019,HYBRID,OSKO CAB COMPANY
2747,4146,TOYOTA,CAMRY,2015,HYBRID,JORDACHE CAB CORP.
2748,5713,TOYOTA,PRIUS,2014,HYBRID,BMC CAB CORP.
2749,3894,NISSAN,ALTIMA,2015,GASOLINE,COLOMBO CAB INCORPORATED
2750,5719,TOYOTA,PRIUS,2013,HYBRID,PADI INC
2751,2940,TOYOTA,CAMRY,2014,HYBRID,HARVIN CAB CO
2752,2479,KIA,SOUL,2017,GASOLINE,"ABRON CAB COMPANY, INC."
2753,2922,FORD,FUSION,2013,HYBRID,CHICAGO TAXI INC
2754,4313,TOYOTA,CAMRY,2013,HYBRID,ULTRA INVESTMENT CORP
2755,1256,TOYOTA,PRIUS,2015,HYBRID,YC21 LLC
2756,5062,CHEVROLET,IMPALA,2018,FLEX FUEL,SAMUEL J. MESTAS
2757,3401,TOYOTA,CAMRY,2013,HYBRID,ELIAS TAXI II LLC
2758,3385,TOYOTA,CAMRY,2015,HYBRID,EMAN CAB INC
2759,852,TOYOTA,SIENNA,2018,GASOLINE,BON CORPORATION
2760,5849,TOYOTA,PRIUS,2015,HYBRID,SUPER VENTURE CORP
2761,5056,TOYOTA,XB,2015,GASOLINE,TAP TAP CAB CO
2762,5937,TOYOTA,RAV4,2016,GASOLINE,J J AND J INC
2763,3533,TOYOTA,RAV4,2017,HYBRID,ASLAN TAXI CORP
2764,4748,HYUNDAI,SONATA,2015,GASOLINE,ABNER GORDON INC
2765,4323,TOYOTA,COROLLA,2018,GASOLINE,MALTA CAB CORP
2766,381,TOYOTA,CAMRY,2013,HYBRID,MASS MEDIA LINK CO.
2767,5928,TOYOTA,CAMRY,2016,HYBRID,SENAIT AND YOSEIF CAB CORP.
2768,5929,TOYOTA,CAMRY,2015,HYBRID,CHOICE EXPRESS CORP
2769,4546,TOYOTA,CAMRY,2017,HYBRID,KHAWACHAN TRANS  INC
2770,4150,TOYOTA,RAV4,2018,GASOLINE,KING SOLOMON CAB COMPANY
2771,4346,TOYOTA,CAMRY,2016,HYBRID,GILL CAB COMPANY
2772,4190,TOYOTA,CAMRY,2014,HYBRID,BIJAN SALEHI-MOORKANI
2773,4211,TOYOTA,CAMRY,2014,HYBRID,CHITOWN CAB INC #1
2774,4371,TOYOTA,CAMRY,2016,HYBRID,GILL CAB COMPANY
2775,2545,TOYOTA,CAMRY,2015,HYBRID,LULYA TRANS INC
2776,2004,FORD,ESCAPE,2012,HYBRID,TAYYAB CAB CORP
2777,6232,TOYOTA,PRIUS,2013,HYBRID,VOYAGER CORP
2778,6176,TOYOTA,CAMRY,2014,HYBRID,VOYAGER CORP
2779,1507,TOYOTA,PRIUS,2012,HYBRID,TRIPLE FAVOURS INC
2780,2138,TOYOTA,CAMRY,2014,HYBRID,AAROW TRANSPORTATION
2781,5399,TOYOTA,CAMRY,2014,HYBRID,MIDWEST RIDE INC
2782,5344,TOYOTA,SIENNA,2015,GASOLINE,"MODUPEOLA, CORP."
2783,4732,TOYOTA,RAV4,2016,HYBRID,MAUDE LAMY
2784,1225,TOYOTA,RAV4,2013,GASOLINE,CASA BOUSSIF INC.
2785,4443,TOYOTA,CAMRY,2015,HYBRID,IMAGIN CAB CORP
2786,5089,TOYOTA,PRIUS,2014,HYBRID,ALGER 1 INC.
2787,448,TOYOTA,CAMRY,2018,HYBRID,GEORGE TAXI EXPRESS INC
2788,2,TOYOTA,CAMRY,2019,HYBRID,YC1 LLC
2789,1512,TOYOTA,PRIUS,2015,HYBRID,RAHEL EXPRESS INC.
2790,5761,TOYOTA,CAMRY,2017,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES 32"
2791,5737,TOYOTA,CAMRY,2015,HYBRID,"S. ROKEYA, CORP."
2792,4768,TOYOTA,RAV4,2015,GASOLINE,ANDREAJOSHCOMF. CORP
2793,2002,TOYOTA,PRIUS,2013,HYBRID,ELSTON FIFTEEN LLC
2794,217,FORD,FUSION,2016,HYBRID,MR TAXI 2 INC
2795,1322,TOYOTA,CAMRY,2014,HYBRID,BLACK TAXI INC
2796,4089,NISSAN,ALTIMA,2011,HYBRID,ACROSS THE TOWN CAB CORP
2797,5779,TOYOTA,PRIUS,2014,HYBRID,COFFEE TAXI LLC
2798,2960,TOYOTA,SIENNA,2014,GASOLINE,OUR JOY CORP
2799,5216,TOYOTA,SIENNA,2020,GASOLINE,ZEKI CORP
2800,6894,TOYOTA,PRIUS,2013,HYBRID,BBDR EXPRESS INC
2801,2982,TOYOTA,RAV4,2020,GASOLINE,SNY CAB INC
2802,5015,TOYOTA,PRIUS,2015,HYBRID,SUPER SEVEN CAB COMPANY
2803,1305,TOYOTA,CAMRY,2012,HYBRID,CHITOWN CAB INC. #V
2804,645,TOYOTA,RAV4,2019,HYBRID,THREE DAUGHTERS CAB CO
2805,5790,KIA,SOUL,2016,GASOLINE,L C CAB CO
2806,1124,TOYOTA,PRIUS,2017,HYBRID,ADEOTI INC
2807,3775,TOYOTA,SIENNA,2018,GASOLINE,AMISCO TRANSPORATION INC
2808,4551,TOYOTA,CAMRY,2016,HYBRID,GOLDEN RAM TAXI CAB COMPANY
2809,3060,TOYOTA,PRIUS,2013,HYBRID,AMR CAB CORP.
2810,4624,KIA,SOUL,2014,GASOLINE,YOUNG KIM
2811,5793,TOYOTA,CAMRY,2016,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES 32"
2812,793,TOYOTA,CAMRY,2014,HYBRID,"T.T. SHAZ, INC."
2813,227,FORD,ESCAPE,2012,HYBRID,BABY CAB CORP.
2814,4863,TOYOTA,PRIUS,2015,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES IV"
2815,4672,TOYOTA,CAMRY,2015,HYBRID,SUPER PRINCE INC
2816,4527,CHEVROLET,EQUINOX,2013,FLEX FUEL,FAITH TRANSPORTATION INC
2817,4767,TOYOTA,PRIUS,2015,HYBRID,SHIPKA CAB CO
2818,1889,TOYOTA,PRIUS,2018,HYBRID,WEST CAB INC
2819,6009,TOYOTA,CAMRY,2015,HYBRID,JAMEYS INC.
2820,1701,TOYOTA,SIENNA,2014,GASOLINE,REHOBOTH INC.
2821,6680,TOYOTA,CAMRY,2016,HYBRID,M IBRAHIM INC
2822,530,TOYOTA,PRIUS,2014,HYBRID,EBELLE INC.
2823,2622,TOYOTA,CAMRY,2012,HYBRID,VEEN TAXI INC
2824,3402,TOYOTA,PRIUS,2015,HYBRID,JP DHAKA INC
2825,5804,TOYOTA,CAMRY,2013,HYBRID,TEEMU CORPORATION
2826,3824,TOYOTA,CAMRY,2015,HYBRID,CELEBRITY CHICAGO CORP.
2827,5003,TOYOTA,CAMRY,2015,HYBRID,"ARBER CITY TRANS, INC."
2828,616,TOYOTA,SIENNA,2019,GASOLINE,FOUTA INC.
2829,4543,FORD,ESCAPE,2011,HYBRID,KING CHICAGO INC
2830,5308,TOYOTA,PRIUS,2016,HYBRID,MADOROCK INC
2831,5837,TOYOTA,SIENNA,2015,GASOLINE,HARRY VENTURES INTERNATIONAL CO.
2832,734,DODGE,CARAVAN,2017,FLEX FUEL,TAGRO EXPRESS INC
2833,57,TOYOTA,PRIUS,2014,HYBRID,OIA CAB CORP.
2834,5358,TOYOTA,CAMRY,2015,HYBRID,AZ 5358 INC
2835,2905,TOYOTA,CAMRY,2015,HYBRID,RENEGADE CAB CO THREE
2836,5838,TOYOTA,PRIUS,2016,HYBRID,"FRANCIS KING BOAT, INC."
2837,4914,VPG,MV-1,2014,GASOLINE,LIBAN CAB COMPANY
2838,5997,TOYOTA,SIENNA,2019,GASOLINE,AW SERVICES INC
2839,5823,FORD,ESCAPE,2014,GASOLINE,KNIGHT RIDER INC
2840,6154,TOYOTA,CAMRY,2014,HYBRID,T & T CORP 1
2841,4258,KIA,SEDONA,2015,GASOLINE,4258 TAXI CORP.
2842,1404,TOYOTA,CAMRY,2016,HYBRID,WE CAB CO.
2843,613,TOYOTA,PRIUS,2014,HYBRID,JOHNS CABS CORP.
2844,4160,TOYOTA,CAMRY,2014,HYBRID,CHICAB THREE INC.
2845,5395,TOYOTA,COROLLA,2015,GASOLINE,WE CAB CO.
2846,5486,TOYOTA,PRIUS,2015,HYBRID,TAXI MEDALLION GROUP LLC SERIES III
2847,2045,TOYOTA,XB,2015,GASOLINE,TUCSON CAB CORP
2848,5060,TOYOTA,CAMRY,2019,HYBRID,ASMARA CAB CO
2849,4332,TOYOTA,PRIUS,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIESXXVI
2850,3269,TOYOTA,CAMRY,2014,HYBRID,"LEONARD CAB COMPANY, INC."
2851,2726,TOYOTA,PRIUS,2013,HYBRID,SAFE CAB COMPANY
2852,4599,TOYOTA,COROLLA,2019,HYBRID,JADE AND JUDY INC
2853,4594,TOYOTA,CAMRY,2013,HYBRID,SURROO INC
2854,1751,TOYOTA,CAMRY,2013,HYBRID,ZARA EXPRESS INC
2855,1438,FORD,FUSION,2014,HYBRID,CATALINA CAB INC
2856,313,TOYOTA,PRIUS,2015,HYBRID,IL 10 CORP
2857,2079,NISSAN,SENTRA,2016,GASOLINE,CHICAGO CAB CORP.
2858,1118,TOYOTA,RAV4,2019,HYBRID,GIGI 123 INC
2859,3702,TOYOTA,RAV4,2017,HYBRID,RAMA TAXI CORP.
2860,823,TOYOTA,PRIUS,2015,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES IV"
2861,586,TOYOTA,PRIUS,2013,HYBRID,CASBAH CAB COMPANY
2862,799,TOYOTA,CAMRY,2017,HYBRID,ALAM ENT INC.
2863,3372,KIA,SOUL,2016,HYBRID,"CALI CAB, INC."
2864,4039,TOYOTA,COROLLA,2018,GASOLINE,MYRTOS CAB CORP
2865,4198,TOYOTA,CAMRY,2014,HYBRID,ALEXANDRIA INC
2866,5879,TOYOTA,CAMRY,2014,HYBRID,JAWAID SIDDIQI CORP
2867,5867,TOYOTA,PRIUS,2012,HYBRID,CHADWICK CAPITAL CORP
2868,5577,TOYOTA,CAMRY,2016,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES 30"
2869,4429,TOYOTA,PRIUS,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIES 27
2870,4509,TOYOTA,CAMRY,2016,HYBRID,TAXI MEDALLION GROUP LLC SERIES 27
2871,3547,TOYOTA,PRIUS,2015,HYBRID,RED SEA CAB CO.
2872,5903,TOYOTA,CAMRY,2015,HYBRID,777 CAB COMPANY
2873,464,TOYOTA,COROLLA,2018,GASOLINE,MALTA CAB CORP
2874,4639,HYUNDAI,ELANTRA,2015,GASOLINE,MIKAURY TAXI CORP.
2875,4662,TOYOTA,CAMRY,2016,HYBRID,MOOSA INC.
2876,5890,TOYOTA,PRIUS,2013,HYBRID,ANNIE CORP
2877,5882,TOYOTA,CAMRY,2015,HYBRID,CHOUDHRY EXPRESS INC
2878,5961,TOYOTA,CAMRY,2012,HYBRID,QUETTA CAB CO
2879,4702,TOYOTA,CAMRY,2010,HYBRID,CHICAGO TOURIST CAB CO
2880,1440,TOYOTA,HIGHLANDER,2014,GASOLINE,DASVON & DANA INC
2881,4689,TOYOTA,PRIUS,2012,HYBRID,ZANTE CAB CO INC
2882,5971,TOYOTA,SIENNA,2015,GASOLINE,EUNIFFORD INC.
2883,109,FORD,ESCAPE,2011,HYBRID,TAURUS CAB INC
2884,2030,NISSAN,ALTIMA,2016,GASOLINE,CHICAGO CAB CORP.
2885,3714,TOYOTA,CAMRY,2013,HYBRID,ABILITY SERVICES LTD.
2886,6087,TOYOTA,CAMRY,2015,HYBRID,YCD CORPORATION
2887,3740,FORD,ESCAPE,2012,HYBRID,QASIM 007 LLC
2888,4754,TOYOTA,CAMRY,2016,HYBRID,BELICAGO TAXI LLC
2889,1129,TOYOTA,PRIUS,2013,HYBRID,YC19 LLC
2890,3415,TOYOTA,CAMRY,2015,HYBRID,"FAMAGUSTA TRANS, INC"
2891,2921,TOYOTA,PRIUS,2015,HYBRID,TASNIM INC
2892,1006,DODGE,CARAVAN,2012,FLEX FUEL,ATTAVIGAN CORP.
2893,4750,DODGE,CARAVAN,2017,FLEX FUEL,RIVERSIDE CAB CORP
2894,5,TOYOTA,CAMRY,2019,HYBRID,YC1 LLC
2895,5989,TOYOTA,PRIUS,2013,HYBRID,BIG APPLE CAB ONE CO.
2896,6545,TOYOTA,PRIUS,2013,HYBRID,ERI TRANS INC.
2897,908,FORD,ESCAPE,2012,HYBRID,REX 3 INC.
2898,4887,TOYOTA,CAMRY,2013,HYBRID,ZAKS TRANS INC
2899,2191,TOYOTA,PRIUS,2013,HYBRID,ROADWAY INC
2900,6521,TOYOTA,CAMRY,2012,HYBRID,"OWAIS IMAN, CORP."
2901,4776,TOYOTA,COROLLA,2018,GASOLINE,GEMINI TAXI CORP
2902,1500,TOYOTA,PRIUS,2014,HYBRID,VICTORY VENTURES CORP
2903,6481,NISSAN,SENTRA,2019,GASOLINE,CITY TAXI INC.
2904,6522,TOYOTA,CAMRY,2010,HYBRID,"OWAIS IMAN, CORP."
2905,326,TOYOTA,CAMRY,2015,HYBRID,13C TAXI INC
2906,4858,TOYOTA,CAMRY,2015,HYBRID,SEVEN BROTHERS  ENTERPRISES INC.
2907,4941,TOYOTA,PRIUS,2012,HYBRID,ONE CHATHA INC
2908,675,TOYOTA,PRIUS,2014,HYBRID,JOHNS CABS CORP.
2909,16,TOYOTA,CAMRY,2019,HYBRID,ROADWAY CAB CO
2910,25,TOYOTA,CAMRY,2019,HYBRID,ROADWAY CAB CO
2911,5205,TOYOTA,CAMRY,2013,HYBRID,CHEVY CORPORATION
2912,5978,FORD,FUSION,2014,HYBRID,"KHADER TAXI CAB, INC."
2913,6047,TOYOTA,CAMRY,2013,HYBRID,S & R TAXI CO
2914,55,TOYOTA,PRIUS,2014,HYBRID,ROADWAY CAB CO
2915,1609,TOYOTA,PRIUS,2012,HYBRID,MG & KA INC
2916,444,TOYOTA,CAMRY,2014,HYBRID,SAHER CAB CO
2917,3092,TOYOTA,CAMRY,2015,HYBRID,KENNIX CORP
2918,6068,TOYOTA,CAMRY,2012,HYBRID,S.K.F. CORPORATION
2919,4833,TOYOTA,PRIUS,2013,HYBRID,JIWANI INC
2920,1042,TOYOTA,PRIUS,2013,HYBRID,PLAYING POLO IN CHICAGO INC
2921,4665,TOYOTA,CAMRY,2017,HYBRID,4665 TAXI INC.
2922,6069,TOYOTA,CAMRY,2014,HYBRID,AROUND TOWN TAXI CO
2923,5999,TOYOTA,SIENNA,2015,GASOLINE,CASBAH CAB COMPANY
2924,6075,TOYOTA,CAMRY,2014,HYBRID,PLATINUM JUBILEE CORP
2925,209,FORD,FUSION,2019,GASOLINE,K & S CORP
2926,2698,TOYOTA,PRIUS,2015,HYBRID,TAXI MEDALLION GROUP LLC SERIES III
2927,4605,TOYOTA,CAMRY,2012,HYBRID,MANAL EXPRESS INC
2928,6083,TOYOTA,CAMRY,2013,HYBRID,AASIA ENTERPRISES INC
2929,4205,TOYOTA,CAMRY,2015,HYBRID,IMAGE TAXICAB INC
2930,5450,TOYOTA,CAMRY,2010,HYBRID,STEPHEN OMOFONMWAN
2931,6111,FORD,C-MAX,2014,HYBRID,TRIBECA CAB CORP
2932,432,TOYOTA,CAMRY,2012,HYBRID,MCCAB VII CORP.
2933,3893,TOYOTA,CAMRY,2012,HYBRID,ACUOMA INC
2934,4583,TOYOTA,CAMRY,2015,HYBRID,KING CHICAGO INC
2935,4573,TOYOTA,CAMRY,2012,HYBRID,NEBIYAT INC
2936,5501,TOYOTA,PRIUS,2014,HYBRID,LULYA TRANS INC
2937,6159,TOYOTA,CAMRY,2013,HYBRID,ROHAIL CAB CO II
2938,6157,TOYOTA,SIENNA,2020,GASOLINE,ADE TAXI CORP
2939,6907,NISSAN,SENTRA,2019,GASOLINE,CITY TAXI INC.
2940,4961,TOYOTA,PRIUS,2012,HYBRID,EDUARDO MANZANAREZ
2941,6125,TOYOTA,COROLLA,2019,GASOLINE,FISKARDO CAB CO
2942,6313,TOYOTA,PRIUS,2013,HYBRID,ADRIAN INC.
2943,6915,TOYOTA,SIENNA,2014,GASOLINE,CLEMENT INC.
2944,340,TOYOTA,CAMRY,2015,HYBRID,MR TAXI 1 INC
2945,2643,NISSAN,ALTIMA,2011,HYBRID,SEAN CAB CO
2946,1729,TOYOTA,CAMRY,2012,HYBRID,RKJ CAB CO
2947,3600,TOYOTA,PRIUS,2014,HYBRID,AKAL CAB COMPANY
2948,3234,TOYOTA,CAMRY,2014,HYBRID,GS CAB CO.
2949,4695,FORD,CROWN VICTORIA,2011,FLEX FUEL,LIAQUAT A. QURESHI
2950,1612,TOYOTA,PRIUS,2013,HYBRID,NJ CAB CO
2951,3750,TOYOTA,CAMRY,2015,HYBRID,DOUBLE STAR TAXICAB INC.
2952,5038,TOYOTA,PRIUS,2013,HYBRID,NEW AMSTERDAM LEASING CORP.
2953,1666,TOYOTA,PRIUS,2013,HYBRID,NJ CAB CO
2954,3444,TOYOTA,CAMRY,2013,HYBRID,PEACE CAB CO
2955,2452,TOYOTA,PRIUS,2014,HYBRID,SEAN CAB CO
2956,2451,TOYOTA,CAMRY,2013,HYBRID,IDEAL CAB COMPANY
2957,3351,TOYOTA,PRIUS,2014,HYBRID,SBJ CAB CO.
2958,6081,TOYOTA,CAMRY,2014,HYBRID,IDEAL CAB COMPANY
2959,6661,TOYOTA,CAMRY,2013,HYBRID,SST CAB CO
2960,5927,TOYOTA,RAV4,2019,HYBRID,"KIKI TRANS, INC."
2961,3724,TOYOTA,PRIUS,2013,HYBRID,ADRIAN INC.
2962,6181,TOYOTA,SIENNA,2018,GASOLINE,6181 INC
2963,5049,TOYOTA,CAMRY,2014,HYBRID,KR & AZ ENTERPRISE INC
2964,6949,TOYOTA,CAMRY,2014,HYBRID,NEXT GEN TAXI II INC
2965,6693,TOYOTA,PRIUS,2013,HYBRID,SST CAB CO
2966,6167,NISSAN,ALTIMA,2011,HYBRID,ODYSSEY TAXI LLC
2967,5525,TOYOTA,PRIUS,2013,HYBRID,SBJ CAB CO.
2968,214,FORD,ESCAPE,2011,HYBRID,TAURUS CAB INC
2969,6677,TOYOTA,RAV4,2018,HYBRID,NATHAN CAB CO
2970,6662,TOYOTA,CAMRY,2013,HYBRID,SST CAB CO
2971,4398,TOYOTA,PRIUS,2013,HYBRID,J K T CAB CO
2972,964,TOYOTA,PRIUS,2014,HYBRID,NECT 38 LLC
2973,6212,NISSAN,ALTIMA,2011,HYBRID,MUNICH TAXI LLC
2974,6185,TOYOTA,PRIUS,2013,HYBRID,BIG APPLE CAB TWO CO
2975,4008,NISSAN,ALTIMA,2011,HYBRID,HYDRA TAXI LLC
2976,868,TOYOTA,CAMRY,2016,HYBRID,MEDALLION FUNDING CHICAGO CORP III
2977,6184,TOYOTA,CAMRY,2017,HYBRID,BIG APPLE CAB TWO CO
2978,6207,TOYOTA,CAMRY,2020,HYBRID,HASRA CORP
2979,61,TOYOTA,PRIUS,2013,HYBRID,HASRA CORP
2980,1061,TOYOTA,CAMRY,2019,HYBRID,"UNIVERSAL TRANSIT, INC."
2981,6082,TOYOTA,CAMRY,2014,HYBRID,WILLIAM ROBINSON
2982,5758,TOYOTA,RAV4,2017,HYBRID,RAEES TAXI INC
2983,5067,TOYOTA,CAMRY,2017,HYBRID,PARSEC INC
