,Unnamed: 0,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
925,925,1,12,0,3,697,2,2,4,3,2,2,3,46,0,1,2,3,1,1,1
926,926,1,18,1,2,1049,2,2,4,0,2,4,0,21,1,2,1,3,1,0,1
927,927,1,48,3,5,10297,2,1,4,3,2,4,1,39,2,0,3,3,2,1,1
928,928,3,30,3,4,1867,4,3,4,3,2,4,3,58,1,1,1,3,1,1,1
929,929,1,12,2,3,1344,2,0,4,3,2,2,2,43,1,1,2,2,2,0,1
930,930,1,24,3,2,1747,2,2,4,3,0,1,0,24,1,1,1,2,1,0,0
931,931,0,9,3,4,1670,2,2,4,0,2,2,3,22,1,1,1,3,1,1,1
932,932,3,9,1,3,1224,2,0,3,3,2,1,2,30,1,1,2,3,1,0,1
933,933,3,12,1,4,522,1,3,4,3,2,4,0,42,1,1,2,3,2,1,1
934,934,1,12,3,4,1498,2,0,4,0,2,1,3,23,0,1,1,3,1,0,1
935,935,0,30,2,4,1919,0,2,4,3,2,3,1,30,2,1,2,0,1,0,1
936,936,2,9,3,4,745,2,0,3,0,2,2,2,28,1,1,1,2,1,0,1
937,937,0,6,3,4,2063,2,2,4,2,2,3,3,30,1,2,1,0,1,1,1
938,938,0,60,3,6,6288,2,0,4,3,2,4,1,42,1,0,1,3,1,0,1
939,939,3,24,1,5,6842,4,0,2,3,2,4,0,46,1,1,2,0,2,1,1
940,940,3,12,3,3,3527,4,2,2,3,2,3,0,45,1,1,1,0,2,1,1
941,941,3,10,3,3,1546,2,0,3,3,2,2,2,31,1,1,1,2,2,0,0
942,942,3,24,3,2,929,4,1,4,3,2,2,3,31,2,1,1,3,1,1,1
943,943,3,4,1,3,1455,2,1,2,3,2,1,2,42,1,1,3,2,2,0,1
944,944,1,15,3,2,1845,2,2,4,0,1,1,0,46,1,2,1,3,1,0,1
945,945,0,48,4,3,8358,1,2,1,0,2,1,3,30,1,1,2,3,1,0,1
946,946,1,24,0,2,3349,1,2,4,3,2,4,1,30,1,0,1,3,2,1,1
947,947,3,12,3,3,2859,4,4,4,3,2,4,1,38,1,1,1,0,1,1,1
948,948,3,18,3,2,1533,2,2,4,2,0,1,0,43,1,1,1,2,2,0,1
949,949,3,24,3,4,3621,0,3,2,3,2,4,3,31,1,1,2,3,1,0,1
950,950,0,18,1,0,3590,2,4,3,2,2,3,3,40,1,1,3,1,2,1,1
951,951,1,36,2,0,2145,2,1,2,3,2,1,3,24,1,1,2,3,1,1,1
952,952,0,24,3,5,4113,1,2,3,0,2,4,3,28,1,2,1,3,1,0,1
953,953,3,36,3,2,10974,2,4,4,0,2,2,3,26,1,1,2,0,1,1,1
954,954,1,12,3,3,1893,2,0,4,0,1,4,0,29,1,1,1,3,1,1,1
955,955,1,24,1,4,1231,3,3,4,0,2,4,0,57,1,2,2,0,1,1,1
956,956,2,30,1,4,3656,4,3,4,3,2,4,0,49,2,1,2,2,1,0,1
957,957,0,9,1,4,1154,2,3,2,3,2,4,2,37,1,1,3,2,1,0,1
958,958,1,28,3,3,4006,2,0,3,3,2,2,3,45,1,1,1,2,1,0,1
959,959,0,24,3,2,3069,0,3,4,3,2,4,1,30,1,0,1,3,1,0,1
960,960,3,6,1,4,1740,2,3,2,2,2,2,2,30,1,2,2,3,1,0,1
961,961,0,21,2,3,2353,2,0,1,1,2,4,0,47,1,1,2,3,1,0,1
962,962,3,15,3,3,3556,4,0,3,3,2,2,1,29,1,1,1,3,1,0,1
963,963,3,24,3,4,2397,1,3,3,3,2,2,3,35,0,1,2,3,1,1,1
964,964,0,6,3,8,454,2,2,3,2,2,1,0,22,1,1,1,2,1,0,1
965,965,0,30,3,4,1715,4,0,4,0,2,1,3,26,1,1,1,3,1,0,1
966,966,0,27,1,4,2520,1,0,4,3,2,2,0,23,1,1,2,2,1,0,1
967,967,3,15,3,4,3568,2,3,4,0,2,2,3,54,0,2,1,0,1,1,1
968,968,3,42,3,4,7166,4,1,2,2,2,4,0,29,1,2,1,3,1,1,1
969,969,1,11,1,3,3939,2,0,1,3,2,2,2,40,1,1,2,2,2,0,1
970,970,0,15,3,8,1514,0,0,4,3,1,2,2,22,1,1,1,3,1,0,1
971,971,3,24,3,3,7393,2,0,1,3,2,4,0,43,1,1,1,2,2,0,1
972,972,1,24,0,3,1193,2,4,1,0,0,4,1,29,1,2,2,1,1,0,1
973,973,1,60,3,0,7297,2,3,4,3,0,4,1,36,1,2,1,3,1,0,1
974,974,3,30,1,4,2831,2,0,4,0,2,2,3,33,1,1,1,3,1,1,1
975,975,2,24,3,4,1258,1,0,3,0,2,3,3,57,1,1,1,2,1,0,1
976,976,0,6,3,4,753,2,0,2,0,1,3,2,64,1,1,1,3,1,0,1
977,977,0,18,2,0,2427,4,3,4,3,2,2,0,42,1,1,2,3,1,0,1
978,978,3,24,2,3,2538,2,3,4,3,2,4,3,47,1,1,2,2,2,0,1
979,979,0,15,0,3,1264,0,0,2,2,2,2,0,25,1,2,1,3,1,0,1
980,980,0,30,1,2,8386,2,1,2,3,2,2,0,49,1,1,1,3,1,0,1
981,981,3,48,3,0,4844,2,4,3,3,2,2,3,33,0,2,1,0,1,1,1
982,982,2,21,3,3,2923,0,0,1,0,2,1,3,28,0,1,1,0,1,1,1
983,983,1,36,3,5,8229,2,0,2,3,2,2,0,26,1,1,1,3,2,0,1
984,984,3,24,1,2,2028,2,1,2,3,2,2,0,30,1,1,2,2,1,0,1
985,985,1,15,1,2,1433,2,0,4,0,2,3,0,25,1,2,2,3,1,0,1
986,986,2,42,4,0,6289,2,2,2,1,2,1,0,33,1,1,2,3,1,0,1
987,987,3,13,3,4,1409,0,4,2,0,2,4,2,64,1,1,1,3,1,0,1
988,988,1,24,3,5,6579,2,4,4,3,2,2,1,29,1,0,1,0,1,1,1
989,989,0,24,1,4,1743,2,3,4,3,2,2,0,48,1,1,2,2,1,0,1
990,990,3,12,1,6,3565,4,2,2,3,2,1,0,37,1,1,2,2,2,0,1
991,991,3,15,0,4,1569,0,3,4,3,2,4,3,34,0,1,1,2,2,0,1
992,992,1,18,3,4,1936,4,1,2,2,2,4,3,23,1,2,2,2,1,0,1
993,993,1,36,3,2,3959,2,4,4,3,2,3,0,30,1,1,1,0,1,1,1
994,994,3,12,3,3,2390,4,3,4,3,2,3,3,50,1,1,1,3,1,1,1
995,995,3,12,3,2,1736,2,1,3,0,2,4,2,31,1,1,1,2,1,0,1
996,996,1,30,3,5,3857,2,0,4,1,2,4,0,40,1,1,1,0,1,1,1
997,997,3,12,3,4,804,2,3,4,3,2,4,3,38,1,1,1,3,1,0,1
998,998,1,45,3,4,1845,2,0,4,3,2,4,1,23,1,0,1,3,1,1,1
999,999,0,45,1,5,4576,0,4,3,3,2,4,3,27,1,1,1,3,1,0,1
