,R1,R2,R3,R4,R5,Class,Explanation
20572,12,2,6,7,2,1,One pair
20573,6,10,2,6,8,1,One pair
20574,6,2,13,5,7,0,Nothing in hand
20575,13,6,8,1,1,1,One pair
20576,2,11,4,7,1,0,Nothing in hand
20577,8,8,7,1,12,1,One pair
20578,7,9,8,6,7,1,One pair
20579,10,11,1,7,12,0,Nothing in hand
20580,1,7,2,12,11,0,Nothing in hand
20581,4,12,5,11,7,0,Nothing in hand
20582,6,10,11,3,11,1,One pair
20583,7,10,7,11,4,1,One pair
20584,7,9,7,12,7,3,Three of a kind
20585,1,11,4,3,4,1,One pair
20586,1,12,1,13,10,1,One pair
20587,5,6,11,12,8,0,Nothing in hand
20588,7,11,6,13,3,0,Nothing in hand
20589,5,6,4,3,13,0,Nothing in hand
20590,10,8,12,3,7,0,Nothing in hand
20591,5,5,4,3,11,1,One pair
20592,9,3,2,1,5,0,Nothing in hand
20593,10,6,3,1,13,0,Nothing in hand
20594,13,7,8,2,4,0,Nothing in hand
20595,1,9,13,12,9,1,One pair
20596,6,2,10,8,3,0,Nothing in hand
20597,6,11,5,4,9,0,Nothing in hand
20598,8,13,9,3,1,0,Nothing in hand
20599,4,7,5,3,6,4,Straight
20600,6,10,2,9,4,0,Nothing in hand
20601,11,2,7,6,11,1,One pair
20602,12,6,10,4,4,1,One pair
20603,3,11,5,5,2,1,One pair
20604,1,8,3,4,13,0,Nothing in hand
20605,5,13,5,11,13,2,Two pairs
20606,1,13,12,5,8,0,Nothing in hand
20607,6,2,10,9,2,1,One pair
20608,1,11,13,9,2,0,Nothing in hand
20609,12,8,6,13,3,0,Nothing in hand
20610,8,8,4,12,12,2,Two pairs
20611,7,4,3,5,4,1,One pair
20612,4,5,9,2,1,0,Nothing in hand
20613,10,9,5,4,4,1,One pair
20614,1,4,13,10,8,0,Nothing in hand
20615,4,5,5,12,12,2,Two pairs
20616,5,7,9,12,10,0,Nothing in hand
20617,4,5,4,8,7,1,One pair
20618,11,8,2,11,4,1,One pair
20619,4,13,7,2,3,0,Nothing in hand
20620,11,10,2,4,3,0,Nothing in hand
20621,2,1,10,8,8,1,One pair
20622,5,8,5,6,3,1,One pair
20623,2,5,9,10,11,0,Nothing in hand
20624,10,9,12,3,7,0,Nothing in hand
20625,13,10,9,4,2,0,Nothing in hand
20626,3,13,1,11,7,0,Nothing in hand
20627,6,1,12,1,4,1,One pair
20628,12,13,5,2,11,0,Nothing in hand
20629,6,10,2,4,4,1,One pair
20630,13,9,1,10,5,0,Nothing in hand
20631,7,3,11,8,13,0,Nothing in hand
20632,1,2,4,7,4,1,One pair
20633,11,5,10,1,10,1,One pair
20634,9,6,8,13,11,0,Nothing in hand
20635,4,9,5,2,11,0,Nothing in hand
20636,8,4,5,8,9,1,One pair
20637,7,4,6,9,8,0,Nothing in hand
20638,10,1,8,2,9,0,Nothing in hand
20639,9,1,9,4,6,1,One pair
20640,11,10,4,11,13,1,One pair
20641,13,9,8,9,11,1,One pair
20642,1,5,11,10,13,0,Nothing in hand
20643,3,1,4,6,4,1,One pair
20644,7,11,2,7,3,1,One pair
20645,3,6,12,11,3,1,One pair
20646,11,8,10,13,12,0,Nothing in hand
20647,3,11,9,5,1,0,Nothing in hand
20648,4,2,10,1,2,1,One pair
20649,5,8,7,6,12,0,Nothing in hand
20650,1,13,9,2,10,0,Nothing in hand
20651,4,2,2,1,7,1,One pair
20652,11,7,12,4,4,1,One pair
20653,1,7,5,8,12,0,Nothing in hand
20654,8,10,4,10,1,1,One pair
20655,5,3,8,7,8,1,One pair
20656,1,13,6,7,3,0,Nothing in hand
20657,9,2,7,4,4,1,One pair
20658,10,12,4,8,2,0,Nothing in hand
20659,8,11,11,1,4,1,One pair
20660,2,6,6,8,8,2,Two pairs
20661,6,9,10,10,1,1,One pair
20662,9,7,2,11,1,0,Nothing in hand
20663,13,12,1,6,5,0,Nothing in hand
20664,11,8,4,10,10,1,One pair
20665,9,11,8,9,5,1,One pair
20666,11,4,3,8,12,0,Nothing in hand
20667,1,1,1,5,10,3,Three of a kind
20668,8,10,9,11,1,0,Nothing in hand
20669,2,4,6,5,10,0,Nothing in hand
20670,3,4,2,10,2,1,One pair
20671,7,1,3,10,8,0,Nothing in hand
20672,13,7,3,5,2,0,Nothing in hand
20673,2,6,5,12,3,0,Nothing in hand
20674,1,6,8,5,7,0,Nothing in hand
20675,5,1,8,12,3,0,Nothing in hand
20676,10,7,12,5,6,0,Nothing in hand
20677,10,5,5,7,11,1,One pair
20678,9,5,2,13,8,0,Nothing in hand
20679,12,10,9,5,2,0,Nothing in hand
20680,5,6,2,7,12,0,Nothing in hand
20681,1,5,3,13,11,0,Nothing in hand
20682,8,11,9,5,5,1,One pair
20683,9,7,10,7,12,1,One pair
20684,7,10,7,3,7,3,Three of a kind
20685,12,7,7,9,4,1,One pair
20686,4,12,8,5,9,0,Nothing in hand
20687,11,8,2,5,10,0,Nothing in hand
20688,12,13,5,8,6,0,Nothing in hand
20689,12,8,6,13,13,1,One pair
20690,2,10,9,4,2,1,One pair
20691,1,10,12,11,11,1,One pair
20692,1,11,11,8,6,1,One pair
20693,10,1,10,3,11,1,One pair
20694,11,13,2,2,1,1,One pair
20695,6,12,8,3,10,0,Nothing in hand
20696,8,12,13,7,3,0,Nothing in hand
20697,9,10,8,6,7,4,Straight
20698,5,5,8,10,13,1,One pair
20699,11,3,8,9,7,0,Nothing in hand
20700,12,6,4,9,5,0,Nothing in hand
20701,6,2,2,2,5,3,Three of a kind
20702,9,7,4,10,6,0,Nothing in hand
20703,11,6,5,7,13,0,Nothing in hand
20704,9,6,12,3,9,1,One pair
20705,13,3,10,11,13,1,One pair
20706,5,8,6,10,2,0,Nothing in hand
20707,11,1,3,6,7,0,Nothing in hand
20708,10,8,12,9,13,0,Nothing in hand
20709,4,3,2,11,7,0,Nothing in hand
20710,1,13,1,10,9,1,One pair
20711,5,7,3,1,8,0,Nothing in hand
20712,1,12,9,5,6,0,Nothing in hand
20713,3,3,10,13,13,2,Two pairs
20714,11,8,1,13,7,0,Nothing in hand
20715,8,2,4,10,13,0,Nothing in hand
20716,7,12,9,1,1,1,One pair
20717,7,12,12,8,11,1,One pair
20718,4,5,12,11,8,0,Nothing in hand
20719,6,9,12,2,8,0,Nothing in hand
20720,3,1,6,9,4,0,Nothing in hand
20721,10,11,7,11,7,2,Two pairs
20722,6,1,6,4,1,2,Two pairs
20723,10,7,10,12,11,1,One pair
20724,3,6,7,9,4,0,Nothing in hand
20725,2,1,11,3,6,0,Nothing in hand
20726,3,9,5,5,2,1,One pair
20727,13,6,12,5,9,0,Nothing in hand
20728,7,12,5,4,5,1,One pair
20729,3,13,3,12,6,1,One pair
20730,1,10,3,9,11,0,Nothing in hand
20731,12,13,4,4,2,1,One pair
20732,12,2,3,11,4,0,Nothing in hand
20733,11,8,12,7,4,0,Nothing in hand
20734,2,2,10,10,6,2,Two pairs
20735,8,2,1,6,2,1,One pair
20736,9,6,2,2,7,1,One pair
20737,2,1,10,10,1,2,Two pairs
20738,5,7,13,2,5,1,One pair
20739,7,6,3,11,1,0,Nothing in hand
20740,11,10,11,1,4,1,One pair
20741,2,9,13,7,8,0,Nothing in hand
20742,2,3,7,13,7,1,One pair
20743,9,11,13,9,12,1,One pair
20744,7,2,11,3,1,0,Nothing in hand
20745,9,3,7,10,8,0,Nothing in hand
20746,11,4,2,5,5,1,One pair
20747,9,10,6,2,10,1,One pair
20748,2,1,6,5,13,0,Nothing in hand
20749,11,7,13,2,1,0,Nothing in hand
20750,9,3,8,6,11,0,Nothing in hand
20751,5,4,3,13,10,0,Nothing in hand
20752,7,5,10,1,4,0,Nothing in hand
20753,6,13,7,3,2,0,Nothing in hand
20754,4,1,9,12,9,1,One pair
20755,8,13,8,7,10,1,One pair
20756,10,12,8,11,11,1,One pair
20757,3,8,6,6,5,1,One pair
20758,4,7,8,8,10,1,One pair
20759,7,3,4,10,1,0,Nothing in hand
20760,10,12,6,9,11,0,Nothing in hand
20761,9,1,12,5,7,0,Nothing in hand
20762,3,4,10,10,1,1,One pair
20763,10,13,4,2,9,0,Nothing in hand
20764,10,10,12,7,4,1,One pair
20765,12,4,9,13,5,0,Nothing in hand
20766,2,5,7,4,3,0,Nothing in hand
20767,12,13,5,12,7,1,One pair
20768,5,3,6,8,12,0,Nothing in hand
20769,5,10,5,6,7,1,One pair
20770,1,6,9,3,7,0,Nothing in hand
20771,5,1,10,11,8,0,Nothing in hand
20772,13,2,8,7,6,0,Nothing in hand
20773,7,8,6,10,6,1,One pair
20774,7,12,13,13,9,1,One pair
20775,11,4,2,1,12,0,Nothing in hand
20776,8,9,10,8,6,1,One pair
20777,8,4,6,7,12,0,Nothing in hand
20778,3,11,5,8,9,0,Nothing in hand
20779,4,9,3,12,6,0,Nothing in hand
20780,2,7,13,6,12,0,Nothing in hand
20781,13,1,6,13,2,1,One pair
20782,5,12,6,8,10,0,Nothing in hand
20783,9,12,1,13,1,1,One pair
20784,1,4,1,9,10,1,One pair
20785,4,3,1,3,9,1,One pair
20786,3,9,10,1,7,0,Nothing in hand
20787,10,3,10,9,13,1,One pair
20788,6,12,7,1,12,1,One pair
20789,13,11,6,8,12,0,Nothing in hand
20790,2,2,10,8,6,1,One pair
20791,6,7,5,13,8,0,Nothing in hand
20792,11,12,9,3,8,0,Nothing in hand
20793,11,13,7,8,10,0,Nothing in hand
20794,13,12,10,9,8,0,Nothing in hand
20795,1,5,8,13,3,0,Nothing in hand
20796,2,1,10,5,2,1,One pair
20797,2,1,3,9,11,0,Nothing in hand
20798,13,8,4,7,5,0,Nothing in hand
20799,1,13,9,10,8,0,Nothing in hand
20800,10,8,12,2,12,1,One pair
20801,10,3,11,8,3,1,One pair
20802,1,13,10,3,6,0,Nothing in hand
20803,7,8,1,5,6,0,Nothing in hand
20804,11,1,5,2,10,0,Nothing in hand
20805,12,10,12,13,9,1,One pair
20806,9,1,10,3,4,0,Nothing in hand
20807,4,2,5,7,6,0,Nothing in hand
20808,10,2,2,4,4,2,Two pairs
20809,2,11,12,11,8,1,One pair
20810,6,4,2,3,1,0,Nothing in hand
20811,3,13,8,13,1,1,One pair
20812,1,1,7,11,2,1,One pair
20813,2,2,7,7,5,2,Two pairs
20814,13,11,1,6,10,0,Nothing in hand
20815,11,5,2,8,6,0,Nothing in hand
20816,9,4,11,11,7,1,One pair
20817,11,13,1,5,6,0,Nothing in hand
20818,13,13,9,10,7,1,One pair
20819,4,4,9,12,13,1,One pair
20820,9,2,7,6,13,0,Nothing in hand
20821,5,13,12,9,3,0,Nothing in hand
20822,4,9,1,9,13,1,One pair
20823,1,6,7,2,1,1,One pair
20824,13,4,1,8,7,0,Nothing in hand
20825,5,8,10,4,11,0,Nothing in hand
20826,11,11,13,8,8,2,Two pairs
20827,7,12,3,6,9,0,Nothing in hand
20828,3,4,4,11,10,1,One pair
20829,7,8,4,10,12,0,Nothing in hand
20830,4,5,7,13,4,1,One pair
20831,6,3,6,4,10,1,One pair
20832,7,12,4,6,5,0,Nothing in hand
20833,2,7,9,1,11,0,Nothing in hand
20834,10,8,3,7,6,0,Nothing in hand
20835,5,2,7,5,3,1,One pair
20836,7,12,3,11,5,0,Nothing in hand
20837,10,6,11,10,3,1,One pair
20838,6,8,4,5,1,0,Nothing in hand
20839,5,1,2,1,7,1,One pair
20840,12,9,8,1,6,0,Nothing in hand
20841,9,11,2,4,11,1,One pair
20842,3,1,13,5,8,0,Nothing in hand
20843,2,2,11,10,9,1,One pair
20844,1,1,3,5,7,1,One pair
20845,8,9,3,8,13,1,One pair
20846,6,10,8,7,12,0,Nothing in hand
20847,1,8,6,10,10,1,One pair
20848,11,3,2,8,1,0,Nothing in hand
20849,9,8,2,10,9,1,One pair
20850,3,1,5,4,10,0,Nothing in hand
20851,9,6,3,1,6,1,One pair
20852,7,8,12,2,4,0,Nothing in hand
20853,6,9,12,11,3,0,Nothing in hand
20854,2,4,13,13,7,1,One pair
20855,10,3,9,3,4,1,One pair
20856,1,5,4,8,12,0,Nothing in hand
20857,3,2,9,5,4,0,Nothing in hand
20858,13,5,6,7,1,0,Nothing in hand
20859,13,2,5,10,13,1,One pair
20860,1,8,13,10,10,1,One pair
20861,10,3,4,12,1,0,Nothing in hand
20862,9,6,2,12,2,1,One pair
20863,7,13,10,12,4,0,Nothing in hand
20864,11,4,12,9,2,0,Nothing in hand
20865,10,3,5,7,8,0,Nothing in hand
20866,12,8,7,12,4,1,One pair
20867,2,8,9,1,5,0,Nothing in hand
20868,13,12,6,2,3,0,Nothing in hand
20869,12,10,7,1,6,0,Nothing in hand
20870,7,11,3,6,10,0,Nothing in hand
20871,8,7,5,4,2,0,Nothing in hand
20872,11,1,1,11,8,2,Two pairs
20873,8,11,12,8,5,1,One pair
20874,4,3,10,3,12,1,One pair
20875,2,6,3,6,5,1,One pair
20876,12,4,11,8,8,1,One pair
20877,12,13,4,9,5,0,Nothing in hand
20878,9,2,12,7,13,0,Nothing in hand
20879,2,10,13,8,5,0,Nothing in hand
20880,8,9,10,13,4,0,Nothing in hand
20881,6,9,7,6,11,1,One pair
20882,3,8,2,2,1,1,One pair
20883,4,4,11,12,3,1,One pair
20884,9,3,11,11,4,1,One pair
20885,7,13,7,3,6,1,One pair
20886,7,4,1,4,13,1,One pair
20887,2,6,7,5,1,0,Nothing in hand
20888,8,10,10,6,10,3,Three of a kind
20889,4,8,3,9,10,0,Nothing in hand
20890,6,12,12,4,3,1,One pair
20891,6,12,8,3,12,1,One pair
20892,3,2,1,2,9,1,One pair
20893,13,13,5,7,4,1,One pair
20894,2,8,10,7,8,1,One pair
20895,13,7,10,3,4,0,Nothing in hand
20896,9,13,12,10,8,0,Nothing in hand
20897,12,6,2,7,9,0,Nothing in hand
20898,2,8,2,5,3,1,One pair
20899,6,5,2,12,3,0,Nothing in hand
20900,8,1,10,8,6,1,One pair
20901,1,4,5,12,5,1,One pair
20902,2,1,6,5,4,0,Nothing in hand
20903,9,6,12,6,10,1,One pair
20904,10,6,1,8,13,0,Nothing in hand
20905,6,6,8,5,12,1,One pair
20906,10,6,1,12,3,0,Nothing in hand
20907,2,11,3,8,10,0,Nothing in hand
20908,12,11,6,1,7,0,Nothing in hand
20909,8,10,7,1,1,1,One pair
20910,1,1,5,4,12,1,One pair
20911,8,11,13,5,4,0,Nothing in hand
20912,8,7,9,13,1,0,Nothing in hand
20913,2,12,5,10,3,0,Nothing in hand
20914,9,12,1,8,13,0,Nothing in hand
20915,9,1,7,3,2,0,Nothing in hand
20916,4,4,6,7,12,1,One pair
20917,13,13,12,13,9,3,Three of a kind
20918,1,13,7,7,8,1,One pair
20919,1,12,3,2,5,0,Nothing in hand
20920,9,3,6,2,8,0,Nothing in hand
20921,11,9,8,9,2,1,One pair
20922,8,12,10,9,6,0,Nothing in hand
20923,1,12,2,10,5,0,Nothing in hand
20924,11,8,11,10,5,1,One pair
20925,5,5,9,8,12,1,One pair
20926,5,8,8,11,2,1,One pair
20927,6,9,12,7,3,0,Nothing in hand
20928,6,8,10,12,2,0,Nothing in hand
20929,1,11,4,12,1,1,One pair
20930,7,9,8,4,2,0,Nothing in hand
20931,13,7,11,1,3,0,Nothing in hand
20932,6,10,5,5,2,1,One pair
20933,2,1,6,6,4,1,One pair
20934,2,11,10,4,10,1,One pair
20935,5,9,1,8,7,0,Nothing in hand
20936,8,1,12,8,10,1,One pair
20937,13,4,4,11,10,1,One pair
20938,5,2,2,10,8,1,One pair
20939,5,9,2,7,1,0,Nothing in hand
20940,1,8,6,1,11,1,One pair
20941,6,6,13,4,11,1,One pair
20942,7,7,1,4,13,1,One pair
20943,5,7,12,3,6,0,Nothing in hand
20944,3,1,3,12,12,2,Two pairs
20945,8,2,4,2,2,3,Three of a kind
20946,3,8,7,8,7,2,Two pairs
20947,9,8,7,4,2,0,Nothing in hand
20948,4,3,2,2,12,1,One pair
20949,3,3,12,13,2,1,One pair
20950,11,12,3,9,5,0,Nothing in hand
20951,3,12,8,9,9,1,One pair
20952,13,6,10,2,13,1,One pair
20953,1,6,6,5,4,1,One pair
20954,8,2,4,5,5,1,One pair
20955,13,7,11,12,8,0,Nothing in hand
20956,9,5,11,12,2,0,Nothing in hand
20957,1,7,12,10,2,0,Nothing in hand
20958,9,10,7,8,1,0,Nothing in hand
20959,12,6,2,4,5,0,Nothing in hand
20960,6,9,10,2,7,0,Nothing in hand
20961,9,11,3,1,3,1,One pair
20962,12,12,5,1,8,1,One pair
20963,5,11,6,4,10,0,Nothing in hand
20964,4,13,1,6,6,1,One pair
20965,3,12,8,11,10,0,Nothing in hand
20966,12,9,4,4,2,1,One pair
20967,7,4,8,1,13,0,Nothing in hand
20968,13,6,9,4,4,1,One pair
20969,13,13,6,13,3,3,Three of a kind
20970,8,3,11,2,6,0,Nothing in hand
20971,1,2,12,4,6,0,Nothing in hand
20972,1,8,3,7,5,0,Nothing in hand
20973,3,12,5,2,7,0,Nothing in hand
20974,9,7,6,11,5,0,Nothing in hand
20975,4,10,11,8,5,0,Nothing in hand
20976,6,1,9,12,4,0,Nothing in hand
20977,13,2,11,9,8,0,Nothing in hand
20978,10,7,13,7,6,1,One pair
20979,13,6,8,4,9,0,Nothing in hand
20980,4,13,6,3,9,0,Nothing in hand
20981,13,10,11,4,8,0,Nothing in hand
20982,9,10,3,8,4,0,Nothing in hand
20983,9,8,4,12,5,0,Nothing in hand
20984,12,6,3,7,7,1,One pair
20985,5,11,12,5,8,1,One pair
20986,2,3,12,12,6,1,One pair
20987,8,9,2,2,10,1,One pair
20988,4,4,12,11,7,1,One pair
20989,8,2,8,11,11,2,Two pairs
20990,1,13,13,4,5,1,One pair
20991,5,4,8,8,10,1,One pair
20992,4,13,9,2,2,1,One pair
20993,6,6,3,13,2,1,One pair
20994,8,13,8,2,13,2,Two pairs
20995,8,9,3,4,3,1,One pair
20996,6,9,13,5,9,1,One pair
20997,7,6,2,7,12,1,One pair
20998,8,3,12,9,6,0,Nothing in hand
20999,3,5,1,12,11,0,Nothing in hand
21000,13,11,9,11,13,2,Two pairs
21001,6,9,8,13,4,0,Nothing in hand
21002,7,6,6,10,2,1,One pair
21003,10,12,5,7,1,0,Nothing in hand
21004,1,4,2,2,9,1,One pair
21005,11,13,3,4,8,0,Nothing in hand
21006,11,6,4,1,9,0,Nothing in hand
21007,7,6,10,13,12,0,Nothing in hand
21008,11,13,3,11,8,1,One pair
21009,7,3,9,8,7,1,One pair
21010,2,8,3,9,2,1,One pair
21011,8,11,13,7,9,0,Nothing in hand
21012,6,8,13,12,11,0,Nothing in hand
21013,12,5,6,11,3,0,Nothing in hand
21014,12,2,2,1,7,1,One pair
21015,6,11,2,1,4,0,Nothing in hand
21016,7,4,5,13,9,0,Nothing in hand
21017,3,5,7,13,13,1,One pair
21018,8,3,10,1,6,0,Nothing in hand
21019,6,13,6,4,13,2,Two pairs
21020,9,1,9,2,7,1,One pair
21021,6,11,5,2,1,0,Nothing in hand
21022,13,9,1,8,13,1,One pair
21023,12,8,3,1,6,0,Nothing in hand
21024,6,1,2,6,13,1,One pair
21025,2,4,4,4,13,3,Three of a kind
21026,9,12,13,10,10,1,One pair
21027,8,10,1,9,10,1,One pair
21028,13,13,8,7,7,2,Two pairs
21029,4,10,1,11,12,0,Nothing in hand
21030,13,4,2,3,8,0,Nothing in hand
21031,9,3,11,1,10,0,Nothing in hand
21032,6,1,2,1,4,1,One pair
21033,5,4,4,1,6,1,One pair
21034,11,9,7,8,8,1,One pair
21035,11,5,4,5,4,2,Two pairs
21036,13,12,10,11,9,4,Straight
21037,7,7,5,8,6,1,One pair
21038,12,6,13,2,1,0,Nothing in hand
21039,2,3,13,3,9,1,One pair
21040,7,6,10,12,2,0,Nothing in hand
21041,8,6,7,13,11,0,Nothing in hand
21042,8,9,13,10,6,0,Nothing in hand
21043,8,5,8,7,1,1,One pair
21044,6,6,8,13,3,1,One pair
21045,12,5,5,5,8,3,Three of a kind
21046,10,3,4,13,10,1,One pair
21047,11,10,3,3,2,1,One pair
21048,3,13,10,13,9,1,One pair
21049,4,1,4,13,12,1,One pair
21050,13,2,1,5,6,0,Nothing in hand
21051,1,6,1,13,10,1,One pair
21052,7,10,4,1,1,1,One pair
21053,4,8,2,12,3,0,Nothing in hand
21054,10,5,9,3,11,0,Nothing in hand
21055,10,8,5,9,10,1,One pair
21056,11,2,2,7,1,1,One pair
21057,9,8,7,4,10,0,Nothing in hand
21058,10,9,11,8,2,0,Nothing in hand
21059,8,11,5,8,9,1,One pair
21060,4,2,5,6,7,0,Nothing in hand
21061,13,5,1,7,12,0,Nothing in hand
21062,5,13,3,1,9,0,Nothing in hand
21063,1,3,6,12,8,0,Nothing in hand
21064,11,10,11,6,1,1,One pair
21065,1,1,6,10,9,1,One pair
21066,10,3,2,1,2,1,One pair
21067,2,8,12,8,10,1,One pair
21068,4,1,10,2,9,0,Nothing in hand
21069,6,12,10,2,4,0,Nothing in hand
21070,4,2,6,5,8,0,Nothing in hand
21071,8,10,7,9,5,0,Nothing in hand
21072,5,8,10,1,5,1,One pair
21073,9,2,11,2,9,2,Two pairs
21074,2,11,13,1,5,0,Nothing in hand
21075,3,7,5,11,10,0,Nothing in hand
21076,10,5,12,6,5,1,One pair
21077,12,1,11,11,1,2,Two pairs
21078,9,10,8,10,12,1,One pair
21079,2,5,6,5,11,1,One pair
21080,6,2,7,6,5,1,One pair
21081,5,9,10,13,12,0,Nothing in hand
21082,12,2,2,13,3,1,One pair
21083,3,13,11,4,9,0,Nothing in hand
21084,2,3,4,2,7,1,One pair
21085,11,1,12,4,2,0,Nothing in hand
21086,2,8,1,4,12,0,Nothing in hand
21087,4,4,6,5,2,1,One pair
21088,3,5,7,5,6,1,One pair
21089,2,6,9,2,8,1,One pair
21090,2,6,11,5,3,0,Nothing in hand
21091,12,2,8,11,10,0,Nothing in hand
21092,11,6,2,8,5,0,Nothing in hand
21093,3,11,5,8,11,1,One pair
21094,9,3,10,3,6,1,One pair
21095,12,13,6,3,5,0,Nothing in hand
21096,1,10,1,12,13,1,One pair
21097,9,1,10,9,1,2,Two pairs
21098,3,3,4,7,5,1,One pair
21099,5,13,3,8,9,0,Nothing in hand
21100,2,5,5,7,4,1,One pair
21101,11,1,6,13,4,0,Nothing in hand
21102,3,2,8,4,7,0,Nothing in hand
21103,3,13,6,11,7,0,Nothing in hand
21104,11,4,2,1,8,0,Nothing in hand
21105,5,10,2,11,7,0,Nothing in hand
21106,5,7,4,11,8,0,Nothing in hand
21107,10,4,13,7,7,1,One pair
21108,4,6,3,13,4,1,One pair
21109,3,11,9,4,13,0,Nothing in hand
21110,1,2,11,7,13,0,Nothing in hand
21111,11,6,3,7,8,0,Nothing in hand
21112,12,11,5,2,13,0,Nothing in hand
21113,4,8,1,2,7,0,Nothing in hand
21114,8,5,3,7,2,0,Nothing in hand
21115,10,11,3,10,7,1,One pair
21116,6,12,5,5,5,3,Three of a kind
21117,13,8,8,1,5,1,One pair
21118,7,10,1,8,13,0,Nothing in hand
21119,2,1,12,10,6,0,Nothing in hand
21120,11,10,8,10,1,1,One pair
21121,9,13,9,1,12,1,One pair
21122,10,8,13,12,4,0,Nothing in hand
21123,10,4,3,11,11,1,One pair
21124,3,5,7,13,11,0,Nothing in hand
21125,8,13,12,6,11,0,Nothing in hand
21126,8,5,4,7,7,1,One pair
21127,8,13,10,13,1,1,One pair
21128,12,2,13,5,1,0,Nothing in hand
21129,11,13,5,9,10,0,Nothing in hand
21130,12,12,4,9,9,2,Two pairs
21131,7,13,9,11,4,0,Nothing in hand
21132,4,6,13,12,4,1,One pair
21133,4,9,6,10,12,0,Nothing in hand
21134,5,2,7,10,5,1,One pair
21135,7,3,8,3,10,1,One pair
21136,13,4,8,9,10,0,Nothing in hand
21137,4,12,10,5,7,0,Nothing in hand
21138,6,13,13,4,4,2,Two pairs
21139,8,5,8,7,7,2,Two pairs
21140,12,7,7,6,5,1,One pair
21141,11,13,2,12,4,0,Nothing in hand
21142,11,4,12,7,8,0,Nothing in hand
21143,7,13,11,10,5,0,Nothing in hand
21144,3,12,8,2,9,0,Nothing in hand
21145,1,7,3,10,13,0,Nothing in hand
21146,13,6,3,12,3,1,One pair
21147,9,3,7,1,2,0,Nothing in hand
21148,13,13,4,9,4,2,Two pairs
21149,11,2,11,6,2,2,Two pairs
21150,1,13,6,8,10,0,Nothing in hand
21151,10,13,4,11,2,0,Nothing in hand
21152,7,10,5,9,9,1,One pair
21153,7,9,8,4,2,0,Nothing in hand
21154,13,7,13,1,11,1,One pair
21155,11,13,12,8,5,0,Nothing in hand
21156,13,7,9,4,10,0,Nothing in hand
21157,12,6,13,7,3,0,Nothing in hand
21158,4,7,9,8,9,1,One pair
21159,12,4,4,2,13,1,One pair
21160,8,13,2,11,3,0,Nothing in hand
21161,1,2,7,3,1,1,One pair
21162,11,12,5,3,2,0,Nothing in hand
21163,8,3,6,6,2,1,One pair
21164,1,5,1,6,9,1,One pair
21165,4,12,2,4,8,1,One pair
21166,3,13,4,1,8,0,Nothing in hand
21167,5,5,4,3,11,1,One pair
21168,7,6,7,5,9,1,One pair
21169,6,3,7,8,12,0,Nothing in hand
21170,3,12,5,1,8,0,Nothing in hand
21171,6,13,9,2,5,0,Nothing in hand
21172,10,10,2,9,1,1,One pair
21173,4,6,8,13,10,0,Nothing in hand
21174,6,12,12,10,9,1,One pair
21175,12,12,9,8,9,2,Two pairs
21176,4,11,2,8,10,0,Nothing in hand
21177,11,6,3,13,11,1,One pair
21178,6,10,3,7,1,0,Nothing in hand
21179,2,11,4,2,3,1,One pair
21180,13,13,2,1,3,1,One pair
21181,7,1,7,6,8,1,One pair
21182,5,13,6,4,10,0,Nothing in hand
21183,13,12,8,3,1,0,Nothing in hand
21184,10,12,6,4,2,0,Nothing in hand
21185,3,2,13,9,1,0,Nothing in hand
21186,2,12,4,6,8,0,Nothing in hand
21187,3,5,13,9,3,1,One pair
21188,10,9,3,11,2,0,Nothing in hand
21189,5,13,6,13,9,1,One pair
21190,6,10,1,3,9,0,Nothing in hand
21191,7,12,9,8,2,0,Nothing in hand
21192,8,13,8,11,13,2,Two pairs
21193,5,4,5,1,12,1,One pair
21194,10,5,2,9,10,1,One pair
21195,5,6,4,6,6,3,Three of a kind
21196,1,10,10,3,9,1,One pair
21197,9,1,9,3,10,1,One pair
21198,9,2,4,9,6,1,One pair
21199,13,12,3,9,12,1,One pair
21200,11,11,4,11,9,3,Three of a kind
21201,8,4,5,8,3,1,One pair
21202,9,11,13,2,12,0,Nothing in hand
21203,13,4,4,3,11,1,One pair
21204,8,4,13,8,1,1,One pair
21205,11,6,13,3,1,0,Nothing in hand
21206,5,1,6,9,11,0,Nothing in hand
21207,10,6,2,9,11,0,Nothing in hand
21208,9,8,8,10,11,1,One pair
21209,7,11,6,12,4,0,Nothing in hand
21210,13,8,8,10,4,1,One pair
21211,11,9,8,11,3,1,One pair
21212,5,10,6,5,2,1,One pair
21213,10,6,9,11,13,0,Nothing in hand
21214,12,12,6,5,10,1,One pair
21215,3,9,8,2,8,1,One pair
21216,7,13,1,8,2,0,Nothing in hand
21217,8,9,9,6,12,1,One pair
21218,4,7,12,6,13,0,Nothing in hand
21219,8,7,1,10,11,0,Nothing in hand
21220,11,7,2,7,4,1,One pair
21221,8,5,13,6,1,0,Nothing in hand
21222,6,8,9,1,8,1,One pair
21223,12,1,4,5,13,0,Nothing in hand
21224,4,4,1,2,6,1,One pair
21225,4,3,5,11,7,0,Nothing in hand
21226,2,1,13,9,3,0,Nothing in hand
21227,6,2,1,3,2,1,One pair
21228,9,7,8,4,2,0,Nothing in hand
21229,6,7,1,5,5,1,One pair
21230,5,11,7,9,11,1,One pair
21231,3,11,8,13,10,0,Nothing in hand
21232,7,13,7,12,3,1,One pair
